"Plot Title: Bradford_7DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733142, SEN S/N: 10733142)","Temp, °F (LGR S/N: 10733142, SEN S/N: 10733142)","Expired Sensor Cap (LGR S/N: 10733142, SEN S/N: 10733142)","Coupler Attached (LGR S/N: 10733142, SEN S/N: 10733142)","Host Connected (LGR S/N: 10733142, SEN S/N: 10733142)","Stopped (LGR S/N: 10733142, SEN S/N: 10733142)","End Of File (LGR S/N: 10733142, SEN S/N: 10733142)"
61,06/23/24 12:00:00 AM,8.29,75.92,,,,,
62,06/23/24 01:00:00 AM,8.35,75.02,,,,,
63,06/23/24 02:00:00 AM,8.37,74.77,,,,,
64,06/23/24 03:00:00 AM,8.41,74.37,,,,,
65,06/23/24 04:00:00 AM,8.42,74.23,,,,,
66,06/23/24 05:00:00 AM,8.41,74.30,,,,,
67,06/23/24 06:00:00 AM,8.43,74.26,,,,,
68,06/23/24 07:00:00 AM,8.12,78.01,,,,,
69,06/23/24 08:00:00 AM,7.89,81.21,,,,,
70,06/23/24 09:00:00 AM,7.61,84.70,,,,,
71,06/23/24 10:00:00 AM,7.50,86.54,,,,,
72,06/23/24 11:00:00 AM,7.22,91.87,,,,,
73,06/23/24 12:00:00 PM,7.18,92.52,,,,,
74,06/23/24 01:00:00 PM,6.97,94.17,,,,,
75,06/23/24 02:00:00 PM,6.95,94.78,,,,,
76,06/23/24 03:00:00 PM,6.92,95.11,,,,,
77,06/23/24 04:00:00 PM,7.07,92.44,,,,,
78,06/23/24 05:00:00 PM,8.03,77.43,,,,,
79,06/23/24 06:00:00 PM,8.35,74.80,,,,,
80,06/23/24 07:00:00 PM,8.20,76.57,,,,,
81,06/23/24 08:00:00 PM,8.29,75.42,,,,,
82,06/23/24 09:00:00 PM,8.34,75.02,,,,,
83,06/23/24 10:00:00 PM,8.39,74.59,,,,,
84,06/23/24 11:00:00 PM,8.40,74.48,,,,,
85,06/24/24 12:00:00 AM,8.41,74.30,,,,,
86,06/24/24 01:00:00 AM,8.42,74.12,,,,,
87,06/24/24 02:00:00 AM,8.34,74.91,,,,,
88,06/24/24 03:00:00 AM,8.34,74.98,,,,,
89,06/24/24 04:00:00 AM,8.42,74.12,,,,,
90,06/24/24 05:00:00 AM,8.43,74.16,,,,,
91,06/24/24 06:00:00 AM,8.42,74.23,,,,,
92,06/24/24 07:00:00 AM,8.25,76.53,,,,,
93,06/24/24 08:00:00 AM,7.89,81.03,,,,,
94,06/24/24 09:00:00 AM,7.61,84.78,,,,,
95,06/24/24 10:00:00 AM,7.48,86.61,,,,,
96,06/24/24 11:00:00 AM,7.16,92.05,,,,,
97,06/24/24 12:00:00 PM,7.18,92.12,,,,,
98,06/24/24 01:00:00 PM,7.01,95.22,,,,,
99,06/24/24 02:00:00 PM,6.95,94.32,,,,,
100,06/24/24 03:00:00 PM,6.97,93.74,,,,,
101,06/24/24 04:00:00 PM,6.98,95.11,,,,,
102,06/24/24 05:00:00 PM,7.09,91.40,,,,,
103,06/24/24 06:00:00 PM,7.40,86.86,,,,,
104,06/24/24 07:00:00 PM,8.15,76.96,,,,,
105,06/24/24 08:00:00 PM,8.54,72.82,,,,,
106,06/24/24 09:00:00 PM,8.47,73.54,,,,,
107,06/24/24 10:00:00 PM,8.44,74.05,,,,,
108,06/24/24 11:00:00 PM,8.45,73.94,,,,,
109,06/25/24 12:00:00 AM,8.42,74.34,,,,,
110,06/25/24 01:00:00 AM,8.39,74.59,,,,,
111,06/25/24 02:00:00 AM,8.37,74.70,,,,,
112,06/25/24 03:00:00 AM,8.36,74.73,,,,,
113,06/25/24 04:00:00 AM,8.37,74.66,,,,,
114,06/25/24 05:00:00 AM,8.37,74.59,,,,,
115,06/25/24 06:00:00 AM,8.40,74.52,,,,,
116,06/25/24 07:00:00 AM,8.13,77.61,,,,,
117,06/25/24 08:00:00 AM,7.88,80.85,,,,,
118,06/25/24 09:00:00 AM,7.55,85.21,,,,,
119,06/25/24 10:00:00 AM,7.42,87.55,,,,,
120,06/25/24 11:00:00 AM,7.16,90.97,,,,,
121,06/25/24 12:00:00 PM,7.15,91.94,,,,,
122,06/25/24 01:00:00 PM,7.08,92.88,,,,,
123,06/25/24 02:00:00 PM,7.03,93.24,,,,,
124,06/25/24 03:00:00 PM,7.41,87.55,,,,,
125,06/25/24 04:00:00 PM,6.92,94.06,,,,,
126,06/25/24 05:00:00 PM,7.27,88.45,,,,,
127,06/25/24 06:00:00 PM,7.54,84.74,,,,,
128,06/25/24 07:00:00 PM,7.65,83.52,,,,,
129,06/25/24 08:00:00 PM,7.74,82.08,,,,,
130,06/25/24 09:00:00 PM,7.85,81.07,,,,,
131,06/25/24 10:00:00 PM,7.90,80.46,,,,,
132,06/25/24 11:00:00 PM,8.30,76.53,,,,,
133,06/26/24 12:00:00 AM,8.54,72.86,,,,,
134,06/26/24 01:00:00 AM,8.61,72.18,,,,,
135,06/26/24 02:00:00 AM,8.61,72.28,,,,,
136,06/26/24 03:00:00 AM,8.61,72.14,,,,,
137,06/26/24 04:00:00 AM,8.61,72.32,,,,,
138,06/26/24 05:00:00 AM,8.53,73.00,,,,,
139,06/26/24 06:00:00 AM,8.45,73.94,,,,,
140,06/26/24 07:00:00 AM,8.10,78.30,,,,,
141,06/26/24 08:00:00 AM,7.74,82.26,,,,,
142,06/26/24 09:00:00 AM,7.49,86.25,,,,,
143,06/26/24 10:00:00 AM,7.31,88.99,,,,,
144,06/26/24 11:00:00 AM,7.16,92.52,,,,,
145,06/26/24 12:00:00 PM,7.20,91.87,,,,,
146,06/26/24 01:00:00 PM,7.73,81.82,,,,,
147,06/26/24 02:00:00 PM,7.00,92.77,,,,,
148,06/26/24 03:00:00 PM,7.33,87.98,,,,,
149,06/26/24 04:00:00 PM,7.10,91.58,,,,,
150,06/26/24 05:00:00 PM,7.33,87.73,,,,,
151,06/26/24 06:00:00 PM,7.53,85.06,,,,,
152,06/26/24 07:00:00 PM,7.67,82.98,,,,,
153,06/26/24 08:00:00 PM,7.80,81.36,,,,,
154,06/26/24 09:00:00 PM,7.90,80.20,,,,,
155,06/26/24 10:00:00 PM,7.99,79.16,,,,,
156,06/26/24 11:00:00 PM,8.08,78.08,,,,,
157,06/27/24 12:00:00 AM,8.17,76.86,,,,,
158,06/27/24 01:00:00 AM,8.22,76.28,,,,,
159,06/27/24 02:00:00 AM,8.25,75.96,,,,,
160,06/27/24 03:00:00 AM,8.29,75.45,,,,,
161,06/27/24 04:00:00 AM,8.34,74.95,,,,,
162,06/27/24 05:00:00 AM,8.35,74.73,,,,,
163,06/27/24 06:00:00 AM,8.36,74.88,,,,,
164,06/27/24 07:00:00 AM,8.01,79.38,,,,,
165,06/27/24 08:00:00 AM,7.68,83.95,,,,,
166,06/27/24 09:00:00 AM,7.42,87.55,,,,,
167,06/27/24 10:00:00 AM,7.36,88.70,,,,,
168,06/27/24 11:00:00 AM,8.00,77.54,,,,,
169,06/27/24 12:00:00 PM,7.92,80.46,,,,,
170,06/27/24 01:00:00 PM,7.49,84.85,,,,,
171,06/27/24 02:00:00 PM,7.23,88.27,,,,,
172,06/27/24 03:00:00 PM,7.79,81.57,,,,,
173,06/27/24 04:00:00 PM,7.71,82.80,,,,,
174,06/27/24 05:00:00 PM,7.68,82.94,,,,,
175,06/27/24 06:00:00 PM,7.75,82.22,,,,,
176,06/27/24 07:00:00 PM,7.81,81.25,,,,,
177,06/27/24 08:00:00 PM,7.94,79.48,,,,,
178,06/27/24 09:00:00 PM,8.06,78.22,,,,,
179,06/27/24 10:00:00 PM,8.15,77.22,,,,,
180,06/27/24 11:00:00 PM,8.24,76.14,,,,,
181,06/28/24 12:00:00 AM,8.30,75.56,,,,,
182,06/28/24 01:00:00 AM,8.34,75.09,,,,,
183,06/28/24 02:00:00 AM,8.32,75.20,,,,,
184,06/28/24 03:00:00 AM,8.31,75.42,,,,,
185,06/28/24 04:00:00 AM,8.39,74.59,,,,,
186,06/28/24 05:00:00 AM,8.45,73.80,,,,,
187,06/28/24 06:00:00 AM,8.47,73.80,,,,,
188,06/28/24 07:00:00 AM,8.21,77.18,,,,,
189,06/28/24 08:00:00 AM,7.75,82.87,,,,,
190,06/28/24 09:00:00 AM,7.38,87.69,,,,,
191,06/28/24 10:00:00 AM,7.30,89.20,,,,,
192,06/28/24 11:00:00 AM,7.19,91.44,,,,,
193,06/28/24 12:00:00 PM,7.19,90.18,,,,,
194,06/28/24 01:00:00 PM,7.95,79.63,,,,,
195,06/28/24 02:00:00 PM,7.83,81.21,,,,,
196,06/28/24 03:00:00 PM,7.52,84.96,,,,,
197,06/28/24 04:00:00 PM,8.16,76.93,,,,,
198,06/28/24 05:00:00 PM,8.39,75.06,,,,,
199,06/28/24 06:00:00 PM,8.41,74.91,,,,,
200,06/28/24 07:00:00 PM,8.35,75.60,,,,,
201,06/28/24 08:00:00 PM,8.31,75.99,,,,,
202,06/28/24 09:00:00 PM,8.30,76.06,,,,,
203,06/28/24 10:00:00 PM,8.34,75.67,,,,,
204,06/28/24 11:00:00 PM,8.39,75.24,,,,,
205,06/29/24 12:00:00 AM,8.37,75.16,,,,,
206,06/29/24 01:00:00 AM,8.40,74.95,,,,,
207,06/29/24 02:00:00 AM,8.43,74.66,,,,,
208,06/29/24 03:00:00 AM,8.44,74.52,,,,,
209,06/29/24 04:00:00 AM,8.45,74.41,,,,,
210,06/29/24 05:00:00 AM,8.46,74.34,,,,,
211,06/29/24 06:00:00 AM,8.46,74.37,,,,,
212,06/29/24 07:00:00 AM,8.40,75.13,,,,,
213,06/29/24 08:00:00 AM,8.30,76.46,,,,,
214,06/29/24 09:00:00 AM,7.95,80.17,,,,,
215,06/29/24 10:00:00 AM,7.62,83.77,,,,,
216,06/29/24 11:00:00 AM,7.47,86.32,,,,,
217,06/29/24 12:00:00 PM,7.38,88.84,,,,,
218,06/29/24 01:00:00 PM,8.06,78.62,,,,,
219,06/29/24 02:00:00 PM,8.14,78.30,,,,,
220,06/29/24 03:00:00 PM,7.93,80.64,,,,,
221,06/29/24 04:00:00 PM,7.78,81.39,,,,,
222,06/29/24 05:00:00 PM,7.68,82.69,,,,,
223,06/29/24 06:00:00 PM,7.80,81.93,,,,,
224,06/29/24 07:00:00 PM,7.98,79.70,,,,,
225,06/29/24 08:00:00 PM,8.12,78.04,,,,,
226,06/29/24 09:00:00 PM,8.25,76.68,,,,,
227,06/29/24 10:00:00 PM,8.35,75.88,,,,,
228,06/29/24 11:00:00 PM,8.37,75.49,,,,,
229,06/30/24 12:00:00 AM,8.35,75.74,,,,,
230,06/30/24 01:00:00 AM,8.34,75.74,,,,,
231,06/30/24 02:00:00 AM,8.35,75.63,,,,,
232,06/30/24 03:00:00 AM,8.36,75.38,,,,,
233,06/30/24 04:00:00 AM,8.40,74.95,,,,,
234,06/30/24 05:00:00 AM,8.48,74.16,,,,,
235,06/30/24 06:00:00 AM,8.54,73.72,,,,,
236,06/30/24 07:00:00 AM,8.20,77.36,,,,,
237,06/30/24 08:00:00 AM,7.73,81.57,,,,,
238,06/30/24 09:00:00 AM,7.53,85.57,,,,,
239,06/30/24 10:00:00 AM,7.53,85.71,,,,,
240,06/30/24 11:00:00 AM,7.33,88.81,,,,,
241,06/30/24 12:00:00 PM,7.27,90.18,,,,,
242,06/30/24 01:00:00 PM,7.11,92.26,,,,,
243,06/30/24 02:00:00 PM,6.87,95.04,,,,,
244,06/30/24 03:00:00 PM,7.09,91.18,,,,,
245,06/30/24 04:00:00 PM,6.90,94.60,,,,,
246,06/30/24 05:00:00 PM,7.38,86.94,,,,,
247,06/30/24 06:00:00 PM,7.77,82.15,,,,,
248,06/30/24 07:00:00 PM,7.86,81.43,,,,,
249,06/30/24 08:00:00 PM,8.02,79.30,,,,,
250,06/30/24 09:00:00 PM,8.16,77.72,,,,,
251,06/30/24 10:00:00 PM,8.23,77.04,,,,,
252,06/30/24 11:00:00 PM,8.25,76.68,,,,,
253,07/01/24 12:00:00 AM,8.26,76.57,,,,,
254,07/01/24 01:00:00 AM,8.30,76.14,,,,,
255,07/01/24 02:00:00 AM,8.33,75.74,,,,,
256,07/01/24 03:00:00 AM,8.36,75.20,,,,,
257,07/01/24 04:00:00 AM,8.39,74.88,,,,,
258,07/01/24 05:00:00 AM,8.39,74.80,,,,,
259,07/01/24 06:00:00 AM,8.40,74.70,,,,,
260,07/01/24 07:00:00 AM,8.29,76.03,,,,,
261,07/01/24 08:00:00 AM,7.95,80.46,,,,,
262,07/01/24 09:00:00 AM,7.44,86.94,,,,,
263,07/01/24 10:00:00 AM,7.26,89.71,,,,,
264,07/01/24 11:00:00 AM,7.38,88.12,,,,,
265,07/01/24 12:00:00 PM,7.18,90.46,,,,,
266,07/01/24 01:00:00 PM,7.27,87.48,,,,,
267,07/01/24 02:00:00 PM,7.80,81.93,,,,,
268,07/01/24 03:00:00 PM,7.55,85.06,,,,,
269,07/01/24 04:00:00 PM,7.24,88.92,,,,,
270,07/01/24 05:00:00 PM,7.48,85.71,,,,,
271,07/01/24 06:00:00 PM,7.75,82.08,,,,,
272,07/01/24 07:00:00 PM,8.08,78.51,,,,,
273,07/01/24 08:00:00 PM,8.14,77.83,,,,,
274,07/01/24 09:00:00 PM,8.20,77.18,,,,,
275,07/01/24 10:00:00 PM,8.24,76.78,,,,,
276,07/01/24 11:00:00 PM,8.25,76.57,,,,,
277,07/02/24 12:00:00 AM,8.27,76.46,,,,,
278,07/02/24 01:00:00 AM,8.29,76.17,,,,,
279,07/02/24 02:00:00 AM,8.30,76.03,,,,,
280,07/02/24 03:00:00 AM,8.33,75.52,,,,,
281,07/02/24 04:00:00 AM,8.40,74.91,,,,,
282,07/02/24 05:00:00 AM,8.46,74.34,,,,,
283,07/02/24 06:00:00 AM,8.47,74.26,,,,,
284,07/02/24 07:00:00 AM,8.30,76.32,,,,,
285,07/02/24 08:00:00 AM,7.84,81.00,,,,,
286,07/02/24 09:00:00 AM,7.46,84.70,,,,,
287,07/02/24 10:00:00 AM,7.34,86.22,,,,,
288,07/02/24 11:00:00 AM,7.15,88.74,,,,,
289,07/02/24 12:00:00 PM,7.05,89.42,,,,,
290,07/02/24 01:00:00 PM,6.85,91.00,,,,,
291,07/02/24 02:00:00 PM,7.17,89.71,,,,,
292,07/02/24 03:00:00 PM,7.11,90.03,,,,,
293,07/02/24 04:00:00 PM,7.03,92.12,,,,,
294,07/02/24 05:00:00 PM,7.49,85.57,,,,,
295,07/02/24 06:00:00 PM,7.79,81.97,,,,,
296,07/02/24 07:00:00 PM,7.94,80.38,,,,,
297,07/02/24 08:00:00 PM,8.04,79.02,,,,,
298,07/02/24 09:00:00 PM,8.13,78.15,,,,,
299,07/02/24 10:00:00 PM,8.17,77.72,,,,,
300,07/02/24 11:00:00 PM,8.12,78.22,,,,,
301,07/03/24 12:00:00 AM,8.17,77.68,,,,,
302,07/03/24 01:00:00 AM,8.15,77.68,,,,,
303,07/03/24 02:00:00 AM,8.17,77.61,,,,,
304,07/03/24 03:00:00 AM,8.19,77.36,,,,,
305,07/03/24 04:00:00 AM,8.20,77.25,,,,,
306,07/03/24 05:00:00 AM,8.22,77.11,,,,,
307,07/03/24 06:00:00 AM,8.24,76.89,,,,,
308,07/03/24 07:00:00 AM,8.01,80.10,,,,,
309,07/03/24 08:00:00 AM,7.69,84.02,,,,,
310,07/03/24 09:00:00 AM,7.43,87.33,,,,,
311,07/03/24 10:00:00 AM,7.37,88.12,,,,,
312,07/03/24 11:00:00 AM,7.18,91.15,,,,,
313,07/03/24 12:00:00 PM,7.19,90.10,,,,,
314,07/03/24 01:00:00 PM,7.02,94.03,,,,,
315,07/03/24 02:00:00 PM,6.96,94.57,,,,,
316,07/03/24 03:00:00 PM,7.05,91.83,,,,,
317,07/03/24 04:00:00 PM,7.05,92.37,,,,,
318,07/03/24 05:00:00 PM,7.16,90.61,,,,,
319,07/03/24 06:00:00 PM,7.47,85.60,,,,,
320,07/03/24 07:00:00 PM,7.84,81.46,,,,,
321,07/03/24 08:00:00 PM,8.02,79.48,,,,,
322,07/03/24 09:00:00 PM,8.10,78.73,,,,,
323,07/03/24 10:00:00 PM,8.14,78.15,,,,,
324,07/03/24 11:00:00 PM,8.17,77.76,,,,,
325,07/04/24 12:00:00 AM,8.23,77.11,,,,,
326,07/04/24 01:00:00 AM,8.30,76.32,,,,,
327,07/04/24 02:00:00 AM,8.34,75.78,,,,,
328,07/04/24 03:00:00 AM,8.36,75.52,,,,,
329,07/04/24 04:00:00 AM,8.40,75.13,,,,,
330,07/04/24 05:00:00 AM,8.41,74.88,,,,,
331,07/04/24 06:00:00 AM,8.40,75.09,,,,,
332,07/04/24 07:00:00 AM,7.98,80.35,,,,,
333,07/04/24 08:00:00 AM,7.59,85.03,,,,,
334,07/04/24 09:00:00 AM,7.34,88.23,,,,,
335,07/04/24 10:00:00 AM,7.33,88.30,,,,,
336,07/04/24 11:00:00 AM,7.17,92.77,,,,,
337,07/04/24 12:00:00 PM,7.12,92.52,,,,,
338,07/04/24 01:00:00 PM,7.11,92.37,,,,,
339,07/04/24 02:00:00 PM,7.11,90.39,,,,,
340,07/04/24 03:00:00 PM,7.55,84.60,,,,,
341,07/04/24 04:00:00 PM,7.74,82.51,,,,,
342,07/04/24 05:00:00 PM,7.80,81.97,,,,,
343,07/04/24 06:00:00 PM,7.79,82.00,,,,,
344,07/04/24 07:00:00 PM,7.82,81.43,,,,,
345,07/04/24 08:00:00 PM,7.89,80.49,,,,,
346,07/04/24 09:00:00 PM,8.00,79.23,,,,,
347,07/04/24 10:00:00 PM,8.09,78.37,,,,,
348,07/04/24 11:00:00 PM,8.16,77.43,,,,,
349,07/05/24 12:00:00 AM,8.22,76.75,,,,,
350,07/05/24 01:00:00 AM,8.26,76.21,,,,,
351,07/05/24 02:00:00 AM,8.26,76.14,,,,,
352,07/05/24 03:00:00 AM,8.33,75.42,,,,,
353,07/05/24 04:00:00 AM,8.37,74.95,,,,,
354,07/05/24 05:00:00 AM,8.43,74.41,,,,,
355,07/05/24 06:00:00 AM,8.44,74.30,,,,,
356,07/05/24 07:00:00 AM,8.32,75.92,,,,,
357,07/05/24 08:00:00 AM,8.03,79.23,,,,,
358,07/05/24 09:00:00 AM,7.68,83.41,,,,,
359,07/05/24 10:00:00 AM,7.48,86.50,,,,,
360,07/05/24 11:00:00 AM,7.19,91.36,,,,,
361,07/05/24 12:00:00 PM,7.15,91.26,,,,,
362,07/05/24 01:00:00 PM,7.06,92.37,,,,,
363,07/05/24 02:00:00 PM,6.89,93.38,,,,,
364,07/05/24 03:00:00 PM,7.20,89.60,,,,,
365,07/05/24 04:00:00 PM,6.89,94.28,,,,,
366,07/05/24 05:00:00 PM,7.53,83.59,,,,,
367,07/05/24 06:00:00 PM,7.73,82.18,,,,,
368,07/05/24 07:00:00 PM,7.77,82.40,,,,,
369,07/05/24 08:00:00 PM,7.84,80.89,,,,,
370,07/05/24 09:00:00 PM,7.92,80.17,,,,,
371,07/05/24 10:00:00 PM,8.01,79.23,,,,,
372,07/05/24 11:00:00 PM,8.11,78.01,,,,,
373,07/06/24 12:00:00 AM,8.21,76.86,,,,,
374,07/06/24 01:00:00 AM,8.22,76.68,,,,,
375,07/06/24 02:00:00 AM,8.21,76.82,,,,,
376,07/06/24 03:00:00 AM,8.23,76.50,,,,,
377,07/06/24 04:00:00 AM,8.32,75.52,,,,,
378,07/06/24 05:00:00 AM,8.35,75.24,,,,,
379,07/06/24 06:00:00 AM,8.40,74.84,,,,,
380,07/06/24 07:00:00 AM,8.04,79.30,,,,,
381,07/06/24 08:00:00 AM,7.64,84.24,,,,,
382,07/06/24 09:00:00 AM,7.34,88.12,,,,,
383,07/06/24 10:00:00 AM,7.29,89.20,,,,,
384,07/06/24 11:00:00 AM,7.21,90.61,,,,,
385,07/06/24 12:00:00 PM,7.10,92.12,,,,,
386,07/06/24 01:00:00 PM,6.93,93.34,,,,,
387,07/06/24 02:00:00 PM,7.16,90.28,,,,,
388,07/06/24 03:00:00 PM,7.03,93.31,,,,,
389,07/06/24 04:00:00 PM,6.98,92.52,,,,,
390,07/06/24 05:00:00 PM,7.13,90.03,,,,,
391,07/06/24 06:00:00 PM,7.34,87.55,,,,,
392,07/06/24 07:00:00 PM,7.65,83.26,,,,,
393,07/06/24 08:00:00 PM,7.84,81.10,,,,,
394,07/06/24 09:00:00 PM,7.90,80.35,,,,,
395,07/06/24 10:00:00 PM,7.94,80.20,,,,,
396,07/06/24 11:00:00 PM,7.96,79.81,,,,,
397,07/07/24 12:00:00 AM,8.04,78.94,,,,,
398,07/07/24 01:00:00 AM,8.06,78.66,,,,,
399,07/07/24 02:00:00 AM,8.13,77.86,,,,,
400,07/07/24 03:00:00 AM,8.21,76.93,,,,,
401,07/07/24 04:00:00 AM,8.25,76.35,,,,,
402,07/07/24 05:00:00 AM,8.27,76.06,,,,,
403,07/07/24 06:00:00 AM,8.30,75.88,,,,,
404,07/07/24 07:00:00 AM,8.00,79.81,,,,,
405,07/07/24 08:00:00 AM,7.73,83.26,,,,,
406,07/07/24 09:00:00 AM,7.29,88.84,,,,,
407,07/07/24 10:00:00 AM,7.31,89.49,,,,,
408,07/07/24 11:00:00 AM,7.19,89.64,,,,,
409,07/07/24 12:00:00 PM,7.18,91.44,,,,,
410,07/07/24 01:00:00 PM,7.02,93.09,,,,,
411,07/07/24 02:00:00 PM,6.78,96.87,,,,,
412,07/07/24 03:00:00 PM,7.43,85.17,,,,,
413,07/07/24 04:00:00 PM,-888.88,-888.88,Logged,,,,
414,07/07/24 05:00:00 PM,-888.88,-888.88,,,,,
415,07/07/24 06:00:00 PM,-888.88,-888.88,,,,,
416,07/07/24 07:00:00 PM,-888.88,-888.88,,,,,
417,07/07/24 08:00:00 PM,-888.88,-888.88,,,,,
418,07/07/24 09:00:00 PM,-888.88,-888.88,,,,,
419,07/07/24 10:00:00 PM,-888.88,-888.88,,,,,
420,07/07/24 11:00:00 PM,-888.88,-888.88,,,,,
421,07/08/24 12:00:00 AM,-888.88,-888.88,,,,,
422,07/08/24 01:00:00 AM,-888.88,-888.88,,,,,
423,07/08/24 02:00:00 AM,-888.88,-888.88,,,,,
424,07/08/24 03:00:00 AM,-888.88,-888.88,,,,,
425,07/08/24 04:00:00 AM,-888.88,-888.88,,,,,
426,07/08/24 05:00:00 AM,-888.88,-888.88,,,,,
427,07/08/24 06:00:00 AM,-888.88,-888.88,,,,,
428,07/08/24 07:00:00 AM,-888.88,-888.88,,,,,
429,07/08/24 08:00:00 AM,-888.88,-888.88,,,,,
430,07/08/24 09:00:00 AM,-888.88,-888.88,,,,,
431,07/08/24 10:00:00 AM,-888.88,-888.88,,,,,
432,07/08/24 11:00:00 AM,-888.88,-888.88,,,,,
433,07/08/24 12:00:00 PM,-888.88,-888.88,,,,,
434,07/08/24 01:00:00 PM,-888.88,-888.88,,,,,
435,07/08/24 02:00:00 PM,-888.88,-888.88,,,,,
436,07/08/24 03:00:00 PM,-888.88,-888.88,,,,,
437,07/08/24 04:00:00 PM,-888.88,-888.88,,,,,
438,07/08/24 05:00:00 PM,-888.88,-888.88,,,,,
439,07/08/24 06:00:00 PM,-888.88,-888.88,,,,,
440,07/08/24 07:00:00 PM,-888.88,-888.88,,,,,
441,07/08/24 08:00:00 PM,-888.88,-888.88,,,,,
442,07/08/24 09:00:00 PM,-888.88,-888.88,,,,,
443,07/08/24 10:00:00 PM,-888.88,-888.88,,,,,
444,07/08/24 11:00:00 PM,-888.88,-888.88,,,,,
445,07/09/24 12:00:00 AM,-888.88,-888.88,,,,,
446,07/09/24 01:00:00 AM,-888.88,-888.88,,,,,
