"Plot Title: Brad6a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926095, SEN S/N: 10926095)","Temp, °F (LGR S/N: 10926095, SEN S/N: 10926095)","Coupler Attached (LGR S/N: 10926095, SEN S/N: 10926095)","Stopped (LGR S/N: 10926095, SEN S/N: 10926095)","End Of File (LGR S/N: 10926095, SEN S/N: 10926095)"
1,05/08/24 12:00:00 PM,6.45,106.09,,,
2,05/08/24 01:00:00 PM,6.61,105.80,,,
3,05/08/24 02:00:00 PM,6.74,99.43,,,
4,05/08/24 03:00:00 PM,7.13,93.02,,,
5,05/08/24 04:00:00 PM,7.43,89.10,,,
6,05/08/24 05:00:00 PM,7.61,86.54,,,
7,05/08/24 06:00:00 PM,7.82,83.16,,,
8,05/08/24 07:00:00 PM,8.06,79.70,,,
9,05/08/24 08:00:00 PM,8.36,76.06,,,
10,05/08/24 09:00:00 PM,8.56,73.76,,,
11,05/08/24 10:00:00 PM,8.75,71.78,,,
12,05/08/24 11:00:00 PM,8.91,70.16,,,
13,05/09/24 12:00:00 AM,9.07,68.90,,,
14,05/09/24 01:00:00 AM,9.06,68.83,,,
15,05/09/24 02:00:00 AM,9.05,68.90,,,
16,05/09/24 03:00:00 AM,8.98,69.58,,,
17,05/09/24 04:00:00 AM,9.00,69.44,,,
18,05/09/24 05:00:00 AM,9.02,68.97,,,
19,05/09/24 06:00:00 AM,9.06,68.76,,,
20,05/09/24 07:00:00 AM,8.87,70.84,,,
21,05/09/24 08:00:00 AM,8.51,75.20,,,
22,05/09/24 09:00:00 AM,8.11,80.31,,,
23,05/09/24 10:00:00 AM,7.91,82.80,,,
24,05/09/24 11:00:00 AM,7.65,87.37,,,
25,05/09/24 12:00:00 PM,6.43,112.93,,,
26,05/09/24 01:00:00 PM,6.22,113.07,,,
27,05/09/24 02:00:00 PM,6.83,96.40,,,
28,05/09/24 03:00:00 PM,7.28,90.86,,,
29,05/09/24 04:00:00 PM,7.51,88.77,,,
30,05/09/24 05:00:00 PM,7.69,84.96,,,
