"Plot Title: Bradford_DO15_09262025"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446161, SEN S/N: 21446161)","Temp, °F (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Attached (LGR S/N: 21446161, SEN S/N: 21446161)","Stopped (LGR S/N: 21446161, SEN S/N: 21446161)","End Of File (LGR S/N: 21446161, SEN S/N: 21446161)"
1,07/01/25 10:00:00 AM,7.46,87.44,,,
2,07/01/25 11:00:00 AM,7.59,84.60,,,
3,07/01/25 12:00:00 PM,7.27,94.71,,,
4,07/01/25 01:00:00 PM,7.22,89.96,,,
5,07/01/25 02:00:00 PM,7.55,86.22,,,
6,07/01/25 03:00:00 PM,7.47,87.94,,,
7,07/01/25 04:00:00 PM,7.44,88.63,,,
8,07/01/25 05:00:00 PM,7.66,84.06,,,
9,07/01/25 06:00:00 PM,7.64,84.27,,,
10,07/01/25 07:00:00 PM,7.75,82.26,,,
11,07/01/25 08:00:00 PM,7.95,79.27,,,
12,07/01/25 09:00:00 PM,8.10,77.43,,,
13,07/01/25 10:00:00 PM,8.21,76.06,,,
14,07/01/25 11:00:00 PM,8.31,74.77,,,
15,07/02/25 12:00:00 AM,8.34,74.08,,,
16,07/02/25 01:00:00 AM,8.41,73.47,,,
17,07/02/25 02:00:00 AM,8.41,73.51,,,
18,07/02/25 03:00:00 AM,8.41,73.29,,,
19,07/02/25 04:00:00 AM,8.42,73.15,,,
20,07/02/25 05:00:00 AM,8.43,73.08,,,
21,07/02/25 06:00:00 AM,8.46,73.04,,,
22,07/02/25 07:00:00 AM,8.31,75.06,,,
23,07/02/25 08:00:00 AM,8.10,78.12,,,
24,07/02/25 09:00:00 AM,7.83,82.15,,,
25,07/02/25 10:00:00 AM,7.66,83.66,,,
26,07/02/25 11:00:00 AM,7.37,89.20,,,
27,07/02/25 12:00:00 PM,7.57,87.62,,,
28,07/02/25 01:00:00 PM,7.35,89.35,,,
29,07/02/25 02:00:00 PM,7.44,88.05,,,
30,07/02/25 03:00:00 PM,7.58,83.70,,,
31,07/02/25 04:00:00 PM,7.85,80.17,,,
