"Plot Title: Brad6a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10564021, SEN S/N: 10564021)","Temp, °F (LGR S/N: 10564021, SEN S/N: 10564021)"
1,09/08/23 12:00:00 PM,1.64,78.37
2,09/08/23 01:00:00 PM,0.63,78.55
3,09/08/23 02:00:00 PM,0.76,79.20
4,09/08/23 03:00:00 PM,0.70,79.52
5,09/08/23 04:00:00 PM,1.27,80.53
6,09/08/23 05:00:00 PM,0.77,80.06
7,09/08/23 06:00:00 PM,1.78,79.30
8,09/08/23 07:00:00 PM,3.24,78.04
9,09/08/23 08:00:00 PM,2.52,77.11
10,09/08/23 09:00:00 PM,2.11,76.21
11,09/08/23 10:00:00 PM,1.75,75.56
12,09/08/23 11:00:00 PM,1.69,74.95
13,09/09/23 12:00:00 AM,1.48,74.41
14,09/09/23 01:00:00 AM,1.29,73.80
15,09/09/23 02:00:00 AM,1.30,73.33
16,09/09/23 03:00:00 AM,1.19,72.97
17,09/09/23 04:00:00 AM,1.18,72.54
18,09/09/23 05:00:00 AM,1.24,72.03
19,09/09/23 06:00:00 AM,1.33,71.67
20,09/09/23 07:00:00 AM,1.18,71.35
21,09/09/23 08:00:00 AM,0.93,71.82
22,09/09/23 09:00:00 AM,0.61,73.26
23,09/09/23 10:00:00 AM,0.48,75.31
24,09/09/23 11:00:00 AM,0.72,76.50
25,09/09/23 12:00:00 PM,1.11,77.22
26,09/09/23 01:00:00 PM,1.22,79.95
27,09/09/23 02:00:00 PM,0.80,80.31
28,09/09/23 03:00:00 PM,1.25,80.60
29,09/09/23 04:00:00 PM,1.53,80.96
30,09/09/23 05:00:00 PM,1.37,80.31
31,09/09/23 06:00:00 PM,3.18,78.98
32,09/09/23 07:00:00 PM,3.68,77.36
33,09/09/23 08:00:00 PM,3.43,76.03
34,09/09/23 09:00:00 PM,1.94,75.09
35,09/09/23 10:00:00 PM,1.32,74.19
36,09/09/23 11:00:00 PM,1.27,73.54
37,09/10/23 12:00:00 AM,1.30,72.82
38,09/10/23 01:00:00 AM,1.25,72.21
39,09/10/23 02:00:00 AM,1.26,71.64
40,09/10/23 03:00:00 AM,1.13,71.28
41,09/10/23 04:00:00 AM,0.74,70.81
42,09/10/23 05:00:00 AM,1.19,70.41
43,09/10/23 06:00:00 AM,0.81,70.05
44,09/10/23 07:00:00 AM,1.25,69.94
45,09/10/23 08:00:00 AM,0.84,71.71
46,09/10/23 09:00:00 AM,0.81,74.77
47,09/10/23 10:00:00 AM,0.80,78.01
48,09/10/23 11:00:00 AM,0.93,79.56
