"Plot Title: Brad9_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20358767, SEN S/N: 20358767)","Temp, °F (LGR S/N: 20358767, SEN S/N: 20358767)","Coupler Attached (LGR S/N: 20358767, SEN S/N: 20358767)","Coupler Detached (LGR S/N: 20358767, SEN S/N: 20358767)","Stopped (LGR S/N: 20358767, SEN S/N: 20358767)","End Of File (LGR S/N: 20358767, SEN S/N: 20358767)"
1,03/25/24 04:00:00 PM,6.73,63.86,,,,
2,03/25/24 05:00:00 PM,6.67,64.04,,,,
3,03/25/24 06:00:00 PM,6.60,64.08,,,,
4,03/25/24 07:00:00 PM,6.56,64.00,,,,
5,03/25/24 08:00:00 PM,6.51,63.86,,,,
6,03/25/24 09:00:00 PM,6.49,63.72,,,,
7,03/25/24 10:00:00 PM,6.48,63.54,,,,
8,03/25/24 11:00:00 PM,6.46,63.36,,,,
9,03/26/24 12:00:00 AM,6.45,63.21,,,,
10,03/26/24 01:00:00 AM,6.43,63.10,,,,
11,03/26/24 02:00:00 AM,6.43,63.00,,,,
12,03/26/24 03:00:00 AM,6.42,62.96,,,,
13,03/26/24 04:00:00 AM,6.42,62.89,,,,
14,03/26/24 05:00:00 AM,6.42,62.85,,,,
15,03/26/24 06:00:00 AM,6.43,62.74,,,,
16,03/26/24 07:00:00 AM,6.43,62.64,,,,
17,03/26/24 08:00:00 AM,6.46,62.64,,,,
18,03/26/24 09:00:00 AM,6.48,62.74,,,,
19,03/26/24 10:00:00 AM,6.51,63.10,,,,
20,03/26/24 11:00:00 AM,6.55,63.75,,,,
21,03/26/24 12:00:00 PM,6.54,64.33,,,,
22,03/26/24 01:00:00 PM,6.51,65.01,,,,
23,03/26/24 02:00:00 PM,6.49,65.73,,,,
24,03/26/24 03:00:00 PM,6.42,66.24,,,,
25,03/26/24 04:00:00 PM,6.34,66.49,,,,
26,03/26/24 05:00:00 PM,6.27,66.81,,,,
27,03/26/24 06:00:00 PM,6.18,66.88,,,,
28,03/26/24 07:00:00 PM,6.15,66.85,,,,
29,03/26/24 08:00:00 PM,6.11,66.74,,,,
30,03/26/24 09:00:00 PM,6.07,66.60,,,,
31,03/26/24 10:00:00 PM,6.05,66.45,,,,
32,03/26/24 11:00:00 PM,6.04,66.24,,,,
33,03/27/24 12:00:00 AM,6.05,66.09,,,,
34,03/27/24 01:00:00 AM,6.03,66.02,,,,
35,03/27/24 02:00:00 AM,6.02,65.95,,,,
36,03/27/24 03:00:00 AM,6.01,65.91,,,,
37,03/27/24 04:00:00 AM,6.00,65.84,,,,
38,03/27/24 05:00:00 AM,5.99,65.80,,,,
39,03/27/24 06:00:00 AM,6.00,65.73,,,,
40,03/27/24 07:00:00 AM,6.00,65.70,,,,
41,03/27/24 08:00:00 AM,6.02,65.66,,,,
42,03/27/24 09:00:00 AM,6.05,65.62,,,,
43,03/27/24 10:00:00 AM,6.03,65.59,,,,
44,03/27/24 11:00:00 AM,6.03,65.70,,,,
45,03/27/24 12:00:00 PM,6.05,65.73,,,,
46,03/27/24 01:00:00 PM,6.02,65.84,,,,
