"Plot Title: Bradford_DO15_09262025"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446161, SEN S/N: 21446161)","Temp, °F (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Attached (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Detached (LGR S/N: 21446161, SEN S/N: 21446161)","Stopped (LGR S/N: 21446161, SEN S/N: 21446161)","End Of File (LGR S/N: 21446161, SEN S/N: 21446161)"
1,02/27/25 12:00:00 PM,6.93,61.59,,,,
2,02/27/25 01:00:00 PM,7.31,63.64,,,,
3,02/27/25 02:00:00 PM,7.72,65.05,,,,
4,02/27/25 03:00:00 PM,7.75,66.02,,,,
5,02/27/25 04:00:00 PM,7.48,66.27,,,,
6,02/27/25 05:00:00 PM,7.05,66.06,,,,
7,02/27/25 06:00:00 PM,6.40,65.41,,,,
8,02/27/25 07:00:00 PM,5.70,64.65,,,,
9,02/27/25 08:00:00 PM,5.21,64.04,,,,
10,02/27/25 09:00:00 PM,4.87,63.36,,,,
11,02/27/25 10:00:00 PM,4.63,62.78,,,,
12,02/27/25 11:00:00 PM,4.47,62.28,,,,
13,02/28/25 12:00:00 AM,4.39,61.92,,,,
14,02/28/25 01:00:00 AM,4.35,61.59,,,,
15,02/28/25 02:00:00 AM,4.30,61.27,,,,
16,02/28/25 03:00:00 AM,4.27,60.87,,,,
17,02/28/25 04:00:00 AM,4.30,60.48,,,,
18,02/28/25 05:00:00 AM,4.31,60.04,,,,
19,02/28/25 06:00:00 AM,4.33,59.50,,,,
20,02/28/25 07:00:00 AM,4.38,58.89,,,,
21,02/28/25 08:00:00 AM,4.52,58.46,,,,
22,02/28/25 09:00:00 AM,4.96,58.71,,,,
23,02/28/25 10:00:00 AM,5.38,59.32,,,,
24,02/28/25 11:00:00 AM,5.93,60.44,,,,
25,02/28/25 12:00:00 PM,6.43,61.84,,,,
26,02/28/25 01:00:00 PM,6.91,63.75,,,,
27,02/28/25 02:00:00 PM,7.33,65.41,,,,
28,02/28/25 03:00:00 PM,7.39,66.16,,,,
29,02/28/25 04:00:00 PM,7.22,66.24,,,,
30,02/28/25 05:00:00 PM,6.85,65.91,,,,
31,02/28/25 06:00:00 PM,6.28,65.23,,,,
32,02/28/25 07:00:00 PM,5.60,64.29,,,,
33,02/28/25 08:00:00 PM,5.14,63.32,,,,
34,02/28/25 09:00:00 PM,4.84,62.38,,,,
35,02/28/25 10:00:00 PM,4.58,61.56,,,,
36,02/28/25 11:00:00 PM,4.41,60.73,,,,
37,03/01/25 12:00:00 AM,4.37,59.90,,,,
38,03/01/25 01:00:00 AM,4.33,59.18,,,,
39,03/01/25 02:00:00 AM,4.33,58.50,,,,
40,03/01/25 03:00:00 AM,4.36,57.85,,,,
41,03/01/25 04:00:00 AM,4.38,57.31,,,,
42,03/01/25 05:00:00 AM,4.42,56.80,,,,
43,03/01/25 06:00:00 AM,4.46,56.41,,,,
44,03/01/25 07:00:00 AM,4.51,55.94,,,,
45,03/01/25 08:00:00 AM,4.73,55.62,,,,
46,03/01/25 09:00:00 AM,5.19,56.01,,,,
47,03/01/25 10:00:00 AM,5.61,57.06,,,,
48,03/01/25 11:00:00 AM,6.18,58.60,,,,
49,03/01/25 12:00:00 PM,6.65,60.33,,,,
50,03/01/25 01:00:00 PM,7.09,62.38,,,,
51,03/01/25 02:00:00 PM,7.50,64.22,,,,
52,03/01/25 03:00:00 PM,7.63,65.23,,,,
53,03/01/25 04:00:00 PM,7.48,65.48,,,,
54,03/01/25 05:00:00 PM,7.06,65.26,,,,
55,03/01/25 06:00:00 PM,6.49,64.65,,,,
56,03/01/25 07:00:00 PM,5.80,63.75,,,,
57,03/01/25 08:00:00 PM,5.33,63.00,,,,
58,03/01/25 09:00:00 PM,5.00,62.42,,,,
59,03/01/25 10:00:00 PM,4.72,61.92,,,,
60,03/01/25 11:00:00 PM,4.47,61.41,,,,
61,03/02/25 12:00:00 AM,4.30,61.02,,,,
