"Plot Title: Bradford_5aDO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20342020, SEN S/N: 20342020)","Temp, °F (LGR S/N: 20342020, SEN S/N: 20342020)"
1,03/14/23 12:30:00 PM,3.57,61.41
2,03/14/23 12:45:00 PM,3.55,61.77
3,03/14/23 01:00:00 PM,3.59,61.77
4,03/14/23 01:15:00 PM,3.58,61.81
5,03/14/23 01:30:00 PM,3.58,61.84
6,03/14/23 01:45:00 PM,3.59,61.84
7,03/14/23 02:00:00 PM,3.61,61.88
8,03/14/23 02:15:00 PM,3.60,61.92
9,03/14/23 02:30:00 PM,3.62,61.95
10,03/14/23 02:45:00 PM,3.58,61.95
11,03/14/23 03:00:00 PM,3.57,61.95
12,03/14/23 03:15:00 PM,3.53,61.95
13,03/14/23 03:30:00 PM,3.55,61.92
14,03/14/23 03:45:00 PM,3.49,61.88
15,03/14/23 04:00:00 PM,3.48,61.88
16,03/14/23 04:15:00 PM,3.51,61.84
17,03/14/23 04:30:00 PM,3.52,61.84
18,03/14/23 04:45:00 PM,3.60,61.81
19,03/14/23 05:00:00 PM,3.59,61.81
20,03/14/23 05:15:00 PM,3.55,61.81
21,03/14/23 05:30:00 PM,3.49,61.77
22,03/14/23 05:45:00 PM,3.54,61.74
23,03/14/23 06:00:00 PM,3.52,61.74
24,03/14/23 06:15:00 PM,3.48,61.70
25,03/14/23 06:30:00 PM,3.46,61.66
26,03/14/23 06:45:00 PM,3.41,61.63
27,03/14/23 07:00:00 PM,3.44,61.59
28,03/14/23 07:15:00 PM,3.46,61.56
29,03/14/23 07:30:00 PM,3.39,61.52
30,03/14/23 07:45:00 PM,3.38,61.45
31,03/14/23 08:00:00 PM,3.28,61.41
32,03/14/23 08:15:00 PM,3.34,61.38
33,03/14/23 08:30:00 PM,3.31,61.30
34,03/14/23 08:45:00 PM,3.26,61.27
35,03/14/23 09:00:00 PM,3.27,61.23
36,03/14/23 09:15:00 PM,3.27,61.16
37,03/14/23 09:30:00 PM,3.26,61.12
38,03/14/23 09:45:00 PM,3.18,61.05
39,03/14/23 10:00:00 PM,3.18,61.02
40,03/14/23 10:15:00 PM,3.21,60.98
41,03/14/23 10:30:00 PM,3.16,60.94
42,03/14/23 10:45:00 PM,3.14,60.87
43,03/14/23 11:00:00 PM,3.16,60.84
44,03/14/23 11:15:00 PM,3.14,60.76
45,03/14/23 11:30:00 PM,3.12,60.73
46,03/14/23 11:45:00 PM,3.05,60.69
47,03/15/23 12:00:00 AM,3.03,60.66
48,03/15/23 12:15:00 AM,3.09,60.58
49,03/15/23 12:30:00 AM,3.09,60.51
50,03/15/23 12:45:00 AM,3.09,60.48
51,03/15/23 01:00:00 AM,3.11,60.40
52,03/15/23 01:15:00 AM,3.03,60.33
53,03/15/23 01:30:00 AM,3.00,60.30
54,03/15/23 01:45:00 AM,3.06,60.22
55,03/15/23 02:00:00 AM,3.07,60.19
56,03/15/23 02:15:00 AM,3.08,60.12
57,03/15/23 02:30:00 AM,3.07,60.08
58,03/15/23 02:45:00 AM,3.07,60.01
59,03/15/23 03:00:00 AM,3.03,59.97
60,03/15/23 03:15:00 AM,3.05,59.90
61,03/15/23 03:30:00 AM,2.94,59.86
62,03/15/23 03:45:00 AM,2.94,59.83
63,03/15/23 04:00:00 AM,2.97,59.76
64,03/15/23 04:15:00 AM,2.94,59.72
65,03/15/23 04:30:00 AM,2.88,59.65
66,03/15/23 04:45:00 AM,2.93,59.61
67,03/15/23 05:00:00 AM,2.95,59.54
68,03/15/23 05:15:00 AM,2.96,59.50
69,03/15/23 05:30:00 AM,3.02,59.43
70,03/15/23 05:45:00 AM,2.95,59.40
71,03/15/23 06:00:00 AM,2.87,59.32
72,03/15/23 06:15:00 AM,2.92,59.29
73,03/15/23 06:30:00 AM,2.86,59.22
74,03/15/23 06:45:00 AM,2.92,59.14
75,03/15/23 07:00:00 AM,2.94,59.11
76,03/15/23 07:15:00 AM,2.92,59.04
77,03/15/23 07:30:00 AM,2.95,59.00
78,03/15/23 07:45:00 AM,2.96,58.93
79,03/15/23 08:00:00 AM,2.96,58.86
80,03/15/23 08:15:00 AM,2.98,58.82
81,03/15/23 08:30:00 AM,2.96,58.78
82,03/15/23 08:45:00 AM,2.95,58.75
83,03/15/23 09:00:00 AM,2.94,58.71
84,03/15/23 09:15:00 AM,2.95,58.68
85,03/15/23 09:30:00 AM,2.85,58.64
86,03/15/23 09:45:00 AM,2.87,58.64
87,03/15/23 10:00:00 AM,2.94,58.60
88,03/15/23 10:15:00 AM,2.94,58.60
89,03/15/23 10:30:00 AM,2.95,58.60
90,03/15/23 10:45:00 AM,2.94,58.60
91,03/15/23 11:00:00 AM,2.96,58.60
92,03/15/23 11:15:00 AM,2.94,58.64
93,03/15/23 11:30:00 AM,2.95,58.64
94,03/15/23 11:45:00 AM,2.95,58.68
