"Plot Title: Brad3_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20358767, SEN S/N: 20358767)","Temp, °F (LGR S/N: 20358767, SEN S/N: 20358767)"
1,07/07/23 11:00:00 AM,0.24,77.61
2,07/07/23 12:00:00 PM,0.12,77.68
3,07/07/23 01:00:00 PM,0.08,78.55
4,07/07/23 02:00:00 PM,0.02,79.63
5,07/07/23 03:00:00 PM,0.01,80.49
6,07/07/23 04:00:00 PM,0.02,80.74
7,07/07/23 05:00:00 PM,-0.01,80.82
8,07/07/23 06:00:00 PM,0.00,80.71
9,07/07/23 07:00:00 PM,0.01,80.02
10,07/07/23 08:00:00 PM,0.25,79.48
11,07/07/23 09:00:00 PM,0.17,79.02
12,07/07/23 10:00:00 PM,0.11,78.55
13,07/07/23 11:00:00 PM,0.10,78.15
14,07/08/23 12:00:00 AM,0.07,77.72
15,07/08/23 01:00:00 AM,0.05,77.32
16,07/08/23 02:00:00 AM,0.02,76.93
17,07/08/23 03:00:00 AM,0.00,76.60
18,07/08/23 04:00:00 AM,-0.01,76.32
19,07/08/23 05:00:00 AM,-0.02,76.06
20,07/08/23 06:00:00 AM,-0.02,75.81
21,07/08/23 07:00:00 AM,-0.02,75.70
22,07/08/23 08:00:00 AM,-0.03,75.78
23,07/08/23 09:00:00 AM,-0.03,75.96
24,07/08/23 10:00:00 AM,-0.03,76.24
25,07/08/23 11:00:00 AM,-0.03,76.60
26,07/08/23 12:00:00 PM,-0.03,77.07
27,07/08/23 01:00:00 PM,-0.03,77.76
28,07/08/23 02:00:00 PM,-0.03,78.51
29,07/08/23 03:00:00 PM,-0.03,79.12
30,07/08/23 04:00:00 PM,-0.03,79.56
31,07/08/23 05:00:00 PM,-0.03,79.74
32,07/08/23 06:00:00 PM,-0.03,79.74
33,07/08/23 07:00:00 PM,-0.03,79.66
34,07/08/23 08:00:00 PM,-0.03,79.52
35,07/08/23 09:00:00 PM,-0.03,79.30
36,07/08/23 10:00:00 PM,-0.03,79.09
37,07/08/23 11:00:00 PM,-0.03,78.87
38,07/09/23 12:00:00 AM,-0.03,78.73
39,07/09/23 01:00:00 AM,-0.03,78.55
40,07/09/23 02:00:00 AM,-0.03,78.40
41,07/09/23 03:00:00 AM,-0.03,78.26
42,07/09/23 04:00:00 AM,-0.03,78.08
43,07/09/23 05:00:00 AM,-0.03,77.86
44,07/09/23 06:00:00 AM,-0.03,77.68
45,07/09/23 07:00:00 AM,-0.03,77.58
46,07/09/23 08:00:00 AM,-0.03,77.58
47,07/09/23 09:00:00 AM,-0.03,77.61
48,07/09/23 10:00:00 AM,-0.03,77.79
49,07/09/23 11:00:00 AM,-0.03,78.04
50,07/09/23 12:00:00 PM,-0.03,78.01
51,07/09/23 01:00:00 PM,-0.03,78.08
52,07/09/23 02:00:00 PM,-0.03,78.40
53,07/09/23 03:00:00 PM,-0.03,78.73
54,07/09/23 04:00:00 PM,-0.03,79.09
55,07/09/23 05:00:00 PM,-0.03,79.09
56,07/09/23 06:00:00 PM,-0.03,78.94
57,07/09/23 07:00:00 PM,-0.03,78.91
58,07/09/23 08:00:00 PM,-0.03,78.84
59,07/09/23 09:00:00 PM,-0.03,78.80
60,07/09/23 10:00:00 PM,-0.03,78.73
61,07/09/23 11:00:00 PM,-0.03,78.58
62,07/10/23 12:00:00 AM,0.00,78.37
63,07/10/23 01:00:00 AM,0.06,78.12
64,07/10/23 02:00:00 AM,0.01,77.90
65,07/10/23 03:00:00 AM,-0.01,77.68
66,07/10/23 04:00:00 AM,-0.02,77.50
67,07/10/23 05:00:00 AM,-0.02,77.36
68,07/10/23 06:00:00 AM,-0.02,77.25
69,07/10/23 07:00:00 AM,-0.03,77.22
70,07/10/23 08:00:00 AM,-0.03,77.22
71,07/10/23 09:00:00 AM,-0.03,77.36
72,07/10/23 10:00:00 AM,-0.03,77.54
73,07/10/23 11:00:00 AM,-0.03,77.68
74,07/10/23 12:00:00 PM,0.58,77.40
75,07/10/23 01:00:00 PM,0.79,77.22
76,07/10/23 02:00:00 PM,0.71,77.11
77,07/10/23 03:00:00 PM,0.20,77.07
78,07/10/23 04:00:00 PM,-0.01,77.00
79,07/10/23 05:00:00 PM,-0.03,77.04
80,07/10/23 06:00:00 PM,-0.03,77.18
81,07/10/23 07:00:00 PM,-0.03,77.25
82,07/10/23 08:00:00 PM,-0.03,77.32
83,07/10/23 09:00:00 PM,-0.03,77.29
84,07/10/23 10:00:00 PM,-0.03,77.22
85,07/10/23 11:00:00 PM,-0.03,77.11
86,07/11/23 12:00:00 AM,-0.03,77.00
87,07/11/23 01:00:00 AM,-0.03,76.93
88,07/11/23 02:00:00 AM,-0.03,76.86
89,07/11/23 03:00:00 AM,-0.03,76.78
90,07/11/23 04:00:00 AM,-0.03,76.75
91,07/11/23 05:00:00 AM,-0.03,76.64
92,07/11/23 06:00:00 AM,-0.03,76.57
93,07/11/23 07:00:00 AM,-0.03,76.50
94,07/11/23 08:00:00 AM,-0.03,76.46
95,07/11/23 09:00:00 AM,-0.03,76.53
96,07/11/23 10:00:00 AM,-0.03,76.60
97,07/11/23 11:00:00 AM,-0.03,76.68
98,07/11/23 12:00:00 PM,-0.03,76.86
99,07/11/23 01:00:00 PM,-0.03,77.18
100,07/11/23 02:00:00 PM,-0.03,77.72
101,07/11/23 03:00:00 PM,-0.03,78.15
102,07/11/23 04:00:00 PM,-0.03,78.58
103,07/11/23 05:00:00 PM,-0.03,78.69
104,07/11/23 06:00:00 PM,-0.03,78.55
105,07/11/23 07:00:00 PM,-0.03,78.44
106,07/11/23 08:00:00 PM,-0.03,78.30
107,07/11/23 09:00:00 PM,0.01,78.19
108,07/11/23 10:00:00 PM,-0.02,77.97
109,07/11/23 11:00:00 PM,-0.03,77.72
110,07/12/23 12:00:00 AM,-0.03,77.61
111,07/12/23 01:00:00 AM,-0.03,77.50
112,07/12/23 02:00:00 AM,-0.03,77.47
113,07/12/23 03:00:00 AM,-0.03,77.40
114,07/12/23 04:00:00 AM,-0.03,77.29
115,07/12/23 05:00:00 AM,-0.03,77.14
116,07/12/23 06:00:00 AM,-0.03,76.93
117,07/12/23 07:00:00 AM,-0.03,76.75
118,07/12/23 08:00:00 AM,-0.03,76.64
119,07/12/23 09:00:00 AM,-0.03,76.75
120,07/12/23 10:00:00 AM,-0.03,76.96
121,07/12/23 11:00:00 AM,-0.03,77.14
122,07/12/23 12:00:00 PM,-0.03,77.47
123,07/12/23 01:00:00 PM,-0.03,77.94
124,07/12/23 02:00:00 PM,-0.03,78.55
125,07/12/23 03:00:00 PM,-0.03,78.94
126,07/12/23 04:00:00 PM,-0.03,79.12
127,07/12/23 05:00:00 PM,-0.03,79.27
128,07/12/23 06:00:00 PM,-0.03,79.34
129,07/12/23 07:00:00 PM,-0.03,79.45
130,07/12/23 08:00:00 PM,-0.03,79.38
131,07/12/23 09:00:00 PM,-0.03,79.23
132,07/12/23 10:00:00 PM,-0.03,79.05
133,07/12/23 11:00:00 PM,-0.03,78.87
134,07/13/23 12:00:00 AM,-0.03,78.66
135,07/13/23 01:00:00 AM,-0.03,78.44
136,07/13/23 02:00:00 AM,-0.03,78.22
137,07/13/23 03:00:00 AM,-0.03,78.04
138,07/13/23 04:00:00 AM,-0.03,77.83
139,07/13/23 05:00:00 AM,-0.03,77.65
140,07/13/23 06:00:00 AM,-0.03,77.43
141,07/13/23 07:00:00 AM,-0.03,77.25
142,07/13/23 08:00:00 AM,-0.03,77.18
143,07/13/23 09:00:00 AM,-0.03,77.22
144,07/13/23 10:00:00 AM,-0.03,77.32
145,07/13/23 11:00:00 AM,-0.03,77.54
146,07/13/23 12:00:00 PM,-0.03,77.86
147,07/13/23 01:00:00 PM,-0.03,78.40
148,07/13/23 02:00:00 PM,-0.03,79.05
149,07/13/23 03:00:00 PM,-0.03,79.66
150,07/13/23 04:00:00 PM,-0.03,80.17
151,07/13/23 05:00:00 PM,-0.03,80.53
152,07/13/23 06:00:00 PM,-0.03,80.78
153,07/13/23 07:00:00 PM,-0.03,80.89
154,07/13/23 08:00:00 PM,-0.03,80.85
155,07/13/23 09:00:00 PM,-0.03,80.67
156,07/13/23 10:00:00 PM,-0.03,80.38
157,07/13/23 11:00:00 PM,-0.03,80.06
158,07/14/23 12:00:00 AM,-0.03,79.70
159,07/14/23 01:00:00 AM,-0.03,79.38
160,07/14/23 02:00:00 AM,-0.03,79.09
161,07/14/23 03:00:00 AM,-0.03,78.76
162,07/14/23 04:00:00 AM,-0.03,78.44
163,07/14/23 05:00:00 AM,-0.03,78.15
164,07/14/23 06:00:00 AM,-0.03,77.86
165,07/14/23 07:00:00 AM,-0.03,77.65
166,07/14/23 08:00:00 AM,-0.03,77.54
167,07/14/23 09:00:00 AM,-0.03,77.54
168,07/14/23 10:00:00 AM,-0.03,77.65
169,07/14/23 11:00:00 AM,-0.03,77.83
170,07/14/23 12:00:00 PM,-0.03,78.04
171,07/14/23 01:00:00 PM,-0.03,78.33
172,07/14/23 02:00:00 PM,-0.03,78.58
173,07/14/23 03:00:00 PM,-0.03,78.80
174,07/14/23 04:00:00 PM,-0.03,78.98
175,07/14/23 05:00:00 PM,-0.03,79.16
176,07/14/23 06:00:00 PM,-0.03,79.30
177,07/14/23 07:00:00 PM,-0.03,79.41
