"Plot Title: Brad6a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926095, SEN S/N: 10926095)","Temp, °F (LGR S/N: 10926095, SEN S/N: 10926095)","Coupler Attached (LGR S/N: 10926095, SEN S/N: 10926095)","Coupler Detached (LGR S/N: 10926095, SEN S/N: 10926095)","Stopped (LGR S/N: 10926095, SEN S/N: 10926095)","End Of File (LGR S/N: 10926095, SEN S/N: 10926095)"
1,04/18/24 01:00:00 PM,1.23,71.53,,,,
2,04/18/24 02:00:00 PM,-0.03,70.38,,,,
3,04/18/24 03:00:00 PM,-0.03,70.34,,,,
4,04/18/24 04:00:00 PM,-0.04,70.20,,,,
5,04/18/24 05:00:00 PM,-0.04,70.09,,,,
6,04/18/24 06:00:00 PM,-0.04,69.98,,,,
7,04/18/24 07:00:00 PM,-0.04,69.84,,,,
8,04/18/24 08:00:00 PM,-0.04,69.73,,,,
9,04/18/24 09:00:00 PM,-0.04,69.66,,,,
10,04/18/24 10:00:00 PM,-0.04,69.58,,,,
11,04/18/24 11:00:00 PM,-0.04,69.48,,,,
12,04/19/24 12:00:00 AM,-0.03,69.37,,,,
13,04/19/24 01:00:00 AM,-0.03,69.15,,,,
14,04/19/24 02:00:00 AM,-0.03,68.79,,,,
15,04/19/24 03:00:00 AM,0.95,68.18,,,,
16,04/19/24 04:00:00 AM,0.63,67.68,,,,
17,04/19/24 05:00:00 AM,0.59,67.35,,,,
18,04/19/24 06:00:00 AM,0.54,67.10,,,,
19,04/19/24 07:00:00 AM,0.49,66.92,,,,
20,04/19/24 08:00:00 AM,0.20,66.85,,,,
21,04/19/24 09:00:00 AM,0.13,66.99,,,,
22,04/19/24 10:00:00 AM,-0.03,67.14,,,,
23,04/19/24 11:00:00 AM,-0.03,67.39,,,,
24,04/19/24 12:00:00 PM,-0.03,68.50,,,,
25,04/19/24 01:00:00 PM,-0.03,69.94,,,,
26,04/19/24 02:00:00 PM,-0.04,71.10,,,,
27,04/19/24 03:00:00 PM,-0.04,71.67,,,,
28,04/19/24 04:00:00 PM,-0.04,71.92,,,,
29,04/19/24 05:00:00 PM,-0.04,71.82,,,,
30,04/19/24 06:00:00 PM,-0.04,71.64,,,,
31,04/19/24 07:00:00 PM,-0.04,71.53,,,,
32,04/19/24 08:00:00 PM,-0.04,71.46,,,,
33,04/19/24 09:00:00 PM,-0.04,71.42,,,,
34,04/19/24 10:00:00 PM,-0.04,71.35,,,,
35,04/19/24 11:00:00 PM,-0.04,71.20,,,,
36,04/20/24 12:00:00 AM,-0.04,70.95,,,,
37,04/20/24 01:00:00 AM,-0.03,70.56,,,,
38,04/20/24 02:00:00 AM,-0.03,70.05,,,,
39,04/20/24 03:00:00 AM,-0.03,69.62,,,,
40,04/20/24 04:00:00 AM,-0.03,69.37,,,,
41,04/20/24 05:00:00 AM,-0.03,69.12,,,,
42,04/20/24 06:00:00 AM,-0.03,68.90,,,,
43,04/20/24 07:00:00 AM,-0.03,68.76,,,,
44,04/20/24 08:00:00 AM,-0.03,68.76,,,,
45,04/20/24 09:00:00 AM,-0.03,68.83,,,,
46,04/20/24 10:00:00 AM,-0.03,68.94,,,,
47,04/20/24 11:00:00 AM,-0.03,69.19,,,,
48,04/20/24 12:00:00 PM,-0.03,70.48,,,,
49,04/20/24 01:00:00 PM,-0.04,71.96,,,,
50,04/20/24 02:00:00 PM,-0.04,73.00,,,,
51,04/20/24 03:00:00 PM,-0.04,73.80,,,,
52,04/20/24 04:00:00 PM,-0.04,74.05,,,,
53,04/20/24 05:00:00 PM,-0.04,73.90,,,,
54,04/20/24 06:00:00 PM,-0.04,73.76,,,,
55,04/20/24 07:00:00 PM,-0.04,73.62,,,,
56,04/20/24 08:00:00 PM,-0.04,73.51,,,,
57,04/20/24 09:00:00 PM,-0.04,73.36,,,,
58,04/20/24 10:00:00 PM,-0.04,73.04,,,,
59,04/20/24 11:00:00 PM,-0.03,72.50,,,,
60,04/21/24 12:00:00 AM,-0.03,71.78,,,,
61,04/21/24 01:00:00 AM,0.32,70.92,,,,
62,04/21/24 02:00:00 AM,0.39,70.09,,,,
63,04/21/24 03:00:00 AM,0.47,69.33,,,,
64,04/21/24 04:00:00 AM,0.31,68.68,,,,
65,04/21/24 05:00:00 AM,0.23,68.22,,,,
