"Plot Title: Bradford5a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733147, SEN S/N: 10733147)","Temp, °F (LGR S/N: 10733147, SEN S/N: 10733147)","Coupler Attached (LGR S/N: 10733147, SEN S/N: 10733147)","Stopped (LGR S/N: 10733147, SEN S/N: 10733147)","End Of File (LGR S/N: 10733147, SEN S/N: 10733147)"
1,05/08/24 10:00:00 AM,-0.02,75.74,,,
2,05/08/24 11:00:00 AM,-0.03,80.96,,,
3,05/08/24 12:00:00 PM,-0.02,80.13,,,
4,05/08/24 01:00:00 PM,-0.02,82.26,,,
5,05/08/24 02:00:00 PM,-0.02,81.54,,,
6,05/08/24 03:00:00 PM,-0.02,81.75,,,
7,05/08/24 04:00:00 PM,-0.02,81.86,,,
8,05/08/24 05:00:00 PM,-0.01,80.78,,,
9,05/08/24 06:00:00 PM,-0.01,79.05,,,
10,05/08/24 07:00:00 PM,-0.01,77.40,,,
11,05/08/24 08:00:00 PM,-0.01,75.78,,,
12,05/08/24 09:00:00 PM,0.00,74.59,,,
13,05/08/24 10:00:00 PM,0.00,73.44,,,
14,05/08/24 11:00:00 PM,0.00,72.03,,,
15,05/09/24 12:00:00 AM,0.01,71.02,,,
16,05/09/24 01:00:00 AM,0.00,70.81,,,
17,05/09/24 02:00:00 AM,0.00,70.84,,,
18,05/09/24 03:00:00 AM,0.00,70.41,,,
19,05/09/24 04:00:00 AM,0.00,70.20,,,
20,05/09/24 05:00:00 AM,0.00,70.20,,,
21,05/09/24 06:00:00 AM,0.06,69.91,,,
22,05/09/24 07:00:00 AM,0.00,70.52,,,
23,05/09/24 08:00:00 AM,-0.01,72.79,,,
24,05/09/24 09:00:00 AM,-0.01,75.38,,,
25,05/09/24 10:00:00 AM,-0.02,79.41,,,
26,05/09/24 11:00:00 AM,0.00,84.02,,,
27,05/09/24 12:00:00 PM,0.00,83.48,,,
28,05/09/24 01:00:00 PM,-0.02,85.71,,,
29,05/09/24 02:00:00 PM,0.27,85.03,,,
30,05/09/24 03:00:00 PM,0.40,83.70,,,
31,05/09/24 04:00:00 PM,3.37,83.16,,,
32,05/09/24 05:00:00 PM,3.06,81.61,,,
33,05/09/24 06:00:00 PM,3.42,79.30,,,
34,05/09/24 07:00:00 PM,0.52,74.66,,,
35,05/09/24 08:00:00 PM,0.02,71.78,,,
36,05/09/24 09:00:00 PM,0.00,71.17,,,
37,05/09/24 10:00:00 PM,0.00,70.77,,,
38,05/09/24 11:00:00 PM,0.00,70.56,,,
39,05/10/24 12:00:00 AM,0.00,70.48,,,
40,05/10/24 01:00:00 AM,0.00,70.12,,,
41,05/10/24 02:00:00 AM,0.00,69.80,,,
42,05/10/24 03:00:00 AM,0.00,70.52,,,
43,05/10/24 04:00:00 AM,0.00,70.88,,,
44,05/10/24 05:00:00 AM,0.00,70.92,,,
45,05/10/24 06:00:00 AM,0.00,70.88,,,
46,05/10/24 07:00:00 AM,0.01,71.13,,,
