"Plot Title: Bradford_stream13"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20342023, SEN S/N: 20342023)","Temp, °F (LGR S/N: 20342023, SEN S/N: 20342023)"
1,04/14/22 11:00:00 AM,7.45,69.19
2,04/14/22 12:00:00 PM,7.40,69.76
3,04/14/22 01:00:00 PM,7.31,70.56
4,04/14/22 02:00:00 PM,7.26,71.02
5,04/14/22 03:00:00 PM,7.19,71.42
6,04/14/22 04:00:00 PM,7.17,71.20
7,04/14/22 05:00:00 PM,7.12,71.38
8,04/14/22 06:00:00 PM,7.10,71.35
9,04/14/22 07:00:00 PM,7.05,71.35
10,04/14/22 08:00:00 PM,7.05,71.28
11,04/14/22 09:00:00 PM,7.07,71.13
12,04/14/22 10:00:00 PM,7.10,70.88
13,04/14/22 11:00:00 PM,7.14,70.52
14,04/15/22 12:00:00 AM,7.18,70.20
15,04/15/22 01:00:00 AM,7.21,69.76
16,04/15/22 02:00:00 AM,7.24,69.44
17,04/15/22 03:00:00 AM,7.26,69.19
18,04/15/22 04:00:00 AM,7.30,69.01
19,04/15/22 05:00:00 AM,7.31,68.79
20,04/15/22 06:00:00 AM,7.33,68.61
21,04/15/22 07:00:00 AM,7.37,68.43
22,04/15/22 08:00:00 AM,7.38,68.54
23,04/15/22 09:00:00 AM,7.32,69.33
24,04/15/22 10:00:00 AM,7.30,69.73
25,04/15/22 11:00:00 AM,7.25,70.59
26,04/15/22 12:00:00 PM,7.17,71.64
27,04/15/22 01:00:00 PM,7.16,71.13
28,04/15/22 02:00:00 PM,7.11,71.46
29,04/15/22 03:00:00 PM,7.02,72.39
30,04/15/22 04:00:00 PM,7.02,72.07
31,04/15/22 05:00:00 PM,6.99,71.82
32,04/15/22 06:00:00 PM,6.97,71.49
33,04/15/22 07:00:00 PM,6.98,71.20
34,04/15/22 08:00:00 PM,6.99,70.77
35,04/15/22 09:00:00 PM,7.04,70.48
36,04/15/22 10:00:00 PM,7.09,70.12
37,04/15/22 11:00:00 PM,7.13,69.66
38,04/16/22 12:00:00 AM,7.17,69.26
39,04/16/22 01:00:00 AM,7.25,68.76
40,04/16/22 02:00:00 AM,7.30,68.22
41,04/16/22 03:00:00 AM,7.34,67.71
42,04/16/22 04:00:00 AM,7.42,67.21
43,04/16/22 05:00:00 AM,7.45,66.88
44,04/16/22 06:00:00 AM,7.46,66.92
45,04/16/22 07:00:00 AM,7.47,67.06
46,04/16/22 08:00:00 AM,7.45,67.42
47,04/16/22 09:00:00 AM,7.42,67.96
48,04/16/22 10:00:00 AM,7.34,68.83
49,04/16/22 11:00:00 AM,7.27,69.73
50,04/16/22 12:00:00 PM,7.22,70.70
51,04/16/22 01:00:00 PM,7.15,71.42
52,04/16/22 02:00:00 PM,7.05,72.14
53,04/16/22 03:00:00 PM,6.97,72.46
54,04/16/22 04:00:00 PM,6.95,72.07
55,04/16/22 05:00:00 PM,6.88,72.18
56,04/16/22 06:00:00 PM,6.83,72.07
57,04/16/22 07:00:00 PM,6.78,72.07
58,04/16/22 08:00:00 PM,6.75,72.03
59,04/16/22 09:00:00 PM,6.75,71.96
60,04/16/22 10:00:00 PM,6.78,71.85
61,04/16/22 11:00:00 PM,6.81,71.64
62,04/17/22 12:00:00 AM,6.85,71.35
63,04/17/22 01:00:00 AM,6.88,70.99
64,04/17/22 02:00:00 AM,6.88,70.74
65,04/17/22 03:00:00 AM,6.92,70.45
66,04/17/22 04:00:00 AM,6.95,70.27
67,04/17/22 05:00:00 AM,6.98,70.09
68,04/17/22 06:00:00 AM,6.99,69.94
69,04/17/22 07:00:00 AM,7.01,69.91
70,04/17/22 08:00:00 AM,7.01,70.23
71,04/17/22 09:00:00 AM,7.01,70.63
72,04/17/22 10:00:00 AM,6.96,71.42
73,04/17/22 11:00:00 AM,6.92,72.36
74,04/17/22 12:00:00 PM,6.84,73.29
75,04/17/22 01:00:00 PM,6.77,73.90
76,04/17/22 02:00:00 PM,6.74,73.65
77,04/17/22 03:00:00 PM,6.83,72.03
78,04/17/22 04:00:00 PM,6.88,71.17
79,04/17/22 05:00:00 PM,6.83,71.06
80,04/17/22 06:00:00 PM,6.80,71.20
81,04/17/22 07:00:00 PM,6.81,70.81
82,04/17/22 08:00:00 PM,6.86,70.63
83,04/17/22 09:00:00 PM,6.89,70.56
84,04/17/22 10:00:00 PM,6.93,70.41
85,04/17/22 11:00:00 PM,6.96,70.02
86,04/18/22 12:00:00 AM,6.95,69.84
87,04/18/22 01:00:00 AM,6.98,69.69
88,04/18/22 02:00:00 AM,7.01,69.55
89,04/18/22 03:00:00 AM,7.05,69.30
90,04/18/22 04:00:00 AM,7.10,68.97
91,04/18/22 05:00:00 AM,7.13,68.83
92,04/18/22 06:00:00 AM,7.15,68.72
93,04/18/22 07:00:00 AM,7.13,68.90
94,04/18/22 08:00:00 AM,7.14,69.15
95,04/18/22 09:00:00 AM,7.14,69.22
96,04/18/22 10:00:00 AM,7.15,69.58
97,04/18/22 11:00:00 AM,7.13,70.05
98,04/18/22 12:00:00 PM,7.12,70.27
99,04/18/22 01:00:00 PM,6.99,72.03
100,04/18/22 02:00:00 PM,6.94,72.10
101,04/18/22 03:00:00 PM,6.92,72.64
102,04/18/22 04:00:00 PM,6.86,72.57
103,04/18/22 05:00:00 PM,6.83,72.25
104,04/18/22 06:00:00 PM,6.79,71.96
105,04/18/22 07:00:00 PM,6.79,71.38
106,04/18/22 08:00:00 PM,6.85,70.63
107,04/18/22 09:00:00 PM,6.91,70.12
108,04/18/22 10:00:00 PM,6.96,69.62
109,04/18/22 11:00:00 PM,7.03,69.12
110,04/19/22 12:00:00 AM,7.10,68.68
111,04/19/22 01:00:00 AM,7.12,68.58
112,04/19/22 02:00:00 AM,7.18,68.22
113,04/19/22 03:00:00 AM,7.26,67.71
114,04/19/22 04:00:00 AM,7.35,66.88
115,04/19/22 05:00:00 AM,7.50,65.84
116,04/19/22 06:00:00 AM,7.63,64.80
117,04/19/22 07:00:00 AM,7.76,63.90
118,04/19/22 08:00:00 AM,7.82,63.72
119,04/19/22 09:00:00 AM,7.86,63.93
120,04/19/22 10:00:00 AM,7.82,64.51
121,04/19/22 11:00:00 AM,7.76,65.41
122,04/19/22 12:00:00 PM,7.70,66.34
123,04/19/22 01:00:00 PM,7.55,67.82
124,04/19/22 02:00:00 PM,7.43,68.68
125,04/19/22 03:00:00 PM,7.45,68.47
126,04/19/22 04:00:00 PM,7.42,68.18
127,04/19/22 05:00:00 PM,7.44,67.28
128,04/19/22 06:00:00 PM,7.48,66.13
129,04/19/22 07:00:00 PM,7.56,65.05
130,04/19/22 08:00:00 PM,7.75,63.25
131,04/19/22 09:00:00 PM,7.94,61.77
132,04/19/22 10:00:00 PM,8.07,60.87
133,04/19/22 11:00:00 PM,8.13,60.55
134,04/20/22 12:00:00 AM,8.28,59.83
135,04/20/22 01:00:00 AM,8.37,59.22
136,04/20/22 02:00:00 AM,8.41,58.75
137,04/20/22 03:00:00 AM,8.50,58.21
138,04/20/22 04:00:00 AM,8.60,57.60
139,04/20/22 05:00:00 AM,8.64,57.27
140,04/20/22 06:00:00 AM,8.66,57.20
141,04/20/22 07:00:00 AM,8.67,57.45
142,04/20/22 08:00:00 AM,8.51,58.89
143,04/20/22 09:00:00 AM,8.23,61.34
144,04/20/22 10:00:00 AM,8.05,63.28
145,04/20/22 11:00:00 AM,7.92,64.72
146,04/20/22 12:00:00 PM,7.83,65.84
147,04/20/22 01:00:00 PM,7.68,67.03
148,04/20/22 02:00:00 PM,7.65,67.14
149,04/20/22 03:00:00 PM,7.58,67.57
150,04/20/22 04:00:00 PM,7.52,67.50
151,04/20/22 05:00:00 PM,7.48,66.92
152,04/20/22 06:00:00 PM,7.45,66.38
153,04/20/22 07:00:00 PM,7.48,65.59
154,04/20/22 08:00:00 PM,7.47,65.19
155,04/20/22 09:00:00 PM,7.58,64.15
156,04/20/22 10:00:00 PM,7.65,63.61
157,04/20/22 11:00:00 PM,7.63,63.61
158,04/21/22 12:00:00 AM,7.76,62.96
159,04/21/22 01:00:00 AM,7.84,62.38
160,04/21/22 02:00:00 AM,7.92,61.95
161,04/21/22 03:00:00 AM,7.92,61.88
162,04/21/22 04:00:00 AM,7.90,61.95
163,04/21/22 05:00:00 AM,7.99,61.70
164,04/21/22 06:00:00 AM,8.03,61.38
165,04/21/22 07:00:00 AM,8.03,61.63
166,04/21/22 08:00:00 AM,7.87,63.14
167,04/21/22 09:00:00 AM,7.79,64.29
168,04/21/22 10:00:00 AM,7.61,66.34
169,04/21/22 11:00:00 AM,7.56,67.42
170,04/21/22 12:00:00 PM,7.48,68.32
171,04/21/22 01:00:00 PM,7.35,69.73
172,04/21/22 02:00:00 PM,7.31,69.94
173,04/21/22 03:00:00 PM,7.24,70.09
174,04/21/22 04:00:00 PM,7.20,69.69
175,04/21/22 05:00:00 PM,7.15,69.12
176,04/21/22 06:00:00 PM,7.13,68.22
177,04/21/22 07:00:00 PM,7.12,67.28
178,04/21/22 08:00:00 PM,7.16,66.27
179,04/21/22 09:00:00 PM,7.30,65.01
180,04/21/22 10:00:00 PM,7.40,64.15
181,04/21/22 11:00:00 PM,7.46,63.75
