"Plot Title: Bradford_6"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 20501580, SEN S/N: 20501580)","Temp, °F (LGR S/N: 20501580, SEN S/N: 20501580)","Coupler Detached (LGR S/N: 20501580, SEN S/N: 20501580)","Coupler Attached (LGR S/N: 20501580, SEN S/N: 20501580)","Host Connected (LGR S/N: 20501580, SEN S/N: 20501580)","End Of File (LGR S/N: 20501580, SEN S/N: 20501580)"
1,06/22/22 01:30:00 PM,14.6759,77.400,Logged,,,
2,06/22/22 01:45:00 PM,14.6772,75.832,,,,
3,06/22/22 02:00:00 PM,14.6745,74.791,,,,
4,06/22/22 02:15:00 PM,14.6690,74.271,,,,
5,06/22/22 02:30:00 PM,14.6667,73.926,,,,
6,06/22/22 02:45:00 PM,14.6652,73.926,,,,
7,06/22/22 03:00:00 PM,14.6620,73.753,,,,
8,06/22/22 03:15:00 PM,14.6565,73.753,,,,
9,06/22/22 03:30:00 PM,14.6565,73.753,,,,
10,06/22/22 03:45:00 PM,14.6523,73.753,,,,
11,06/22/22 04:00:00 PM,14.6510,73.753,,,,
12,06/22/22 04:15:00 PM,14.6481,73.753,,,,
13,06/22/22 04:30:00 PM,14.6468,73.753,,,,
14,06/22/22 04:45:00 PM,14.6426,73.753,,,,
15,06/22/22 05:00:00 PM,14.6440,73.753,,,,
16,06/22/22 05:15:00 PM,14.6445,73.926,,,,
17,06/22/22 05:30:00 PM,14.6417,73.926,,,,
18,06/22/22 05:45:00 PM,14.6389,73.926,,,,
19,06/22/22 06:00:00 PM,14.6375,73.926,,,,
20,06/22/22 06:15:00 PM,14.6389,73.926,,,,
21,06/22/22 06:30:00 PM,14.6389,73.926,,,,
22,06/22/22 06:45:00 PM,14.6375,73.926,,,,
23,06/22/22 07:00:00 PM,14.6394,74.098,,,,
24,06/22/22 07:15:00 PM,14.6394,74.098,,,,
25,06/22/22 07:30:00 PM,14.6394,74.098,,,,
26,06/22/22 07:45:00 PM,14.6408,74.098,,,,
27,06/22/22 08:00:00 PM,14.6379,74.098,,,,
28,06/22/22 08:15:00 PM,14.6394,74.098,,,,
29,06/22/22 08:30:00 PM,14.6379,74.098,,,,
30,06/22/22 08:45:00 PM,14.6371,74.271,,,,
31,06/22/22 09:00:00 PM,14.6371,74.271,,,,
32,06/22/22 09:15:00 PM,14.6398,74.271,,,,
33,06/22/22 09:30:00 PM,14.6426,74.271,,,,
34,06/22/22 09:45:00 PM,14.6413,74.271,,,,
35,06/22/22 10:00:00 PM,14.6453,74.271,,,,
36,06/22/22 10:15:00 PM,14.6453,74.271,,,,
37,06/22/22 10:30:00 PM,14.6481,74.271,,,,
38,06/22/22 10:45:00 PM,14.6495,74.271,,,,
39,06/22/22 11:00:00 PM,14.6508,74.271,,,,
40,06/22/22 11:15:00 PM,14.6508,74.271,,,,
41,06/22/22 11:30:00 PM,14.6527,74.446,,,,
42,06/22/22 11:45:00 PM,14.6514,74.446,,,,
43,06/23/22 12:00:00 AM,14.6459,74.446,,,,
44,06/23/22 12:15:00 AM,14.6445,74.446,,,,
45,06/23/22 12:30:00 AM,14.6430,74.446,,,,
46,06/23/22 12:45:00 AM,14.6389,74.446,,,,
47,06/23/22 01:00:00 AM,14.6403,74.446,,,,
48,06/23/22 01:15:00 AM,14.6417,74.446,,,,
49,06/23/22 01:30:00 AM,14.6417,74.446,,,,
50,06/23/22 01:45:00 AM,14.6403,74.446,,,,
51,06/23/22 02:00:00 AM,14.6389,74.446,,,,
52,06/23/22 02:15:00 AM,14.6389,74.446,,,,
53,06/23/22 02:30:00 AM,14.6334,74.446,,,,
54,06/23/22 02:45:00 AM,14.6334,74.446,,,,
55,06/23/22 03:00:00 AM,14.6320,74.446,,,,
56,06/23/22 03:15:00 AM,14.6292,74.446,,,,
57,06/23/22 03:30:00 AM,14.6265,74.446,,,,
58,06/23/22 03:45:00 AM,14.6218,74.271,,,,
59,06/23/22 04:00:00 AM,14.6246,74.271,,,,
60,06/23/22 04:15:00 AM,14.6233,74.271,,,,
61,06/23/22 04:30:00 AM,14.6205,74.271,,,,
62,06/23/22 04:45:00 AM,14.6218,74.271,,,,
63,06/23/22 05:00:00 AM,14.6191,74.271,,,,
64,06/23/22 05:15:00 AM,14.6149,74.271,,,,
65,06/23/22 05:30:00 AM,14.6149,74.271,,,,
66,06/23/22 05:45:00 AM,14.6149,74.271,,,,
67,06/23/22 06:00:00 AM,14.6136,74.271,,,,
68,06/23/22 06:15:00 AM,14.6121,74.271,,,,
69,06/23/22 06:30:00 AM,14.6108,74.271,,,,
70,06/23/22 06:45:00 AM,14.6136,74.271,,,,
71,06/23/22 07:00:00 AM,14.6149,74.271,,,,
72,06/23/22 07:15:00 AM,14.6136,74.271,,,,
73,06/23/22 07:30:00 AM,14.6149,74.271,,,,
74,06/23/22 07:45:00 AM,14.6176,74.271,,,,
75,06/23/22 08:00:00 AM,14.6163,74.271,,,,
76,06/23/22 08:15:00 AM,14.6176,74.271,,,,
77,06/23/22 08:30:00 AM,14.6159,74.098,,,,
78,06/23/22 08:45:00 AM,14.6172,74.098,,,,
79,06/23/22 09:00:00 AM,14.6159,74.098,,,,
80,06/23/22 09:15:00 AM,14.6144,74.098,,,,
81,06/23/22 09:30:00 AM,14.6159,74.098,,,,
82,06/23/22 09:45:00 AM,14.6131,74.098,,,,
83,06/23/22 10:00:00 AM,14.6117,74.098,,,,
84,06/23/22 10:15:00 AM,14.6144,74.098,,,,
85,06/23/22 10:30:00 AM,14.6144,74.098,,,,
86,06/23/22 10:45:00 AM,14.6159,74.098,,,,
87,06/23/22 11:00:00 AM,14.6131,74.098,,,,
88,06/23/22 11:15:00 AM,14.6089,74.098,,,,
89,06/23/22 11:30:00 AM,14.6089,74.098,,,,
90,06/23/22 11:45:00 AM,14.6089,74.098,,,,
91,06/23/22 12:00:00 PM,14.6089,74.098,,,,
92,06/23/22 12:15:00 PM,14.6089,74.098,,,,
93,06/23/22 12:30:00 PM,14.6047,74.098,,,,
94,06/23/22 12:45:00 PM,14.6034,74.098,,,,
95,06/23/22 01:00:00 PM,14.6020,74.098,,,,
96,06/23/22 01:15:00 PM,14.5992,74.098,,,,
97,06/23/22 01:30:00 PM,14.5983,74.271,,,,
98,06/23/22 01:45:00 PM,14.5969,74.271,,,,
99,06/23/22 02:00:00 PM,14.5928,74.271,,,,
100,06/23/22 02:15:00 PM,14.5901,74.271,,,,
101,06/23/22 02:30:00 PM,14.5873,74.271,,,,
102,06/23/22 02:45:00 PM,14.5859,74.271,,,,
103,06/23/22 03:00:00 PM,14.5831,74.271,,,,
104,06/23/22 03:15:00 PM,14.5804,74.271,,,,
105,06/23/22 03:30:00 PM,14.5776,74.271,,,,
106,06/23/22 03:45:00 PM,14.5780,74.446,,,,
107,06/23/22 04:00:00 PM,14.5725,74.446,,,,
108,06/23/22 04:15:00 PM,14.5738,74.446,,,,
109,06/23/22 04:30:00 PM,14.5670,74.446,,,,
110,06/23/22 04:45:00 PM,14.5641,74.446,,,,
111,06/23/22 05:00:00 PM,14.5632,74.619,,,,
112,06/23/22 05:15:00 PM,14.5577,74.619,,,,
113,06/23/22 05:30:00 PM,14.5619,74.619,,,,
114,06/23/22 05:45:00 PM,14.5674,74.619,,,,
115,06/23/22 06:00:00 PM,14.5702,74.619,,,,
116,06/23/22 06:15:00 PM,14.5702,74.619,,,,
117,06/23/22 06:30:00 PM,14.5664,74.791,,,,
118,06/23/22 06:45:00 PM,14.5692,74.791,,,,
119,06/23/22 07:00:00 PM,14.5706,74.791,,,,
120,06/23/22 07:15:00 PM,14.5721,74.791,,,,
121,06/23/22 07:30:00 PM,14.5748,74.791,,,,
122,06/23/22 07:45:00 PM,14.5766,74.964,,,,
123,06/23/22 08:00:00 PM,14.5738,74.964,,,,
124,06/23/22 08:15:00 PM,14.5780,74.964,,,,
125,06/23/22 08:30:00 PM,14.5808,74.964,,,,
126,06/23/22 08:45:00 PM,14.5835,74.964,,,,
127,06/23/22 09:00:00 PM,14.5850,74.964,,,,
128,06/23/22 09:15:00 PM,14.5854,75.139,,,,
129,06/23/22 09:30:00 PM,14.5895,75.139,,,,
130,06/23/22 09:45:00 PM,14.5867,75.139,,,,
131,06/23/22 10:00:00 PM,14.5882,75.139,,,,
132,06/23/22 10:15:00 PM,14.5895,75.139,,,,
133,06/23/22 10:30:00 PM,14.5909,75.139,,,,
134,06/23/22 10:45:00 PM,14.5951,75.139,,,,
135,06/23/22 11:00:00 PM,14.5951,75.139,,,,
136,06/23/22 11:15:00 PM,14.5937,75.139,,,,
137,06/23/22 11:30:00 PM,14.5937,75.139,,,,
138,06/23/22 11:45:00 PM,14.5941,75.312,,,,
139,06/24/22 12:00:00 AM,14.5969,75.312,,,,
140,06/24/22 12:15:00 AM,14.5956,75.312,,,,
141,06/24/22 12:30:00 AM,14.5956,75.312,,,,
142,06/24/22 12:45:00 AM,14.5969,75.312,,,,
143,06/24/22 01:00:00 AM,14.5956,75.312,,,,
144,06/24/22 01:15:00 AM,14.5956,75.312,,,,
145,06/24/22 01:30:00 AM,14.5969,75.312,,,,
146,06/24/22 01:45:00 AM,14.5956,75.312,,,,
147,06/24/22 02:00:00 AM,14.5969,75.312,,,,
148,06/24/22 02:15:00 AM,14.5941,75.312,,,,
149,06/24/22 02:30:00 AM,14.5941,75.312,,,,
150,06/24/22 02:45:00 AM,14.5901,75.312,,,,
151,06/24/22 03:00:00 AM,14.5886,75.312,,,,
152,06/24/22 03:15:00 AM,14.5844,75.312,,,,
153,06/24/22 03:30:00 AM,14.5831,75.312,,,,
154,06/24/22 03:45:00 AM,14.5817,75.312,,,,
155,06/24/22 04:00:00 AM,14.5799,75.139,,,,
156,06/24/22 04:15:00 AM,14.5812,75.139,,,,
157,06/24/22 04:30:00 AM,14.5799,75.139,,,,
158,06/24/22 04:45:00 AM,14.5840,75.139,,,,
159,06/24/22 05:00:00 AM,14.5854,75.139,,,,
160,06/24/22 05:15:00 AM,14.5895,75.139,,,,
161,06/24/22 05:30:00 AM,14.5924,75.139,,,,
162,06/24/22 05:45:00 AM,14.5937,75.139,,,,
163,06/24/22 06:00:00 AM,14.5937,75.139,,,,
164,06/24/22 06:15:00 AM,14.5965,75.139,,,,
165,06/24/22 06:30:00 AM,14.5992,75.139,,,,
166,06/24/22 06:45:00 AM,14.5965,75.139,,,,
167,06/24/22 07:00:00 AM,14.6047,75.139,,,,
168,06/24/22 07:15:00 AM,14.6034,75.139,,,,
169,06/24/22 07:30:00 AM,14.6062,75.139,,,,
170,06/24/22 07:45:00 AM,14.6112,74.964,,,,
171,06/24/22 08:00:00 AM,14.6112,74.964,,,,
172,06/24/22 08:15:00 AM,14.6140,74.964,,,,
173,06/24/22 08:30:00 AM,14.6140,74.964,,,,
174,06/24/22 08:45:00 AM,14.6182,74.964,,,,
175,06/24/22 09:00:00 AM,14.6182,74.964,,,,
176,06/24/22 09:15:00 AM,14.6195,74.964,,,,
177,06/24/22 09:30:00 AM,14.6223,74.964,,,,
178,06/24/22 09:45:00 AM,14.6250,74.964,,,,
179,06/24/22 10:00:00 AM,14.6250,74.964,,,,
