Date,,,FDOM,CO2,CO2hi
8/22/2023 13:00,435,12.58,0.5830659,3569.136,4366.667
8/22/2023 14:00,436,12.53,0.6226891,3538.889,4390.124
8/22/2023 15:00,437,12.53,0.5858443,3573.457,4411.935
8/22/2023 16:00,438,12.22,0.6496592,3608.025,4437.861
8/22/2023 17:00,439,12.49,0.6015604,3626.749,4432.511
8/22/2023 18:00,440,12.12,0.6524481,3654.115,4409.466
8/22/2023 19:00,441,12.22,0.6408974,3698.766,4380.659
8/22/2023 20:00,442,12.12,0.5919628,3815.432,4369.959
8/22/2023 21:00,443,12.2,0.595817,3949.383,4374.486
8/22/2023 22:00,444,12.1,0.6873606,3952.264,4376.955
8/22/2023 23:00,445,12.41,0.7008436,3888.889,4362.552
8/23/2023 0:00,446,12.36,0.7044105,3826.955,4339.918
8/23/2023 1:00,447,12.39,0.6425405,3824.074,4332.922
8/23/2023 2:00,448,12.36,0.6958826,3783.745,4342.799
8/23/2023 3:00,449,12.39,0.6491459,3697.325,4315.227
8/23/2023 4:00,450,12.38,0.7750207,3717.49,4313.581
8/23/2023 5:00,451,12.35,0.8069885,3659.877,4300.412
8/23/2023 6:00,452,12.38,0.8107997,3710.288,4293.416
8/23/2023 7:00,453,12.34,0.8174017,3681.482,4269.959
8/23/2023 8:00,454,12.38,0.7740633,3708.848,4295.474
8/23/2023 9:00,455,12.36,0.7007372,3730.453,4295.063
8/23/2023 10:00,456,12.45,0.7221532,3741.976,4323.869
8/23/2023 11:00,457,12.5,0.7648322,3717.49,4348.149
8/23/2023 12:00,458,12.41,0.7356002,3674.28,4381.894
8/23/2023 13:00,459,12.53,0.6980178,3656.996,4427.161
8/23/2023 14:00,460,12.45,0.6906236,3631.07,4452.675
8/23/2023 15:00,461,12.31,0.6642706,3579.218,4445.68
8/23/2023 16:00,462,12.3,0.6975446,3570.576,4440.33
8/23/2023 17:00,463,12.12,0.6736268,3596.502,4422.634
8/23/2023 18:00,464,12.19,0.7485143,3662.757,4406.585
8/23/2023 19:00,465,12.07,0.7348037,3737.655,4384.363
8/23/2023 20:00,466,12.16,0.7210932,3852.881,4365.844
8/23/2023 21:00,467,12.05,0.6912112,3955.144,4356.791
8/23/2023 22:00,468,12.15,0.6782992,4044.445,4361.317
8/23/2023 23:00,469,12.03,0.637057,4041.564,4366.256
8/24/2023 0:00,470,12.14,0.7384599,3983.951,4344.856
8/24/2023 1:00,471,12.32,0.6491591,3932.099,4318.519
8/24/2023 2:00,472,12.29,0.6400805,3894.65,4328.396
8/24/2023 3:00,473,12.33,0.6565819,3790.947,4296.297
8/24/2023 4:00,474,12.28,0.7041426,3762.14,4303.293
8/24/2023 5:00,475,12.32,0.62964,3698.766,4269.136
8/24/2023 6:00,476,12.27,0.6920462,3652.675,4275.309
8/24/2023 7:00,477,12.3,0.6901218,3659.877,4272.429
8/24/2023 8:00,478,12.28,0.6722488,3642.593,4259.26
8/24/2023 9:00,479,12.32,0.7036206,3632.51,4281.894
8/24/2023 10:00,480,12.33,0.6864252,3688.683,4326.338
8/24/2023 11:00,481,12.48,0.6820392,3658.437,4327.984
8/24/2023 12:00,482,12.16,0.6903337,3677.161,4371.605
8/24/2023 13:00,483,12.98,0.6744245,3651.235,4425.104
8/24/2023 14:00,484,12.3,0.6892792,3659.877,4461.317
8/24/2023 15:00,485,12.53,0.6458585,3682.922,4460.495
8/24/2023 16:00,486,12.24,0.6752702,3746.297,4476.132
8/24/2023 17:00,487,12.38,0.6832477,3834.157,4453.087
8/24/2023 18:00,488,12.12,0.669503,3914.815,4431.688
8/24/2023 19:00,489,12.21,0.7044175,3991.153,4407.819
8/24/2023 20:00,490,12.11,0.6615304,4073.251,4390.536
8/24/2023 21:00,491,12.2,0.6348635,4142.387,4360.083
8/24/2023 22:00,492,12.25,0.6224922,4231.688,4325.926
8/24/2023 23:00,493,12.28,0.6439357,4299.383,4328.396
8/25/2023 0:00,494,12.32,0.573557,4257.613,4291.358
8/25/2023 1:00,495,12.29,0.6266159,4256.173,4291.77
8/25/2023 2:00,496,12.31,0.5842787,4179.835,4260.083
8/25/2023 3:00,497,12.28,0.5463402,4070.371,4233.746
8/25/2023 4:00,498,12.3,0.6208427,3994.048,4214.831
8/25/2023 5:00,499,12.27,0.5724573,3932.163,4200.481
8/25/2023 6:00,500,12.29,0.5460753,3890.676,4196.67
8/25/2023 7:00,501,12.25,0.6118052,3850.423,4204.578
8/25/2023 8:00,502,12.29,0.5598165,3780.871,4214.823
8/25/2023 9:00,503,12.28,0.5905281,3757.819,4237.861
8/25/2023 10:00,504,12.35,0.5803382,3740.535,4265.021
8/25/2023 11:00,505,12.39,0.6342125,3754.938,4306.173
8/25/2023 12:00,506,12.33,0.6097894,3711.729,4328.396
8/25/2023 13:00,507,12.49,0.5762957,3711.729,4406.173
8/25/2023 14:00,508,12.45,0.6279765,3731.893,4447.737
8/25/2023 15:00,509,12.34,0.6164193,3775.103,4467.079
8/25/2023 16:00,510,12.31,0.6106702,3852.881,4476.544
8/25/2023 17:00,511,12.27,0.6332139,3960.906,4454.733
8/25/2023 18:00,512,12.26,0.6359631,4113.581,4446.091
8/25/2023 19:00,513,12.18,0.6486093,4241.77,4416.461
8/25/2023 20:00,514,12.25,0.5820794,4331.07,4375.721
8/25/2023 21:00,515,12.12,0.5809797,4365.638,4337.449
8/25/2023 22:00,516,12.25,0.6244166,4532.716,4338.272
8/25/2023 23:00,517,12.29,0.6147945,4588.889,4330.453
8/26/2023 0:00,518,12.25,0.5771309,4656.584,4302.47
8/26/2023 1:00,519,12.28,0.566684,4691.152,4315.227
8/26/2023 2:00,520,12.26,0.6073717,4606.173,4283.54
8/26/2023 3:00,521,12.28,0.616444,4444.856,4292.593
8/26/2023 4:00,522,12.25,0.5908767,4331.07,4280.659
8/26/2023 5:00,523,12.27,0.5697081,4163.992,4256.379
8/26/2023 6:00,524,12.24,0.6076466,4083.333,4260.494
8/26/2023 7:00,525,12.27,0.6101209,4044.445,4267.49
8/26/2023 8:00,526,12.24,0.6348571,4012.758,4274.075
8/26/2023 9:00,527,12.28,0.6070247,3963.786,4277.367
8/26/2023 10:00,528,12.29,0.6323117,3940.741,4320.988
8/26/2023 11:00,529,12.4,0.6257324,3949.383,4333.334
8/26/2023 12:00,530,12.29,0.626325,3926.338,4391.77
8/26/2023 13:00,531,12.74,0.6612486,3939.301,4450.207
8/26/2023 14:00,532,12.36,0.5952754,3989.712,4476.955
8/26/2023 15:00,533,12.33,0.6491591,4005.556,4495.474
8/26/2023 16:00,534,12.19,0.6420113,4076.132,4490.536
8/26/2023 17:00,535,12.3,0.5906018,4122.223,4454.322
8/26/2023 18:00,536,12.24,0.5911517,4184.157,4442.387
8/26/2023 19:00,537,12.29,0.6169938,4273.457,4420.577
8/26/2023 20:00,538,12.28,0.6307397,4384.362,4396.708
8/26/2023 21:00,539,12.24,0.6315644,4463.581,4374.897
8/26/2023 22:00,540,12.26,0.5958253,4575.926,4350.207
8/26/2023 23:00,541,12.23,0.6013235,4662.346,4346.502
8/27/2023 0:00,542,12.25,0.6189183,4658.025,4342.387
8/27/2023 1:00,543,12.22,0.6815994,4670.996,4303.712
8/27/2023 2:00,544,12.25,0.6411865,4653.704,4311.523
8/27/2023 3:00,545,12.22,0.6299149,4552.881,4272.84
8/27/2023 4:00,546,12.24,0.6079216,4417.49,4265.433
8/27/2023 5:00,547,12.21,0.6326641,4374.281,4260.496
8/27/2023 6:00,548,12.23,0.6337712,4275.05,4245.42
8/27/2023 7:00,549,12.19,0.624462,4188.575,4232.61
8/27/2023 8:00,550,12.23,0.6200326,4119.38,4236.254
8/27/2023 9:00,551,12.2,0.6062455,4066.05,4266.667
8/27/2023 10:00,552,12.26,0.632586,4019.959,4289.712
8/27/2023 11:00,553,12.34,0.6710871,3932.099,4308.643
8/27/2023 12:00,554,12.28,0.641448,3894.65,4375.309
8/27/2023 13:00,555,12.52,0.7052409,3837.037,4423.869
8/27/2023 14:00,556,12.4,0.6062721,3844.239,4438.684
8/27/2023 15:00,557,12.25,0.64641,3862.963,4450.207
8/27/2023 16:00,558,12.23,0.6739017,3909.054,4459.671
8/27/2023 17:00,559,12.23,0.6626301,4018.519,4451.441
8/27/2023 18:00,560,12.04,0.6235918,4175.515,4448.149
8/27/2023 19:00,561,12.25,0.6964449,4355.556,4429.63
8/27/2023 20:00,562,12.21,0.6582314,4519.753,4402.881
8/27/2023 21:00,563,12.24,0.6318394,4640.741,4376.132
8/27/2023 22:00,564,12.22,0.6623552,4730.042,4345.68
8/27/2023 23:00,565,12.23,0.5974748,4884.157,4338.272
8/28/2023 0:00,566,12.2,0.6109457,4961.935,4337.449
8/28/2023 1:00,567,12.22,0.6326641,5032.511,4302.058
8/28/2023 2:00,568,12.19,0.5697081,5097.326,4314.404
8/28/2023 3:00,569,12.22,0.5980245,5101.646,4285.597
8/28/2023 4:00,570,12.19,0.6205678,5041.153,4285.186
8/28/2023 5:00,571,12.2,0.5697081,4999.383,4287.243
8/28/2023 6:00,572,12.18,0.556787,4887.144,4261.822
8/28/2023 7:00,573,12.19,0.5988493,4760.419,4257.73
8/28/2023 8:00,574,12.17,0.5760312,4681.071,4285.598
8/28/2023 9:00,575,12.22,0.5443858,4591.77,4307.819
8/28/2023 10:00,576,12.22,0.621643,4440.535,4332.922
8/28/2023 11:00,577,12.29,0.57933,4400.206,4368.725
8/28/2023 12:00,578,12.23,0.6527331,4342.593,4428.807
8/28/2023 13:00,579,13.16,0.5606358,4237.449,4470.782
8/28/2023 14:00,580,12.24,0.6090212,4165.433,4522.223
8/28/2023 15:00,581,12.43,0.6304648,4221.605,4567.49
8/28/2023 16:00,582,12.27,0.5988493,4228.807,4519.754
8/28/2023 17:00,583,12.12,0.6879225,4352.675,4516.461
8/28/2023 18:00,584,12.12,0.5746566,4431.893,4473.251
8/28/2023 19:00,585,12.01,0.6156192,4555.762,4474.075
8/28/2023 20:00,586,12.08,0.6318394,4754.527,4444.034
8/28/2023 21:00,587,11.98,0.6461351,4897.12,4416.461
8/28/2023 22:00,588,12.07,0.6282654,5090.124,4408.231
8/28/2023 23:00,589,11.96,0.6436608,5235.597,4400.412
8/29/2023 0:00,590,12.18,0.6268909,5366.667,4390.947
8/29/2023 1:00,591,12.13,0.5675088,5464.609,4375.309
8/29/2023 2:00,592,12.17,0.6205678,5522.253,4362.576
8/29/2023 3:00,593,12.14,0.556787,5585.597,4344.445
8/29/2023 4:00,594,12.17,0.6079216,5624.486,4343.21
8/29/2023 5:00,595,12.14,0.6048975,5543.828,4347.737
8/29/2023 6:00,596,12.16,0.6101209,5350.823,4320.165
8/29/2023 7:00,597,12.12,0.580155,5232.843,4315.743
8/29/2023 8:00,598,12.15,0.609846,5041.153,4324.28
8/29/2023 9:00,599,12.14,0.5785055,4869.753,4335.392
8/29/2023 10:00,600,12.17,0.5713576,4735.803,4349.795
8/29/2023 11:00,601,12.18,0.6191932,4594.65,4389.301
8/29/2023 12:00,602,12.22,0.6189183,4434.774,4434.568
8/29/2023 13:00,603,12.49,0.5982995,4309.465,4454.733
8/29/2023 14:00,604,12.22,0.643111,4210.083,4486.832
8/29/2023 15:00,605,12.17,0.6271658,4159.671,4519.754
8/29/2023 16:00,606,12.06,0.6024233,4217.284,4487.243
8/29/2023 17:00,607,12.12,0.5908767,4303.704,4482.717
8/29/2023 18:00,608,12.03,0.6026981,4485.186,4464.61
8/29/2023 19:00,609,12.09,0.609846,4573.045,4419.753
8/29/2023 20:00,610,11.99,0.5862031,3729.013,4370.371
8/29/2023 21:00,611,12.07,0.6706027,4043.191,4329.83
8/29/2023 22:00,612,11.99,0.606547,4178.678,4334.862
8/29/2023 23:00,613,12.06,0.6354286,4475.228,4335.101
8/30/2023 0:00,614,11.98,0.6497303,4225.972,4307.866
8/30/2023 1:00,615,12.04,0.6271675,4007.422,4311.982
8/30/2023 2:00,616,11.97,0.5996748,3864.563,4280.835
8/30/2023 3:00,617,12.05,0.6076475,3750.637,4300.023
8/30/2023 4:00,618,11.96,0.6301907,3835.597,4278.19
8/30/2023 5:00,619,12.04,0.6532838,3717.49,4291.358
8/30/2023 6:00,620,11.94,2.70638,4122.224,4290.538
8/30/2023 7:00,621,12.04,3.579285,4408.848,4273.663
8/30/2023 8:00,622,11.9,3.858596,4669.548,4298.354
8/30/2023 9:00,623,11.71,3.80315,4748.766,4283.128
8/30/2023 10:00,624,12.08,3.719981,4813.583,4296.71
8/30/2023 11:00,625,11.89,3.701499,4858.231,4304.116
8/30/2023 12:00,626,12.05,3.609088,4807.819,4309.054
8/30/2023 13:00,627,12.06,3.636811,4840.947,4310.289
8/30/2023 14:00,628,12.15,3.590606,4717.079,4319.753
8/30/2023 15:00,629,11.98,3.544401,4715.638,4303.704
8/30/2023 16:00,630,12.06,3.451991,4663.786,4332.099
8/30/2023 17:00,631,11.85,3.340721,4610.494,4317.696
8/30/2023 18:00,632,12,3.320612,4630.659,4333.334
8/30/2023 19:00,633,11.98,3.262114,4552.881,4320.988
8/30/2023 20:00,634,12.04,3.19539,4588.889,4318.519
8/30/2023 21:00,635,11.96,3.190819,4542.818,4324.299
8/30/2023 22:00,636,12.04,3.142375,4545.684,4300.417
8/30/2023 23:00,637,11.96,3.037261,4572.058,4318.535
8/31/2023 0:00,638,12.02,3.00527,4544.681,4285.191
8/31/2023 1:00,639,11.99,2.980636,4573.471,4295.462
8/31/2023 2:00,640,12.04,2.925966,4568.108,4264.144
8/31/2023 3:00,641,11.99,2.915144,4516.094,4253.298
8/31/2023 4:00,642,12.03,2.853095,4530.543,4252.929
8/31/2023 5:00,643,11.97,2.806511,4526.374,4246.897
8/31/2023 6:00,644,12.03,2.809253,4526.807,4237.013
8/31/2023 7:00,645,11.94,2.754402,4520.718,4226.828
8/31/2023 8:00,646,12.02,2.752463,4536.179,4224.411
8/31/2023 9:00,647,12.05,2.761188,4548.561,4235.393
8/31/2023 10:00,648,11.57,2.719927,4554.321,4251.853
8/31/2023 11:00,649,12.3,2.781254,4538.478,4278.19
8/31/2023 12:00,650,11.39,2.783157,4503.91,4310.289
8/31/2023 13:00,651,13,2.626858,4457.819,4328.807
8/31/2023 14:00,652,11.96,2.69541,4365.638,4356.791
8/31/2023 15:00,653,12.03,2.649708,4394.445,4364.609
8/31/2023 16:00,654,11.75,2.624115,4348.354,4403.293
8/31/2023 17:00,655,11.88,2.642396,4282.099,4417.696
8/31/2023 18:00,656,11.54,2.581156,4331.07,4424.692
8/31/2023 19:00,657,11.67,2.795954,4364.198,4423.046
8/31/2023 20:00,658,11.53,2.779501,4292.181,4409.054
8/31/2023 21:00,659,11.69,2.760307,4234.568,4391.358
8/31/2023 22:00,660,11.83,2.739284,4218.855,4376.679
8/31/2023 23:00,661,11.75,2.777673,4224.567,4368.809
9/1/2023 0:00,662,11.61,2.779501,4238.927,4356.83
9/1/2023 1:00,663,11.74,2.742026,4263.539,4343.377
9/1/2023 2:00,664,11.59,2.763049,4283.699,4340.08
9/1/2023 3:00,665,11.72,2.867249,4275.106,4341.777
9/1/2023 4:00,666,11.57,3.056489,4217.586,4311.832
9/1/2023 5:00,667,11.71,3.33252,4269.344,4305.56
9/1/2023 6:00,668,11.75,3.340846,4213.13,4296.056
9/1/2023 7:00,669,11.58,3.333549,4256.508,4290.874
9/1/2023 8:00,670,11.73,3.339808,4224.541,4286.064
9/1/2023 9:00,671,11.6,3.341098,4309.465,4306.997
9/1/2023 10:00,672,12.11,3.302332,4247.531,4309.054
9/1/2023 11:00,673,12.03,3.251146,4261.935,4341.153
9/1/2023 12:00,674,12.12,3.309644,4163.992,4343.21
9/1/2023 13:00,675,11.99,3.234693,4102.058,4348.972
9/1/2023 14:00,676,11.99,3.277653,4110.7,4357.202
9/1/2023 15:00,677,11.96,3.211842,4050.206,4359.26
9/1/2023 16:00,678,12,3.273082,4011.362,4342.024
9/1/2023 17:00,679,11.95,3.309644,4113.621,4337.903
9/1/2023 18:00,680,11.98,3.258458,4237.516,4348.218
9/1/2023 19:00,681,11.95,3.331581,4380.096,4356.434
9/1/2023 20:00,682,11.99,3.269426,4560.208,4347.856
9/1/2023 21:00,683,11.95,3.284051,4649.803,4316.852
9/1/2023 22:00,684,11.98,3.319864,4733.491,4309.161
9/1/2023 23:00,685,11.95,3.302834,4666.086,4300.381
9/2/2023 0:00,686,11.97,3.215928,4628.361,4284.903
9/2/2023 1:00,687,11.93,3.178463,4537.877,4270.75
9/2/2023 2:00,688,11.96,3.107198,4554.979,4279.219
9/2/2023 3:00,689,11.91,3.075168,4547.717,4258.585
9/2/2023 4:00,690,11.96,3.015673,4521.689,4242.441
9/2/2023 5:00,691,11.96,3.053828,4514.204,4249.171
9/2/2023 6:00,692,11.92,3.049212,4535.995,4258.398
9/2/2023 7:00,693,11.94,3.040917,4540.169,4254.557
9/2/2023 8:00,694,11.92,3.053768,4532.903,4247.089
9/2/2023 9:00,695,11.96,3.024465,4506.791,4239.918
9/2/2023 10:00,696,11.95,2.971451,4475.103,4255.145
9/2/2023 11:00,697,12.04,2.971451,4460.7,4287.243
9/2/2023 12:00,698,11.98,2.952256,4462.14,4293.828
9/2/2023 13:00,699,11.93,2.889187,4358.437,4300.412
9/2/2023 14:00,700,11.95,2.8965,4342.593,4331.688
9/2/2023 15:00,701,12.01,3.040917,4312.346,4319.342
9/2/2023 16:00,702,11.98,3.050058,4267.696,4346.914
9/2/2023 17:00,703,11.98,3.082963,4166.873,4325.515
9/2/2023 18:00,704,11.93,2.80144,4220.165,4343.21
9/2/2023 19:00,705,11.96,3.11404,4122.223,4328.396
9/2/2023 20:00,706,11.93,3.01441,4096.313,4312.776
9/2/2023 21:00,707,11.95,3.020808,4055.975,4316.881
9/2/2023 22:00,708,11.92,3.024465,4067.952,4284.438
9/2/2023 23:00,709,11.94,3.039406,4053.681,4291.577
9/3/2023 0:00,710,11.91,2.988329,4092.933,4269.313
9/3/2023 1:00,711,11.93,2.988396,4069.692,4240.712
9/3/2023 2:00,712,11.88,2.997577,4055.121,4230.25
9/3/2023 3:00,713,11.92,3.015861,4070.845,4214.895
9/3/2023 4:00,714,11.92,3.025003,4059.074,4194.885
9/3/2023 5:00,715,11.89,3.025917,4084.936,4178.355
9/3/2023 6:00,716,11.91,3.003062,4108.072,4181.329
9/3/2023 7:00,717,11.87,2.979293,4041.609,4173.709
9/3/2023 8:00,718,11.91,3.048772,4019.341,4155.995
9/3/2023 9:00,719,11.89,2.971586,4067.563,4184.85
9/3/2023 10:00,720,11.95,2.936718,4027.161,4207.819
9/3/2023 11:00,721,11.99,2.964068,3975.309,4223.458
9/3/2023 12:00,722,11.95,2.930311,3934.98,4248.149
9/3/2023 13:00,723,12.86,2.859936,3880.247,4283.951
9/3/2023 14:00,724,12.03,2.898326,3844.239,4306.997
9/3/2023 15:00,725,11.52,2.935802,3829.836,4341.564
9/3/2023 16:00,726,11.6,2.909294,3828.401,4318.525
9/3/2023 17:00,727,11.24,2.947684,3762.14,4319.753
9/3/2023 18:00,728,11.36,2.927575,3790.947,4331.688
9/3/2023 19:00,729,11.11,2.926661,3754.938,4305.351
9/3/2023 20:00,730,11.26,2.79961,3762.14,4321.4
9/3/2023 21:00,731,11.38,2.860851,3732.185,4288.813
9/3/2023 22:00,732,11.37,2.894708,3724.977,4296.626
9/3/2023 23:00,733,11.17,2.898463,3743.54,4275.039
9/4/2023 0:00,734,11.35,2.965528,3725.43,4246.11
9/4/2023 1:00,735,11.17,3.016775,3720.911,4234.361
9/4/2023 2:00,736,11.3,2.991178,3753.69,4217.088
9/4/2023 3:00,737,11.04,3.094481,3743.503,4192.69
9/4/2023 4:00,738,11.25,3.189557,3747.815,4177.454
9/4/2023 5:00,739,11.37,3.156646,3740.774,4179.279
9/4/2023 6:00,740,11.2,3.265435,3697.656,4137.819
9/4/2023 7:00,741,11.27,3.280976,3726.567,4144.106
9/4/2023 8:00,742,11.16,3.27092,3723.652,4123.901
9/4/2023 9:00,743,11.41,3.306418,3733.561,4152.105
9/4/2023 10:00,744,11.64,3.157005,3757.823,4167.083
9/4/2023 11:00,745,11.94,3.298676,3705.967,4213.581
9/4/2023 12:00,746,11.4,3.276739,3625.309,4227.573
9/4/2023 13:00,747,12.96,3.242005,3573.457,4260.906
9/4/2023 14:00,748,11.65,3.14786,3561.934,4283.128
9/4/2023 15:00,749,12.24,3.137805,3556.173,4298.766
9/4/2023 16:00,750,11.68,3.095759,3533.128,4310.289
9/4/2023 17:00,751,11.75,3.206358,3548.971,4315.227
9/4/2023 18:00,752,11.52,3.179851,3559.054,4306.173
9/4/2023 19:00,753,11.63,2.135108,3576.345,4279.434
9/4/2023 20:00,754,11.48,1.572975,3567.722,4259.703
9/4/2023 21:00,755,11.61,1.651582,3554.958,4256.649
9/4/2023 22:00,756,11.46,1.682684,3559.79,4251.909
9/4/2023 23:00,757,11.58,1.664554,3533.744,4238.188
9/5/2023 0:00,758,11.44,1.57875,3467.515,4217.242
9/5/2023 1:00,759,11.58,1.567781,3424.095,4186.537
9/5/2023 2:00,760,11.41,1.58515,3439.609,4163.087
9/5/2023 3:00,761,11.55,1.64183,3443.959,4161.477
9/5/2023 4:00,762,11.34,1.629032,3471.453,4122.119
9/5/2023 5:00,763,11.53,1.621762,3437.367,4098.004
9/5/2023 6:00,764,11.53,1.589801,3411.696,4081.44
9/5/2023 7:00,765,11.36,1.549682,3396.008,4061.46
9/5/2023 8:00,766,11.56,1.586122,3400.011,4060.256
9/5/2023 9:00,767,11.6,1.58698,3483.2,4080.403
9/5/2023 10:00,768,11.96,1.627865,3492.813,4125.943
9/5/2023 11:00,769,11.66,1.632385,3518.725,4155.145
9/5/2023 12:00,770,11.91,1.60588,3426.543,4170.371
9/5/2023 13:00,771,12.38,1.419416,3433.745,4206.173
9/5/2023 14:00,772,12.04,1.445009,3379.012,4223.869
9/5/2023 15:00,773,11.83,1.400222,3409.26,4236.214
9/5/2023 16:00,774,11.71,1.292365,3436.656,4263.413
9/5/2023 17:00,775,11.43,1.264944,3458.238,4258.446
9/5/2023 18:00,776,11.56,1.004444,3487.157,4254.879
9/5/2023 19:00,777,11.4,0.9875822,3556.245,4248.234
9/5/2023 20:00,778,11.52,1.020897,3549.209,4235.675
9/5/2023 21:00,779,11.38,0.9400288,3527.602,4216.332
9/5/2023 22:00,780,11.5,0.8591792,3497.868,4195.137
9/5/2023 23:00,781,11.34,0.8202933,3522.43,4183.696
9/6/2023 0:00,782,11.52,0.8830509,3548.089,4193.252
9/6/2023 1:00,783,11.34,0.8419126,3493.548,4175.793
9/6/2023 2:00,784,11.48,0.9077344,3498.859,4155.089
9/6/2023 3:00,785,11.33,0.8108301,3507.389,4160.305
9/6/2023 4:00,786,11.46,0.8620248,3511.572,4132.98
9/6/2023 5:00,787,11.31,0.7939242,3495.739,4118.178
9/6/2023 6:00,788,11.47,0.7917244,3533.294,4119.536
9/6/2023 7:00,789,11.27,0.7865001,3547.671,4110.039
9/6/2023 8:00,790,11.45,0.7708271,3547.642,4103.421
9/6/2023 9:00,791,11.21,0.8125685,3518.947,4115.899
9/6/2023 10:00,792,12.03,0.6557595,3775.103,4167.49
9/6/2023 11:00,793,11.8,0.7484052,3590.741,4182.717
9/6/2023 12:00,794,11.46,0.5870286,3533.128,4248.149
9/6/2023 13:00,795,12.88,0.5699838,3491.358,4291.358
9/6/2023 14:00,796,11.44,0.6414623,3469.753,4322.223
9/6/2023 15:00,797,11.94,0.6598818,3497.12,4349.795
9/6/2023 16:00,798,11.43,0.642562,3539.112,4350.892
9/6/2023 17:00,799,11.5,0.6829748,3551.997,4317.049
9/6/2023 18:00,800,11.18,0.6772016,3610.948,4314.454
9/6/2023 19:00,801,11.4,0.6673045,3660.011,4306.742
9/6/2023 20:00,802,11.12,0.7060679,3733.507,4287.443
9/6/2023 21:00,803,11.39,0.705793,3726.433,4261.25
9/6/2023 22:00,804,11.23,0.6802257,3661.766,4247.023
9/6/2023 23:00,805,11.57,0.683546,3651.768,4238.891
9/7/2023 0:00,806,11.36,0.6489667,3631.798,4225.127
9/7/2023 1:00,807,11.46,0.6190414,3607.239,4207.348
9/7/2023 2:00,808,11.21,0.6358166,3621.709,4186.431
9/7/2023 3:00,809,11.42,0.6385694,3629.96,4185.567
9/7/2023 4:00,810,11.38,0.6044738,3579.291,4177.863
9/7/2023 5:00,811,11.57,0.6630412,3575.069,4142.586
9/7/2023 6:00,812,11.31,0.6688154,3564.957,4147.902
9/7/2023 7:00,813,11.57,0.6468183,3589.783,4127.305
9/7/2023 8:00,814,11.45,0.6206967,3544.854,4115.874
9/7/2023 9:00,815,11.69,0.5912696,3572.336,4164.982
9/7/2023 10:00,816,12.22,0.6002301,3525.932,4175.728
9/7/2023 11:00,817,11.2,0.6439366,3546.091,4220.577
9/7/2023 12:00,818,11.72,0.6453111,3520.165,4271.605
9/7/2023 13:00,819,12.6,0.5609115,3502.951,4313.667
9/7/2023 14:00,820,11.88,0.5853791,3479.851,4328.827
9/7/2023 15:00,821,11.82,0.6420121,3462.6,4363.024
9/7/2023 16:00,822,11.83,0.5941765,3524.707,4385.873
9/7/2023 17:00,823,11.75,0.6095719,3543.344,4353.663
9/7/2023 18:00,824,11.76,0.6029739,3642.621,4351.063
9/7/2023 19:00,825,11.73,0.6332148,3671.849,4300.939
9/7/2023 20:00,826,11.75,0.6332148,3753.924,4300.076
9/7/2023 21:00,827,11.72,0.5928019,3833.195,4287.779
9/7/2023 22:00,828,11.74,0.6092991,3852.099,4262.458
9/7/2023 23:00,829,11.7,0.6180989,3867.733,4254.403
9/8/2023 0:00,830,11.73,0.6323999,3889.626,4253.893
9/8/2023 1:00,831,11.69,0.6335236,3898.178,4250.089
9/8/2023 2:00,832,11.73,0.608835,3874.95,4244.13
9/8/2023 3:00,833,11.69,0.5909597,3850.975,4236.464
9/8/2023 4:00,834,11.72,0.5736474,3826.533,4230.757
9/8/2023 5:00,835,11.69,0.6096674,3804.758,4220.283
9/8/2023 6:00,836,11.71,0.6223414,3772.932,4206.142
9/8/2023 7:00,837,11.66,0.6630412,3764.296,4192.156
9/8/2023 8:00,838,11.71,0.6226215,3743.012,4194.167
9/8/2023 9:00,839,11.72,0.6002868,3686.279,4205.894
9/8/2023 10:00,840,11.74,0.5653279,3622.65,4217.543
9/8/2023 11:00,841,11.67,0.6194689,3549.074,4236.749
9/8/2023 12:00,842,11.74,0.5831798,3518.725,4249.796
9/8/2023 13:00,843,11.77,0.6161699,3510.158,4262.232
