Date,Rep,V,CDOM,CO2
6/30/2023 23:00,3716,12.37,0.9089078,
7/1/2023 0:00,3717,12.36,0.8691009,
7/1/2023 1:00,3718,12.36,0.8877918,
7/1/2023 2:00,3719,12.36,0.8853934,
7/1/2023 3:00,3720,12.35,0.8834923,
7/1/2023 4:00,3721,12.35,0.8771811,
7/1/2023 5:00,3722,12.35,0.8631986,
7/1/2023 6:00,3723,12.34,0.8401266,
7/1/2023 7:00,3724,12.34,0.8345388,
7/1/2023 8:00,3725,12.36,0.8575857,
7/1/2023 9:00,3726,12.37,0.8332936,
7/1/2023 10:00,3727,12.4,0.7915145,
7/1/2023 11:00,3728,12.4,0.7636918,
7/1/2023 12:00,3729,12.41,0.7401994,
7/1/2023 13:00,3730,12.42,0.7453752,
7/1/2023 14:00,3731,12.43,0.71235,
7/1/2023 15:00,3732,12.44,0.6864821,
7/1/2023 16:00,3733,12.41,0.6968323,
7/1/2023 17:00,3734,12.41,0.7035967,
7/1/2023 18:00,3735,12.39,0.6745411,
7/1/2023 19:00,3736,12.37,0.6844882,
7/1/2023 20:00,3737,12.37,0.6578133,
7/1/2023 21:00,3738,12.36,0.6617897,
7/1/2023 22:00,3739,12.36,0.6371062,
7/1/2023 23:00,3740,12.36,0.6446513,
7/2/2023 0:00,3741,12.35,0.6490206,
7/2/2023 1:00,3742,12.35,0.6020682,
7/2/2023 2:00,3743,12.34,0.6315061,
7/2/2023 3:00,3744,12.34,0.6096193,
7/2/2023 4:00,3745,12.34,0.6036422,
7/2/2023 5:00,3746,12.34,0.597694,
7/2/2023 6:00,3747,12.33,0.5833825,
7/2/2023 7:00,3748,12.32,0.5901299,
7/2/2023 8:00,3749,12.34,0.6084157,
7/2/2023 9:00,3750,12.35,0.5957072,
7/2/2023 10:00,3751,12.37,0.5555172,
7/2/2023 11:00,3752,12.38,0.5989082,
7/2/2023 12:00,3753,12.4,0.5543349,
7/2/2023 13:00,3754,12.41,0.5495614,
7/2/2023 14:00,3755,12.46,0.5611106,
7/2/2023 15:00,3756,12.42,0.5356661,
7/2/2023 16:00,3757,12.4,0.5400387,
7/2/2023 17:00,3758,12.39,0.5308625,
7/2/2023 18:00,3759,12.38,0.5455887,
7/2/2023 19:00,3760,12.36,0.5256885,
7/2/2023 20:00,3761,12.36,0.5479602,
7/2/2023 21:00,3762,12.35,0.5606806,
7/2/2023 22:00,3763,12.35,0.5527449,
7/2/2023 23:00,3764,12.34,0.5447642,
7/3/2023 0:00,3765,12.34,0.5746117,
7/3/2023 1:00,3766,12.33,0.5861579,
7/3/2023 2:00,3767,12.33,0.6020672,
7/3/2023 3:00,3768,12.32,0.62952,
7/3/2023 4:00,3769,12.32,0.6410695,
7/3/2023 5:00,3770,12.32,0.6339217,
7/3/2023 6:00,3771,12.31,0.6681787,
7/3/2023 7:00,3772,12.31,0.6602533,
7/3/2023 8:00,3773,12.32,0.6541792,
7/3/2023 9:00,3774,12.33,0.6470444,
7/3/2023 10:00,3775,12.35,0.6383136,
7/3/2023 11:00,3776,12.36,0.6371192,
7/3/2023 12:00,3777,12.36,0.635532,
7/3/2023 13:00,3778,12.38,0.6124527,
7/3/2023 14:00,3779,12.38,0.6188156,
7/3/2023 15:00,3780,12.38,0.6395174,
7/3/2023 16:00,3781,12.35,0.6649897,
7/3/2023 17:00,3782,12.34,0.6610076,
7/3/2023 18:00,3783,12.33,0.6653711,
7/3/2023 19:00,3784,12.32,0.6665488,
7/3/2023 20:00,3785,12.32,0.682471,
7/3/2023 21:00,3786,12.32,0.6669566,
7/3/2023 22:00,3787,12.31,0.7190834,
7/3/2023 23:00,3788,12.31,0.7003724,
7/4/2023 0:00,3789,12.31,0.7210613,
7/4/2023 1:00,3790,12.31,0.7091114,
7/4/2023 2:00,3791,12.3,0.6720887,
7/4/2023 3:00,3792,12.3,0.7091113,
7/4/2023 4:00,3793,12.3,0.749732,
7/4/2023 5:00,3794,12.29,0.748564,
7/4/2023 6:00,3795,12.29,0.8106558,
7/4/2023 7:00,3796,12.29,0.9006467,
7/4/2023 8:00,3797,12.3,0.8877983,
7/4/2023 9:00,3798,12.31,0.8786774,
7/4/2023 10:00,3799,12.33,0.9089474,
7/4/2023 11:00,3800,12.34,0.8464499,
7/4/2023 12:00,3801,12.34,0.8874568,
7/4/2023 13:00,3802,12.35,0.9340222,
7/4/2023 14:00,3803,12.4,1.029547,
7/4/2023 15:00,3804,12.35,1.096101,
7/4/2023 16:00,3805,12.35,1.080105,
