"Plot Title: Bradford"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 9716275, SEN S/N: 9716275)","Temp, °F (LGR S/N: 9716275, SEN S/N: 9716275)","Coupler Detached (LGR S/N: 9716275, SEN S/N: 9716275)","Coupler Attached (LGR S/N: 9716275, SEN S/N: 9716275)","Host Connected (LGR S/N: 9716275, SEN S/N: 9716275)","Stopped (LGR S/N: 9716275, SEN S/N: 9716275)","End Of File (LGR S/N: 9716275, SEN S/N: 9716275)"
1,09/13/22 04:00:00 PM,16.2640,76.703,Logged,,,,
2,09/13/22 04:15:00 PM,16.2468,76.703,,,,,
3,09/13/22 04:30:00 PM,16.2454,76.703,,,,,
4,09/13/22 04:45:00 PM,16.2468,76.703,,,,,
5,09/13/22 05:00:00 PM,16.2407,76.703,,,,,
6,09/13/22 05:15:00 PM,16.2345,76.703,,,,,
7,09/13/22 05:30:00 PM,16.2360,76.703,,,,,
8,09/13/22 05:45:00 PM,16.2360,76.703,,,,,
9,09/13/22 06:00:00 PM,16.2345,76.703,,,,,
10,09/13/22 06:15:00 PM,16.2299,76.703,,,,,
11,09/13/22 06:30:00 PM,16.2267,76.703,,,,,
12,09/13/22 06:45:00 PM,16.2360,76.703,,,,,
13,09/13/22 07:00:00 PM,16.2376,76.703,,,,,
14,09/13/22 07:15:00 PM,16.2251,76.703,,,,,
15,09/13/22 07:30:00 PM,16.2188,76.876,,,,,
16,09/13/22 07:45:00 PM,16.2220,76.876,,,,,
17,09/13/22 08:00:00 PM,16.2313,76.876,,,,,
18,09/13/22 08:15:00 PM,16.2283,76.876,,,,,
19,09/13/22 08:30:00 PM,16.2267,76.876,,,,,
20,09/13/22 08:45:00 PM,16.2360,76.876,,,,,
21,09/13/22 09:00:00 PM,16.2360,76.876,,,,,
22,09/13/22 09:15:00 PM,16.2376,76.703,,,,,
23,09/13/22 09:30:00 PM,16.2360,76.703,,,,,
24,09/13/22 09:45:00 PM,16.2360,76.703,,,,,
25,09/13/22 10:00:00 PM,16.2313,76.703,,,,,
26,09/13/22 10:15:00 PM,16.2531,76.703,,,,,
27,09/13/22 10:30:00 PM,16.2360,76.703,,,,,
28,09/13/22 10:45:00 PM,16.2392,76.703,,,,,
29,09/13/22 11:00:00 PM,16.2422,76.703,,,,,
30,09/13/22 11:15:00 PM,16.2376,76.703,,,,,
31,09/13/22 11:30:00 PM,16.2438,76.703,,,,,
32,09/13/22 11:45:00 PM,16.2313,76.703,,,,,
33,09/14/22 12:00:00 AM,16.2454,76.703,,,,,
34,09/14/22 12:15:00 AM,16.2236,76.703,,,,,
35,09/14/22 12:30:00 AM,16.2313,76.528,,,,,
36,09/14/22 12:45:00 AM,16.2454,76.528,,,,,
37,09/14/22 01:00:00 AM,16.2299,76.528,,,,,
38,09/14/22 01:15:00 AM,16.2128,76.528,,,,,
