"Plot Title: Bradford_DO_13"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446089, SEN S/N: 21446089)","Temp, °F (LGR S/N: 21446089, SEN S/N: 21446089)"
1,11/01/23 04:00:00 PM,8.27,61.34
2,11/01/23 05:00:00 PM,8.21,60.69
3,11/01/23 06:00:00 PM,8.32,58.60
4,11/01/23 07:00:00 PM,8.36,57.38
5,11/01/23 08:00:00 PM,8.47,55.90
6,11/01/23 09:00:00 PM,8.51,54.93
7,11/01/23 10:00:00 PM,8.70,53.38
8,11/01/23 11:00:00 PM,8.91,51.98
9,11/02/23 12:00:00 AM,9.16,50.65
10,11/02/23 01:00:00 AM,9.29,49.71
11,11/02/23 02:00:00 AM,9.45,48.88
12,11/02/23 03:00:00 AM,9.56,48.16
13,11/02/23 04:00:00 AM,9.48,47.59
14,11/02/23 05:00:00 AM,9.71,47.12
15,11/02/23 06:00:00 AM,9.83,46.58
16,11/02/23 07:00:00 AM,9.81,46.40
17,11/02/23 08:00:00 AM,9.60,47.95
18,11/02/23 09:00:00 AM,8.95,52.41
19,11/02/23 10:00:00 AM,8.33,58.24
20,11/02/23 11:00:00 AM,7.81,63.93
21,11/02/23 12:00:00 PM,7.94,65.12
22,11/02/23 01:00:00 PM,8.10,66.38
23,11/02/23 02:00:00 PM,8.14,66.96
24,11/02/23 03:00:00 PM,8.26,65.88
25,11/02/23 04:00:00 PM,8.22,64.72
26,11/02/23 05:00:00 PM,8.26,62.96
27,11/02/23 06:00:00 PM,8.27,61.20
28,11/02/23 07:00:00 PM,8.19,60.58
29,11/02/23 08:00:00 PM,8.09,60.19
30,11/02/23 09:00:00 PM,8.19,58.60
31,11/02/23 10:00:00 PM,8.25,57.42
32,11/02/23 11:00:00 PM,8.25,56.88
33,11/03/23 12:00:00 AM,8.21,57.02
34,11/03/23 01:00:00 AM,8.29,56.23
35,11/03/23 02:00:00 AM,8.32,55.83
36,11/03/23 03:00:00 AM,8.33,55.51
37,11/03/23 04:00:00 AM,8.32,55.65
38,11/03/23 05:00:00 AM,8.36,55.44
39,11/03/23 06:00:00 AM,8.41,55.18
40,11/03/23 07:00:00 AM,8.50,54.82
41,11/03/23 08:00:00 AM,8.29,56.41
42,11/03/23 09:00:00 AM,7.87,60.04
43,11/03/23 10:00:00 AM,7.54,65.16
44,11/03/23 11:00:00 AM,7.48,68.47
45,11/03/23 12:00:00 PM,7.67,69.22
46,11/03/23 01:00:00 PM,7.91,69.15
47,11/03/23 02:00:00 PM,8.06,69.04
48,11/03/23 03:00:00 PM,8.01,67.28
49,11/03/23 04:00:00 PM,8.07,64.72
50,11/03/23 05:00:00 PM,7.98,64.26
51,11/03/23 06:00:00 PM,7.83,63.86
52,11/03/23 07:00:00 PM,7.72,63.46
53,11/03/23 08:00:00 PM,7.57,63.57
54,11/03/23 09:00:00 PM,7.62,62.42
55,11/03/23 10:00:00 PM,7.73,61.38
56,11/03/23 11:00:00 PM,7.71,61.23
57,11/04/23 12:00:00 AM,7.73,60.69
58,11/04/23 01:00:00 AM,7.74,60.51
59,11/04/23 02:00:00 AM,7.70,60.40
60,11/04/23 03:00:00 AM,7.80,59.22
61,11/04/23 04:00:00 AM,7.77,59.40
62,11/04/23 05:00:00 AM,7.83,59.11
63,11/04/23 06:00:00 AM,7.90,58.78
64,11/04/23 07:00:00 AM,7.91,58.89
65,11/04/23 08:00:00 AM,7.98,59.40
66,11/04/23 09:00:00 AM,7.98,61.23
67,11/04/23 10:00:00 AM,8.06,63.03
68,11/04/23 11:00:00 AM,8.16,64.98
69,11/04/23 12:00:00 PM,8.19,66.27
70,11/04/23 01:00:00 PM,8.20,68.04
71,11/04/23 02:00:00 PM,8.14,67.64
72,11/04/23 03:00:00 PM,8.08,67.28
73,11/04/23 04:00:00 PM,7.95,67.06
74,11/04/23 05:00:00 PM,7.91,66.09
75,11/04/23 06:00:00 PM,7.94,63.93
76,11/04/23 07:00:00 PM,7.93,62.64
77,11/04/23 08:00:00 PM,8.10,59.90
78,11/04/23 09:00:00 PM,8.29,57.27
79,11/04/23 10:00:00 PM,8.19,55.69
80,11/04/23 11:00:00 PM,7.95,54.46
81,11/05/23 12:00:00 AM,8.16,53.82
82,11/05/23 01:00:00 AM,8.20,52.63
83,11/05/23 02:00:00 AM,8.16,51.84
84,11/05/23 03:00:00 AM,8.08,51.33
85,11/05/23 04:00:00 AM,8.28,50.72
86,11/05/23 05:00:00 AM,8.29,50.07
87,11/05/23 06:00:00 AM,8.26,50.04
88,11/05/23 07:00:00 AM,8.52,49.24
89,11/05/23 08:00:00 AM,7.99,53.38
90,11/05/23 09:00:00 AM,7.36,58.60
