Date,LowSpC,FullSpC,time
2022-01-28T13:47:00Z,75.9,73.2,13:47:00
2022-01-28T13:47:05Z,75.8,73.2,13:47:05
2022-01-28T13:47:10Z,75.8,73.2,13:47:10
2022-01-28T13:47:15Z,75.8,73.6,13:47:15
2022-01-28T13:47:20Z,75.8,73.3,13:47:20
2022-01-28T13:47:25Z,75.7,73.3,13:47:25
2022-01-28T13:47:30Z,75.8,73.3,13:47:30
2022-01-28T13:47:35Z,75.8,73.3,13:47:35
2022-01-28T13:47:40Z,75.6,72.9,13:47:40
2022-01-28T13:47:45Z,75.6,73.3,13:47:45
2022-01-28T13:47:50Z,75.7,73.3,13:47:50
2022-01-28T13:47:55Z,75.5,73.3,13:47:55
2022-01-28T13:48:00Z,75.5,73.3,13:48:00
2022-01-28T13:48:05Z,75.5,73.3,13:48:05
2022-01-28T13:48:10Z,75.5,72.9,13:48:10
2022-01-28T13:48:15Z,75.5,72.9,13:48:15
2022-01-28T13:48:20Z,75.5,73.3,13:48:20
2022-01-28T13:48:25Z,75.5,73.3,13:48:25
2022-01-28T13:48:30Z,75.5,73.3,13:48:30
2022-01-28T13:48:35Z,75.5,73.3,13:48:35
2022-01-28T13:48:40Z,75.5,72.9,13:48:40
2022-01-28T13:48:45Z,75.5,73.3,13:48:45
2022-01-28T13:48:50Z,75.7,72.9,13:48:50
2022-01-28T13:48:55Z,75.5,73.3,13:48:55
2022-01-28T13:49:00Z,75.5,73.3,13:49:00
2022-01-28T13:49:05Z,75.5,73.3,13:49:05
2022-01-28T13:49:10Z,75.5,72.9,13:49:10
2022-01-28T13:49:15Z,75.5,73.3,13:49:15
2022-01-28T13:49:20Z,75.5,73.3,13:49:20
2022-01-28T13:49:25Z,75.5,73.3,13:49:25
2022-01-28T13:49:30Z,75.5,72.9,13:49:30
2022-01-28T13:49:35Z,75.5,72.9,13:49:35
2022-01-28T13:49:40Z,75.6,73.3,13:49:40
2022-01-28T13:49:45Z,75.5,73.3,13:49:45
2022-01-28T13:49:50Z,75.5,73.3,13:49:50
