Date,LowSpC,FullSpC,time
2021-09-13T11:40:00Z,90.5,88.6,11:40:00
2021-09-13T11:40:05Z,90.5,88.6,11:40:05
2021-09-13T11:40:10Z,90.5,88.2,11:40:10
2021-09-13T11:40:15Z,90.5,88.6,11:40:15
2021-09-13T11:40:20Z,90.5,88.6,11:40:20
2021-09-13T11:40:25Z,90.5,88.6,11:40:25
2021-09-13T11:40:30Z,90.5,88.6,11:40:30
2021-09-13T11:40:35Z,90.5,88.6,11:40:35
2021-09-13T11:40:40Z,90.5,88.6,11:40:40
2021-09-13T11:40:45Z,90.5,88.6,11:40:45
2021-09-13T11:40:50Z,90.4,88.6,11:40:50
2021-09-13T11:40:55Z,90.5,88.6,11:40:55
2021-09-13T11:41:00Z,90.5,88.9,11:41:00
2021-09-13T11:41:05Z,90.5,88.6,11:41:05
2021-09-13T11:41:10Z,90.5,88.6,11:41:10
2021-09-13T11:41:15Z,90.5,88.6,11:41:15
2021-09-13T11:41:20Z,90.5,88.6,11:41:20
2021-09-13T11:41:25Z,90.5,88.9,11:41:25
2021-09-13T11:41:30Z,90.6,88.6,11:41:30
2021-09-13T11:41:35Z,90.6,88.6,11:41:35
2021-09-13T11:41:40Z,90.5,88.6,11:41:40
2021-09-13T11:41:45Z,90.5,88.9,11:41:45
2021-09-13T11:41:50Z,90.6,88.6,11:41:50
2021-09-13T11:41:55Z,90.5,88.6,11:41:55
2021-09-13T11:42:00Z,90.7,88.6,11:42:00
2021-09-13T11:42:05Z,90.6,88.6,11:42:05
2021-09-13T11:42:10Z,90.7,88.6,11:42:10
2021-09-13T11:42:15Z,90.7,88.9,11:42:15
2021-09-13T11:42:20Z,90.6,88.6,11:42:20
2021-09-13T11:42:25Z,90.6,88.9,11:42:25
2021-09-13T11:42:30Z,90.8,88.9,11:42:30
2021-09-13T11:42:35Z,90.9,88.9,11:42:35
2021-09-13T11:42:40Z,91.1,89.3,11:42:40
2021-09-13T11:42:45Z,92.6,90.5,11:42:45
2021-09-13T11:42:50Z,94,92,11:42:50
2021-09-13T11:42:55Z,98.1,96.5,11:42:55
2021-09-13T11:43:00Z,101.3,99.6,11:43:00
2021-09-13T11:43:05Z,106.6,104.9,11:43:05
2021-09-13T11:43:10Z,112.9,111.7,11:43:10
2021-09-13T11:43:15Z,123.3,122,11:43:15
2021-09-13T11:43:20Z,130.6,129.6,11:43:20
2021-09-13T11:43:25Z,140.5,139.8,11:43:25
2021-09-13T11:43:30Z,155.7,155.8,11:43:30
2021-09-13T11:43:35Z,167.7,167.6,11:43:35
2021-09-13T11:43:40Z,172.4,172.6,11:43:40
2021-09-13T11:43:45Z,186,186.7,11:43:45
2021-09-13T11:43:50Z,203.6,205,11:43:50
2021-09-13T11:43:55Z,219.8,221.1,11:43:55
2021-09-13T11:44:00Z,226.7,228,11:44:00
2021-09-13T11:44:05Z,236.1,237.5,11:44:05
2021-09-13T11:44:10Z,242.2,243.7,11:44:10
2021-09-13T11:44:15Z,248.9,250.6,11:44:15
2021-09-13T11:44:20Z,256.8,258.6,11:44:20
2021-09-13T11:44:25Z,262.5,264,11:44:25
2021-09-13T11:44:30Z,267.1,269.3,11:44:30
2021-09-13T11:44:35Z,270.8,273.2,11:44:35
2021-09-13T11:44:40Z,275.1,277,11:44:40
2021-09-13T11:44:45Z,277,278.9,11:44:45
2021-09-13T11:44:50Z,277.1,279.3,11:44:50
2021-09-13T11:44:55Z,276.7,278.9,11:44:55
2021-09-13T11:45:00Z,275.9,277.8,11:45:00
2021-09-13T11:45:05Z,272.5,274.7,11:45:05
2021-09-13T11:45:10Z,270.9,272.8,11:45:10
2021-09-13T11:45:15Z,268.6,270.5,11:45:15
2021-09-13T11:45:20Z,263,264.7,11:45:20
2021-09-13T11:45:25Z,261.2,263.2,11:45:25
2021-09-13T11:45:30Z,256.9,258.6,11:45:30
2021-09-13T11:45:35Z,253.3,255.1,11:45:35
2021-09-13T11:45:40Z,248.8,250.6,11:45:40
2021-09-13T11:45:45Z,244.9,246.7,11:45:45
2021-09-13T11:45:50Z,241.1,242.9,11:45:50
2021-09-13T11:45:55Z,236.6,238.3,11:45:55
2021-09-13T11:46:00Z,229.5,231,11:46:00
2021-09-13T11:46:05Z,226.1,227.6,11:46:05
2021-09-13T11:46:10Z,220.9,222.6,11:46:10
2021-09-13T11:46:15Z,217.6,219.2,11:46:15
2021-09-13T11:46:20Z,214,215.7,11:46:20
2021-09-13T11:46:25Z,207.6,208.8,11:46:25
2021-09-13T11:46:30Z,205.7,206.9,11:46:30
2021-09-13T11:46:35Z,201.4,202.4,11:46:35
2021-09-13T11:46:40Z,194.8,195.9,11:46:40
2021-09-13T11:46:45Z,191.6,192.8,11:46:45
2021-09-13T11:46:50Z,189.2,190.1,11:46:50
2021-09-13T11:46:55Z,187.6,189,11:46:55
2021-09-13T11:47:00Z,182.4,182.9,11:47:00
2021-09-13T11:47:05Z,177.8,178.7,11:47:05
2021-09-13T11:47:10Z,176.7,177.5,11:47:10
2021-09-13T11:47:15Z,175,175.6,11:47:15
2021-09-13T11:47:20Z,172.7,173,11:47:20
2021-09-13T11:47:25Z,168.7,169.2,11:47:25
2021-09-13T11:47:30Z,166.4,166.5,11:47:30
2021-09-13T11:47:35Z,164.2,164.2,11:47:35
2021-09-13T11:47:40Z,163.2,163.4,11:47:40
2021-09-13T11:47:45Z,161.3,161.2,11:47:45
2021-09-13T11:47:50Z,158.1,158.1,11:47:50
2021-09-13T11:47:55Z,156.9,156.6,11:47:55
