"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,09/08/23 12:00:00 PM,111.6,87.8,93.02
2,09/08/23 01:00:00 PM,112.0,88.5,93.11
3,09/08/23 02:00:00 PM,112.2,88.9,93.18
4,09/08/23 03:00:00 PM,112.6,89.2,93.24
5,09/08/23 04:00:00 PM,113.0,89.9,93.36
6,09/08/23 05:00:00 PM,112.9,89.6,93.24
7,09/08/23 06:00:00 PM,112.7,89.2,93.15
8,09/08/23 07:00:00 PM,112.4,88.9,92.98
9,09/08/23 08:00:00 PM,112.2,88.2,92.88
10,09/08/23 09:00:00 PM,112.0,87.8,92.79
11,09/08/23 10:00:00 PM,111.6,87.1,92.68
12,09/08/23 11:00:00 PM,111.5,86.7,92.59
13,09/09/23 12:00:00 AM,111.2,86.7,92.52
14,09/09/23 01:00:00 AM,111.0,86.0,92.43
15,09/09/23 02:00:00 AM,110.9,85.7,92.39
16,09/09/23 03:00:00 AM,110.9,85.7,92.32
17,09/09/23 04:00:00 AM,110.6,85.3,92.19
18,09/09/23 05:00:00 AM,110.5,84.9,92.10
19,09/09/23 06:00:00 AM,110.1,84.2,92.01
20,09/09/23 07:00:00 AM,110.0,83.9,91.94
21,09/09/23 08:00:00 AM,110.2,83.9,91.96
22,09/09/23 09:00:00 AM,110.5,84.6,92.08
23,09/09/23 10:00:00 AM,111.1,85.7,92.34
24,09/09/23 11:00:00 AM,111.8,87.1,92.55
25,09/09/23 12:00:00 PM,112.3,87.8,92.68
26,09/09/23 01:00:00 PM,112.9,88.9,92.95
27,09/09/23 02:00:00 PM,113.2,89.2,92.98
28,09/09/23 03:00:00 PM,113.6,90.0,93.11
29,09/09/23 04:00:00 PM,114.1,90.3,93.22
30,09/09/23 05:00:00 PM,114.1,90.0,93.13
31,09/09/23 06:00:00 PM,114.3,90.3,93.06
32,09/09/23 07:00:00 PM,113.7,89.6,92.91
33,09/09/23 08:00:00 PM,113.6,88.9,92.79
34,09/09/23 09:00:00 PM,113.3,88.5,92.66
35,09/09/23 10:00:00 PM,113.0,87.8,92.55
36,09/09/23 11:00:00 PM,112.8,87.5,92.43
37,09/10/23 12:00:00 AM,112.6,87.1,92.34
38,09/10/23 01:00:00 AM,112.1,86.7,92.25
39,09/10/23 02:00:00 AM,113.1,87.5,92.19
40,09/10/23 03:00:00 AM,114.6,88.2,92.12
41,09/10/23 04:00:00 AM,112.8,86.8,92.08
