"Plot Title: Bradford_6acond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10922244, SEN S/N: 10922244)","Temp, °F (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Detached (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Attached (LGR S/N: 10922244, SEN S/N: 10922244)","Stopped (LGR S/N: 10922244, SEN S/N: 10922244)","End Of File (LGR S/N: 10922244, SEN S/N: 10922244)"
1,02/08/24 04:00:00 PM,83.5,53.76,Logged,,,
2,02/08/24 05:00:00 PM,83.5,53.87,,,,
3,02/08/24 06:00:00 PM,83.1,53.78,,,,
4,02/08/24 07:00:00 PM,83.5,53.76,,,,
5,02/08/24 08:00:00 PM,83.1,53.80,,,,
6,02/08/24 09:00:00 PM,83.5,53.87,,,,
7,02/08/24 10:00:00 PM,83.5,53.87,,,,
8,02/08/24 11:00:00 PM,83.5,53.87,,,,
9,02/09/24 12:00:00 AM,83.5,53.87,,,,
10,02/09/24 01:00:00 AM,83.5,53.87,,,,
11,02/09/24 02:00:00 AM,83.1,53.78,,,,
12,02/09/24 03:00:00 AM,83.1,53.62,,,,
13,02/09/24 04:00:00 AM,86.3,53.49,,,,
14,02/09/24 05:00:00 AM,86.3,53.40,,,,
15,02/09/24 06:00:00 AM,82.7,53.33,,,,
16,02/09/24 07:00:00 AM,82.7,53.29,,,,
17,02/09/24 08:00:00 AM,83.1,53.33,,,,
18,02/09/24 09:00:00 AM,83.1,53.51,,,,
19,02/09/24 10:00:00 AM,83.1,53.85,,,,
20,02/09/24 11:00:00 AM,91.8,54.48,,,,
21,02/09/24 12:00:00 PM,85.0,55.27,,,,
22,02/09/24 01:00:00 PM,85.4,55.94,,,,
23,02/09/24 02:00:00 PM,86.6,56.44,,,,
24,02/09/24 03:00:00 PM,86.6,56.30,,,,
25,02/09/24 04:00:00 PM,86.2,56.14,,,,
26,02/09/24 05:00:00 PM,86.2,56.08,,,,
27,02/09/24 06:00:00 PM,87.0,56.08,,,,
