"Plot Title: Bradford_5a_con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10778438, SEN S/N: 10778438)","Temp, °F (LGR S/N: 10778438, SEN S/N: 10778438)","Coupler Detached (LGR S/N: 10778438, SEN S/N: 10778438)","Coupler Attached (LGR S/N: 10778438, SEN S/N: 10778438)","Stopped (LGR S/N: 10778438, SEN S/N: 10778438)","End Of File (LGR S/N: 10778438, SEN S/N: 10778438)"
1,09/13/24 10:00:00 AM,107.3,76.01,Logged,,,
2,09/13/24 11:00:00 AM,106.9,76.05,,,,
3,09/13/24 12:00:00 PM,106.9,76.06,,,,
4,09/13/24 01:00:00 PM,107.3,76.12,,,,
5,09/13/24 02:00:00 PM,107.3,76.15,,,,
6,09/13/24 03:00:00 PM,108.0,76.23,,,,
7,09/13/24 04:00:00 PM,108.8,76.33,,,,
8,09/13/24 05:00:00 PM,109.9,76.50,,,,
9,09/13/24 06:00:00 PM,111.0,76.64,,,,
10,09/13/24 07:00:00 PM,111.8,76.69,,,,
11,09/13/24 08:00:00 PM,112.2,76.71,,,,
12,09/13/24 09:00:00 PM,112.2,76.73,,,,
13,09/13/24 10:00:00 PM,112.5,76.73,,,,
14,09/13/24 11:00:00 PM,112.5,76.73,,,,
15,09/14/24 12:00:00 AM,112.2,76.73,,,,
16,09/14/24 01:00:00 AM,111.8,76.71,,,,
17,09/14/24 02:00:00 AM,111.4,76.69,,,,
18,09/14/24 03:00:00 AM,110.6,76.62,,,,
19,09/14/24 04:00:00 AM,109.9,76.57,,,,
20,09/14/24 05:00:00 AM,109.5,76.50,,,,
21,09/14/24 06:00:00 AM,109.5,76.44,,,,
22,09/14/24 07:00:00 AM,109.1,76.41,,,,
23,09/14/24 08:00:00 AM,109.2,76.35,,,,
24,09/14/24 09:00:00 AM,109.2,76.35,,,,
25,09/14/24 10:00:00 AM,109.2,76.33,,,,
26,09/14/24 11:00:00 AM,109.9,76.42,,,,
27,09/14/24 12:00:00 PM,109.9,76.55,,,,
28,09/14/24 01:00:00 PM,110.6,76.71,,,,
29,09/14/24 02:00:00 PM,110.6,76.87,,,,
30,09/14/24 03:00:00 PM,111.0,77.11,,,,
31,09/14/24 04:00:00 PM,111.7,77.31,,,,
32,09/14/24 05:00:00 PM,112.1,77.47,,,,
33,09/14/24 06:00:00 PM,112.5,77.59,,,,
34,09/14/24 07:00:00 PM,112.8,77.67,,,,
35,09/14/24 08:00:00 PM,113.2,77.70,,,,
36,09/14/24 09:00:00 PM,113.2,77.70,,,,
37,09/14/24 10:00:00 PM,114.0,77.70,,,,
38,09/14/24 11:00:00 PM,113.6,77.68,,,,
39,09/15/24 12:00:00 AM,114.0,77.65,,,,
40,09/15/24 01:00:00 AM,114.0,77.58,,,,
41,09/15/24 02:00:00 AM,114.0,77.47,,,,
