"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,04/03/23 11:45:00 AM,91.8,79.6,67.15
2,04/03/23 12:00:00 PM,92.0,79.5,67.46
3,04/03/23 12:15:00 PM,92.5,80.3,67.87
4,04/03/23 12:30:00 PM,93.0,81.3,68.20
5,04/03/23 12:45:00 PM,93.3,81.7,68.49
6,04/03/23 01:00:00 PM,93.5,81.7,68.74
7,04/03/23 01:15:00 PM,94.0,82.8,69.08
8,04/03/23 01:30:00 PM,94.1,83.1,69.28
9,04/03/23 01:45:00 PM,94.4,83.1,69.46
10,04/03/23 02:00:00 PM,94.6,83.5,69.69
11,04/03/23 02:15:00 PM,94.8,83.8,69.84
12,04/03/23 02:30:00 PM,95.1,84.2,69.98
13,04/03/23 02:45:00 PM,95.3,84.6,70.14
14,04/03/23 03:00:00 PM,95.3,84.6,70.18
15,04/03/23 03:15:00 PM,95.5,84.5,70.30
16,04/03/23 03:30:00 PM,95.6,84.9,70.39
17,04/03/23 03:45:00 PM,95.7,84.9,70.50
18,04/03/23 04:00:00 PM,95.7,84.9,70.56
19,04/03/23 04:15:00 PM,95.8,85.6,70.54
20,04/03/23 04:30:00 PM,95.8,84.9,70.54
21,04/03/23 04:45:00 PM,95.9,85.3,70.48
22,04/03/23 05:00:00 PM,95.8,84.9,70.43
23,04/03/23 05:15:00 PM,95.7,84.9,70.32
24,04/03/23 05:30:00 PM,94.1,83.5,70.09
25,04/03/23 05:45:00 PM,92.1,81.6,69.75
26,04/03/23 06:00:00 PM,92.3,81.6,69.58
27,04/03/23 06:15:00 PM,92.0,81.3,69.30
28,04/03/23 06:30:00 PM,91.7,80.6,69.04
29,04/03/23 06:45:00 PM,91.5,79.9,68.68
30,04/03/23 07:00:00 PM,90.9,79.1,68.38
31,04/03/23 07:15:00 PM,90.2,78.8,68.05
32,04/03/23 07:30:00 PM,89.7,78.1,67.78
33,04/03/23 07:45:00 PM,89.4,77.7,67.50
34,04/03/23 08:00:00 PM,89.4,77.4,67.32
35,04/03/23 08:15:00 PM,89.3,77.0,67.01
36,04/03/23 08:30:00 PM,89.4,77.0,66.79
37,04/03/23 08:45:00 PM,89.4,77.0,66.61
38,04/03/23 09:00:00 PM,89.4,77.0,66.43
39,04/03/23 09:15:00 PM,89.4,76.7,66.27
40,04/03/23 09:30:00 PM,89.3,76.3,66.15
41,04/03/23 09:45:00 PM,89.3,76.3,65.93
42,04/03/23 10:00:00 PM,89.3,76.0,65.82
43,04/03/23 10:15:00 PM,89.1,76.0,65.70
44,04/03/23 10:30:00 PM,89.1,76.0,65.59
45,04/03/23 10:45:00 PM,89.1,75.6,65.50
46,04/03/23 11:00:00 PM,89.1,75.6,65.37
47,04/03/23 11:15:00 PM,88.9,75.6,65.28
48,04/03/23 11:30:00 PM,88.9,75.6,65.17
49,04/03/23 11:45:00 PM,88.8,75.2,65.07
50,04/04/23 12:00:00 AM,88.7,74.9,64.98
51,04/04/23 12:15:00 AM,88.6,74.9,64.90
52,04/04/23 12:30:00 AM,88.5,74.5,64.80
53,04/04/23 12:45:00 AM,88.5,74.2,64.74
54,04/04/23 01:00:00 AM,88.5,74.2,64.65
55,04/04/23 01:15:00 AM,88.4,73.8,64.58
56,04/04/23 01:30:00 AM,88.3,73.8,64.49
57,04/04/23 01:45:00 AM,88.3,73.8,64.42
58,04/04/23 02:00:00 AM,88.1,73.8,64.35
59,04/04/23 02:15:00 AM,88.1,73.4,64.27
60,04/04/23 02:30:00 AM,88.0,73.1,64.22
61,04/04/23 02:45:00 AM,87.9,73.1,64.17
62,04/04/23 03:00:00 AM,87.9,73.1,64.08
63,04/04/23 03:15:00 AM,87.8,73.1,64.00
64,04/04/23 03:30:00 AM,87.7,73.1,63.93
65,04/04/23 03:45:00 AM,87.7,73.1,63.88
66,04/04/23 04:00:00 AM,87.6,72.7,63.79
67,04/04/23 04:15:00 AM,87.5,72.7,63.75
68,04/04/23 04:30:00 AM,87.5,72.7,63.68
69,04/04/23 04:45:00 AM,87.5,72.4,63.63
70,04/04/23 05:00:00 AM,87.5,72.4,63.59
71,04/04/23 05:15:00 AM,87.5,72.7,63.59
72,04/04/23 05:30:00 AM,87.5,72.4,63.55
73,04/04/23 05:45:00 AM,87.5,72.4,63.59
74,04/04/23 06:00:00 AM,87.5,72.4,63.59
75,04/04/23 06:15:00 AM,87.6,72.7,63.63
76,04/04/23 06:30:00 AM,87.6,72.7,63.68
77,04/04/23 06:45:00 AM,87.7,72.7,63.70
78,04/04/23 07:00:00 AM,87.7,72.7,63.79
79,04/04/23 07:15:00 AM,87.8,73.1,63.86
80,04/04/23 07:30:00 AM,87.9,73.1,63.99
81,04/04/23 07:45:00 AM,88.0,73.5,64.09
82,04/04/23 08:00:00 AM,88.1,73.4,64.24
83,04/04/23 08:15:00 AM,88.4,73.8,64.42
84,04/04/23 08:30:00 AM,88.5,73.8,64.58
85,04/04/23 08:45:00 AM,88.8,74.2,64.74
86,04/04/23 09:00:00 AM,88.9,74.9,64.94
87,04/04/23 09:15:00 AM,89.0,74.9,65.12
88,04/04/23 09:30:00 AM,89.2,75.2,65.26
89,04/04/23 09:45:00 AM,89.4,75.6,65.44
90,04/04/23 10:00:00 AM,89.5,76.0,65.61
91,04/04/23 10:15:00 AM,89.7,76.3,65.77
92,04/04/23 10:30:00 AM,90.0,76.7,66.00
93,04/04/23 10:45:00 AM,90.3,77.0,66.29
94,04/04/23 11:00:00 AM,90.6,77.4,66.56
95,04/04/23 11:15:00 AM,90.9,78.5,66.90
96,04/04/23 11:30:00 AM,91.3,78.8,67.23
97,04/04/23 11:45:00 AM,92.0,79.5,67.62
98,04/04/23 12:00:00 PM,92.3,80.3,68.09
99,04/04/23 12:15:00 PM,92.7,81.0,68.52
100,04/04/23 12:30:00 PM,93.4,82.0,69.13
101,04/04/23 12:45:00 PM,93.8,82.7,69.58
102,04/04/23 01:00:00 PM,94.1,83.5,69.94
103,04/04/23 01:15:00 PM,94.5,83.8,70.39
104,04/04/23 01:30:00 PM,95.1,84.5,70.81
105,04/04/23 01:45:00 PM,95.5,84.9,71.19
106,04/04/23 02:00:00 PM,95.8,85.6,71.46
107,04/04/23 02:15:00 PM,96.2,85.9,71.80
108,04/04/23 02:30:00 PM,96.4,86.3,71.92
109,04/04/23 02:45:00 PM,96.5,86.3,72.05
110,04/04/23 03:00:00 PM,96.6,86.7,72.16
111,04/04/23 03:15:00 PM,96.8,86.6,72.23
112,04/04/23 03:30:00 PM,97.0,87.0,72.39
113,04/04/23 03:45:00 PM,97.1,87.4,72.48
114,04/04/23 04:00:00 PM,97.3,87.4,72.61
115,04/04/23 04:15:00 PM,97.4,87.4,72.68
116,04/04/23 04:30:00 PM,97.4,87.7,72.72
117,04/04/23 04:45:00 PM,97.5,87.7,72.68
118,04/04/23 05:00:00 PM,97.3,87.7,72.55
119,04/04/23 05:15:00 PM,97.3,87.7,72.46
120,04/04/23 05:30:00 PM,101.5,92.5,72.28
121,04/04/23 05:45:00 PM,97.0,87.4,72.12
122,04/04/23 06:00:00 PM,96.9,86.7,71.96
123,04/04/23 06:15:00 PM,96.6,86.7,71.67
124,04/04/23 06:30:00 PM,96.2,86.0,71.35
125,04/04/23 06:45:00 PM,95.9,85.6,70.95
126,04/04/23 07:00:00 PM,95.5,84.9,70.72
127,04/04/23 07:15:00 PM,95.2,84.5,70.41
128,04/04/23 07:30:00 PM,94.9,84.2,70.11
129,04/04/23 07:45:00 PM,94.6,84.2,69.75
130,04/04/23 08:00:00 PM,94.2,83.5,69.48
131,04/04/23 08:15:00 PM,94.0,83.1,69.22
132,04/04/23 08:30:00 PM,93.7,82.8,68.99
133,04/04/23 08:45:00 PM,93.4,82.4,68.67
134,04/04/23 09:00:00 PM,93.1,82.1,68.45
135,04/04/23 09:15:00 PM,92.9,81.7,68.27
136,04/04/23 09:30:00 PM,92.6,81.4,68.02
137,04/04/23 09:45:00 PM,92.4,81.0,67.89
138,04/04/23 10:00:00 PM,92.2,80.6,67.66
139,04/04/23 10:15:00 PM,92.1,80.3,67.53
140,04/04/23 10:30:00 PM,91.8,79.9,67.35
141,04/04/23 10:45:00 PM,91.8,79.6,67.24
142,04/04/23 11:00:00 PM,91.6,79.6,67.17
143,04/04/23 11:15:00 PM,91.5,79.2,67.03
144,04/04/23 11:30:00 PM,91.2,79.6,66.92
145,04/04/23 11:45:00 PM,91.2,78.8,66.83
146,04/05/23 12:00:00 AM,91.1,78.8,66.72
147,04/05/23 12:15:00 AM,90.9,78.8,66.63
148,04/05/23 12:30:00 AM,90.9,78.5,66.56
149,04/05/23 12:45:00 AM,90.8,78.5,66.47
150,04/05/23 01:00:00 AM,90.7,78.5,66.40
151,04/05/23 01:15:00 AM,90.6,78.1,66.33
152,04/05/23 01:30:00 AM,90.5,77.8,66.29
153,04/05/23 01:45:00 AM,90.5,78.1,66.24
154,04/05/23 02:00:00 AM,90.3,77.8,66.20
155,04/05/23 02:15:00 AM,90.3,77.4,66.16
156,04/05/23 02:30:00 AM,90.3,77.4,66.13
157,04/05/23 02:45:00 AM,90.3,77.4,66.15
158,04/05/23 03:00:00 AM,90.3,77.4,66.15
159,04/05/23 03:15:00 AM,90.3,77.4,66.13
160,04/05/23 03:30:00 AM,90.2,77.4,66.15
161,04/05/23 03:45:00 AM,90.2,77.4,66.16
162,04/05/23 04:00:00 AM,90.3,77.4,66.22
163,04/05/23 04:15:00 AM,90.2,77.4,66.24
164,04/05/23 04:30:00 AM,90.2,77.8,66.27
165,04/05/23 04:45:00 AM,90.2,78.1,66.29
166,04/05/23 05:00:00 AM,90.3,77.8,66.31
167,04/05/23 05:15:00 AM,90.3,77.8,66.33
168,04/05/23 05:30:00 AM,90.2,78.1,66.36
169,04/05/23 05:45:00 AM,90.3,78.1,66.40
170,04/05/23 06:00:00 AM,90.4,77.8,66.40
171,04/05/23 06:15:00 AM,90.4,78.1,66.45
172,04/05/23 06:30:00 AM,90.4,78.1,66.47
173,04/05/23 06:45:00 AM,90.4,78.1,66.47
174,04/05/23 07:00:00 AM,90.5,78.1,66.51
175,04/05/23 07:15:00 AM,90.4,77.8,66.52
176,04/05/23 07:30:00 AM,90.4,78.1,66.54
177,04/05/23 07:45:00 AM,90.4,78.5,66.61
178,04/05/23 08:00:00 AM,90.5,78.5,66.67
179,04/05/23 08:15:00 AM,90.6,78.5,66.76
180,04/05/23 08:30:00 AM,90.7,78.5,66.85
181,04/05/23 08:45:00 AM,90.8,78.5,66.99
182,04/05/23 09:00:00 AM,90.9,78.8,67.12
183,04/05/23 09:15:00 AM,91.1,79.2,67.35
184,04/05/23 09:30:00 AM,91.3,79.2,67.57
185,04/05/23 09:45:00 AM,91.6,79.5,67.86
186,04/05/23 10:00:00 AM,91.9,79.9,68.13
187,04/05/23 10:15:00 AM,92.2,81.0,68.38
188,04/05/23 10:30:00 AM,92.5,81.3,68.72
189,04/05/23 10:45:00 AM,92.7,81.7,68.99
190,04/05/23 11:00:00 AM,93.1,82.0,69.22
191,04/05/23 11:15:00 AM,93.4,82.8,69.51
192,04/05/23 11:30:00 AM,93.7,83.1,69.80
193,04/05/23 11:45:00 AM,94.0,83.5,70.16
194,04/05/23 12:00:00 PM,94.4,83.8,70.56
195,04/05/23 12:15:00 PM,94.9,84.1,70.93
196,04/05/23 12:30:00 PM,95.4,84.9,71.42
197,04/05/23 12:45:00 PM,96.0,85.9,71.83
198,04/05/23 01:00:00 PM,96.3,86.3,72.27
199,04/05/23 01:15:00 PM,96.7,86.6,72.54
200,04/05/23 01:30:00 PM,97.0,87.0,72.86
201,04/05/23 01:45:00 PM,97.3,87.7,73.17
202,04/05/23 02:00:00 PM,97.6,87.7,73.42
203,04/05/23 02:15:00 PM,97.9,88.4,73.54
204,04/05/23 02:30:00 PM,97.9,88.8,73.63
205,04/05/23 02:45:00 PM,98.1,88.8,73.74
206,04/05/23 03:00:00 PM,98.2,88.8,73.80
207,04/05/23 03:15:00 PM,98.3,88.8,73.89
208,04/05/23 03:30:00 PM,98.5,89.1,73.98
209,04/05/23 03:45:00 PM,98.6,89.5,73.94
210,04/05/23 04:00:00 PM,98.5,89.5,73.90
211,04/05/23 04:15:00 PM,98.6,89.5,73.81
212,04/05/23 04:30:00 PM,98.5,89.5,73.71
213,04/05/23 04:45:00 PM,98.4,88.8,73.63
214,04/05/23 05:00:00 PM,98.4,89.1,73.56
215,04/05/23 05:15:00 PM,98.1,88.8,73.38
216,04/05/23 05:30:00 PM,98.0,88.8,73.22
217,04/05/23 05:45:00 PM,97.9,88.4,73.11
218,04/05/23 06:00:00 PM,97.7,87.7,72.86
219,04/05/23 06:15:00 PM,97.5,87.7,72.68
220,04/05/23 06:30:00 PM,97.3,87.4,72.43
221,04/05/23 06:45:00 PM,97.1,87.0,72.27
222,04/05/23 07:00:00 PM,96.7,86.7,71.89
223,04/05/23 07:15:00 PM,96.3,86.3,71.60
224,04/05/23 07:30:00 PM,95.9,86.0,71.29
225,04/05/23 07:45:00 PM,95.7,85.2,71.04
226,04/05/23 08:00:00 PM,95.5,84.9,70.83
227,04/05/23 08:15:00 PM,95.2,84.5,70.63
228,04/05/23 08:30:00 PM,95.0,84.2,70.38
229,04/05/23 08:45:00 PM,94.8,84.2,70.11
230,04/05/23 09:00:00 PM,94.6,83.8,70.00
231,04/05/23 09:15:00 PM,94.3,83.8,69.78
232,04/05/23 09:30:00 PM,94.0,83.1,69.58
233,04/05/23 09:45:00 PM,93.7,82.8,69.35
234,04/05/23 10:00:00 PM,93.7,82.8,69.22
235,04/05/23 10:15:00 PM,93.5,82.4,69.06
236,04/05/23 10:30:00 PM,93.3,82.4,68.95
237,04/05/23 10:45:00 PM,93.0,82.1,68.81
238,04/05/23 11:00:00 PM,92.9,81.7,68.68
239,04/05/23 11:15:00 PM,92.8,81.3,68.58
240,04/05/23 11:30:00 PM,92.6,81.3,68.43
241,04/05/23 11:45:00 PM,92.5,81.3,68.34
242,04/06/23 12:00:00 AM,92.3,80.6,68.18
243,04/06/23 12:15:00 AM,92.2,80.6,68.09
244,04/06/23 12:30:00 AM,92.0,80.3,67.96
245,04/06/23 12:45:00 AM,91.9,80.3,67.89
246,04/06/23 01:00:00 AM,91.9,79.9,67.78
247,04/06/23 01:15:00 AM,91.7,79.9,67.69
248,04/06/23 01:30:00 AM,91.6,79.5,67.62
249,04/06/23 01:45:00 AM,91.5,79.5,67.55
250,04/06/23 02:00:00 AM,91.4,79.5,67.42
251,04/06/23 02:15:00 AM,91.3,79.2,67.35
252,04/06/23 02:30:00 AM,91.2,79.2,67.32
253,04/06/23 02:45:00 AM,91.1,79.2,67.26
254,04/06/23 03:00:00 AM,91.0,79.2,67.19
