"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Stopped (LGR S/N: 20342064, SEN S/N: 20342064)","End Of File (LGR S/N: 20342064, SEN S/N: 20342064)"
61,07/03/25 10:00:00 PM,-0.4,72.81,,
62,07/03/25 11:00:00 PM,-0.4,72.30,,
63,07/04/25 12:00:00 AM,-0.4,71.67,,
64,07/04/25 01:00:00 AM,-0.4,71.19,,
65,07/04/25 02:00:00 AM,-0.4,71.73,,
66,07/04/25 03:00:00 AM,11.7,71.44,,
67,07/04/25 04:00:00 AM,-0.4,71.15,,
68,07/04/25 05:00:00 AM,-0.4,71.11,,
69,07/04/25 06:00:00 AM,-0.4,70.84,,
70,07/04/25 07:00:00 AM,-0.4,71.91,,
71,07/04/25 08:00:00 AM,-0.5,74.50,,
72,07/04/25 09:00:00 AM,-0.5,79.68,,
73,07/04/25 10:00:00 AM,-0.5,83.21,,
74,07/04/25 11:00:00 AM,-0.5,86.40,,
75,07/04/25 12:00:00 PM,-0.5,88.83,,
76,07/04/25 01:00:00 PM,11.5,90.68,,
77,07/04/25 02:00:00 PM,-0.5,88.83,,
78,07/04/25 03:00:00 PM,-0.5,87.53,,
79,07/04/25 04:00:00 PM,-0.5,75.51,,
80,07/04/25 05:00:00 PM,-0.4,72.68,,
81,07/04/25 06:00:00 PM,-0.5,75.60,,
82,07/04/25 07:00:00 PM,-0.5,76.96,,
83,07/04/25 08:00:00 PM,11.7,75.94,,
84,07/04/25 09:00:00 PM,-0.5,75.31,,
85,07/04/25 10:00:00 PM,-0.5,74.84,,
86,07/04/25 11:00:00 PM,-0.5,73.98,,
87,07/05/25 12:00:00 AM,-0.5,73.71,,
88,07/05/25 01:00:00 AM,-3.0,73.15,,
89,07/05/25 02:00:00 AM,-0.4,72.59,,
90,07/05/25 03:00:00 AM,-0.4,72.32,,
91,07/05/25 04:00:00 AM,-0.4,72.12,,
92,07/05/25 05:00:00 AM,11.7,71.89,,
93,07/05/25 06:00:00 AM,11.7,71.89,,
94,07/05/25 07:00:00 AM,-0.5,73.27,,
95,07/05/25 08:00:00 AM,-0.5,74.75,,
96,07/05/25 09:00:00 AM,-3.0,78.96,,
97,07/05/25 10:00:00 AM,-3.0,82.58,,
98,07/05/25 11:00:00 AM,-0.5,85.46,,
99,07/05/25 12:00:00 PM,-0.5,91.15,,
100,07/05/25 01:00:00 PM,-0.5,89.91,,
101,07/05/25 02:00:00 PM,-0.5,88.07,,
102,07/05/25 03:00:00 PM,-3.1,88.88,,
103,07/05/25 04:00:00 PM,-0.5,86.83,,
104,07/05/25 05:00:00 PM,-0.5,85.51,,
105,07/05/25 06:00:00 PM,-0.5,81.93,,
106,07/05/25 07:00:00 PM,-0.5,80.89,,
107,07/05/25 08:00:00 PM,-3.0,78.44,,
108,07/05/25 09:00:00 PM,11.7,76.46,,
109,07/05/25 10:00:00 PM,-0.5,75.43,,
110,07/05/25 11:00:00 PM,-0.5,74.50,,
111,07/06/25 12:00:00 AM,-0.5,74.19,,
112,07/06/25 01:00:00 AM,-0.5,74.25,,
113,07/06/25 02:00:00 AM,-0.5,73.63,,
114,07/06/25 03:00:00 AM,11.7,73.00,,
115,07/06/25 04:00:00 AM,-0.4,72.64,,
116,07/06/25 05:00:00 AM,-3.0,71.89,,
117,07/06/25 06:00:00 AM,-3.0,72.00,,
118,07/06/25 07:00:00 AM,-0.5,73.80,,
119,07/06/25 08:00:00 AM,-0.5,77.29,,
120,07/06/25 09:00:00 AM,-3.0,78.71,,
121,07/06/25 10:00:00 AM,-0.5,84.15,,
122,07/06/25 11:00:00 AM,-0.5,89.98,,
123,07/06/25 12:00:00 PM,-0.5,92.14,,
124,07/06/25 01:00:00 PM,11.5,88.61,,
125,07/06/25 02:00:00 PM,-0.5,80.74,,
126,07/06/25 03:00:00 PM,-3.0,73.89,,
127,07/06/25 04:00:00 PM,-2.3,75.74,,
128,07/06/25 05:00:00 PM,-1.9,77.14,,
129,07/06/25 06:00:00 PM,-1.6,77.04,,
130,07/06/25 07:00:00 PM,-1.6,76.55,,
131,07/06/25 08:00:00 PM,-1.6,75.47,,
132,07/06/25 09:00:00 PM,-1.6,74.77,,
133,07/06/25 10:00:00 PM,-1.9,74.10,,
134,07/06/25 11:00:00 PM,-1.6,73.76,,
135,07/07/25 12:00:00 AM,-2.3,73.26,,
136,07/07/25 01:00:00 AM,-2.3,72.50,,
137,07/07/25 02:00:00 AM,-2.3,72.00,,
138,07/07/25 03:00:00 AM,-1.9,71.83,,
139,07/07/25 04:00:00 AM,-2.3,71.46,,
140,07/07/25 05:00:00 AM,-1.9,71.46,,
141,07/07/25 06:00:00 AM,-1.6,71.29,,
142,07/07/25 07:00:00 AM,-1.9,72.97,,
143,07/07/25 08:00:00 AM,-1.6,75.63,,
144,07/07/25 09:00:00 AM,-0.5,78.75,,
145,07/07/25 10:00:00 AM,-0.5,81.95,,
146,07/07/25 11:00:00 AM,-3.1,86.02,,
147,07/07/25 12:00:00 PM,-0.5,93.00,,
148,07/07/25 01:00:00 PM,11.5,90.43,,
149,07/07/25 02:00:00 PM,-0.5,88.74,,
150,07/07/25 03:00:00 PM,-0.5,88.79,,
151,07/07/25 04:00:00 PM,-0.5,87.53,,
152,07/07/25 05:00:00 PM,-0.5,85.15,,
153,07/07/25 06:00:00 PM,-0.5,83.61,,
154,07/07/25 07:00:00 PM,-0.5,81.05,,
155,07/07/25 08:00:00 PM,-0.5,78.37,,
156,07/07/25 09:00:00 PM,-0.5,76.86,,
157,07/07/25 10:00:00 PM,11.7,76.05,,
158,07/07/25 11:00:00 PM,-0.5,74.97,,
159,07/08/25 12:00:00 AM,-0.5,74.35,,
160,07/08/25 01:00:00 AM,-0.5,73.78,,
161,07/08/25 02:00:00 AM,-0.5,73.24,,
162,07/08/25 03:00:00 AM,-0.4,72.72,,
163,07/08/25 04:00:00 AM,-0.4,72.36,,
164,07/08/25 05:00:00 AM,-3.0,71.91,,
165,07/08/25 06:00:00 AM,-0.4,71.83,,
166,07/08/25 07:00:00 AM,-0.5,73.90,,
167,07/08/25 08:00:00 AM,-0.5,78.06,,
168,07/08/25 09:00:00 AM,-0.5,82.63,,
169,07/08/25 10:00:00 AM,11.6,86.43,,
170,07/08/25 11:00:00 AM,-0.5,89.71,,
171,07/08/25 12:00:00 PM,-0.5,95.49,,
172,07/08/25 01:00:00 PM,-0.5,93.00,,
173,07/08/25 02:00:00 PM,-0.5,90.46,,
174,07/08/25 03:00:00 PM,-3.1,89.73,,
175,07/08/25 04:00:00 PM,-0.5,86.13,,
176,07/08/25 05:00:00 PM,-0.5,83.52,,
177,07/08/25 06:00:00 PM,-0.5,83.17,,
178,07/08/25 07:00:00 PM,-0.5,81.48,,
179,07/08/25 08:00:00 PM,-0.5,79.29,,
180,07/08/25 09:00:00 PM,-0.5,78.03,,
181,07/08/25 10:00:00 PM,-0.5,77.00,,
182,07/08/25 11:00:00 PM,-0.5,76.44,,
183,07/09/25 12:00:00 AM,-0.5,75.81,,
184,07/09/25 01:00:00 AM,-0.5,75.34,,
185,07/09/25 02:00:00 AM,-0.5,74.70,,
186,07/09/25 03:00:00 AM,-0.5,73.99,,
187,07/09/25 04:00:00 AM,-0.5,73.36,,
188,07/09/25 05:00:00 AM,-3.0,72.91,,
189,07/09/25 06:00:00 AM,-0.4,72.30,,
190,07/09/25 07:00:00 AM,-0.5,74.52,,
191,07/09/25 08:00:00 AM,-0.5,77.83,,
192,07/09/25 09:00:00 AM,-3.0,81.61,,
193,07/09/25 10:00:00 AM,-0.5,86.31,,
194,07/09/25 11:00:00 AM,-0.5,89.94,,
195,07/09/25 12:00:00 PM,-0.5,91.83,,
196,07/09/25 01:00:00 PM,-3.1,84.38,,
197,07/09/25 02:00:00 PM,-0.5,82.99,,
198,07/09/25 03:00:00 PM,-2.7,70.68,,
199,07/09/25 04:00:00 PM,-2.7,69.31,,
200,07/09/25 05:00:00 PM,-3.4,69.31,,
201,07/09/25 06:00:00 PM,3.6,68.76,,
202,07/09/25 07:00:00 PM,-4.1,70.16,,
203,07/09/25 08:00:00 PM,6.2,69.94,,
204,07/09/25 09:00:00 PM,94.1,71.94,,
205,07/09/25 10:00:00 PM,91.5,72.23,,
206,07/09/25 11:00:00 PM,93.0,72.21,,
207,07/10/25 12:00:00 AM,94.8,72.09,,
208,07/10/25 01:00:00 AM,96.7,71.98,,
209,07/10/25 02:00:00 AM,98.9,71.91,,
210,07/10/25 03:00:00 AM,100.4,71.85,,
211,07/10/25 04:00:00 AM,101.5,71.83,,
212,07/10/25 05:00:00 AM,102.6,71.80,,
213,07/10/25 06:00:00 AM,103.0,71.76,,
214,07/10/25 07:00:00 AM,104.1,71.80,,
215,07/10/25 08:00:00 AM,104.8,72.00,,
216,07/10/25 09:00:00 AM,105.8,72.50,,
217,07/10/25 10:00:00 AM,109.1,73.69,,
218,07/10/25 11:00:00 AM,110.1,74.46,,
219,07/10/25 12:00:00 PM,113.3,75.94,,
220,07/10/25 01:00:00 PM,114.7,76.48,,
221,07/10/25 02:00:00 PM,114.8,75.70,,
222,07/10/25 03:00:00 PM,115.2,75.81,,
223,07/10/25 04:00:00 PM,116.6,76.44,,
224,07/10/25 05:00:00 PM,118.0,76.73,,
225,07/10/25 06:00:00 PM,117.7,76.66,,
226,07/10/25 07:00:00 PM,116.9,76.42,,
227,07/10/25 08:00:00 PM,117.0,76.08,,
228,07/10/25 09:00:00 PM,117.4,75.85,,
229,07/10/25 10:00:00 PM,117.4,75.49,,
230,07/10/25 11:00:00 PM,117.0,75.11,,
231,07/11/25 12:00:00 AM,116.7,74.62,,
232,07/11/25 01:00:00 AM,116.0,74.14,,
233,07/11/25 02:00:00 AM,115.3,73.71,,
234,07/11/25 03:00:00 AM,115.0,73.35,,
235,07/11/25 04:00:00 AM,114.6,73.02,,
236,07/11/25 05:00:00 AM,113.9,72.73,,
237,07/11/25 06:00:00 AM,113.6,72.45,,
238,07/11/25 07:00:00 AM,113.6,72.37,,
239,07/11/25 08:00:00 AM,113.5,72.73,,
240,07/11/25 09:00:00 AM,114.9,73.76,,
241,07/11/25 10:00:00 AM,116.0,74.53,,
242,07/11/25 11:00:00 AM,118.1,75.96,,
243,07/11/25 12:00:00 PM,119.8,77.05,,
244,07/11/25 01:00:00 PM,120.9,77.76,,
245,07/11/25 02:00:00 PM,121.9,78.58,,
246,07/11/25 03:00:00 PM,122.3,79.00,,
247,07/11/25 04:00:00 PM,122.3,78.94,,
248,07/11/25 05:00:00 PM,121.9,78.69,,
249,07/11/25 06:00:00 PM,121.2,78.51,,
250,07/11/25 07:00:00 PM,121.2,78.22,,
251,07/11/25 08:00:00 PM,121.2,77.86,,
252,07/11/25 09:00:00 PM,122.0,77.49,,
253,07/11/25 10:00:00 PM,122.4,77.05,,
254,07/11/25 11:00:00 PM,122.4,76.60,,
255,07/12/25 12:00:00 AM,122.1,76.10,,
256,07/12/25 01:00:00 AM,121.8,75.65,,
257,07/12/25 02:00:00 AM,120.3,75.25,,
258,07/12/25 03:00:00 AM,119.3,74.93,,
259,07/12/25 04:00:00 AM,117.4,74.64,,
260,07/12/25 05:00:00 AM,116.0,74.34,,
261,07/12/25 06:00:00 AM,114.5,74.07,,
262,07/12/25 07:00:00 AM,113.1,73.90,,
263,07/12/25 08:00:00 AM,112.7,74.14,,
264,07/12/25 09:00:00 AM,112.3,74.89,,
265,07/12/25 10:00:00 AM,112.9,76.05,,
266,07/12/25 11:00:00 AM,114.0,77.31,,
267,07/12/25 12:00:00 PM,115.7,78.55,,
268,07/12/25 01:00:00 PM,117.1,78.87,,
269,07/12/25 02:00:00 PM,117.5,78.39,,
270,07/12/25 03:00:00 PM,117.6,78.22,,
271,07/12/25 04:00:00 PM,117.9,78.15,,
272,07/12/25 05:00:00 PM,118.3,78.04,,
273,07/12/25 06:00:00 PM,118.7,77.92,,
274,07/12/25 07:00:00 PM,119.4,77.76,,
275,07/12/25 08:00:00 PM,120.2,77.52,,
276,07/12/25 09:00:00 PM,120.6,77.18,,
277,07/12/25 10:00:00 PM,120.6,76.86,,
278,07/12/25 11:00:00 PM,121.3,76.50,,
279,07/13/25 12:00:00 AM,121.0,76.10,,
280,07/13/25 01:00:00 AM,121.0,75.78,,
281,07/13/25 02:00:00 AM,121.0,75.51,,
282,07/13/25 03:00:00 AM,121.1,75.24,,
283,07/13/25 04:00:00 AM,120.7,74.98,,
284,07/13/25 05:00:00 AM,120.0,74.80,,
285,07/13/25 06:00:00 AM,118.9,74.66,,
286,07/13/25 07:00:00 AM,118.2,74.66,,
287,07/13/25 08:00:00 AM,117.1,74.88,,
288,07/13/25 09:00:00 AM,115.9,75.49,,
289,07/13/25 10:00:00 AM,115.9,76.33,,
290,07/13/25 11:00:00 AM,116.5,77.58,,
291,07/13/25 12:00:00 PM,117.9,78.62,,
292,07/13/25 01:00:00 PM,116.8,78.85,,
293,07/13/25 02:00:00 PM,117.5,79.14,,
294,07/13/25 03:00:00 PM,119.3,79.45,,
295,07/13/25 04:00:00 PM,118.9,79.70,,
296,07/13/25 05:00:00 PM,119.6,79.86,,
297,07/13/25 06:00:00 PM,120.0,79.88,,
298,07/13/25 07:00:00 PM,114.9,79.16,,
299,07/13/25 08:00:00 PM,111.3,78.22,,
300,07/13/25 09:00:00 PM,111.4,77.58,,
301,07/13/25 10:00:00 PM,111.4,76.98,,
302,07/13/25 11:00:00 PM,112.2,76.48,,
303,07/14/25 12:00:00 AM,114.0,75.96,,
304,07/14/25 01:00:00 AM,117.4,75.36,,
305,07/14/25 02:00:00 AM,115.2,74.91,,
306,07/14/25 03:00:00 AM,108.3,74.62,,
307,07/14/25 04:00:00 AM,104.6,74.35,,
308,07/14/25 05:00:00 AM,101.0,74.12,,
309,07/14/25 06:00:00 AM,98.8,73.92,,
310,07/14/25 07:00:00 AM,97.3,73.80,,
311,07/14/25 08:00:00 AM,96.9,73.92,,
312,07/14/25 09:00:00 AM,96.9,74.53,,
313,07/14/25 10:00:00 AM,97.6,75.49,,
314,07/14/25 11:00:00 AM,99.7,76.91,,
315,07/14/25 12:00:00 PM,101.4,78.31,,
316,07/14/25 01:00:00 PM,104.0,79.09,,
317,07/14/25 02:00:00 PM,105.4,79.86,,
318,07/14/25 03:00:00 PM,95.6,78.26,,
319,07/14/25 04:00:00 PM,98.2,76.91,,
320,07/14/25 05:00:00 PM,93.5,76.30,,
321,07/14/25 06:00:00 PM,95.7,75.99,,
322,07/14/25 07:00:00 PM,98.3,75.76,,
323,07/14/25 08:00:00 PM,100.9,75.52,,
324,07/14/25 09:00:00 PM,102.7,75.22,,
325,07/14/25 10:00:00 PM,104.2,74.91,,
326,07/14/25 11:00:00 PM,105.0,74.68,,
327,07/15/25 12:00:00 AM,105.7,74.46,,
328,07/15/25 01:00:00 AM,106.1,74.25,,
329,07/15/25 02:00:00 AM,106.5,73.99,,
330,07/15/25 03:00:00 AM,106.9,73.72,,
331,07/15/25 04:00:00 AM,106.9,73.49,,
332,07/15/25 05:00:00 AM,107.3,73.33,,
333,07/15/25 06:00:00 AM,107.6,73.17,,
334,07/15/25 07:00:00 AM,108.4,73.11,,
335,07/15/25 08:00:00 AM,108.7,73.29,,
336,07/15/25 09:00:00 AM,109.4,73.92,,
337,07/15/25 10:00:00 AM,111.2,74.88,,
338,07/15/25 11:00:00 AM,112.6,75.58,,
339,07/15/25 12:00:00 PM,114.0,76.57,,
340,07/15/25 01:00:00 PM,114.7,77.07,,
341,07/15/25 02:00:00 PM,115.8,77.32,,
342,07/15/25 03:00:00 PM,115.8,77.22,,
343,07/15/25 04:00:00 PM,115.8,77.13,,
344,07/15/25 05:00:00 PM,115.8,76.78,,
345,07/15/25 06:00:00 PM,115.5,76.41,,
346,07/15/25 07:00:00 PM,114.8,76.06,,
347,07/15/25 08:00:00 PM,114.8,75.70,,
348,07/15/25 09:00:00 PM,114.5,75.33,,
349,07/15/25 10:00:00 PM,114.5,74.97,,
350,07/15/25 11:00:00 PM,113.8,74.68,,
351,07/16/25 12:00:00 AM,113.1,74.37,,
352,07/16/25 01:00:00 AM,112.3,74.05,,
353,07/16/25 02:00:00 AM,111.6,73.69,,
354,07/16/25 03:00:00 AM,111.7,73.40,,
355,07/16/25 04:00:00 AM,110.6,73.15,,
356,07/16/25 05:00:00 AM,110.2,72.99,,
357,07/16/25 06:00:00 AM,110.2,72.93,,
358,07/16/25 07:00:00 AM,109.9,72.99,,
359,07/16/25 08:00:00 AM,110.2,73.33,,
360,07/16/25 09:00:00 AM,111.3,73.96,,
361,07/16/25 10:00:00 AM,112.6,75.04,,
362,07/16/25 11:00:00 AM,113.7,75.76,,
363,07/16/25 12:00:00 PM,115.1,76.84,,
364,07/16/25 01:00:00 PM,116.2,77.31,,
365,07/16/25 02:00:00 PM,117.6,77.83,,
366,07/16/25 03:00:00 PM,117.9,77.99,,
367,07/16/25 04:00:00 PM,118.3,78.17,,
368,07/16/25 05:00:00 PM,117.9,78.31,,
369,07/16/25 06:00:00 PM,118.3,78.31,,
370,07/16/25 07:00:00 PM,93.2,75.65,,
371,07/16/25 08:00:00 PM,110.5,74.98,,
372,07/16/25 09:00:00 PM,114.9,74.80,,
373,07/16/25 10:00:00 PM,114.5,74.59,,
374,07/16/25 11:00:00 PM,114.2,74.39,,
375,07/17/25 12:00:00 AM,115.3,74.19,,
376,07/17/25 01:00:00 AM,117.1,73.94,,
377,07/17/25 02:00:00 AM,117.9,73.76,,
378,07/17/25 03:00:00 AM,120.5,73.58,,
379,07/17/25 04:00:00 AM,122.7,73.44,,
380,07/17/25 05:00:00 AM,123.0,73.33,,
381,07/17/25 06:00:00 AM,123.0,73.24,,
382,07/17/25 07:00:00 AM,123.0,73.24,,
383,07/17/25 08:00:00 AM,123.0,73.51,,
384,07/17/25 09:00:00 AM,123.7,73.96,,
385,07/17/25 10:00:00 AM,123.7,74.59,,
386,07/17/25 11:00:00 AM,125.1,75.63,,
387,07/17/25 12:00:00 PM,125.8,76.28,,
388,07/17/25 01:00:00 PM,129.4,77.07,,
389,07/17/25 02:00:00 PM,130.8,77.74,,
390,07/17/25 03:00:00 PM,131.5,77.97,,
391,07/17/25 04:00:00 PM,131.5,78.04,,
392,07/17/25 05:00:00 PM,131.5,78.03,,
393,07/17/25 06:00:00 PM,131.2,77.40,,
394,07/17/25 07:00:00 PM,130.1,76.86,,
395,07/17/25 08:00:00 PM,129.8,76.42,,
396,07/17/25 09:00:00 PM,128.7,76.08,,
397,07/17/25 10:00:00 PM,127.2,75.88,,
398,07/17/25 11:00:00 PM,126.2,75.67,,
399,07/18/25 12:00:00 AM,125.1,75.40,,
400,07/18/25 01:00:00 AM,124.4,75.16,,
401,07/18/25 02:00:00 AM,123.7,74.93,,
402,07/18/25 03:00:00 AM,123.3,74.70,,
403,07/18/25 04:00:00 AM,122.6,74.48,,
404,07/18/25 05:00:00 AM,121.9,74.25,,
405,07/18/25 06:00:00 AM,121.2,74.08,,
406,07/18/25 07:00:00 AM,120.8,74.14,,
407,07/18/25 08:00:00 AM,120.4,74.43,,
408,07/18/25 09:00:00 AM,120.3,75.02,,
409,07/18/25 10:00:00 AM,121.0,75.81,,
410,07/18/25 11:00:00 AM,121.3,76.69,,
411,07/18/25 12:00:00 PM,122.3,77.83,,
412,07/18/25 01:00:00 PM,122.3,78.22,,
413,07/18/25 02:00:00 PM,122.3,78.62,,
414,07/18/25 03:00:00 PM,123.0,78.94,,
415,07/18/25 04:00:00 PM,123.3,79.27,,
416,07/18/25 05:00:00 PM,121.9,79.30,,
417,07/18/25 06:00:00 PM,121.1,79.11,,
418,07/18/25 07:00:00 PM,120.8,78.94,,
419,07/18/25 08:00:00 PM,120.4,78.69,,
420,07/18/25 09:00:00 PM,120.1,78.44,,
421,07/18/25 10:00:00 PM,119.0,78.12,,
422,07/18/25 11:00:00 PM,118.3,77.76,,
423,07/19/25 12:00:00 AM,116.9,77.41,,
424,07/19/25 01:00:00 AM,115.8,77.05,,
425,07/19/25 02:00:00 AM,114.7,76.73,,
426,07/19/25 03:00:00 AM,113.7,76.41,,
427,07/19/25 04:00:00 AM,112.6,76.14,,
428,07/19/25 05:00:00 AM,111.5,75.87,,
429,07/19/25 06:00:00 AM,110.0,75.63,,
430,07/19/25 07:00:00 AM,109.3,75.51,,
431,07/19/25 08:00:00 AM,108.6,75.74,,
432,07/19/25 09:00:00 AM,108.9,76.35,,
433,07/19/25 10:00:00 AM,109.2,77.22,,
434,07/19/25 11:00:00 AM,108.4,78.22,,
435,07/19/25 12:00:00 PM,109.8,79.52,,
436,07/19/25 01:00:00 PM,108.3,79.70,,
437,07/19/25 02:00:00 PM,108.3,80.10,,
438,07/19/25 03:00:00 PM,107.9,80.37,,
439,07/19/25 04:00:00 PM,107.5,80.47,,
440,07/19/25 05:00:00 PM,107.2,80.42,,
441,07/19/25 06:00:00 PM,107.2,80.33,,
442,07/19/25 07:00:00 PM,106.4,80.10,,
443,07/19/25 08:00:00 PM,106.1,79.88,,
444,07/19/25 09:00:00 PM,106.1,79.50,,
445,07/19/25 10:00:00 PM,106.2,79.02,,
446,07/19/25 11:00:00 PM,105.1,78.57,,
447,07/20/25 12:00:00 AM,104.4,78.15,,
448,07/20/25 01:00:00 AM,104.0,77.76,,
449,07/20/25 02:00:00 AM,103.3,77.36,,
450,07/20/25 03:00:00 AM,103.0,76.93,,
451,07/20/25 04:00:00 AM,102.3,76.51,,
452,07/20/25 05:00:00 AM,101.6,76.08,,
453,07/20/25 06:00:00 AM,100.9,75.67,,
454,07/20/25 07:00:00 AM,100.5,75.45,,
455,07/20/25 08:00:00 AM,100.5,75.67,,
456,07/20/25 09:00:00 AM,101.6,76.24,,
457,07/20/25 10:00:00 AM,102.3,77.05,,
458,07/20/25 11:00:00 AM,102.9,78.03,,
459,07/20/25 12:00:00 PM,104.7,79.18,,
460,07/20/25 01:00:00 PM,104.3,79.57,,
461,07/20/25 02:00:00 PM,105.0,80.08,,
462,07/20/25 03:00:00 PM,105.3,80.35,,
463,07/20/25 04:00:00 PM,105.0,80.40,,
464,07/20/25 05:00:00 PM,104.6,80.38,,
465,07/20/25 06:00:00 PM,104.6,80.19,,
466,07/20/25 07:00:00 PM,104.6,80.04,,
467,07/20/25 08:00:00 PM,104.6,79.81,,
468,07/20/25 09:00:00 PM,104.3,79.43,,
469,07/20/25 10:00:00 PM,104.0,78.96,,
470,07/20/25 11:00:00 PM,103.6,78.46,,
471,07/21/25 12:00:00 AM,103.7,78.10,,
472,07/21/25 01:00:00 AM,103.3,77.74,,
473,07/21/25 02:00:00 AM,103.0,77.45,,
474,07/21/25 03:00:00 AM,103.0,77.20,,
475,07/21/25 04:00:00 AM,103.0,77.02,,
476,07/21/25 05:00:00 AM,103.0,76.86,,
477,07/21/25 06:00:00 AM,103.0,76.77,,
478,07/21/25 07:00:00 AM,102.6,76.77,,
479,07/21/25 08:00:00 AM,102.6,76.78,,
480,07/21/25 09:00:00 AM,103.0,77.18,,
481,07/21/25 10:00:00 AM,103.7,77.97,,
482,07/21/25 11:00:00 AM,103.6,78.96,,
483,07/21/25 12:00:00 PM,105.3,80.38,,
484,07/21/25 01:00:00 PM,102.1,79.81,,
485,07/21/25 02:00:00 PM,100.3,78.48,,
486,07/21/25 03:00:00 PM,100.7,77.88,,
487,07/21/25 04:00:00 PM,101.1,77.49,,
488,07/21/25 05:00:00 PM,101.1,77.36,,
489,07/21/25 06:00:00 PM,101.5,77.34,,
490,07/21/25 07:00:00 PM,101.1,77.29,,
491,07/21/25 08:00:00 PM,101.1,77.14,,
492,07/21/25 09:00:00 PM,100.8,76.96,,
493,07/21/25 10:00:00 PM,100.8,76.78,,
494,07/21/25 11:00:00 PM,100.4,76.60,,
495,07/22/25 12:00:00 AM,100.5,76.44,,
496,07/22/25 01:00:00 AM,100.5,76.28,,
497,07/22/25 02:00:00 AM,100.5,76.15,,
498,07/22/25 03:00:00 AM,100.5,76.05,,
499,07/22/25 04:00:00 AM,100.5,75.94,,
