"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,11/15/22 03:00:00 PM,12.9,13.3,74.43
2,11/15/22 03:15:00 PM,8.3,8.6,76.01
3,11/15/22 03:30:00 PM,8.7,9.3,76.62
4,11/15/22 03:45:00 PM,8.1,9.0,76.10
5,11/15/22 04:00:00 PM,86.7,84.6,68.13
6,11/15/22 04:15:00 PM,86.7,83.9,68.11
7,11/15/22 04:30:00 PM,86.8,83.9,68.09
8,11/15/22 04:45:00 PM,86.8,83.9,68.05
9,11/15/22 05:00:00 PM,86.8,83.9,68.02
10,11/15/22 05:15:00 PM,86.7,83.9,67.98
11,11/15/22 05:30:00 PM,86.8,83.9,67.96
12,11/15/22 05:45:00 PM,86.7,83.9,67.93
13,11/15/22 06:00:00 PM,86.7,83.9,67.87
14,11/15/22 06:15:00 PM,86.7,83.9,67.80
15,11/15/22 06:30:00 PM,86.7,83.9,67.75
16,11/15/22 06:45:00 PM,86.5,83.6,67.73
17,11/15/22 07:00:00 PM,86.6,83.6,67.69
18,11/15/22 07:15:00 PM,86.6,83.6,67.64
19,11/15/22 07:30:00 PM,86.5,83.6,67.62
20,11/15/22 07:45:00 PM,86.5,83.6,67.57
21,11/15/22 08:00:00 PM,86.5,83.2,67.53
22,11/15/22 08:15:00 PM,86.5,83.2,67.50
23,11/15/22 08:30:00 PM,86.4,83.2,67.48
24,11/15/22 08:45:00 PM,86.4,83.2,67.46
25,11/15/22 09:00:00 PM,86.3,83.2,67.41
26,11/15/22 09:15:00 PM,86.4,83.2,67.41
27,11/15/22 09:30:00 PM,86.3,83.2,67.39
28,11/15/22 09:45:00 PM,86.3,83.2,67.35
29,11/15/22 10:00:00 PM,86.3,83.2,67.35
30,11/15/22 10:15:00 PM,86.3,83.2,67.33
31,11/15/22 10:30:00 PM,86.3,83.2,67.32
32,11/15/22 10:45:00 PM,86.2,83.2,67.30
33,11/15/22 11:00:00 PM,86.2,82.9,67.26
34,11/15/22 11:15:00 PM,86.1,83.2,67.24
35,11/15/22 11:30:00 PM,86.1,82.9,67.24
36,11/15/22 11:45:00 PM,86.1,82.9,67.23
37,11/16/22 12:00:00 AM,86.1,82.9,67.19
38,11/16/22 12:15:00 AM,86.1,82.9,67.19
39,11/16/22 12:30:00 AM,86.1,82.9,67.17
40,11/16/22 12:45:00 AM,86.1,83.2,67.17
41,11/16/22 01:00:00 AM,86.1,82.9,67.15
42,11/16/22 01:15:00 AM,86.1,82.9,67.12
43,11/16/22 01:30:00 AM,86.0,82.9,67.10
44,11/16/22 01:45:00 AM,86.0,82.9,67.08
45,11/16/22 02:00:00 AM,86.0,82.9,67.10
46,11/16/22 02:15:00 AM,86.1,82.9,67.10
47,11/16/22 02:30:00 AM,86.0,82.5,67.10
48,11/16/22 02:45:00 AM,85.9,82.9,67.12
49,11/16/22 03:00:00 AM,85.8,82.5,67.15
50,11/16/22 03:15:00 AM,85.8,82.9,67.17
51,11/16/22 03:30:00 AM,86.0,82.9,67.17
52,11/16/22 03:45:00 AM,85.9,82.9,67.19
53,11/16/22 04:00:00 AM,86.0,82.5,67.23
54,11/16/22 04:15:00 AM,86.0,82.9,67.23
55,11/16/22 04:30:00 AM,86.1,82.9,67.24
56,11/16/22 04:45:00 AM,86.1,82.9,67.24
57,11/16/22 05:00:00 AM,86.1,82.9,67.26
58,11/16/22 05:15:00 AM,86.1,82.9,67.26
59,11/16/22 05:30:00 AM,86.2,82.9,67.26
60,11/16/22 05:45:00 AM,86.1,82.9,67.26
61,11/16/22 06:00:00 AM,86.2,82.9,67.26
62,11/16/22 06:15:00 AM,86.0,82.9,67.26
63,11/16/22 06:30:00 AM,86.2,82.9,67.26
64,11/16/22 06:45:00 AM,85.8,82.5,67.30
65,11/16/22 07:00:00 AM,85.8,82.5,67.30
66,11/16/22 07:15:00 AM,85.8,82.5,67.30
67,11/16/22 07:30:00 AM,85.9,82.5,67.32
68,11/16/22 07:45:00 AM,86.1,82.9,67.30
69,11/16/22 08:00:00 AM,86.1,82.9,67.26
70,11/16/22 08:15:00 AM,85.9,82.5,67.24
71,11/16/22 08:30:00 AM,86.0,82.9,67.19
72,11/16/22 08:45:00 AM,85.9,82.5,67.17
