"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Coupler Detached (LGR S/N: 20342064, SEN S/N: 20342064)","Coupler Attached (LGR S/N: 20342064, SEN S/N: 20342064)","Stopped (LGR S/N: 20342064, SEN S/N: 20342064)","End Of File (LGR S/N: 20342064, SEN S/N: 20342064)"
1,07/11/24 12:00:00 PM,124.9,78.42,Logged,,,
2,07/11/24 01:00:00 PM,125.2,78.94,,,,
3,07/11/24 02:00:00 PM,125.9,79.11,,,,
4,07/11/24 03:00:00 PM,126.2,79.39,,,,
5,07/11/24 04:00:00 PM,126.2,79.56,,,,
6,07/11/24 05:00:00 PM,127.0,79.72,,,,
7,07/11/24 06:00:00 PM,126.6,79.72,,,,
8,07/11/24 07:00:00 PM,127.0,79.66,,,,
9,07/11/24 08:00:00 PM,126.6,79.56,,,,
10,07/11/24 09:00:00 PM,126.6,79.38,,,,
11,07/11/24 10:00:00 PM,126.3,79.11,,,,
12,07/11/24 11:00:00 PM,125.6,78.75,,,,
13,07/12/24 12:00:00 AM,124.9,78.40,,,,
14,07/12/24 01:00:00 AM,124.5,78.03,,,,
15,07/12/24 02:00:00 AM,123.8,77.68,,,,
16,07/12/24 03:00:00 AM,123.5,77.32,,,,
17,07/12/24 04:00:00 AM,122.8,77.04,,,,
18,07/12/24 05:00:00 AM,122.4,76.75,,,,
19,07/12/24 06:00:00 AM,122.1,76.46,,,,
20,07/12/24 07:00:00 AM,122.1,76.37,,,,
21,07/12/24 08:00:00 AM,122.1,76.59,,,,
22,07/12/24 09:00:00 AM,122.4,76.91,,,,
23,07/12/24 10:00:00 AM,123.1,77.40,,,,
24,07/12/24 11:00:00 AM,123.8,78.06,,,,
25,07/12/24 12:00:00 PM,124.8,78.80,,,,
26,07/12/24 01:00:00 PM,125.5,79.38,,,,
27,07/12/24 02:00:00 PM,126.2,79.72,,,,
28,07/12/24 03:00:00 PM,126.6,80.10,,,,
29,07/12/24 04:00:00 PM,126.6,80.11,,,,
30,07/12/24 05:00:00 PM,126.9,80.13,,,,
31,07/12/24 06:00:00 PM,126.9,80.11,,,,
32,07/12/24 07:00:00 PM,126.9,79.97,,,,
33,07/12/24 08:00:00 PM,126.9,79.83,,,,
34,07/12/24 09:00:00 PM,126.6,79.65,,,,
35,07/12/24 10:00:00 PM,126.2,79.41,,,,
36,07/12/24 11:00:00 PM,125.9,79.16,,,,
37,07/13/24 12:00:00 AM,125.6,78.82,,,,
38,07/13/24 01:00:00 AM,124.9,78.46,,,,
39,07/13/24 02:00:00 AM,124.5,78.13,,,,
40,07/13/24 03:00:00 AM,123.4,77.83,,,,
41,07/13/24 04:00:00 AM,122.7,77.54,,,,
42,07/13/24 05:00:00 AM,122.4,77.25,,,,
43,07/13/24 06:00:00 AM,121.7,76.98,,,,
44,07/13/24 07:00:00 AM,121.3,76.89,,,,
45,07/13/24 08:00:00 AM,121.7,77.14,,,,
46,07/13/24 09:00:00 AM,122.0,77.54,,,,
47,07/13/24 10:00:00 AM,122.3,78.04,,,,
48,07/13/24 11:00:00 AM,123.4,78.94,,,,
49,07/13/24 12:00:00 PM,123.3,79.30,,,,
50,07/13/24 01:00:00 PM,124.4,80.13,,,,
51,07/13/24 02:00:00 PM,124.7,80.55,,,,
