"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,06/02/23 02:00:00 PM,107.5,92.4,73.63
2,06/02/23 03:00:00 PM,107.9,92.4,73.72
3,06/02/23 04:00:00 PM,108.3,93.2,73.87
4,06/02/23 05:00:00 PM,108.1,92.8,73.74
5,06/02/23 06:00:00 PM,107.5,92.1,73.22
6,06/02/23 07:00:00 PM,106.6,90.3,72.55
7,06/02/23 08:00:00 PM,105.8,89.2,71.83
8,06/02/23 09:00:00 PM,104.8,87.4,71.10
9,06/02/23 10:00:00 PM,104.0,86.0,70.48
10,06/02/23 11:00:00 PM,103.4,85.3,70.00
11,06/03/23 12:00:00 AM,102.8,83.8,69.58
12,06/03/23 01:00:00 AM,102.2,83.1,69.22
13,06/03/23 02:00:00 AM,101.8,82.4,68.92
14,06/03/23 03:00:00 AM,101.5,82.1,68.68
15,06/03/23 04:00:00 AM,101.2,82.1,68.58
16,06/03/23 05:00:00 AM,101.0,81.7,68.49
17,06/03/23 06:00:00 AM,101.0,81.7,68.49
18,06/03/23 07:00:00 AM,101.1,82.1,68.65
19,06/03/23 08:00:00 AM,101.5,82.0,69.06
20,06/03/23 09:00:00 AM,102.2,83.1,69.67
21,06/03/23 10:00:00 AM,103.0,84.9,70.43
22,06/03/23 11:00:00 AM,104.3,87.0,71.51
23,06/03/23 12:00:00 PM,105.5,89.2,72.54
24,06/03/23 01:00:00 PM,106.9,91.0,73.71
25,06/03/23 02:00:00 PM,108.6,93.8,75.11
26,06/03/23 03:00:00 PM,109.7,95.6,75.78
27,06/03/23 04:00:00 PM,110.3,96.3,76.23
28,06/03/23 05:00:00 PM,110.4,96.7,76.15
29,06/03/23 06:00:00 PM,109.7,96.0,75.51
30,06/03/23 07:00:00 PM,108.5,93.8,74.53
31,06/03/23 08:00:00 PM,107.3,92.4,73.54
32,06/03/23 09:00:00 PM,106.1,89.9,72.61
33,06/03/23 10:00:00 PM,105.0,88.5,71.80
34,06/03/23 11:00:00 PM,104.1,87.1,71.17
35,06/04/23 12:00:00 AM,103.3,85.6,70.63
36,06/04/23 01:00:00 AM,102.8,84.9,70.25
37,06/04/23 02:00:00 AM,102.4,84.2,69.93
38,06/04/23 03:00:00 AM,101.9,83.1,69.64
39,06/04/23 04:00:00 AM,101.7,82.8,69.51
40,06/04/23 05:00:00 AM,101.7,82.7,69.55
41,06/04/23 06:00:00 AM,101.8,83.1,69.67
42,06/04/23 07:00:00 AM,101.9,83.5,69.87
43,06/04/23 08:00:00 AM,102.1,84.2,70.18
44,06/04/23 09:00:00 AM,102.8,85.3,70.79
45,06/04/23 10:00:00 AM,103.6,86.7,71.60
46,06/04/23 11:00:00 AM,104.8,88.5,72.55
47,06/04/23 12:00:00 PM,105.3,89.2,72.91
48,06/04/23 01:00:00 PM,105.4,89.5,72.95
49,06/04/23 02:00:00 PM,106.1,90.6,73.62
50,06/04/23 03:00:00 PM,106.5,91.7,73.96
51,06/04/23 04:00:00 PM,106.4,91.0,73.71
52,06/04/23 05:00:00 PM,106.4,91.0,73.54
53,06/04/23 06:00:00 PM,105.7,89.5,72.95
54,06/04/23 07:00:00 PM,100.4,86.7,72.19
55,06/04/23 08:00:00 PM,104.2,87.4,71.64
56,06/04/23 09:00:00 PM,103.5,86.3,71.17
57,06/04/23 10:00:00 PM,103.1,85.3,70.83
58,06/04/23 11:00:00 PM,102.7,84.9,70.57
59,06/05/23 12:00:00 AM,102.3,84.5,70.39
60,06/05/23 01:00:00 AM,102.2,84.2,70.25
61,06/05/23 02:00:00 AM,101.9,83.8,70.18
62,06/05/23 03:00:00 AM,101.7,83.8,70.07
63,06/05/23 04:00:00 AM,101.4,82.7,69.91
64,06/05/23 05:00:00 AM,101.2,82.7,69.80
65,06/05/23 06:00:00 AM,101.1,82.4,69.75
66,06/05/23 07:00:00 AM,101.2,82.7,69.80
67,06/05/23 08:00:00 AM,101.3,82.7,70.07
68,06/05/23 09:00:00 AM,101.8,84.2,70.54
69,06/05/23 10:00:00 AM,102.8,85.2,71.24
70,06/05/23 11:00:00 AM,104.1,87.4,72.37
71,06/05/23 12:00:00 PM,105.4,89.1,73.42
72,06/05/23 01:00:00 PM,80.8,69.0,73.85
73,06/05/23 02:00:00 PM,108.3,93.8,75.63
74,06/05/23 03:00:00 PM,109.0,94.9,76.14
75,06/05/23 04:00:00 PM,109.5,95.6,76.32
76,06/05/23 05:00:00 PM,109.6,95.6,76.19
77,06/05/23 06:00:00 PM,109.2,94.9,75.70
78,06/05/23 07:00:00 PM,108.3,93.5,74.97
79,06/05/23 08:00:00 PM,106.9,91.7,73.80
80,06/05/23 09:00:00 PM,105.4,88.8,72.61
81,06/05/23 10:00:00 PM,104.1,87.0,71.60
82,06/05/23 11:00:00 PM,102.9,84.5,70.66
83,06/06/23 12:00:00 AM,101.7,83.1,69.85
84,06/06/23 01:00:00 AM,100.9,81.7,69.28
85,06/06/23 02:00:00 AM,100.3,81.3,68.90
86,06/06/23 03:00:00 AM,99.8,80.2,68.59
87,06/06/23 04:00:00 AM,99.4,80.2,68.36
88,06/06/23 05:00:00 AM,97.8,78.3,87.67
89,06/06/23 06:00:00 AM,97.1,77.2,87.46
90,06/06/23 07:00:00 AM,96.7,76.5,87.35
91,06/06/23 08:00:00 AM,97.1,76.8,87.55
92,06/06/23 09:00:00 AM,98.2,79.0,88.00
93,06/06/23 10:00:00 AM,100.8,81.6,70.11
94,06/06/23 11:00:00 AM,102.5,84.5,71.69
95,06/06/23 12:00:00 PM,104.2,85.9,73.22
96,06/06/23 01:00:00 PM,106.1,88.3,74.84
97,06/06/23 02:00:00 PM,107.7,90.5,76.14
98,06/06/23 03:00:00 PM,108.7,91.9,76.89
99,06/06/23 04:00:00 PM,109.6,93.3,77.34
100,06/06/23 05:00:00 PM,110.2,94.4,77.67
101,06/06/23 06:00:00 PM,110.3,94.8,77.36
102,06/06/23 07:00:00 PM,110.3,98.1,76.86
103,06/06/23 08:00:00 PM,107.3,95.2,75.99
104,06/06/23 09:00:00 PM,105.3,92.7,75.07
105,06/06/23 10:00:00 PM,107.3,92.8,74.14
106,06/06/23 11:00:00 PM,105.5,89.5,73.47
107,06/07/23 12:00:00 AM,104.5,88.4,72.79
108,06/07/23 01:00:00 AM,103.6,87.0,72.19
109,06/07/23 02:00:00 AM,102.8,85.9,71.69
110,06/07/23 03:00:00 AM,102.1,84.5,71.19
111,06/07/23 04:00:00 AM,101.4,83.4,70.81
112,06/07/23 05:00:00 AM,101.0,82.3,70.57
113,06/07/23 06:00:00 AM,100.7,82.0,70.38
114,06/07/23 07:00:00 AM,100.4,81.6,70.30
115,06/07/23 08:00:00 AM,102.0,83.4,70.50
116,06/07/23 09:00:00 AM,101.0,82.7,70.97
117,06/07/23 10:00:00 AM,101.6,84.1,71.60
118,06/07/23 11:00:00 AM,102.8,85.9,72.46
119,06/07/23 12:00:00 PM,103.8,87.3,73.38
120,06/07/23 01:00:00 PM,105.1,88.7,74.48
121,06/07/23 02:00:00 PM,106.2,89.8,75.54
122,06/07/23 03:00:00 PM,107.2,91.2,76.33
123,06/07/23 04:00:00 PM,107.5,91.9,76.55
124,06/07/23 05:00:00 PM,108.2,92.6,76.87
125,06/07/23 06:00:00 PM,108.4,92.6,76.78
126,06/07/23 07:00:00 PM,108.3,93.4,76.41
127,06/07/23 08:00:00 PM,107.7,93.4,75.83
128,06/07/23 09:00:00 PM,107.0,92.7,75.13
129,06/07/23 10:00:00 PM,106.0,90.9,74.37
130,06/07/23 11:00:00 PM,105.1,89.1,73.63
131,06/08/23 12:00:00 AM,104.2,88.1,73.00
132,06/08/23 01:00:00 AM,103.4,86.6,72.39
133,06/08/23 02:00:00 AM,102.7,85.9,71.96
134,06/08/23 03:00:00 AM,102.1,84.5,71.64
135,06/08/23 04:00:00 AM,101.8,84.1,71.35
136,06/08/23 05:00:00 AM,101.2,83.4,71.11
137,06/08/23 06:00:00 AM,100.9,82.7,70.97
138,06/08/23 07:00:00 AM,100.8,82.7,70.95
139,06/08/23 08:00:00 AM,101.0,83.4,71.26
140,06/08/23 09:00:00 AM,101.6,84.1,71.89
141,06/08/23 10:00:00 AM,102.4,85.9,72.88
142,06/08/23 11:00:00 AM,103.7,86.9,74.12
143,06/08/23 12:00:00 PM,105.0,88.7,75.24
144,06/08/23 01:00:00 PM,106.1,89.7,76.33
145,06/08/23 02:00:00 PM,107.5,91.5,77.25
146,06/08/23 03:00:00 PM,108.0,92.6,77.36
147,06/08/23 04:00:00 PM,108.6,93.7,78.06
148,06/08/23 05:00:00 PM,110.5,95.5,78.37
149,06/08/23 06:00:00 PM,109.4,94.7,78.22
150,06/08/23 07:00:00 PM,109.2,95.1,77.81
151,06/08/23 08:00:00 PM,109.0,95.9,77.29
152,06/08/23 09:00:00 PM,108.2,94.8,76.50
153,06/08/23 10:00:00 PM,107.4,93.1,75.70
154,06/08/23 11:00:00 PM,106.3,92.0,74.93
155,06/09/23 12:00:00 AM,105.5,89.8,74.28
156,06/09/23 01:00:00 AM,104.7,88.8,73.72
157,06/09/23 02:00:00 AM,104.0,88.1,73.35
158,06/09/23 03:00:00 AM,103.5,87.0,72.99
159,06/09/23 04:00:00 AM,103.0,86.6,72.70
160,06/09/23 05:00:00 AM,102.5,85.9,72.46
161,06/09/23 06:00:00 AM,143.2,126.6,72.27
162,06/09/23 07:00:00 AM,101.9,84.8,72.23
163,06/09/23 08:00:00 AM,102.1,85.2,72.52
164,06/09/23 09:00:00 AM,102.5,86.2,73.11
165,06/09/23 10:00:00 AM,103.6,88.0,74.12
166,06/09/23 11:00:00 AM,105.2,89.1,75.27
167,06/09/23 12:00:00 PM,105.8,89.7,76.06
168,06/09/23 01:00:00 PM,106.0,90.5,76.24
169,06/09/23 02:00:00 PM,107.3,91.9,77.20
170,06/09/23 03:00:00 PM,107.5,92.2,77.20
171,06/09/23 04:00:00 PM,107.2,92.3,76.71
172,06/09/23 05:00:00 PM,98.4,85.0,75.63
173,06/09/23 06:00:00 PM,98.1,84.0,74.73
174,06/09/23 07:00:00 PM,97.1,82.5,73.85
175,06/09/23 08:00:00 PM,96.2,80.7,73.22
176,06/09/23 09:00:00 PM,97.0,81.1,72.70
177,06/09/23 10:00:00 PM,97.8,81.9,72.23
178,06/09/23 11:00:00 PM,98.2,81.2,71.82
179,06/10/23 12:00:00 AM,98.3,81.2,71.40
180,06/10/23 01:00:00 AM,98.2,80.5,71.02
181,06/10/23 02:00:00 AM,97.9,80.5,70.65
182,06/10/23 03:00:00 AM,97.8,79.8,70.32
183,06/10/23 04:00:00 AM,97.5,79.1,70.03
184,06/10/23 05:00:00 AM,97.3,79.1,69.76
185,06/10/23 06:00:00 AM,97.2,78.7,69.51
186,06/10/23 07:00:00 AM,97.0,78.4,69.46
187,06/10/23 08:00:00 AM,97.5,79.1,69.80
188,06/10/23 09:00:00 AM,98.4,80.5,70.63
189,06/10/23 10:00:00 AM,99.7,82.3,71.80
190,06/10/23 11:00:00 AM,101.1,83.7,73.15
191,06/10/23 12:00:00 PM,102.7,85.4,74.57
192,06/10/23 01:00:00 PM,104.7,87.9,76.15
193,06/10/23 02:00:00 PM,105.0,88.6,76.23
194,06/10/23 03:00:00 PM,106.6,90.4,77.25
195,06/10/23 04:00:00 PM,106.5,90.4,77.34
196,06/10/23 05:00:00 PM,106.2,91.2,76.87
197,06/10/23 06:00:00 PM,106.2,91.5,76.57
198,06/10/23 07:00:00 PM,106.2,91.6,76.26
199,06/10/23 08:00:00 PM,106.1,91.9,75.87
200,06/10/23 09:00:00 PM,105.5,90.5,75.20
201,06/10/23 10:00:00 PM,104.4,89.5,74.59
202,06/10/23 11:00:00 PM,103.8,88.4,74.05
203,06/11/23 12:00:00 AM,103.1,87.3,73.58
204,06/11/23 01:00:00 AM,102.5,86.6,73.17
205,06/11/23 02:00:00 AM,101.8,85.2,72.70
206,06/11/23 03:00:00 AM,101.1,84.1,72.23
207,06/11/23 04:00:00 AM,100.6,83.4,71.82
208,06/11/23 05:00:00 AM,100.0,82.3,71.44
209,06/11/23 06:00:00 AM,99.6,81.6,71.11
210,06/11/23 07:00:00 AM,99.3,81.2,70.97
211,06/11/23 08:00:00 AM,99.5,81.6,71.26
212,06/11/23 09:00:00 AM,100.3,82.6,71.98
213,06/11/23 10:00:00 AM,101.4,84.4,73.06
214,06/11/23 11:00:00 AM,102.7,85.8,74.35
215,06/11/23 12:00:00 PM,103.1,86.5,74.66
216,06/11/23 01:00:00 PM,103.9,88.0,75.34
217,06/11/23 02:00:00 PM,105.1,89.0,76.33
218,06/11/23 03:00:00 PM,105.7,89.7,76.89
219,06/11/23 04:00:00 PM,106.0,90.4,77.32
220,06/11/23 05:00:00 PM,106.7,91.9,77.65
221,06/11/23 06:00:00 PM,107.4,92.2,77.74
222,06/11/23 07:00:00 PM,107.5,92.9,77.72
223,06/11/23 08:00:00 PM,107.5,93.3,77.45
224,06/11/23 09:00:00 PM,107.1,93.0,76.86
225,06/11/23 10:00:00 PM,106.6,92.3,76.17
226,06/11/23 11:00:00 PM,105.7,90.9,75.45
227,06/12/23 12:00:00 AM,104.8,89.4,74.82
228,06/12/23 01:00:00 AM,103.9,88.7,74.25
229,06/12/23 02:00:00 AM,103.1,87.3,73.65
230,06/12/23 03:00:00 AM,102.3,86.2,73.17
231,06/12/23 04:00:00 AM,101.9,85.9,72.84
232,06/12/23 05:00:00 AM,101.4,84.4,72.48
233,06/12/23 06:00:00 AM,100.8,83.7,72.14
234,06/12/23 07:00:00 AM,100.6,83.4,72.12
235,06/12/23 08:00:00 AM,101.7,84.4,72.39
236,06/12/23 09:00:00 AM,101.4,84.8,73.06
237,06/12/23 10:00:00 AM,102.2,85.8,73.89
238,06/12/23 11:00:00 AM,103.1,86.9,74.75
239,06/12/23 12:00:00 PM,103.1,86.9,74.88
240,06/12/23 01:00:00 PM,103.9,88.3,75.45
241,06/12/23 02:00:00 PM,103.9,88.3,75.60
242,06/12/23 03:00:00 PM,104.8,89.4,75.99
243,06/12/23 04:00:00 PM,104.9,89.7,76.55
244,06/12/23 05:00:00 PM,105.4,90.4,76.98
245,06/12/23 06:00:00 PM,105.8,91.1,77.22
246,06/12/23 07:00:00 PM,106.4,91.9,77.20
247,06/12/23 08:00:00 PM,106.2,91.9,77.16
248,06/12/23 09:00:00 PM,106.5,92.2,77.09
249,06/12/23 10:00:00 PM,106.2,92.3,76.62
250,06/12/23 11:00:00 PM,106.0,91.9,76.23
251,06/13/23 12:00:00 AM,105.6,91.2,75.90
252,06/13/23 01:00:00 AM,105.4,90.9,75.56
253,06/13/23 02:00:00 AM,105.1,90.5,75.24
254,06/13/23 03:00:00 AM,104.5,89.1,74.97
255,06/13/23 04:00:00 AM,104.0,88.7,74.66
256,06/13/23 05:00:00 AM,103.3,87.6,74.34
257,06/13/23 06:00:00 AM,102.8,87.3,74.01
258,06/13/23 07:00:00 AM,102.6,86.6,73.94
259,06/13/23 08:00:00 AM,102.8,87.3,74.17
260,06/13/23 09:00:00 AM,103.1,87.6,74.59
261,06/13/23 10:00:00 AM,103.5,88.3,75.13
262,06/13/23 11:00:00 AM,104.1,88.7,75.79
263,06/13/23 12:00:00 PM,104.5,89.4,76.26
264,06/13/23 01:00:00 PM,105.4,90.4,77.16
265,06/13/23 02:00:00 PM,106.5,92.2,78.19
266,06/13/23 03:00:00 PM,106.9,92.9,78.64
267,06/13/23 04:00:00 PM,107.4,93.6,79.11
268,06/13/23 05:00:00 PM,107.5,93.2,79.34
269,06/13/23 06:00:00 PM,107.4,93.6,79.38
270,06/13/23 07:00:00 PM,107.5,94.0,79.27
271,06/13/23 08:00:00 PM,107.7,94.3,79.14
272,06/13/23 09:00:00 PM,108.2,95.1,79.00
273,06/13/23 10:00:00 PM,108.0,95.1,78.51
274,06/13/23 11:00:00 PM,107.7,94.8,77.95
275,06/14/23 12:00:00 AM,107.3,94.1,77.45
276,06/14/23 01:00:00 AM,106.9,93.4,76.93
277,06/14/23 02:00:00 AM,106.1,92.3,76.26
278,06/14/23 03:00:00 AM,105.6,91.2,75.74
279,06/14/23 04:00:00 AM,104.8,89.8,75.24
280,06/14/23 05:00:00 AM,104.1,88.4,74.73
281,06/14/23 06:00:00 AM,103.7,88.4,74.35
282,06/14/23 07:00:00 AM,103.7,88.0,74.34
283,06/14/23 08:00:00 AM,103.8,88.4,74.59
284,06/14/23 09:00:00 AM,104.3,88.7,75.06
285,06/14/23 10:00:00 AM,104.9,89.4,75.52
286,06/14/23 11:00:00 AM,105.1,90.1,76.06
287,06/14/23 12:00:00 PM,105.5,90.5,76.48
288,06/14/23 01:00:00 PM,105.9,91.5,77.02
289,06/14/23 02:00:00 PM,106.9,92.6,77.97
290,06/14/23 03:00:00 PM,107.3,92.9,78.44
291,06/14/23 04:00:00 PM,107.5,93.6,78.71
292,06/14/23 05:00:00 PM,107.6,94.0,78.91
293,06/14/23 06:00:00 PM,107.5,94.0,78.87
294,06/14/23 07:00:00 PM,108.2,94.7,78.82
295,06/14/23 08:00:00 PM,107.5,94.0,78.67
296,06/14/23 09:00:00 PM,107.9,94.4,78.75
297,06/14/23 10:00:00 PM,96.3,83.5,76.64
298,06/14/23 11:00:00 PM,98.5,85.0,76.06
299,06/15/23 12:00:00 AM,97.8,83.6,75.16
300,06/15/23 01:00:00 AM,96.4,81.4,74.57
301,06/15/23 02:00:00 AM,96.4,81.1,73.98
302,06/15/23 03:00:00 AM,95.6,79.6,73.35
303,06/15/23 04:00:00 AM,95.8,79.3,72.95
304,06/15/23 05:00:00 AM,96.3,79.7,72.54
305,06/15/23 06:00:00 AM,98.9,82.3,72.16
306,06/15/23 07:00:00 AM,97.1,80.1,72.00
307,06/15/23 08:00:00 AM,97.7,80.8,72.19
308,06/15/23 09:00:00 AM,98.6,81.9,72.70
