"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Stopped (LGR S/N: 20342064, SEN S/N: 20342064)","End Of File (LGR S/N: 20342064, SEN S/N: 20342064)"
265,10/15/24 11:00:00 AM,99.8,69.33,,
266,10/15/24 12:00:00 PM,100.9,70.03,,
267,10/15/24 01:00:00 PM,101.2,70.63,,
268,10/15/24 02:00:00 PM,101.5,70.97,,
269,10/15/24 03:00:00 PM,101.9,71.13,,
270,10/15/24 04:00:00 PM,101.9,71.11,,
271,10/15/24 05:00:00 PM,101.9,71.10,,
272,10/15/24 06:00:00 PM,102.6,71.02,,
273,10/15/24 07:00:00 PM,101.9,70.90,,
274,10/15/24 08:00:00 PM,101.9,70.72,,
275,10/15/24 09:00:00 PM,101.6,70.43,,
276,10/15/24 10:00:00 PM,101.2,70.16,,
277,10/15/24 11:00:00 PM,100.9,69.91,,
278,10/16/24 12:00:00 AM,100.9,69.73,,
279,10/16/24 01:00:00 AM,100.9,69.62,,
280,10/16/24 02:00:00 AM,100.5,69.46,,
281,10/16/24 03:00:00 AM,99.8,69.13,,
282,10/16/24 04:00:00 AM,99.5,68.65,,
283,10/16/24 05:00:00 AM,98.8,68.04,,
284,10/16/24 06:00:00 AM,98.1,67.48,,
285,10/16/24 07:00:00 AM,97.4,66.70,,
286,10/16/24 08:00:00 AM,97.0,66.38,,
287,10/16/24 09:00:00 AM,96.3,66.02,,
288,10/16/24 10:00:00 AM,95.9,65.97,,
289,10/16/24 11:00:00 AM,96.3,66.13,,
290,10/16/24 12:00:00 PM,96.3,66.47,,
291,10/16/24 01:00:00 PM,97.0,66.90,,
292,10/16/24 02:00:00 PM,97.4,67.12,,
293,10/16/24 03:00:00 PM,97.4,67.01,,
294,10/16/24 04:00:00 PM,96.3,66.69,,
295,10/16/24 05:00:00 PM,96.3,66.22,,
296,10/16/24 06:00:00 PM,96.7,65.88,,
297,10/16/24 07:00:00 PM,95.6,65.52,,
298,10/16/24 08:00:00 PM,95.6,65.14,,
299,10/16/24 09:00:00 PM,94.9,64.76,,
300,10/16/24 10:00:00 PM,94.6,64.35,,
301,10/16/24 11:00:00 PM,94.2,63.88,,
302,10/17/24 12:00:00 AM,93.5,63.43,,
303,10/17/24 01:00:00 AM,93.2,62.92,,
304,10/17/24 02:00:00 AM,92.5,62.44,,
305,10/17/24 03:00:00 AM,92.1,61.93,,
306,10/17/24 04:00:00 AM,91.4,61.48,,
307,10/17/24 05:00:00 AM,91.1,61.05,,
308,10/17/24 06:00:00 AM,90.7,60.64,,
309,10/17/24 07:00:00 AM,90.4,60.26,,
310,10/17/24 08:00:00 AM,90.0,60.08,,
311,10/17/24 09:00:00 AM,90.0,60.28,,
312,10/17/24 10:00:00 AM,90.7,60.82,,
313,10/17/24 11:00:00 AM,91.4,61.59,,
314,10/17/24 12:00:00 PM,92.1,62.60,,
315,10/17/24 01:00:00 PM,93.1,63.50,,
316,10/17/24 02:00:00 PM,93.5,64.00,,
317,10/17/24 03:00:00 PM,93.8,64.15,,
318,10/17/24 04:00:00 PM,93.5,63.88,,
319,10/17/24 05:00:00 PM,93.5,63.48,,
320,10/17/24 06:00:00 PM,92.4,63.07,,
321,10/17/24 07:00:00 PM,92.1,62.56,,
322,10/17/24 08:00:00 PM,92.1,62.15,,
323,10/17/24 09:00:00 PM,91.4,61.81,,
324,10/17/24 10:00:00 PM,91.4,61.54,,
325,10/17/24 11:00:00 PM,91.0,61.23,,
326,10/18/24 12:00:00 AM,90.7,60.98,,
327,10/18/24 01:00:00 AM,90.3,60.80,,
328,10/18/24 02:00:00 AM,90.3,60.53,,
329,10/18/24 03:00:00 AM,89.6,60.22,,
330,10/18/24 04:00:00 AM,89.6,59.95,,
331,10/18/24 05:00:00 AM,89.7,59.70,,
332,10/18/24 06:00:00 AM,88.9,59.45,,
333,10/18/24 07:00:00 AM,88.9,59.25,,
334,10/18/24 08:00:00 AM,88.6,59.27,,
335,10/18/24 09:00:00 AM,88.9,59.59,,
336,10/18/24 10:00:00 AM,90.0,60.42,,
337,10/18/24 11:00:00 AM,91.0,61.52,,
338,10/18/24 12:00:00 PM,92.1,62.98,,
339,10/18/24 01:00:00 PM,93.5,64.24,,
340,10/18/24 02:00:00 PM,93.8,64.87,,
341,10/18/24 03:00:00 PM,94.5,65.32,,
342,10/18/24 04:00:00 PM,94.5,65.32,,
343,10/18/24 05:00:00 PM,94.5,65.12,,
344,10/18/24 06:00:00 PM,94.2,64.69,,
345,10/18/24 07:00:00 PM,93.8,64.31,,
346,10/18/24 08:00:00 PM,93.5,64.00,,
347,10/18/24 09:00:00 PM,93.5,63.75,,
348,10/18/24 10:00:00 PM,93.5,63.64,,
349,10/18/24 11:00:00 PM,93.1,63.54,,
350,10/19/24 12:00:00 AM,93.1,63.41,,
351,10/19/24 01:00:00 AM,93.1,63.30,,
352,10/19/24 02:00:00 AM,92.4,63.12,,
353,10/19/24 03:00:00 AM,92.1,62.89,,
354,10/19/24 04:00:00 AM,92.1,62.74,,
355,10/19/24 05:00:00 AM,91.7,62.58,,
356,10/19/24 06:00:00 AM,91.7,62.47,,
357,10/19/24 07:00:00 AM,91.4,62.35,,
358,10/19/24 08:00:00 AM,91.3,62.42,,
359,10/19/24 09:00:00 AM,92.1,62.83,,
360,10/19/24 10:00:00 AM,92.4,63.64,,
361,10/19/24 11:00:00 AM,93.4,64.54,,
362,10/19/24 12:00:00 PM,94.5,65.50,,
363,10/19/24 01:00:00 PM,95.2,66.69,,
364,10/19/24 02:00:00 PM,96.2,67.64,,
365,10/19/24 03:00:00 PM,96.2,67.62,,
366,10/19/24 04:00:00 PM,96.2,67.64,,
367,10/19/24 05:00:00 PM,96.2,67.51,,
368,10/19/24 06:00:00 PM,96.2,67.21,,
369,10/19/24 07:00:00 PM,95.5,66.54,,
370,10/19/24 08:00:00 PM,95.2,66.06,,
371,10/19/24 09:00:00 PM,94.5,65.71,,
372,10/19/24 10:00:00 PM,94.1,65.46,,
373,10/19/24 11:00:00 PM,94.1,65.19,,
374,10/20/24 12:00:00 AM,93.8,64.94,,
375,10/20/24 01:00:00 AM,93.4,64.65,,
376,10/20/24 02:00:00 AM,93.4,64.45,,
377,10/20/24 03:00:00 AM,93.5,64.31,,
378,10/20/24 04:00:00 AM,93.1,64.20,,
379,10/20/24 05:00:00 AM,92.7,64.06,,
380,10/20/24 06:00:00 AM,92.7,63.91,,
381,10/20/24 07:00:00 AM,92.0,63.72,,
382,10/20/24 08:00:00 AM,92.0,63.57,,
383,10/20/24 09:00:00 AM,92.0,63.79,,
384,10/20/24 10:00:00 AM,92.4,64.31,,
385,10/20/24 11:00:00 AM,93.4,65.16,,
386,10/20/24 12:00:00 PM,94.1,66.22,,
387,10/20/24 01:00:00 PM,95.1,67.23,,
388,10/20/24 02:00:00 PM,96.2,68.02,,
389,10/20/24 03:00:00 PM,96.2,68.32,,
390,10/20/24 04:00:00 PM,96.9,68.58,,
391,10/20/24 05:00:00 PM,96.2,68.59,,
392,10/20/24 06:00:00 PM,96.2,68.43,,
393,10/20/24 07:00:00 PM,96.2,68.13,,
394,10/20/24 08:00:00 PM,95.8,67.82,,
395,10/20/24 09:00:00 PM,95.5,67.42,,
396,10/20/24 10:00:00 PM,94.8,66.87,,
397,10/20/24 11:00:00 PM,94.4,66.43,,
398,10/21/24 12:00:00 AM,94.1,65.98,,
399,10/21/24 01:00:00 AM,93.8,65.53,,
400,10/21/24 02:00:00 AM,93.0,65.01,,
401,10/21/24 03:00:00 AM,92.3,64.53,,
402,10/21/24 04:00:00 AM,92.0,64.13,,
403,10/21/24 05:00:00 AM,91.3,63.70,,
404,10/21/24 06:00:00 AM,90.9,63.28,,
405,10/21/24 07:00:00 AM,90.2,62.94,,
406,10/21/24 08:00:00 AM,90.2,62.78,,
407,10/21/24 09:00:00 AM,90.6,63.09,,
408,10/21/24 10:00:00 AM,91.3,63.93,,
409,10/21/24 11:00:00 AM,91.9,64.89,,
410,10/21/24 12:00:00 PM,93.0,66.15,,
411,10/21/24 01:00:00 PM,94.4,67.46,,
412,10/21/24 02:00:00 PM,95.4,68.40,,
413,10/21/24 03:00:00 PM,96.1,69.10,,
414,10/21/24 04:00:00 PM,96.1,69.42,,
415,10/21/24 05:00:00 PM,96.8,69.46,,
416,10/21/24 06:00:00 PM,96.9,69.28,,
417,10/21/24 07:00:00 PM,96.1,69.01,,
418,10/21/24 08:00:00 PM,95.8,68.68,,
419,10/21/24 09:00:00 PM,95.4,68.27,,
420,10/21/24 10:00:00 PM,95.1,68.02,,
421,10/21/24 11:00:00 PM,95.1,67.80,,
422,10/22/24 12:00:00 AM,95.1,67.55,,
423,10/22/24 01:00:00 AM,95.1,67.46,,
424,10/22/24 02:00:00 AM,94.8,67.46,,
425,10/22/24 03:00:00 AM,94.4,67.48,,
426,10/22/24 04:00:00 AM,94.4,67.50,,
427,10/22/24 05:00:00 AM,94.7,67.50,,
428,10/22/24 06:00:00 AM,94.0,67.48,,
429,10/22/24 07:00:00 AM,94.4,67.42,,
430,10/22/24 08:00:00 AM,94.4,67.51,,
431,10/22/24 09:00:00 AM,94.4,67.75,,
432,10/22/24 10:00:00 AM,94.7,68.32,,
433,10/22/24 11:00:00 AM,95.8,69.17,,
434,10/22/24 12:00:00 PM,96.1,69.85,,
435,10/22/24 01:00:00 PM,97.1,70.68,,
436,10/22/24 02:00:00 PM,97.8,71.51,,
437,10/22/24 03:00:00 PM,98.5,71.80,,
438,10/22/24 04:00:00 PM,98.5,71.91,,
439,10/22/24 05:00:00 PM,98.5,71.89,,
440,10/22/24 06:00:00 PM,98.2,71.60,,
441,10/22/24 07:00:00 PM,98.2,71.29,,
442,10/22/24 08:00:00 PM,97.9,70.92,,
443,10/22/24 09:00:00 PM,97.1,70.50,,
444,10/22/24 10:00:00 PM,97.2,70.14,,
445,10/22/24 11:00:00 PM,96.5,69.78,,
446,10/23/24 12:00:00 AM,96.1,69.46,,
447,10/23/24 01:00:00 AM,96.1,69.15,,
448,10/23/24 02:00:00 AM,95.8,68.83,,
449,10/23/24 03:00:00 AM,95.1,68.54,,
450,10/23/24 04:00:00 AM,95.1,68.25,,
451,10/23/24 05:00:00 AM,94.4,68.02,,
452,10/23/24 06:00:00 AM,94.4,67.84,,
453,10/23/24 07:00:00 AM,94.7,67.69,,
454,10/23/24 08:00:00 AM,94.0,67.66,,
455,10/23/24 09:00:00 AM,94.0,67.77,,
456,10/23/24 10:00:00 AM,94.0,68.18,,
457,10/23/24 11:00:00 AM,95.0,68.88,,
458,10/23/24 12:00:00 PM,95.7,69.84,,
459,10/23/24 01:00:00 PM,96.0,70.54,,
460,10/23/24 02:00:00 PM,97.1,71.20,,
461,10/23/24 03:00:00 PM,97.5,71.58,,
462,10/23/24 04:00:00 PM,99.6,71.76,,
463,10/23/24 05:00:00 PM,97.4,71.96,,
464,10/23/24 06:00:00 PM,97.4,71.83,,
465,10/23/24 07:00:00 PM,96.7,71.47,,
466,10/23/24 08:00:00 PM,96.4,70.99,,
467,10/23/24 09:00:00 PM,96.0,70.47,,
468,10/23/24 10:00:00 PM,95.0,69.94,,
469,10/23/24 11:00:00 PM,95.0,69.39,,
470,10/24/24 12:00:00 AM,93.9,68.81,,
471,10/24/24 01:00:00 AM,93.6,68.20,,
472,10/24/24 02:00:00 AM,92.9,67.64,,
473,10/24/24 03:00:00 AM,92.6,67.19,,
474,10/24/24 04:00:00 AM,91.8,66.72,,
475,10/24/24 05:00:00 AM,91.5,66.29,,
476,10/24/24 06:00:00 AM,90.8,65.82,,
477,10/24/24 07:00:00 AM,90.4,65.43,,
478,10/24/24 08:00:00 AM,90.1,65.30,,
479,10/24/24 09:00:00 AM,90.8,65.79,,
480,10/24/24 10:00:00 AM,91.1,66.78,,
481,10/24/24 11:00:00 AM,91.8,67.55,,
482,10/24/24 12:00:00 PM,92.8,68.50,,
483,10/24/24 01:00:00 PM,93.5,69.21,,
484,10/24/24 02:00:00 PM,94.2,70.09,,
485,10/24/24 03:00:00 PM,94.9,70.74,,
486,10/24/24 04:00:00 PM,95.3,71.26,,
487,10/24/24 05:00:00 PM,96.0,71.55,,
488,10/24/24 06:00:00 PM,95.6,71.47,,
489,10/24/24 07:00:00 PM,94.9,71.06,,
490,10/24/24 08:00:00 PM,94.9,70.57,,
491,10/24/24 09:00:00 PM,94.2,70.05,,
492,10/24/24 10:00:00 PM,93.9,69.55,,
493,10/24/24 11:00:00 PM,93.2,69.03,,
494,10/25/24 12:00:00 AM,92.5,68.52,,
495,10/25/24 01:00:00 AM,91.8,68.04,,
496,10/25/24 02:00:00 AM,91.8,67.53,,
497,10/25/24 03:00:00 AM,91.1,67.08,,
498,10/25/24 04:00:00 AM,90.7,66.61,,
499,10/25/24 05:00:00 AM,90.4,66.22,,
500,10/25/24 06:00:00 AM,89.7,65.84,,
501,10/25/24 07:00:00 AM,89.3,65.46,,
502,10/25/24 08:00:00 AM,89.3,65.37,,
503,10/25/24 09:00:00 AM,89.7,65.95,,
504,10/25/24 09:56:20 AM,,,Logged,Logged
