"Plot Title: Bradford_9cond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10922244, SEN S/N: 10922244)","Temp, °F (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Detached (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Attached (LGR S/N: 10922244, SEN S/N: 10922244)","Stopped (LGR S/N: 10922244, SEN S/N: 10922244)","End Of File (LGR S/N: 10922244, SEN S/N: 10922244)"
1,08/13/25 12:00:00 PM,5.7,93.31,Logged,,,
2,08/13/25 01:00:00 PM,1.5,93.74,,,,
3,08/13/25 02:00:00 PM,5.7,91.15,,,,
4,08/13/25 03:00:00 PM,1.5,82.76,,,,
5,08/13/25 04:00:00 PM,1.5,86.00,,,,
6,08/13/25 05:00:00 PM,1.5,89.73,,,,
7,08/13/25 06:00:00 PM,5.7,87.76,,,,
8,08/13/25 07:00:00 PM,1.5,84.51,,,,
9,08/13/25 08:00:00 PM,1.5,81.32,,,,
10,08/13/25 09:00:00 PM,1.5,79.97,,,,
11,08/13/25 10:00:00 PM,1.5,78.94,,,,
12,08/13/25 11:00:00 PM,1.5,77.61,,,,
13,08/14/25 12:00:00 AM,1.5,77.81,,,,
14,08/14/25 01:00:00 AM,1.5,76.84,,,,
15,08/14/25 02:00:00 AM,1.5,76.23,,,,
16,08/14/25 03:00:00 AM,1.5,75.79,,,,
17,08/14/25 04:00:00 AM,5.8,75.27,,,,
18,08/14/25 05:00:00 AM,1.5,75.00,,,,
19,08/14/25 06:00:00 AM,1.5,75.18,,,,
20,08/14/25 07:00:00 AM,1.5,76.26,,,,
21,08/14/25 08:00:00 AM,1.5,80.53,,,,
22,08/14/25 09:00:00 AM,1.5,85.32,,,,
23,08/14/25 10:00:00 AM,1.5,88.84,,,,
24,08/14/25 11:00:00 AM,1.5,93.11,,,,
25,08/14/25 12:00:00 PM,1.5,92.07,,,,
26,08/14/25 01:00:00 PM,1.5,93.09,,,,
27,08/14/25 02:00:00 PM,1.5,94.19,,,,
28,08/14/25 03:00:00 PM,5.7,92.80,,,,
29,08/14/25 04:00:00 PM,1.5,97.34,,,,
30,08/14/25 05:00:00 PM,1.1,94.87,,,,
31,08/14/25 06:00:00 PM,1.5,90.57,,,,
32,08/14/25 07:00:00 PM,1.5,87.12,,,,
33,08/14/25 08:00:00 PM,1.5,83.21,,,,
34,08/14/25 09:00:00 PM,1.5,81.07,,,,
35,08/14/25 10:00:00 PM,5.8,79.70,,,,
36,08/14/25 11:00:00 PM,1.5,78.58,,,,
37,08/15/25 12:00:00 AM,1.5,77.45,,,,
38,08/15/25 01:00:00 AM,1.5,76.62,,,,
39,08/15/25 02:00:00 AM,1.5,75.85,,,,
40,08/15/25 03:00:00 AM,1.5,75.13,,,,
41,08/15/25 04:00:00 AM,1.5,74.62,,,,
42,08/15/25 05:00:00 AM,5.8,74.28,,,,
43,08/15/25 06:00:00 AM,1.5,73.92,,,,
44,08/15/25 07:00:00 AM,5.8,75.11,,,,
45,08/15/25 08:00:00 AM,1.5,79.74,,,,
46,08/15/25 09:00:00 AM,1.5,84.85,,,,
47,08/15/25 10:00:00 AM,1.5,90.36,,,,
48,08/15/25 11:00:00 AM,1.5,95.47,,,,
49,08/15/25 12:00:00 PM,1.5,92.79,,,,
50,08/15/25 01:00:00 PM,5.7,93.97,,,,
51,08/15/25 02:00:00 PM,1.5,92.03,,,,
52,08/15/25 03:00:00 PM,1.5,91.71,,,,
53,08/15/25 04:00:00 PM,6.9,83.21,,,,
54,08/15/25 05:00:00 PM,5.8,80.06,,,,
55,08/15/25 06:00:00 PM,7.7,81.32,,,,
56,08/15/25 07:00:00 PM,7.7,80.98,,,,
57,08/15/25 08:00:00 PM,7.3,79.90,,,,
58,08/15/25 09:00:00 PM,6.9,77.50,,,,
59,08/15/25 10:00:00 PM,7.0,76.98,,,,
60,08/15/25 11:00:00 PM,6.6,76.73,,,,
61,08/16/25 12:00:00 AM,6.6,76.41,,,,
62,08/16/25 01:00:00 AM,6.6,76.42,,,,
63,08/16/25 02:00:00 AM,6.2,75.51,,,,
64,08/16/25 03:00:00 AM,5.4,75.15,,,,
65,08/16/25 04:00:00 AM,5.4,74.77,,,,
66,08/16/25 05:00:00 AM,5.4,74.71,,,,
67,08/16/25 06:00:00 AM,5.0,74.12,,,,
68,08/16/25 07:00:00 AM,4.6,74.70,,,,
69,08/16/25 08:00:00 AM,5.4,77.67,,,,
70,08/16/25 09:00:00 AM,4.2,80.19,,,,
71,08/16/25 10:00:00 AM,1.5,84.65,,,,
72,08/16/25 11:00:00 AM,1.5,90.55,,,,
73,08/16/25 12:00:00 PM,5.7,90.81,,,,
74,08/16/25 01:00:00 PM,1.5,92.07,,,,
75,08/16/25 02:00:00 PM,1.5,91.87,,,,
76,08/16/25 03:00:00 PM,5.8,85.28,,,,
77,08/16/25 04:00:00 PM,1.9,76.80,,,,
78,08/16/25 05:00:00 PM,2.3,76.64,,,,
79,08/16/25 06:00:00 PM,1.5,76.62,,,,
80,08/16/25 07:00:00 PM,1.9,76.64,,,,
81,08/16/25 08:00:00 PM,1.9,76.48,,,,
82,08/16/25 09:00:00 PM,1.9,76.12,,,,
83,08/16/25 10:00:00 PM,1.9,76.71,,,,
84,08/16/25 11:00:00 PM,1.9,76.08,,,,
85,08/17/25 12:00:00 AM,1.9,75.36,,,,
86,08/17/25 01:00:00 AM,1.9,74.62,,,,
87,08/17/25 02:00:00 AM,1.9,74.34,,,,
88,08/17/25 03:00:00 AM,1.9,73.96,,,,
89,08/17/25 04:00:00 AM,1.9,74.19,,,,
90,08/17/25 05:00:00 AM,1.9,74.41,,,,
91,08/17/25 06:00:00 AM,1.9,74.57,,,,
92,08/17/25 07:00:00 AM,1.9,75.06,,,,
93,08/17/25 08:00:00 AM,1.9,76.19,,,,
94,08/17/25 09:00:00 AM,1.9,77.76,,,,
95,08/17/25 10:00:00 AM,2.7,79.11,,,,
96,08/17/25 11:00:00 AM,2.7,80.98,,,,
97,08/17/25 12:00:00 PM,1.5,82.20,,,,
98,08/17/25 01:00:00 PM,5.7,86.59,,,,
99,08/17/25 02:00:00 PM,1.5,86.00,,,,
100,08/17/25 03:00:00 PM,1.5,85.96,,,,
101,08/17/25 04:00:00 PM,1.5,88.34,,,,
102,08/17/25 05:00:00 PM,1.5,85.57,,,,
103,08/17/25 06:00:00 PM,1.5,83.52,,,,
104,08/17/25 07:00:00 PM,1.5,81.25,,,,
105,08/17/25 08:00:00 PM,5.8,79.75,,,,
106,08/17/25 09:00:00 PM,1.5,78.76,,,,
107,08/17/25 10:00:00 PM,1.5,76.77,,,,
108,08/17/25 11:00:00 PM,1.5,75.97,,,,
109,08/18/25 12:00:00 AM,2.7,75.25,,,,
110,08/18/25 01:00:00 AM,1.5,74.68,,,,
111,08/18/25 02:00:00 AM,1.5,74.12,,,,
112,08/18/25 03:00:00 AM,1.5,73.60,,,,
113,08/18/25 04:00:00 AM,5.8,73.60,,,,
114,08/18/25 05:00:00 AM,5.8,74.05,,,,
115,08/18/25 06:00:00 AM,1.5,73.69,,,,
116,08/18/25 07:00:00 AM,1.5,74.57,,,,
117,08/18/25 08:00:00 AM,1.5,78.01,,,,
118,08/18/25 09:00:00 AM,1.5,81.70,,,,
119,08/18/25 10:00:00 AM,1.5,85.80,,,,
120,08/18/25 11:00:00 AM,1.5,91.24,,,,
121,08/18/25 12:00:00 PM,5.7,90.00,,,,
122,08/18/25 01:00:00 PM,1.5,89.83,,,,
123,08/18/25 02:00:00 PM,5.7,88.18,,,,
124,08/18/25 03:00:00 PM,1.5,86.07,,,,
125,08/18/25 04:00:00 PM,1.5,90.84,,,,
126,08/18/25 05:00:00 PM,5.7,87.03,,,,
127,08/18/25 06:00:00 PM,1.5,84.22,,,,
128,08/18/25 07:00:00 PM,1.5,80.96,,,,
129,08/18/25 08:00:00 PM,1.5,79.70,,,,
130,08/18/25 09:00:00 PM,1.5,78.60,,,,
131,08/18/25 10:00:00 PM,1.5,77.79,,,,
132,08/18/25 11:00:00 PM,1.1,77.00,,,,
133,08/19/25 12:00:00 AM,1.5,76.37,,,,
134,08/19/25 01:00:00 AM,1.5,75.94,,,,
135,08/19/25 02:00:00 AM,1.5,75.42,,,,
136,08/19/25 03:00:00 AM,1.5,75.20,,,,
137,08/19/25 04:00:00 AM,1.5,75.27,,,,
138,08/19/25 05:00:00 AM,5.8,74.62,,,,
139,08/19/25 06:00:00 AM,1.5,74.25,,,,
140,08/19/25 07:00:00 AM,1.5,74.79,,,,
141,08/19/25 08:00:00 AM,5.8,78.62,,,,
142,08/19/25 09:00:00 AM,1.5,82.78,,,,
143,08/19/25 10:00:00 AM,1.5,87.75,,,,
144,08/19/25 11:00:00 AM,1.5,92.16,,,,
145,08/19/25 12:00:00 PM,1.5,89.83,,,,
146,08/19/25 01:00:00 PM,1.5,88.03,,,,
147,08/19/25 02:00:00 PM,1.5,89.71,,,,
148,08/19/25 03:00:00 PM,1.5,83.12,,,,
149,08/19/25 04:00:00 PM,1.5,85.42,,,,
150,08/19/25 05:00:00 PM,5.8,83.88,,,,
151,08/19/25 06:00:00 PM,5.8,83.77,,,,
152,08/19/25 07:00:00 PM,2.3,79.59,,,,
153,08/19/25 08:00:00 PM,3.1,76.98,,,,
