"Plot Title: Bradford_3con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Detached (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Attached (LGR S/N: 10778446, SEN S/N: 10778446)","Stopped (LGR S/N: 10778446, SEN S/N: 10778446)","End Of File (LGR S/N: 10778446, SEN S/N: 10778446)"
1,06/20/24 12:00:00 PM,3.6,2.1,89.92,Logged,,,
2,06/20/24 01:00:00 PM,3.5,2.1,91.65,,,,
3,06/20/24 02:00:00 PM,3.6,2.1,92.35,,,,
4,06/20/24 03:00:00 PM,3.5,2.1,91.27,,,,
5,06/20/24 04:00:00 PM,2.2,0.6,90.07,,,,
6,06/20/24 05:00:00 PM,3.6,2.1,86.74,,,,
7,06/20/24 06:00:00 PM,2.3,2.1,85.30,,,,
8,06/20/24 07:00:00 PM,3.6,2.1,82.74,,,,
9,06/20/24 08:00:00 PM,3.5,2.1,79.92,,,,
10,06/20/24 09:00:00 PM,3.5,2.2,76.80,,,,
11,06/20/24 10:00:00 PM,3.6,2.2,74.57,,,,
12,06/20/24 11:00:00 PM,2.3,2.2,73.00,,,,
13,06/21/24 12:00:00 AM,3.6,2.2,71.71,,,,
14,06/21/24 01:00:00 AM,3.6,2.2,70.74,,,,
15,06/21/24 02:00:00 AM,3.6,2.2,70.09,,,,
16,06/21/24 03:00:00 AM,3.5,2.2,70.38,,,,
17,06/21/24 04:00:00 AM,3.6,9.5,70.03,,,,
18,06/21/24 05:00:00 AM,3.6,2.2,70.39,,,,
19,06/21/24 06:00:00 AM,3.6,2.2,70.88,,,,
20,06/21/24 07:00:00 AM,10.2,2.2,73.40,,,,
21,06/21/24 08:00:00 AM,3.5,2.1,78.91,,,,
22,06/21/24 09:00:00 AM,3.6,2.1,81.30,,,,
23,06/21/24 10:00:00 AM,3.6,2.1,85.41,,,,
24,06/21/24 11:00:00 AM,2.2,2.1,86.67,,,,
25,06/21/24 12:00:00 PM,2.2,2.1,89.53,,,,
26,06/21/24 01:00:00 PM,2.2,2.1,92.46,,,,
27,06/21/24 02:00:00 PM,3.5,2.1,95.05,,,,
28,06/21/24 03:00:00 PM,3.6,2.1,92.57,,,,
29,06/21/24 04:00:00 PM,3.6,2.1,89.74,,,,
30,06/21/24 05:00:00 PM,3.6,2.1,88.27,,,,
31,06/21/24 06:00:00 PM,3.6,2.1,83.70,,,,
32,06/21/24 07:00:00 PM,3.5,2.1,84.15,,,,
33,06/21/24 08:00:00 PM,2.3,2.1,82.26,,,,
34,06/21/24 09:00:00 PM,3.6,2.1,80.83,,,,
35,06/21/24 10:00:00 PM,2.2,2.1,80.17,,,,
