"Plot Title: Bradford_9_cond_replace"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342065, SEN S/N: 20342065)","Temp, °F (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Detached (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Attached (LGR S/N: 20342065, SEN S/N: 20342065)","Stopped (LGR S/N: 20342065, SEN S/N: 20342065)","End Of File (LGR S/N: 20342065, SEN S/N: 20342065)"
1,08/23/24 02:00:00 PM,176.2,76.69,Logged,,,
2,08/23/24 03:00:00 PM,176.2,76.71,,,,
3,08/23/24 04:00:00 PM,176.2,76.71,,,,
4,08/23/24 05:00:00 PM,175.1,76.48,,,,
5,08/23/24 06:00:00 PM,174.7,76.32,,,,
6,08/23/24 07:00:00 PM,174.8,76.15,,,,
7,08/23/24 08:00:00 PM,175.9,75.99,,,,
8,08/23/24 09:00:00 PM,175.9,75.87,,,,
9,08/23/24 10:00:00 PM,175.5,75.76,,,,
10,08/23/24 11:00:00 PM,176.3,75.67,,,,
11,08/24/24 12:00:00 AM,176.3,75.54,,,,
12,08/24/24 01:00:00 AM,175.6,75.42,,,,
13,08/24/24 02:00:00 AM,175.2,75.31,,,,
14,08/24/24 03:00:00 AM,174.9,75.22,,,,
15,08/24/24 04:00:00 AM,175.2,75.11,,,,
16,08/24/24 05:00:00 AM,174.9,74.98,,,,
17,08/24/24 06:00:00 AM,174.9,74.84,,,,
18,08/24/24 07:00:00 AM,174.9,74.73,,,,
19,08/24/24 08:00:00 AM,174.9,74.70,,,,
20,08/24/24 09:00:00 AM,175.6,74.82,,,,
21,08/24/24 10:00:00 AM,176.3,75.09,,,,
22,08/24/24 11:00:00 AM,177.0,75.42,,,,
23,08/24/24 12:00:00 PM,177.7,75.83,,,,
24,08/24/24 01:00:00 PM,179.1,76.33,,,,
25,08/24/24 02:00:00 PM,179.8,76.75,,,,
26,08/24/24 03:00:00 PM,180.9,77.20,,,,
27,08/24/24 04:00:00 PM,181.2,77.43,,,,
28,08/24/24 05:00:00 PM,181.2,77.47,,,,
29,08/24/24 06:00:00 PM,181.2,77.29,,,,
30,08/24/24 07:00:00 PM,181.3,77.00,,,,
31,08/24/24 08:00:00 PM,180.2,76.77,,,,
32,08/24/24 09:00:00 PM,180.2,76.55,,,,
33,08/24/24 10:00:00 PM,179.5,76.39,,,,
34,08/24/24 11:00:00 PM,179.5,76.26,,,,
35,08/25/24 12:00:00 AM,179.5,76.17,,,,
36,08/25/24 01:00:00 AM,179.5,76.10,,,,
37,08/25/24 02:00:00 AM,179.2,75.97,,,,
38,08/25/24 03:00:00 AM,178.8,75.87,,,,
39,08/25/24 04:00:00 AM,179.2,75.74,,,,
40,08/25/24 05:00:00 AM,178.5,75.61,,,,
41,08/25/24 06:00:00 AM,178.5,75.51,,,,
42,08/25/24 07:00:00 AM,178.5,75.42,,,,
43,08/25/24 08:00:00 AM,178.9,75.40,,,,
44,08/25/24 09:00:00 AM,179.2,75.52,,,,
45,08/25/24 10:00:00 AM,179.6,75.72,,,,
46,08/25/24 11:00:00 AM,181.0,76.23,,,,
47,08/25/24 12:00:00 PM,181.7,76.60,,,,
48,08/25/24 01:00:00 PM,182.7,76.91,,,,
49,08/25/24 02:00:00 PM,183.8,77.25,,,,
50,08/25/24 03:00:00 PM,184.5,77.56,,,,
51,08/25/24 04:00:00 PM,185.6,77.81,,,,
52,08/25/24 05:00:00 PM,185.5,77.90,,,,
53,08/25/24 06:00:00 PM,185.5,77.88,,,,
54,08/25/24 07:00:00 PM,185.6,77.76,,,,
55,08/25/24 08:00:00 PM,185.6,77.52,,,,
56,08/25/24 09:00:00 PM,185.6,77.36,,,,
57,08/25/24 10:00:00 PM,185.6,77.16,,,,
58,08/25/24 11:00:00 PM,185.3,76.96,,,,
59,08/26/24 12:00:00 AM,184.9,76.77,,,,
60,08/26/24 01:00:00 AM,184.6,76.57,,,,
61,08/26/24 02:00:00 AM,184.6,76.37,,,,
62,08/26/24 03:00:00 AM,184.6,76.15,,,,
63,08/26/24 04:00:00 AM,183.9,75.94,,,,
64,08/26/24 05:00:00 AM,183.6,75.72,,,,
65,08/26/24 06:00:00 AM,183.2,75.52,,,,
66,08/26/24 07:00:00 AM,183.3,75.38,,,,
67,08/26/24 08:00:00 AM,183.3,75.40,,,,
68,08/26/24 09:00:00 AM,183.6,75.54,,,,
69,08/26/24 10:00:00 AM,184.3,75.87,,,,
70,08/26/24 11:00:00 AM,185.3,76.41,,,,
71,08/26/24 12:00:00 PM,186.0,77.04,,,,
72,08/26/24 01:00:00 PM,187.4,77.79,,,,
73,08/26/24 02:00:00 PM,188.8,78.39,,,,
74,08/26/24 03:00:00 PM,189.5,78.80,,,,
75,08/26/24 04:00:00 PM,190.2,79.07,,,,
76,08/26/24 05:00:00 PM,182.9,78.80,,,,
77,08/26/24 06:00:00 PM,181.1,78.35,,,,
78,08/26/24 07:00:00 PM,179.0,77.90,,,,
79,08/26/24 08:00:00 PM,175.0,77.49,,,,
80,08/26/24 09:00:00 PM,175.4,77.27,,,,
81,08/26/24 10:00:00 PM,174.7,77.13,,,,
82,08/26/24 11:00:00 PM,174.7,77.02,,,,
83,08/27/24 12:00:00 AM,174.3,76.89,,,,
84,08/27/24 01:00:00 AM,172.9,76.73,,,,
85,08/27/24 02:00:00 AM,171.1,76.57,,,,
86,08/27/24 03:00:00 AM,170.3,76.39,,,,
87,08/27/24 04:00:00 AM,169.6,76.15,,,,
88,08/27/24 05:00:00 AM,169.3,75.96,,,,
89,08/27/24 06:00:00 AM,168.9,75.76,,,,
90,08/27/24 07:00:00 AM,168.2,75.65,,,,
91,08/27/24 08:00:00 AM,167.9,75.65,,,,
92,08/27/24 09:00:00 AM,167.8,75.81,,,,
93,08/27/24 10:00:00 AM,168.5,76.05,,,,
94,08/27/24 11:00:00 AM,168.5,76.44,,,,
95,08/27/24 12:00:00 PM,168.8,76.77,,,,
96,08/27/24 01:00:00 PM,168.4,77.22,,,,
97,08/27/24 02:00:00 PM,168.7,77.72,,,,
98,08/27/24 03:00:00 PM,166.9,77.81,,,,
99,08/27/24 04:00:00 PM,166.2,77.74,,,,
100,08/27/24 05:00:00 PM,165.5,77.59,,,,
101,08/27/24 06:00:00 PM,164.7,77.47,,,,
102,08/27/24 07:00:00 PM,164.4,77.43,,,,
103,08/27/24 08:00:00 PM,164.0,77.36,,,,
104,08/27/24 09:00:00 PM,163.7,77.32,,,,
105,08/27/24 10:00:00 PM,163.7,77.27,,,,
106,08/27/24 11:00:00 PM,162.9,77.14,,,,
107,08/28/24 12:00:00 AM,163.0,76.98,,,,
108,08/28/24 01:00:00 AM,162.3,76.82,,,,
109,08/28/24 02:00:00 AM,161.5,76.62,,,,
110,08/28/24 03:00:00 AM,161.2,76.44,,,,
111,08/28/24 04:00:00 AM,161.2,76.28,,,,
