"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,05/01/23 10:00:00 AM,83.5,69.0,66.09
2,05/01/23 11:00:00 AM,85.0,70.0,67.12
3,05/01/23 12:00:00 PM,85.9,71.1,68.05
4,05/01/23 01:00:00 PM,87.0,72.5,69.24
5,05/01/23 02:00:00 PM,88.0,73.2,70.18
6,05/01/23 03:00:00 PM,88.2,73.9,70.70
7,05/01/23 04:00:00 PM,88.6,74.6,70.93
8,05/01/23 05:00:00 PM,88.2,74.6,70.88
9,05/01/23 06:00:00 PM,87.9,74.3,70.39
10,05/01/23 07:00:00 PM,87.5,74.3,70.00
11,05/01/23 08:00:00 PM,87.0,73.2,69.53
12,05/01/23 09:00:00 PM,86.6,72.9,69.06
13,05/01/23 10:00:00 PM,86.4,72.5,68.81
14,05/01/23 11:00:00 PM,86.1,72.2,68.49
15,05/02/23 12:00:00 AM,85.8,71.5,68.22
16,05/02/23 01:00:00 AM,84.8,70.7,67.86
17,05/02/23 02:00:00 AM,85.1,70.4,67.50
18,05/02/23 03:00:00 AM,84.3,69.7,66.96
19,05/02/23 04:00:00 AM,83.9,69.0,66.40
20,05/02/23 05:00:00 AM,83.2,67.9,65.89
21,05/02/23 06:00:00 AM,81.6,66.1,65.50
22,05/02/23 07:00:00 AM,82.8,67.2,65.26
23,05/02/23 08:00:00 AM,82.7,67.2,65.34
24,05/02/23 09:00:00 AM,83.4,67.9,65.53
25,05/02/23 10:00:00 AM,83.9,67.9,66.07
26,05/02/23 11:00:00 AM,84.4,68.6,66.63
27,05/02/23 12:00:00 PM,85.1,70.0,67.24
28,05/02/23 01:00:00 PM,86.1,71.1,68.20
29,05/02/23 02:00:00 PM,87.9,73.2,69.37
30,05/02/23 03:00:00 PM,86.4,71.8,68.97
31,05/02/23 04:00:00 PM,87.0,72.5,69.37
32,05/02/23 05:00:00 PM,87.5,72.9,69.55
33,05/02/23 06:00:00 PM,87.3,73.2,69.58
34,05/02/23 07:00:00 PM,87.4,73.2,69.48
35,05/02/23 08:00:00 PM,87.1,72.9,68.92
36,05/02/23 09:00:00 PM,86.2,72.2,68.27
37,05/02/23 10:00:00 PM,85.8,71.5,67.78
38,05/02/23 11:00:00 PM,85.3,70.4,67.35
