"Plot Title: Bradford_3con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Detached (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Attached (LGR S/N: 10778446, SEN S/N: 10778446)","Stopped (LGR S/N: 10778446, SEN S/N: 10778446)","End Of File (LGR S/N: 10778446, SEN S/N: 10778446)"
1,07/01/25 11:00:00 AM,3.5,2.1,83.82,Logged,,,
2,07/01/25 12:00:00 PM,3.6,2.1,85.15,,,,
3,07/01/25 01:00:00 PM,2.3,2.1,84.78,,,,
4,07/01/25 02:00:00 PM,3.5,2.1,83.82,,,,
5,07/01/25 03:00:00 PM,3.5,2.1,85.39,,,,
6,07/01/25 04:00:00 PM,2.3,2.1,85.06,,,,
7,07/01/25 05:00:00 PM,7.2,2.1,77.65,,,,
8,07/01/25 06:00:00 PM,10.1,2.1,79.52,,,,
9,07/01/25 07:00:00 PM,3.5,2.1,79.99,,,,
10,07/01/25 08:00:00 PM,15.9,9.4,78.31,,,,
11,07/01/25 09:00:00 PM,7.2,2.2,77.16,,,,
12,07/01/25 10:00:00 PM,10.2,2.2,75.94,,,,
13,07/01/25 11:00:00 PM,10.2,9.4,74.71,,,,
14,07/02/25 12:00:00 AM,3.6,9.4,74.01,,,,
15,07/02/25 01:00:00 AM,10.2,2.2,72.86,,,,
16,07/02/25 02:00:00 AM,1.5,2.5,73.69,,,,
17,07/02/25 03:00:00 AM,1.7,20.2,74.19,,,,
18,07/02/25 04:00:00 AM,6.3,2.2,74.14,,,,
19,07/02/25 05:00:00 AM,15.9,9.4,73.92,,,,
20,07/02/25 06:00:00 AM,15.9,9.4,73.80,,,,
21,07/02/25 07:00:00 AM,3.4,9.4,74.93,,,,
22,07/02/25 08:00:00 AM,3.6,2.1,78.22,,,,
23,07/02/25 09:00:00 AM,3.5,2.1,80.02,,,,
24,07/02/25 10:00:00 AM,3.5,2.1,86.94,,,,
25,07/02/25 11:00:00 AM,3.5,2.1,88.16,,,,
26,07/02/25 12:00:00 PM,2.3,0.6,87.82,,,,
27,07/02/25 01:00:00 PM,3.5,2.1,88.81,,,,
28,07/02/25 02:00:00 PM,3.5,2.1,85.01,,,,
29,07/02/25 03:00:00 PM,3.6,9.4,80.94,,,,
30,07/02/25 04:00:00 PM,1.5,2.5,78.08,,,,
31,07/02/25 05:00:00 PM,1.7,1.0,77.99,,,,
32,07/02/25 06:00:00 PM,1.7,2.5,77.95,,,,
33,07/02/25 07:00:00 PM,2.0,2.5,78.37,,,,
34,07/02/25 08:00:00 PM,2.6,9.4,76.80,,,,
35,07/02/25 09:00:00 PM,2.6,9.4,75.69,,,,
36,07/02/25 10:00:00 PM,1.5,2.5,75.49,,,,
37,07/02/25 11:00:00 PM,1.7,1.0,75.24,,,,
38,07/03/25 12:00:00 AM,2.0,2.2,75.76,,,,
39,07/03/25 01:00:00 AM,2.1,1.0,75.47,,,,
40,07/03/25 02:00:00 AM,2.0,1.0,75.63,,,,
41,07/03/25 03:00:00 AM,2.2,2.2,75.63,,,,
42,07/03/25 04:00:00 AM,1.6,2.5,75.18,,,,
43,07/03/25 05:00:00 AM,1.4,2.5,74.62,,,,
44,07/03/25 06:00:00 AM,2.3,1.0,74.77,,,,
45,07/03/25 07:00:00 AM,2.3,1.0,75.61,,,,
46,07/03/25 08:00:00 AM,3.4,9.4,77.76,,,,
47,07/03/25 09:00:00 AM,6.2,2.1,79.86,,,,
48,07/03/25 10:00:00 AM,3.5,9.4,85.69,,,,
