"Plot Title: Bradford_9_cond_replace"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342065, SEN S/N: 20342065)","Temp, °F (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Detached (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Attached (LGR S/N: 20342065, SEN S/N: 20342065)","Stopped (LGR S/N: 20342065, SEN S/N: 20342065)","End Of File (LGR S/N: 20342065, SEN S/N: 20342065)"
1,01/05/24 04:00:00 PM,130.5,52.93,Logged,,,
2,01/05/24 05:00:00 PM,130.9,53.04,,,,
3,01/05/24 06:00:00 PM,130.9,53.06,,,,
4,01/05/24 07:00:00 PM,130.9,52.97,,,,
5,01/05/24 08:00:00 PM,130.5,52.88,,,,
6,01/05/24 09:00:00 PM,130.9,52.92,,,,
7,01/05/24 10:00:00 PM,130.9,52.97,,,,
8,01/05/24 11:00:00 PM,131.2,53.11,,,,
9,01/06/24 12:00:00 AM,131.2,53.35,,,,
10,01/06/24 01:00:00 AM,131.6,53.51,,,,
11,01/06/24 02:00:00 AM,131.9,53.73,,,,
12,01/06/24 03:00:00 AM,132.7,53.87,,,,
13,01/06/24 04:00:00 AM,132.6,54.07,,,,
14,01/06/24 05:00:00 AM,133.0,54.25,,,,
15,01/06/24 06:00:00 AM,129.6,54.64,,,,
16,01/06/24 07:00:00 AM,131.1,55.04,,,,
17,01/06/24 08:00:00 AM,132.2,55.47,,,,
18,01/06/24 09:00:00 AM,132.5,55.83,,,,
19,01/06/24 10:00:00 AM,133.2,56.28,,,,
20,01/06/24 11:00:00 AM,133.9,56.73,,,,
21,01/06/24 12:00:00 PM,134.2,57.18,,,,
22,01/06/24 01:00:00 PM,134.9,57.74,,,,
23,01/06/24 02:00:00 PM,135.6,58.28,,,,
24,01/06/24 03:00:00 PM,136.0,58.91,,,,
25,01/06/24 04:00:00 PM,136.7,59.13,,,,
26,01/06/24 05:00:00 PM,136.7,59.27,,,,
27,01/06/24 06:00:00 PM,136.3,59.20,,,,
28,01/06/24 07:00:00 PM,135.6,58.84,,,,
29,01/06/24 08:00:00 PM,135.6,58.51,,,,
30,01/06/24 09:00:00 PM,134.2,58.28,,,,
31,01/06/24 10:00:00 PM,134.2,58.08,,,,
32,01/06/24 11:00:00 PM,133.5,57.88,,,,
33,01/07/24 12:00:00 AM,133.1,57.69,,,,
34,01/07/24 01:00:00 AM,133.9,57.51,,,,
35,01/07/24 02:00:00 AM,133.9,57.34,,,,
36,01/07/24 03:00:00 AM,133.5,57.20,,,,
37,01/07/24 04:00:00 AM,133.5,57.00,,,,
38,01/07/24 05:00:00 AM,133.2,56.80,,,,
39,01/07/24 06:00:00 AM,132.8,56.70,,,,
40,01/07/24 07:00:00 AM,132.8,56.55,,,,
41,01/07/24 08:00:00 AM,132.5,56.35,,,,
42,01/07/24 09:00:00 AM,132.5,56.23,,,,
43,01/07/24 10:00:00 AM,132.5,56.17,,,,
44,01/07/24 11:00:00 AM,132.5,56.21,,,,
45,01/07/24 12:00:00 PM,132.5,56.35,,,,
46,01/07/24 01:00:00 PM,132.8,56.55,,,,
47,01/07/24 02:00:00 PM,133.2,56.75,,,,
48,01/07/24 03:00:00 PM,133.5,56.89,,,,
49,01/07/24 04:00:00 PM,133.5,56.84,,,,
50,01/07/24 05:00:00 PM,133.2,56.62,,,,
51,01/07/24 06:00:00 PM,132.8,56.32,,,,
52,01/07/24 07:00:00 PM,132.5,55.98,,,,
53,01/07/24 08:00:00 PM,131.4,55.62,,,,
54,01/07/24 09:00:00 PM,131.1,55.35,,,,
55,01/07/24 10:00:00 PM,131.1,55.04,,,,
56,01/07/24 11:00:00 PM,130.4,54.73,,,,
57,01/08/24 12:00:00 AM,130.4,54.45,,,,
58,01/08/24 01:00:00 AM,129.7,54.14,,,,
59,01/08/24 02:00:00 AM,129.3,53.85,,,,
60,01/08/24 03:00:00 AM,129.4,53.64,,,,
61,01/08/24 04:00:00 AM,129.0,53.47,,,,
62,01/08/24 05:00:00 AM,129.0,53.28,,,,
63,01/08/24 06:00:00 AM,128.3,53.13,,,,
64,01/08/24 07:00:00 AM,128.3,52.97,,,,
65,01/08/24 08:00:00 AM,128.3,52.83,,,,
66,01/08/24 09:00:00 AM,127.2,52.75,,,,
67,01/08/24 10:00:00 AM,127.6,52.74,,,,
68,01/08/24 11:00:00 AM,127.6,52.81,,,,
69,01/08/24 12:00:00 PM,128.3,52.93,,,,
70,01/08/24 01:00:00 PM,128.3,53.13,,,,
71,01/08/24 02:00:00 PM,128.3,53.33,,,,
72,01/08/24 03:00:00 PM,129.4,53.44,,,,
73,01/08/24 04:00:00 PM,129.4,53.64,,,,
74,01/08/24 05:00:00 PM,129.7,53.78,,,,
75,01/08/24 06:00:00 PM,129.7,53.91,,,,
76,01/08/24 07:00:00 PM,129.7,53.96,,,,
77,01/08/24 08:00:00 PM,129.7,54.05,,,,
78,01/08/24 09:00:00 PM,130.1,54.10,,,,
79,01/08/24 10:00:00 PM,130.0,54.21,,,,
80,01/08/24 11:00:00 PM,130.8,54.36,,,,
81,01/09/24 12:00:00 AM,130.8,54.46,,,,
82,01/09/24 01:00:00 AM,131.1,54.59,,,,
83,01/09/24 02:00:00 AM,131.5,54.64,,,,
84,01/09/24 03:00:00 AM,131.5,54.73,,,,
85,01/09/24 04:00:00 AM,131.8,54.88,,,,
86,01/09/24 05:00:00 AM,132.6,55.04,,,,
87,01/09/24 06:00:00 AM,132.9,55.27,,,,
88,01/09/24 07:00:00 AM,133.3,55.53,,,,
89,01/09/24 08:00:00 AM,133.6,55.76,,,,
90,01/09/24 09:00:00 AM,134.3,56.17,,,,
91,01/09/24 10:00:00 AM,135.0,56.59,,,,
92,01/09/24 11:00:00 AM,135.7,57.07,,,,
93,01/09/24 12:00:00 PM,136.4,57.61,,,,
94,01/09/24 01:00:00 PM,137.5,58.06,,,,
95,01/09/24 02:00:00 PM,136.0,58.48,,,,
