"Plot Title: Bradford_9_cond_replace"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342065, SEN S/N: 20342065)","Temp, °F (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Detached (LGR S/N: 20342065, SEN S/N: 20342065)","Coupler Attached (LGR S/N: 20342065, SEN S/N: 20342065)","Stopped (LGR S/N: 20342065, SEN S/N: 20342065)","End Of File (LGR S/N: 20342065, SEN S/N: 20342065)"
1,12/13/24 03:00:00 PM,109.6,50.25,Logged,,,
2,12/13/24 04:00:00 PM,111.1,50.65,,,,
3,12/13/24 05:00:00 PM,112.1,51.15,,,,
4,12/13/24 06:00:00 PM,112.5,51.51,,,,
5,12/13/24 07:00:00 PM,113.6,51.87,,,,
6,12/13/24 08:00:00 PM,112.8,52.14,,,,
7,12/13/24 09:00:00 PM,113.9,52.29,,,,
8,12/13/24 10:00:00 PM,114.3,52.38,,,,
9,12/13/24 11:00:00 PM,114.6,52.47,,,,
10,12/14/24 12:00:00 AM,114.6,52.52,,,,
11,12/14/24 01:00:00 AM,114.6,52.52,,,,
12,12/14/24 02:00:00 AM,114.6,52.56,,,,
13,12/14/24 03:00:00 AM,115.0,52.63,,,,
14,12/14/24 04:00:00 AM,115.4,52.74,,,,
15,12/14/24 05:00:00 AM,115.7,52.83,,,,
16,12/14/24 06:00:00 AM,115.7,52.95,,,,
17,12/14/24 07:00:00 AM,115.7,53.08,,,,
18,12/14/24 08:00:00 AM,116.4,53.24,,,,
19,12/14/24 09:00:00 AM,116.8,53.44,,,,
20,12/14/24 10:00:00 AM,116.8,53.83,,,,
21,12/14/24 11:00:00 AM,117.1,54.34,,,,
22,12/14/24 12:00:00 PM,116.3,54.72,,,,
23,12/14/24 01:00:00 PM,117.8,55.15,,,,
24,12/14/24 02:00:00 PM,118.5,55.56,,,,
25,12/14/24 03:00:00 PM,119.2,55.96,,,,
26,12/14/24 04:00:00 PM,119.5,56.28,,,,
27,12/14/24 05:00:00 PM,120.3,56.55,,,,
28,12/14/24 06:00:00 PM,120.6,56.75,,,,
29,12/14/24 07:00:00 PM,121.4,56.86,,,,
30,12/14/24 08:00:00 PM,121.0,56.95,,,,
31,12/14/24 09:00:00 PM,121.3,57.06,,,,
32,12/14/24 10:00:00 PM,122.1,57.16,,,,
33,12/14/24 11:00:00 PM,119.9,57.18,,,,
34,12/15/24 12:00:00 AM,121.7,57.24,,,,
35,12/15/24 01:00:00 AM,122.1,57.22,,,,
36,12/15/24 02:00:00 AM,121.7,57.24,,,,
37,12/15/24 03:00:00 AM,121.7,57.25,,,,
38,12/15/24 04:00:00 AM,122.1,57.25,,,,
39,12/15/24 05:00:00 AM,121.7,57.29,,,,
40,12/15/24 06:00:00 AM,122.1,57.31,,,,
41,12/15/24 07:00:00 AM,122.4,57.31,,,,
42,12/15/24 08:00:00 AM,122.8,57.34,,,,
43,12/15/24 09:00:00 AM,122.4,57.40,,,,
44,12/15/24 10:00:00 AM,122.8,57.54,,,,
45,12/15/24 11:00:00 AM,123.1,57.88,,,,
46,12/15/24 12:00:00 PM,123.8,58.55,,,,
47,12/15/24 01:00:00 PM,115.7,58.82,,,,
48,12/15/24 02:00:00 PM,124.1,58.96,,,,
49,12/15/24 03:00:00 PM,124.9,59.16,,,,
50,12/15/24 04:00:00 PM,125.6,59.40,,,,
51,12/15/24 05:00:00 PM,125.6,59.59,,,,
52,12/15/24 06:00:00 PM,125.9,59.74,,,,
53,12/15/24 07:00:00 PM,125.9,59.83,,,,
54,12/15/24 08:00:00 PM,125.9,59.85,,,,
55,12/15/24 09:00:00 PM,125.9,59.83,,,,
56,12/15/24 10:00:00 PM,125.9,59.74,,,,
57,12/15/24 11:00:00 PM,125.9,59.67,,,,
58,12/16/24 12:00:00 AM,126.0,59.49,,,,
59,12/16/24 01:00:00 AM,125.6,59.29,,,,
60,12/16/24 02:00:00 AM,125.6,59.05,,,,
61,12/16/24 03:00:00 AM,124.9,58.80,,,,
62,12/16/24 04:00:00 AM,124.9,58.60,,,,
63,12/16/24 05:00:00 AM,124.6,58.41,,,,
64,12/16/24 06:00:00 AM,124.6,58.24,,,,
65,12/16/24 07:00:00 AM,124.2,58.08,,,,
66,12/16/24 08:00:00 AM,123.9,58.01,,,,
67,12/16/24 09:00:00 AM,124.2,58.05,,,,
68,12/16/24 10:00:00 AM,124.2,58.17,,,,
69,12/16/24 11:00:00 AM,124.9,58.46,,,,
70,12/16/24 12:00:00 PM,125.2,59.14,,,,
71,12/16/24 01:00:00 PM,125.6,59.22,,,,
72,12/16/24 02:00:00 PM,125.9,59.50,,,,
73,12/16/24 03:00:00 PM,126.7,59.83,,,,
74,12/16/24 04:00:00 PM,127.0,60.03,,,,
75,12/16/24 05:00:00 PM,127.7,60.26,,,,
76,12/16/24 06:00:00 PM,128.1,60.46,,,,
77,12/16/24 07:00:00 PM,128.1,60.67,,,,
78,12/16/24 08:00:00 PM,128.4,60.84,,,,
79,12/16/24 09:00:00 PM,128.8,60.96,,,,
80,12/16/24 10:00:00 PM,128.8,61.05,,,,
81,12/16/24 11:00:00 PM,128.4,61.14,,,,
82,12/17/24 12:00:00 AM,128.8,61.16,,,,
83,12/17/24 01:00:00 AM,128.8,61.20,,,,
84,12/17/24 02:00:00 AM,128.8,61.21,,,,
85,12/17/24 03:00:00 AM,128.8,61.25,,,,
86,12/17/24 04:00:00 AM,128.8,61.25,,,,
87,12/17/24 05:00:00 AM,128.8,61.25,,,,
88,12/17/24 06:00:00 AM,128.8,61.21,,,,
89,12/17/24 07:00:00 AM,129.1,61.21,,,,
90,12/17/24 08:00:00 AM,129.1,61.21,,,,
91,12/17/24 09:00:00 AM,125.8,61.30,,,,
92,12/17/24 10:00:00 AM,127.6,61.45,,,,
93,12/17/24 11:00:00 AM,128.4,61.72,,,,
94,12/17/24 12:00:00 PM,123.9,62.22,,,,
95,12/17/24 01:00:00 PM,129.4,62.76,,,,
96,12/17/24 02:00:00 PM,130.1,62.82,,,,
97,12/17/24 03:00:00 PM,130.5,63.09,,,,
98,12/17/24 04:00:00 PM,131.6,63.18,,,,
99,12/17/24 05:00:00 PM,132.3,63.32,,,,
100,12/17/24 06:00:00 PM,132.6,63.41,,,,
101,12/17/24 07:00:00 PM,133.4,63.50,,,,
102,12/17/24 08:00:00 PM,133.4,63.54,,,,
103,12/17/24 09:00:00 PM,133.4,63.54,,,,
104,12/17/24 10:00:00 PM,133.4,63.45,,,,
105,12/17/24 11:00:00 PM,133.0,63.30,,,,
106,12/18/24 12:00:00 AM,132.7,63.19,,,,
107,12/18/24 01:00:00 AM,132.7,63.09,,,,
108,12/18/24 02:00:00 AM,132.3,62.94,,,,
109,12/18/24 03:00:00 AM,132.3,62.78,,,,
110,12/18/24 04:00:00 AM,131.6,62.64,,,,
111,12/18/24 05:00:00 AM,131.6,62.53,,,,
112,12/18/24 06:00:00 AM,131.6,62.46,,,,
113,12/18/24 07:00:00 AM,131.6,62.38,,,,
114,12/18/24 08:00:00 AM,131.3,62.35,,,,
115,12/18/24 09:00:00 AM,131.2,62.38,,,,
116,12/18/24 10:00:00 AM,131.2,62.51,,,,
117,12/18/24 11:00:00 AM,131.6,62.67,,,,
118,12/18/24 12:00:00 PM,131.9,63.10,,,,
119,12/18/24 01:00:00 PM,132.3,63.30,,,,
120,12/18/24 02:00:00 PM,133.0,63.55,,,,
121,12/18/24 03:00:00 PM,133.4,63.70,,,,
122,12/18/24 04:00:00 PM,133.3,63.82,,,,
123,12/18/24 05:00:00 PM,133.3,63.93,,,,
124,12/18/24 06:00:00 PM,133.3,63.99,,,,
125,12/18/24 07:00:00 PM,133.3,63.99,,,,
126,12/18/24 08:00:00 PM,138.1,63.91,,,,
127,12/18/24 09:00:00 PM,133.3,63.81,,,,
128,12/18/24 10:00:00 PM,133.4,63.64,,,,
129,12/18/24 11:00:00 PM,133.0,63.45,,,,
130,12/19/24 12:00:00 AM,132.3,63.12,,,,
