"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Attached (LGR S/N: 20342071, SEN S/N: 20342071)","Stopped (LGR S/N: 20342071, SEN S/N: 20342071)","End Of File (LGR S/N: 20342071, SEN S/N: 20342071)"
1,01/03/25 11:00:00 AM,47.5,43.5,51.35,,,,
2,01/03/25 11:00:01 AM,,,,Logged,,,
3,01/03/25 11:00:03 AM,,,,,Logged,,
4,01/03/25 11:00:05 AM,,,,Logged,,,
5,01/03/25 11:00:14 AM,,,,,Logged,,
6,01/03/25 11:00:16 AM,,,,Logged,,,
7,01/03/25 11:00:22 AM,,,,,Logged,,
8,01/03/25 11:00:23 AM,,,,Logged,,,
9,01/03/25 11:00:31 AM,,,,,Logged,,
10,01/03/25 11:00:33 AM,,,,Logged,,,
11,01/03/25 11:00:49 AM,,,,,Logged,,
12,01/03/25 11:00:51 AM,,,,Logged,,,
13,01/03/25 11:01:06 AM,,,,,Logged,,
14,01/03/25 11:01:09 AM,,,,Logged,,,
15,01/03/25 11:01:18 AM,,,,,Logged,,
16,01/03/25 11:01:21 AM,,,,Logged,,,
17,01/03/25 11:01:25 AM,,,,,Logged,,
18,01/03/25 11:01:29 AM,,,,Logged,,,
19,01/03/25 11:01:37 AM,,,,,Logged,,
20,01/03/25 11:01:39 AM,,,,Logged,,,
21,01/03/25 11:01:56 AM,,,,,Logged,,
22,01/03/25 11:01:57 AM,,,,Logged,,,
23,01/03/25 11:02:14 AM,,,,,Logged,,
24,01/03/25 11:02:15 AM,,,,Logged,,,
25,01/03/25 11:02:34 AM,,,,,Logged,,
26,01/03/25 11:02:51 AM,,,,Logged,,,
27,01/03/25 11:03:30 AM,,,,,Logged,,
28,01/03/25 11:03:32 AM,,,,Logged,,,
29,01/03/25 11:03:36 AM,,,,,Logged,,
30,01/03/25 11:03:37 AM,,,,Logged,,,
31,01/03/25 11:03:39 AM,,,,,Logged,,
32,01/03/25 11:03:40 AM,,,,Logged,,,
33,01/03/25 11:03:56 AM,,,,,Logged,,
34,01/03/25 11:03:58 AM,,,,Logged,,,
35,01/03/25 11:04:03 AM,,,,,Logged,,
36,01/03/25 11:04:13 AM,,,,Logged,,,
37,01/03/25 11:04:17 AM,,,,,Logged,,
38,01/03/25 11:04:18 AM,,,,Logged,,,
39,01/03/25 11:04:20 AM,,,,,Logged,,
40,01/03/25 11:04:21 AM,,,,Logged,,,
41,01/03/25 11:04:22 AM,,,,,Logged,,
42,01/03/25 11:04:27 AM,,,,Logged,,,
43,01/03/25 11:04:34 AM,,,,,Logged,,
44,01/03/25 11:04:36 AM,,,,Logged,,,
45,01/03/25 11:04:39 AM,,,,,Logged,,
46,01/03/25 11:04:43 AM,,,,Logged,,,
47,01/03/25 11:04:48 AM,,,,,Logged,,
48,01/03/25 11:05:02 AM,,,,Logged,,,
49,01/03/25 11:05:04 AM,,,,,Logged,,
50,01/03/25 11:05:07 AM,,,,Logged,,,
51,01/03/25 11:05:08 AM,,,,,Logged,,
52,01/03/25 11:05:11 AM,,,,Logged,,,
53,01/03/25 11:05:13 AM,,,,,Logged,,
54,01/03/25 11:12:53 AM,,,,Logged,,,
55,01/03/25 11:19:50 AM,,,,,Logged,,
56,01/03/25 11:19:56 AM,,,,Logged,,,
57,01/03/25 11:20:06 AM,,,,,Logged,,
58,01/03/25 11:20:07 AM,,,,Logged,,,
59,01/03/25 11:20:09 AM,,,,,Logged,,
60,01/03/25 11:20:25 AM,,,,Logged,,,
61,01/03/25 11:23:18 AM,,,,,Logged,,
62,01/03/25 11:23:20 AM,,,,Logged,,,
63,01/03/25 11:23:21 AM,,,,,Logged,,
