"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Attached (LGR S/N: 20342071, SEN S/N: 20342071)","Stopped (LGR S/N: 20342071, SEN S/N: 20342071)","End Of File (LGR S/N: 20342071, SEN S/N: 20342071)"
1,03/25/24 10:00:00 AM,0.0,-4.1,64.22,Logged,,,
2,03/25/24 11:00:00 AM,53.8,49.5,62.33,,,,
3,03/25/24 12:00:00 PM,54.4,50.2,63.27,,,,
4,03/25/24 01:00:00 PM,54.9,50.5,63.93,,,,
5,03/25/24 02:00:00 PM,55.4,50.9,64.47,,,,
6,03/25/24 03:00:00 PM,55.7,51.2,64.94,,,,
7,03/25/24 04:00:00 PM,55.9,51.6,65.19,,,,
8,03/25/24 05:00:00 PM,55.9,51.6,65.17,,,,
9,03/25/24 06:00:00 PM,55.7,51.2,65.07,,,,
10,03/25/24 07:00:00 PM,55.5,51.2,64.92,,,,
11,03/25/24 08:00:00 PM,55.4,51.3,64.80,,,,
12,03/25/24 09:00:00 PM,55.2,50.5,64.65,,,,
13,03/25/24 10:00:00 PM,55.1,50.9,64.47,,,,
14,03/25/24 11:00:00 PM,55.0,50.5,64.31,,,,
15,03/26/24 12:00:00 AM,54.8,50.5,64.15,,,,
16,03/26/24 01:00:00 AM,54.7,50.5,64.00,,,,
17,03/26/24 02:00:00 AM,54.6,50.2,63.88,,,,
18,03/26/24 03:00:00 AM,54.6,50.2,63.77,,,,
19,03/26/24 04:00:00 AM,54.6,50.5,63.68,,,,
20,03/26/24 05:00:00 AM,54.5,50.2,63.59,,,,
21,03/26/24 06:00:00 AM,54.4,49.8,63.45,,,,
22,03/26/24 07:00:00 AM,54.2,50.2,63.34,,,,
23,03/26/24 08:00:00 AM,54.3,50.2,63.46,,,,
24,03/26/24 09:00:00 AM,54.7,49.8,63.90,,,,
25,03/26/24 10:00:00 AM,55.1,50.5,64.56,,,,
26,03/26/24 11:00:00 AM,55.8,51.2,65.46,,,,
27,03/26/24 12:00:00 PM,56.3,52.0,66.15,,,,
28,03/26/24 01:00:00 PM,56.7,52.3,66.63,,,,
29,03/26/24 02:00:00 PM,57.1,52.7,67.24,,,,
30,03/26/24 03:00:00 PM,57.6,53.0,67.77,,,,
31,03/26/24 04:00:00 PM,57.8,53.7,68.18,,,,
32,03/26/24 05:00:00 PM,57.9,53.7,68.32,,,,
33,03/26/24 06:00:00 PM,57.8,53.7,68.27,,,,
34,03/26/24 07:00:00 PM,57.8,53.7,68.20,,,,
35,03/26/24 08:00:00 PM,57.7,53.4,68.13,,,,
36,03/26/24 09:00:00 PM,57.5,53.0,68.04,,,,
37,03/26/24 10:00:00 PM,57.4,53.0,67.93,,,,
38,03/26/24 11:00:00 PM,57.4,53.0,67.78,,,,
39,03/27/24 12:00:00 AM,57.3,53.0,67.68,,,,
40,03/27/24 01:00:00 AM,57.1,52.6,67.59,,,,
41,03/27/24 02:00:00 AM,57.0,52.6,67.44,,,,
42,03/27/24 03:00:00 AM,56.9,52.3,67.30,,,,
43,03/27/24 04:00:00 AM,56.8,52.3,67.17,,,,
44,03/27/24 05:00:00 AM,56.7,52.3,67.05,,,,
45,03/27/24 06:00:00 AM,56.8,52.3,66.99,,,,
46,03/27/24 07:00:00 AM,56.7,52.3,66.94,,,,
47,03/27/24 08:00:00 AM,56.7,51.9,66.96,,,,
48,03/27/24 09:00:00 AM,56.9,52.3,66.99,,,,
49,03/27/24 10:00:00 AM,56.8,52.7,66.96,,,,
50,03/27/24 11:00:00 AM,57.2,53.0,67.08,,,,
51,03/27/24 12:00:00 PM,57.2,52.7,67.23,,,,
52,03/27/24 01:00:00 PM,57.2,53.0,67.37,,,,
53,03/27/24 02:00:00 PM,57.2,53.0,67.39,,,,
54,03/27/24 03:00:00 PM,57.2,52.7,67.24,,,,
55,03/27/24 04:00:00 PM,57.3,52.7,67.14,,,,
56,03/27/24 05:00:00 PM,57.1,52.7,67.08,,,,
57,03/27/24 06:00:00 PM,57.3,53.0,67.17,,,,
