"Plot Title: Bradford_6acond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10922244, SEN S/N: 10922244)","Temp, °F (LGR S/N: 10922244, SEN S/N: 10922244)"
1,11/01/23 02:00:00 PM,1.5,69.35
2,11/01/23 03:00:00 PM,1.5,67.77
3,11/01/23 04:00:00 PM,1.5,65.30
4,11/01/23 05:00:00 PM,1.5,61.34
5,11/01/23 06:00:00 PM,5.9,56.10
6,11/01/23 07:00:00 PM,2.7,52.27
7,11/01/23 08:00:00 PM,1.5,50.32
8,11/01/23 09:00:00 PM,1.5,48.09
9,11/01/23 10:00:00 PM,1.5,46.72
10,11/01/23 11:00:00 PM,1.5,46.63
11,11/02/23 12:00:00 AM,1.6,45.68
12,11/02/23 01:00:00 AM,5.9,44.31
13,11/02/23 02:00:00 AM,1.6,43.81
14,11/02/23 03:00:00 AM,1.2,42.87
15,11/02/23 04:00:00 AM,5.9,42.55
16,11/02/23 05:00:00 AM,1.6,42.10
17,11/02/23 06:00:00 AM,1.6,42.24
18,11/02/23 07:00:00 AM,1.6,42.33
19,11/02/23 08:00:00 AM,1.6,45.00
20,11/02/23 09:00:00 AM,1.5,50.54
21,11/02/23 10:00:00 AM,5.9,59.61
22,11/02/23 11:00:00 AM,5.8,77.22
23,11/02/23 12:00:00 PM,1.5,76.57
24,11/02/23 01:00:00 PM,5.8,75.15
25,11/02/23 02:00:00 PM,5.8,73.26
26,11/02/23 03:00:00 PM,1.1,71.53
27,11/02/23 04:00:00 PM,5.8,68.65
28,11/02/23 05:00:00 PM,1.5,64.65
29,11/02/23 06:00:00 PM,5.8,61.57
30,11/02/23 07:00:00 PM,5.9,60.62
31,11/02/23 08:00:00 PM,1.5,59.47
32,11/02/23 09:00:00 PM,1.5,57.47
33,11/02/23 10:00:00 PM,2.7,55.89
34,11/02/23 11:00:00 PM,1.5,54.81
35,11/03/23 12:00:00 AM,1.5,56.07
36,11/03/23 01:00:00 AM,1.5,55.51
37,11/03/23 02:00:00 AM,5.9,54.84
38,11/03/23 03:00:00 AM,1.5,54.95
39,11/03/23 04:00:00 AM,1.5,54.77
40,11/03/23 05:00:00 AM,1.5,54.55
41,11/03/23 06:00:00 AM,5.9,53.80
42,11/03/23 07:00:00 AM,5.9,53.20
43,11/03/23 08:00:00 AM,17.7,54.55
44,11/03/23 09:00:00 AM,1.5,60.19
45,11/03/23 10:00:00 AM,5.8,66.69
46,11/03/23 11:00:00 AM,5.8,81.97
47,11/03/23 12:00:00 PM,1.5,80.42
48,11/03/23 01:00:00 PM,5.8,78.37
49,11/03/23 02:00:00 PM,1.5,76.05
50,11/03/23 03:00:00 PM,1.5,71.74
51,11/03/23 04:00:00 PM,1.5,69.28
52,11/03/23 05:00:00 PM,4.3,64.87
53,11/03/23 06:00:00 PM,5.4,63.93
54,11/03/23 07:00:00 PM,8.6,63.18
55,11/03/23 08:00:00 PM,9.0,63.18
56,11/03/23 09:00:00 PM,3.1,61.16
57,11/03/23 10:00:00 PM,1.5,59.18
58,11/03/23 11:00:00 PM,1.1,59.43
59,11/04/23 12:00:00 AM,17.7,58.62
60,11/04/23 01:00:00 AM,5.9,58.55
61,11/04/23 02:00:00 AM,5.9,57.81
62,11/04/23 03:00:00 AM,5.9,56.66
63,11/04/23 04:00:00 AM,5.9,56.66
64,11/04/23 05:00:00 AM,5.9,56.34
65,11/04/23 06:00:00 AM,5.9,56.55
66,11/04/23 07:00:00 AM,5.9,56.73
67,11/04/23 08:00:00 AM,1.5,58.24
68,11/04/23 09:00:00 AM,1.5,61.72
69,11/04/23 10:00:00 AM,1.5,66.52
70,11/04/23 11:00:00 AM,5.8,70.68
71,11/04/23 12:00:00 PM,5.8,78.67
72,11/04/23 01:00:00 PM,1.5,77.52
73,11/04/23 02:00:00 PM,5.8,77.36
74,11/04/23 03:00:00 PM,1.5,75.06
75,11/04/23 04:00:00 PM,1.5,72.48
76,11/04/23 05:00:00 PM,1.5,69.10
77,11/04/23 06:00:00 PM,1.5,62.94
78,11/04/23 07:00:00 PM,1.5,60.91
79,11/04/23 08:00:00 PM,1.1,59.22
80,11/04/23 09:00:00 PM,1.5,57.13
81,11/04/23 10:00:00 PM,1.5,54.19
82,11/04/23 11:00:00 PM,1.5,51.62
83,11/05/23 12:00:00 AM,5.9,50.18
84,11/05/23 01:00:00 AM,5.9,49.73
85,11/05/23 02:00:00 AM,5.9,48.45
86,11/05/23 03:00:00 AM,5.9,47.68
87,11/05/23 04:00:00 AM,1.5,47.88
88,11/05/23 05:00:00 AM,1.2,47.30
89,11/05/23 06:00:00 AM,5.9,46.99
90,11/05/23 07:00:00 AM,17.8,46.74
91,11/05/23 08:00:00 AM,10.3,48.22
