"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Coupler Detached (LGR S/N: 20342064)","Coupler Attached (LGR S/N: 20342064)","Stopped (LGR S/N: 20342064)","End Of File (LGR S/N: 20342064)"
457,11/20/23 11:00:00 AM,-0.4,69.24,,,,
458,11/20/23 12:00:00 PM,-0.5,73.47,,,,
459,11/20/23 01:00:00 PM,-0.5,75.18,,,,
460,11/20/23 02:00:00 PM,-0.1,85.24,,,,
461,11/20/23 03:00:00 PM,-3.0,74.97,,,,
462,11/20/23 04:00:00 PM,-0.4,72.23,,,,
463,11/20/23 05:00:00 PM,-3.0,70.27,,,,
464,11/20/23 06:00:00 PM,-0.4,68.86,,,,
465,11/20/23 07:00:00 PM,-0.4,67.73,,,,
466,11/20/23 08:00:00 PM,-0.4,67.68,,,,
467,11/20/23 09:00:00 PM,-0.4,67.89,,,,
468,11/20/23 10:00:00 PM,-0.4,68.88,,,,
469,11/20/23 11:00:00 PM,-0.4,68.88,,,,
470,11/21/23 12:00:00 AM,-0.4,68.11,,,,
471,11/21/23 01:00:00 AM,-0.4,67.89,,,,
472,11/21/23 02:00:00 AM,-0.4,67.66,,,,
473,11/21/23 03:00:00 AM,-0.4,67.33,,,,
474,11/21/23 04:00:00 AM,-0.4,66.83,,,,
475,11/21/23 05:00:00 AM,-0.4,66.22,,,,
476,11/21/23 06:00:00 AM,-0.4,65.86,,,,
477,11/21/23 07:00:00 AM,11.8,65.30,,,,
478,11/21/23 08:00:00 AM,-0.4,66.31,,,,
479,11/21/23 09:00:00 AM,-0.4,69.13,,,,
480,11/21/23 10:00:00 AM,-0.4,72.07,,,,
481,11/21/23 11:00:00 AM,-3.0,78.71,,,,
482,11/21/23 12:00:00 PM,-4.1,76.41,,,,
483,11/21/23 01:00:00 PM,-0.5,77.05,,,,
484,11/21/23 02:00:00 PM,-3.0,76.50,,,,
485,11/21/23 03:00:00 PM,-0.5,76.05,,,,
486,11/21/23 04:00:00 PM,-0.5,74.98,,,,
487,11/21/23 05:00:00 PM,-0.5,72.88,,,,
488,11/21/23 06:00:00 PM,-3.0,71.02,,,,
489,11/21/23 07:00:00 PM,-0.4,70.36,,,,
490,11/21/23 08:00:00 PM,-0.4,69.64,,,,
491,11/21/23 09:00:00 PM,-0.4,69.71,,,,
492,11/21/23 10:00:00 PM,-3.0,69.44,,,,
493,11/21/23 11:00:00 PM,-3.0,68.86,,,,
494,11/22/23 12:00:00 AM,-0.4,68.50,,,,
495,11/22/23 01:00:00 AM,-0.4,69.89,,,,
496,11/22/23 02:00:00 AM,-3.0,70.39,,,,
497,11/22/23 03:00:00 AM,-3.0,70.34,,,,
498,11/22/23 04:00:00 AM,-0.4,70.02,,,,
499,11/22/23 05:00:00 AM,-0.4,69.94,,,,
500,11/22/23 06:00:00 AM,-0.4,70.12,,,,
501,11/22/23 07:00:00 AM,-0.4,69.91,,,,
502,11/22/23 08:00:00 AM,-0.4,70.84,,,,
503,11/22/23 09:00:00 AM,1.8,69.73,,,,
504,11/22/23 10:00:00 AM,5.4,72.32,,,,
505,11/22/23 11:00:00 AM,5.8,71.98,,,,
506,11/22/23 12:00:00 PM,4.4,70.09,,,,
507,11/22/23 01:00:00 PM,-0.4,69.98,,,,
508,11/22/23 02:00:00 PM,-0.4,70.39,,,,
509,11/22/23 03:00:00 PM,-0.4,68.36,,,,
510,11/22/23 04:00:00 PM,-3.0,67.73,,,,
511,11/22/23 05:00:00 PM,-0.4,65.41,,,,
512,11/22/23 06:00:00 PM,-0.4,62.64,,,,
513,11/22/23 07:00:00 PM,-0.4,61.20,,,,
514,11/22/23 08:00:00 PM,-0.4,59.70,,,,
515,11/22/23 09:00:00 PM,-0.4,58.71,,,,
516,11/22/23 10:00:00 PM,-0.4,56.84,,,,
517,11/22/23 11:00:00 PM,-0.4,55.99,,,,
518,11/23/23 12:00:00 AM,-3.0,54.34,,,,
519,11/23/23 01:00:00 AM,-0.4,53.60,,,,
520,11/23/23 02:00:00 AM,-0.4,52.27,,,,
521,11/23/23 03:00:00 AM,-0.4,50.99,,,,
522,11/23/23 04:00:00 AM,-0.4,49.93,,,,
523,11/23/23 05:00:00 AM,-0.4,49.19,,,,
524,11/23/23 06:00:00 AM,-0.4,48.60,,,,
525,11/23/23 07:00:00 AM,-0.4,48.18,,,,
526,11/23/23 08:00:00 AM,12.0,49.05,,,,
527,11/23/23 09:00:00 AM,-3.0,54.46,,,,
528,11/23/23 10:00:00 AM,-0.4,60.08,,,,
529,11/23/23 11:00:00 AM,-0.5,75.72,,,,
530,11/23/23 12:00:00 PM,-0.4,62.53,,,,
531,11/23/23 01:00:00 PM,-0.4,61.45,,,,
532,11/23/23 02:00:00 PM,-0.4,60.55,,,,
533,11/23/23 03:00:00 PM,-0.4,61.50,,,,
534,11/23/23 04:00:00 PM,-3.0,60.33,,,,
535,11/23/23 05:00:00 PM,-3.0,58.19,,,,
536,11/23/23 06:00:00 PM,-0.4,56.30,,,,
537,11/23/23 07:00:00 PM,-0.4,55.35,,,,
538,11/23/23 08:00:00 PM,-0.4,54.63,,,,
539,11/23/23 09:00:00 PM,-0.4,53.92,,,,
540,11/23/23 10:00:00 PM,-0.4,53.42,,,,
541,11/23/23 11:00:00 PM,-0.4,53.20,,,,
542,11/24/23 12:00:00 AM,-0.4,53.44,,,,
543,11/24/23 01:00:00 AM,-0.4,53.89,,,,
544,11/24/23 02:00:00 AM,-0.4,54.10,,,,
545,11/24/23 03:00:00 AM,-0.4,54.12,,,,
546,11/24/23 04:00:00 AM,4.8,53.60,,,,
547,11/24/23 05:00:00 AM,11.9,53.71,,,,
548,11/24/23 06:00:00 AM,-0.4,53.76,,,,
549,11/24/23 07:00:00 AM,-0.4,53.94,,,,
550,11/24/23 08:00:00 AM,11.9,53.65,,,,
551,11/24/23 09:00:00 AM,4.8,53.94,,,,
552,11/24/23 10:00:00 AM,4.8,54.27,,,,
553,11/24/23 11:00:00 AM,11.9,56.01,,,,
554,11/24/23 12:00:00 PM,4.8,57.31,,,,
555,11/24/23 01:00:00 PM,-0.4,58.82,,,,
556,11/24/23 02:00:00 PM,-0.4,59.94,,,,
557,11/24/23 03:00:00 PM,-0.4,61.11,,,,
558,11/24/23 04:00:00 PM,-0.4,60.93,,,,
559,11/24/23 05:00:00 PM,-0.4,59.58,,,,
560,11/24/23 06:00:00 PM,-0.4,57.42,,,,
561,11/24/23 07:00:00 PM,-0.4,56.07,,,,
562,11/24/23 08:00:00 PM,-0.4,55.24,,,,
563,11/24/23 09:00:00 PM,-0.4,54.50,,,,
564,11/24/23 10:00:00 PM,-0.4,53.76,,,,
565,11/24/23 11:00:00 PM,-0.4,53.67,,,,
566,11/25/23 12:00:00 AM,-0.4,53.22,,,,
567,11/25/23 01:00:00 AM,-0.4,53.11,,,,
568,11/25/23 02:00:00 AM,-0.4,52.25,,,,
569,11/25/23 03:00:00 AM,-0.4,51.19,,,,
570,11/25/23 04:00:00 AM,-0.4,50.70,,,,
571,11/25/23 05:00:00 AM,-0.4,50.36,,,,
572,11/25/23 06:00:00 AM,-0.4,49.80,,,,
573,11/25/23 07:00:00 AM,-0.4,51.22,,,,
574,11/25/23 08:00:00 AM,-0.4,52.88,,,,
575,11/25/23 09:00:00 AM,-0.4,57.07,,,,
576,11/25/23 10:00:00 AM,-3.0,71.87,,,,
577,11/25/23 11:00:00 AM,-0.5,82.53,,,,
578,11/25/23 12:00:00 PM,-0.4,70.02,,,,
579,11/25/23 01:00:00 PM,-3.0,67.95,,,,
580,11/25/23 02:00:00 PM,-0.4,72.41,,,,
581,11/25/23 03:00:00 PM,-0.4,68.25,,,,
582,11/25/23 04:00:00 PM,-0.4,66.07,,,,
583,11/25/23 05:00:00 PM,-0.4,64.33,,,,
584,11/25/23 06:00:00 PM,-0.4,62.38,,,,
585,11/25/23 07:00:00 PM,-0.4,61.65,,,,
586,11/25/23 08:00:00 PM,-0.4,60.69,,,,
587,11/25/23 09:00:00 PM,-0.4,60.12,,,,
588,11/25/23 10:00:00 PM,-0.4,60.15,,,,
589,11/25/23 11:00:00 PM,-0.4,60.15,,,,
590,11/26/23 12:00:00 AM,-0.4,60.15,,,,
591,11/26/23 01:00:00 AM,-0.4,60.28,,,,
592,11/26/23 02:00:00 AM,-0.4,59.85,,,,
593,11/26/23 03:00:00 AM,-0.4,59.49,,,,
594,11/26/23 04:00:00 AM,-0.4,59.49,,,,
595,11/26/23 05:00:00 AM,-0.4,59.31,,,,
596,11/26/23 06:00:00 AM,-0.4,59.38,,,,
597,11/26/23 07:00:00 AM,-0.4,59.85,,,,
598,11/26/23 08:00:00 AM,-0.4,60.37,,,,
599,11/26/23 09:00:00 AM,11.8,60.30,,,,
600,11/26/23 10:00:00 AM,8.9,59.97,,,,
601,11/26/23 11:00:00 AM,-2.6,59.58,,,,
602,11/26/23 12:00:00 PM,-3.0,60.28,,,,
603,11/26/23 01:00:00 PM,88.1,61.66,,,,
604,11/26/23 02:00:00 PM,92.8,62.08,,,,
605,11/26/23 03:00:00 PM,100.2,62.37,,,,
606,11/26/23 04:00:00 PM,106.8,62.76,,,,
607,11/26/23 05:00:00 PM,115.7,63.05,,,,
608,11/26/23 06:00:00 PM,113.8,63.05,,,,
609,11/26/23 07:00:00 PM,107.2,63.01,,,,
610,11/26/23 08:00:00 PM,106.5,62.74,,,,
611,11/26/23 09:00:00 PM,106.9,62.37,,,,
612,11/26/23 10:00:00 PM,109.1,62.28,,,,
613,11/26/23 11:00:00 PM,109.8,62.19,,,,
614,11/27/23 12:00:00 AM,111.3,62.01,,,,
615,11/27/23 01:00:00 AM,113.9,61.77,,,,
616,11/27/23 02:00:00 AM,115.0,61.83,,,,
617,11/27/23 03:00:00 AM,116.5,61.79,,,,
618,11/27/23 04:00:00 AM,117.3,61.72,,,,
619,11/27/23 05:00:00 AM,118.0,61.52,,,,
620,11/27/23 06:00:00 AM,118.8,61.27,,,,
621,11/27/23 07:00:00 AM,119.2,61.07,,,,
622,11/27/23 08:00:00 AM,120.3,60.89,,,,
623,11/27/23 09:00:00 AM,120.6,60.93,,,,
624,11/27/23 10:00:00 AM,123.9,62.01,,,,
625,11/27/23 11:00:00 AM,126.3,63.99,,,,
626,11/27/23 12:00:00 PM,123.6,61.54,,,,
627,11/27/23 01:00:00 PM,109.1,61.92,,,,
628,11/27/23 02:00:00 PM,103.6,62.04,,,,
629,11/27/23 03:00:00 PM,105.8,61.95,,,,
630,11/27/23 04:00:00 PM,107.3,61.83,,,,
631,11/27/23 05:00:00 PM,108.0,61.52,,,,
632,11/27/23 06:00:00 PM,107.3,60.96,,,,
633,11/27/23 07:00:00 PM,106.6,60.33,,,,
634,11/27/23 08:00:00 PM,106.3,59.81,,,,
635,11/27/23 09:00:00 PM,105.6,59.34,,,,
636,11/27/23 10:00:00 PM,105.2,58.96,,,,
637,11/27/23 11:00:00 PM,104.9,58.68,,,,
638,11/28/23 12:00:00 AM,104.2,58.33,,,,
639,11/28/23 01:00:00 AM,103.1,57.88,,,,
640,11/28/23 02:00:00 AM,101.6,57.45,,,,
641,11/28/23 03:00:00 AM,100.2,56.93,,,,
642,11/28/23 04:00:00 AM,99.1,56.52,,,,
643,11/28/23 05:00:00 AM,97.6,56.14,,,,
644,11/28/23 06:00:00 AM,96.5,55.74,,,,
645,11/28/23 07:00:00 AM,95.1,55.36,,,,
646,11/28/23 08:00:00 AM,94.4,55.08,,,,
647,11/28/23 09:00:00 AM,93.6,55.00,,,,
648,11/28/23 10:00:00 AM,94.0,55.18,,,,
649,11/28/23 11:00:00 AM,93.2,55.44,,,,
650,11/28/23 12:00:00 PM,93.6,55.81,,,,
651,11/28/23 01:00:00 PM,93.9,56.19,,,,
652,11/28/23 02:00:00 PM,93.5,56.37,,,,
653,11/28/23 03:00:00 PM,93.5,56.37,,,,
654,11/28/23 04:00:00 PM,93.2,56.23,,,,
655,11/28/23 05:00:00 PM,92.8,56.08,,,,
656,11/28/23 06:00:00 PM,91.7,55.71,,,,
657,11/28/23 07:00:00 PM,91.8,55.11,,,,
658,11/28/23 08:00:00 PM,90.7,54.55,,,,
659,11/28/23 09:00:00 PM,90.0,54.05,,,,
660,11/28/23 10:00:00 PM,89.2,53.55,,,,
661,11/28/23 11:00:00 PM,88.5,53.06,,,,
662,11/29/23 12:00:00 AM,88.2,52.54,,,,
663,11/29/23 01:00:00 AM,87.5,51.98,,,,
664,11/29/23 02:00:00 AM,86.4,51.60,,,,
665,11/29/23 03:00:00 AM,86.4,51.26,,,,
666,11/29/23 04:00:00 AM,86.0,50.86,,,,
667,11/29/23 05:00:00 AM,85.7,50.43,,,,
668,11/29/23 06:00:00 AM,85.3,50.04,,,,
669,11/29/23 07:00:00 AM,85.0,49.62,,,,
670,11/29/23 08:00:00 AM,85.4,49.32,,,,
671,11/29/23 09:00:00 AM,85.4,49.50,,,,
672,11/29/23 10:00:00 AM,86.8,50.34,,,,
673,11/29/23 11:00:00 AM,87.5,51.15,,,,
674,11/29/23 12:00:00 PM,89.0,51.82,,,,
675,11/29/23 01:00:00 PM,89.3,52.45,,,,
676,11/29/23 02:00:00 PM,90.0,52.95,,,,
677,11/29/23 03:00:00 PM,90.7,53.33,,,,
678,11/29/23 04:00:00 PM,90.7,53.44,,,,
679,11/29/23 05:00:00 PM,90.7,53.44,,,,
680,11/29/23 06:00:00 PM,90.4,53.20,,,,
681,11/29/23 07:00:00 PM,90.0,52.81,,,,
682,11/29/23 08:00:00 PM,89.7,52.48,,,,
683,11/29/23 09:00:00 PM,89.0,52.07,,,,
684,11/29/23 10:00:00 PM,88.2,51.53,,,,
685,11/29/23 11:00:00 PM,88.3,51.15,,,,
686,11/30/23 12:00:00 AM,87.5,50.86,,,,
687,11/30/23 01:00:00 AM,87.6,50.49,,,,
688,11/30/23 02:00:00 AM,87.2,50.16,,,,
689,11/30/23 03:00:00 AM,86.5,49.77,,,,
690,11/30/23 04:00:00 AM,86.1,49.37,,,,
691,11/30/23 05:00:00 AM,85.8,49.06,,,,
692,11/30/23 06:00:00 AM,85.4,48.88,,,,
693,11/30/23 07:00:00 AM,85.0,48.63,,,,
694,11/30/23 08:00:00 AM,85.0,48.61,,,,
695,11/30/23 09:00:00 AM,85.8,49.05,,,,
696,11/30/23 10:00:00 AM,86.8,50.00,,,,
697,11/30/23 11:00:00 AM,88.3,51.22,,,,
698,11/30/23 12:00:00 PM,89.7,52.36,,,,
699,11/30/23 01:00:00 PM,91.1,53.40,,,,
700,11/30/23 02:00:00 PM,91.8,54.19,,,,
701,11/30/23 03:00:00 PM,92.5,54.79,,,,
702,11/30/23 04:00:00 PM,92.9,55.08,,,,
703,11/30/23 05:00:00 PM,93.2,55.20,,,,
704,11/30/23 06:00:00 PM,92.9,55.18,,,,
705,11/30/23 07:00:00 PM,92.9,55.15,,,,
706,11/30/23 08:00:00 PM,93.2,55.15,,,,
707,11/30/23 09:00:00 PM,93.2,55.20,,,,
708,11/30/23 10:00:00 PM,93.2,55.24,,,,
709,11/30/23 11:00:00 PM,93.2,55.31,,,,
710,12/01/23 12:00:00 AM,93.6,55.31,,,,
711,12/01/23 01:00:00 AM,93.6,55.42,,,,
712,12/01/23 02:00:00 AM,93.6,55.44,,,,
713,12/01/23 03:00:00 AM,93.6,55.38,,,,
714,12/01/23 04:00:00 AM,93.6,55.31,,,,
715,12/01/23 05:00:00 AM,93.6,55.31,,,,
716,12/01/23 06:00:00 AM,93.6,55.38,,,,
717,12/01/23 07:00:00 AM,94.0,55.49,,,,
718,12/01/23 08:00:00 AM,94.0,55.58,,,,
719,12/01/23 09:00:00 AM,94.3,56.05,,,,
720,12/01/23 10:00:00 AM,95.4,56.98,,,,
721,12/01/23 11:00:00 AM,96.8,58.12,,,,
722,12/01/23 12:00:00 PM,98.2,59.07,,,,
723,12/01/23 01:00:00 PM,99.3,59.92,,,,
724,12/01/23 02:00:00 PM,100.0,60.48,,,,
725,12/01/23 03:00:00 PM,100.7,60.89,,,,
726,12/01/23 04:00:00 PM,100.7,61.07,,,,
727,12/01/23 05:00:00 PM,100.7,61.07,,,,
728,12/01/23 06:00:00 PM,100.7,60.94,,,,
729,12/01/23 07:00:00 PM,100.7,60.82,,,,
730,12/01/23 08:00:00 PM,100.7,60.76,,,,
731,12/01/23 09:00:00 PM,100.7,60.71,,,,
732,12/01/23 10:00:00 PM,100.7,60.75,,,,
733,12/01/23 11:00:00 PM,100.7,60.76,,,,
734,12/02/23 12:00:00 AM,101.1,60.71,,,,
735,12/02/23 01:00:00 AM,100.7,60.75,,,,
736,12/02/23 02:00:00 AM,100.7,60.75,,,,
737,12/02/23 03:00:00 AM,101.1,60.76,,,,
738,12/02/23 04:00:00 AM,100.7,60.78,,,,
739,12/02/23 05:00:00 AM,100.7,60.85,,,,
740,12/02/23 06:00:00 AM,101.4,61.02,,,,
741,12/02/23 07:00:00 AM,101.8,61.20,,,,
742,12/02/23 08:00:00 AM,102.1,61.41,,,,
743,12/02/23 09:00:00 AM,102.5,61.83,,,,
744,12/02/23 10:00:00 AM,103.2,62.35,,,,
745,12/02/23 11:00:00 AM,103.5,62.74,,,,
746,12/02/23 12:00:00 PM,104.2,63.34,,,,
747,12/02/23 01:00:00 PM,105.3,63.70,,,,
748,12/02/23 02:00:00 PM,105.3,64.06,,,,
749,12/02/23 03:00:00 PM,106.0,64.44,,,,
750,12/02/23 04:00:00 PM,106.0,64.72,,,,
751,12/02/23 05:00:00 PM,106.3,64.74,,,,
752,12/02/23 06:00:00 PM,106.4,64.69,,,,
753,12/02/23 07:00:00 PM,106.0,64.67,,,,
754,12/02/23 08:00:00 PM,106.4,64.69,,,,
755,12/02/23 09:00:00 PM,106.3,64.71,,,,
756,12/02/23 10:00:00 PM,106.0,64.74,,,,
757,12/02/23 11:00:00 PM,106.0,64.72,,,,
758,12/03/23 12:00:00 AM,106.0,64.65,,,,
759,12/03/23 01:00:00 AM,106.4,64.65,,,,
760,12/03/23 02:00:00 AM,106.0,64.67,,,,
761,12/03/23 03:00:00 AM,106.3,64.76,,,,
762,12/03/23 04:00:00 AM,106.7,64.89,,,,
763,12/03/23 05:00:00 AM,106.7,65.03,,,,
764,12/03/23 06:00:00 AM,106.7,65.10,,,,
765,12/03/23 07:00:00 AM,106.7,65.16,,,,
766,12/03/23 08:00:00 AM,106.7,65.25,,,,
767,12/03/23 09:00:00 AM,107.0,65.50,,,,
768,12/03/23 10:00:00 AM,107.4,65.84,,,,
769,12/03/23 11:00:00 AM,104.4,66.09,,,,
770,12/03/23 12:00:00 PM,104.4,66.15,,,,
771,12/03/23 01:00:00 PM,104.4,66.09,,,,
772,12/03/23 02:00:00 PM,105.1,66.20,,,,
773,12/03/23 03:00:00 PM,106.3,66.22,,,,
774,12/03/23 04:00:00 PM,106.3,66.20,,,,
775,12/03/23 05:00:00 PM,106.3,66.11,,,,
776,12/03/23 06:00:00 PM,106.3,65.95,,,,
777,12/03/23 07:00:00 PM,106.3,65.82,,,,
778,12/03/23 08:00:00 PM,105.9,65.75,,,,
779,12/03/23 09:00:00 PM,105.9,65.70,,,,
780,12/03/23 10:00:00 PM,106.3,65.68,,,,
781,12/03/23 11:00:00 PM,106.3,65.64,,,,
782,12/04/23 12:00:00 AM,106.3,65.64,,,,
783,12/04/23 01:00:00 AM,106.3,65.66,,,,
784,12/04/23 02:00:00 AM,106.3,65.68,,,,
785,12/04/23 03:00:00 AM,106.3,65.68,,,,
786,12/04/23 04:00:00 AM,106.7,65.68,,,,
787,12/04/23 05:00:00 AM,106.7,65.61,,,,
788,12/04/23 06:00:00 AM,106.7,65.66,,,,
789,12/04/23 07:00:00 AM,106.7,65.70,,,,
790,12/04/23 08:00:00 AM,107.0,65.75,,,,
791,12/04/23 09:00:00 AM,107.0,65.84,,,,
792,12/04/23 10:00:00 AM,107.4,66.00,,,,
793,12/04/23 11:00:00 AM,107.7,66.42,,,,
794,12/04/23 12:00:00 PM,108.4,66.72,,,,
795,12/04/23 01:00:00 PM,108.4,66.85,,,,
796,12/04/23 02:00:00 PM,108.4,66.90,,,,
797,12/04/23 03:00:00 PM,108.4,66.92,,,,
798,12/04/23 04:00:00 PM,107.7,66.70,,,,
799,12/04/23 05:00:00 PM,107.4,66.20,,,,
800,12/04/23 06:00:00 PM,106.7,65.52,,,,
801,12/04/23 07:00:00 PM,106.0,64.89,,,,
802,12/04/23 08:00:00 PM,105.3,64.33,,,,
803,12/04/23 09:00:00 PM,104.6,63.86,,,,
804,12/04/23 10:00:00 PM,104.2,63.36,,,,
805,12/04/23 11:00:00 PM,103.9,62.92,,,,
806,12/05/23 12:00:00 AM,103.2,62.51,,,,
807,12/05/23 01:00:00 AM,103.2,62.24,,,,
808,12/05/23 02:00:00 AM,102.8,62.08,,,,
809,12/05/23 03:00:00 AM,102.5,61.93,,,,
810,12/05/23 04:00:00 AM,102.5,61.74,,,,
811,12/05/23 05:00:00 AM,102.1,61.45,,,,
812,12/05/23 06:00:00 AM,101.4,61.03,,,,
813,12/05/23 07:00:00 AM,101.1,60.57,,,,
814,12/05/23 08:00:00 AM,100.7,60.22,,,,
815,12/05/23 09:00:00 AM,100.7,60.42,,,,
816,12/05/23 10:00:00 AM,100.7,60.78,,,,
817,12/05/23 11:00:00 AM,101.4,61.25,,,,
818,12/05/23 12:00:00 PM,102.1,61.68,,,,
819,12/05/23 01:00:00 PM,102.5,62.04,,,,
820,12/05/23 02:00:00 PM,102.8,62.24,,,,
821,12/05/23 03:00:00 PM,102.8,62.19,,,,
822,12/05/23 04:00:00 PM,102.8,62.15,,,,
823,12/05/23 05:00:00 PM,102.5,61.88,,,,
824,12/05/23 06:00:00 PM,101.8,61.27,,,,
825,12/05/23 07:00:00 PM,100.7,60.62,,,,
826,12/05/23 08:00:00 PM,100.0,59.99,,,,
827,12/05/23 09:00:00 PM,99.7,59.45,,,,
828,12/05/23 10:00:00 PM,98.9,59.02,,,,
829,12/05/23 11:00:00 PM,98.6,58.71,,,,
830,12/06/23 12:00:00 AM,98.2,58.46,,,,
831,12/06/23 01:00:00 AM,97.9,58.24,,,,
832,12/06/23 02:00:00 AM,97.5,57.94,,,,
833,12/06/23 03:00:00 AM,97.2,57.60,,,,
834,12/06/23 04:00:00 AM,96.5,57.33,,,,
835,12/06/23 05:00:00 AM,96.5,57.04,,,,
836,12/06/23 06:00:00 AM,96.1,56.71,,,,
837,12/06/23 07:00:00 AM,95.8,56.37,,,,
838,12/06/23 08:00:00 AM,95.0,56.05,,,,
839,12/06/23 09:00:00 AM,95.4,56.28,,,,
840,12/06/23 10:00:00 AM,95.4,56.50,,,,
841,12/06/23 11:00:00 AM,96.5,56.97,,,,
842,12/06/23 11:31:21 AM,,,,Logged,,
843,12/06/23 11:31:24 AM,,,,,Logged,Logged
