"Plot Title: Bradford_14cond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21415362, SEN S/N: 21415362)","Temp, °F (LGR S/N: 21415362, SEN S/N: 21415362)","Coupler Detached (LGR S/N: 21415362, SEN S/N: 21415362)","Coupler Attached (LGR S/N: 21415362, SEN S/N: 21415362)","Host Connected (LGR S/N: 21415362, SEN S/N: 21415362)","Stopped (LGR S/N: 21415362, SEN S/N: 21415362)","End Of File (LGR S/N: 21415362, SEN S/N: 21415362)"
908,03/17/24 09:00:00 AM,70.2,70.02,,,,,
909,03/17/24 10:00:00 AM,69.8,70.02,,,,,
910,03/17/24 11:00:00 AM,69.4,70.12,,,,,
911,03/17/24 12:00:00 PM,69.8,70.48,,,,,
912,03/17/24 01:00:00 PM,70.5,71.01,,,,,
913,03/17/24 02:00:00 PM,71.6,71.51,,,,,
914,03/17/24 03:00:00 PM,72.3,72.01,,,,,
915,03/17/24 04:00:00 PM,72.6,72.50,,,,,
916,03/17/24 05:00:00 PM,72.6,72.75,,,,,
917,03/17/24 06:00:00 PM,72.3,72.90,,,,,
918,03/17/24 07:00:00 PM,72.3,72.90,,,,,
919,03/17/24 08:00:00 PM,72.3,72.75,,,,,
920,03/17/24 09:00:00 PM,72.3,72.59,,,,,
921,03/17/24 10:00:00 PM,72.6,72.39,,,,,
922,03/17/24 11:00:00 PM,73.0,72.16,,,,,
923,03/18/24 12:00:00 AM,73.4,71.92,,,,,
924,03/18/24 01:00:00 AM,73.4,71.74,,,,,
925,03/18/24 02:00:00 AM,73.8,71.56,,,,,
926,03/18/24 03:00:00 AM,74.5,71.42,,,,,
927,03/18/24 04:00:00 AM,74.9,71.31,,,,,
928,03/18/24 05:00:00 AM,74.5,71.19,,,,,
929,03/18/24 06:00:00 AM,74.2,71.10,,,,,
930,03/18/24 07:00:00 AM,73.4,70.99,,,,,
931,03/18/24 08:00:00 AM,73.4,70.84,,,,,
932,03/18/24 09:00:00 AM,73.1,70.70,,,,,
933,03/18/24 10:00:00 AM,73.1,70.57,,,,,
934,03/18/24 11:00:00 AM,73.8,70.48,,,,,
935,03/18/24 12:00:00 PM,73.8,70.34,,,,,
936,03/18/24 01:00:00 PM,73.5,70.29,,,,,
937,03/18/24 02:00:00 PM,73.5,70.36,,,,,
938,03/18/24 03:00:00 PM,74.2,70.50,,,,,
939,03/18/24 04:00:00 PM,74.6,70.74,,,,,
940,03/18/24 05:00:00 PM,74.5,70.99,,,,,
941,03/18/24 06:00:00 PM,75.7,70.99,,,,,
942,03/18/24 07:00:00 PM,76.4,70.84,,,,,
943,03/18/24 08:00:00 PM,77.5,70.68,,,,,
944,03/18/24 09:00:00 PM,77.9,70.48,,,,,
945,03/18/24 10:00:00 PM,76.8,70.23,,,,,
946,03/18/24 11:00:00 PM,76.1,69.85,,,,,
947,03/19/24 12:00:00 AM,75.4,69.37,,,,,
948,03/19/24 01:00:00 AM,74.6,68.79,,,,,
949,03/19/24 02:00:00 AM,73.9,68.11,,,,,
950,03/19/24 03:00:00 AM,74.0,67.39,,,,,
951,03/19/24 04:00:00 AM,73.6,66.56,,,,,
952,03/19/24 05:00:00 AM,73.3,65.73,,,,,
953,03/19/24 06:00:00 AM,74.1,64.98,,,,,
954,03/19/24 07:00:00 AM,74.8,64.24,,,,,
955,03/19/24 08:00:00 AM,72.3,63.54,,,,,
956,03/19/24 09:00:00 AM,68.6,62.96,,,,,
957,03/19/24 10:00:00 AM,67.5,62.44,,,,,
958,03/19/24 11:00:00 AM,66.4,62.06,,,,,
959,03/19/24 12:00:00 PM,65.7,62.04,,,,,
960,03/19/24 01:00:00 PM,65.3,62.19,,,,,
961,03/19/24 02:00:00 PM,64.2,62.15,,,,,
962,03/19/24 03:00:00 PM,64.2,62.31,,,,,
963,03/19/24 04:00:00 PM,64.2,62.64,,,,,
964,03/19/24 05:00:00 PM,64.1,63.03,,,,,
965,03/19/24 06:00:00 PM,64.1,63.19,,,,,
966,03/19/24 07:00:00 PM,64.5,63.01,,,,,
967,03/19/24 08:00:00 PM,64.1,62.73,,,,,
968,03/19/24 09:00:00 PM,64.2,62.46,,,,,
969,03/19/24 10:00:00 PM,64.2,62.19,,,,,
970,03/19/24 11:00:00 PM,64.6,61.86,,,,,
971,03/20/24 12:00:00 AM,66.0,61.54,,,,,
972,03/20/24 01:00:00 AM,65.3,61.14,,,,,
973,03/20/24 02:00:00 AM,65.3,60.66,,,,,
974,03/20/24 03:00:00 AM,65.4,60.13,,,,,
975,03/20/24 04:00:00 AM,65.4,59.63,,,,,
976,03/20/24 05:00:00 AM,65.4,59.11,,,,,
977,03/20/24 06:00:00 AM,64.7,58.59,,,,,
978,03/20/24 07:00:00 AM,63.9,58.08,,,,,
979,03/20/24 08:00:00 AM,63.2,57.67,,,,,
980,03/20/24 09:00:00 AM,62.9,57.52,,,,,
981,03/20/24 10:00:00 AM,62.5,57.52,,,,,
982,03/20/24 11:00:00 AM,62.5,57.58,,,,,
983,03/20/24 12:00:00 PM,62.1,58.03,,,,,
984,03/20/24 01:00:00 PM,62.8,58.91,,,,,
985,03/20/24 02:00:00 PM,63.2,59.50,,,,,
986,03/20/24 03:00:00 PM,63.9,60.22,,,,,
987,03/20/24 04:00:00 PM,65.0,61.03,,,,,
988,03/20/24 05:00:00 PM,65.7,61.81,,,,,
989,03/20/24 06:00:00 PM,66.8,62.13,,,,,
990,03/20/24 07:00:00 PM,66.8,62.15,,,,,
991,03/20/24 08:00:00 PM,67.1,62.11,,,,,
992,03/20/24 09:00:00 PM,67.1,62.04,,,,,
993,03/20/24 10:00:00 PM,67.5,61.93,,,,,
994,03/20/24 11:00:00 PM,67.2,61.72,,,,,
995,03/21/24 12:00:00 AM,66.8,61.47,,,,,
996,03/21/24 01:00:00 AM,66.8,61.14,,,,,
997,03/21/24 02:00:00 AM,66.4,60.78,,,,,
998,03/21/24 03:00:00 AM,66.8,60.39,,,,,
999,03/21/24 04:00:00 AM,67.6,59.99,,,,,
1000,03/21/24 05:00:00 AM,67.2,59.59,,,,,
1001,03/21/24 06:00:00 AM,67.6,59.22,,,,,
1002,03/21/24 07:00:00 AM,67.6,58.84,,,,,
1003,03/21/24 08:00:00 AM,67.6,58.57,,,,,
1004,03/21/24 09:00:00 AM,67.3,58.51,,,,,
1005,03/21/24 10:00:00 AM,66.5,58.64,,,,,
1006,03/21/24 11:00:00 AM,65.8,58.75,,,,,
1007,03/21/24 12:00:00 PM,65.4,59.34,,,,,
1008,03/21/24 01:00:00 PM,66.5,60.30,,,,,
1009,03/21/24 02:00:00 PM,66.8,60.94,,,,,
1010,03/21/24 03:00:00 PM,67.2,61.68,,,,,
1011,03/21/24 04:00:00 PM,67.5,62.38,,,,,
1012,03/21/24 05:00:00 PM,67.8,63.18,,,,,
1013,03/21/24 06:00:00 PM,68.2,63.50,,,,,
1014,03/21/24 07:00:00 PM,68.6,63.52,,,,,
1015,03/21/24 08:00:00 PM,69.3,63.54,,,,,
1016,03/21/24 09:00:00 PM,70.0,63.57,,,,,
1017,03/21/24 10:00:00 PM,70.8,63.61,,,,,
1018,03/21/24 11:00:00 PM,71.5,63.68,,,,,
1019,03/22/24 12:00:00 AM,71.5,63.75,,,,,
1020,03/22/24 01:00:00 AM,71.9,63.79,,,,,
1021,03/22/24 02:00:00 AM,71.9,63.84,,,,,
1022,03/22/24 03:00:00 AM,72.3,63.86,,,,,
1023,03/22/24 04:00:00 AM,71.9,63.93,,,,,
1024,03/22/24 05:00:00 AM,71.5,63.99,,,,,
1025,03/22/24 06:00:00 AM,70.8,64.02,,,,,
1026,03/22/24 07:00:00 AM,71.1,64.09,,,,,
1027,03/22/24 08:00:00 AM,72.2,64.17,,,,,
1028,03/22/24 09:00:00 AM,74.8,64.27,,,,,
1029,03/22/24 10:00:00 AM,79.3,64.44,,,,,
1030,03/22/24 11:00:00 AM,76.7,64.56,,,,,
1031,03/22/24 12:00:00 PM,74.8,64.72,,,,,
1032,03/22/24 01:00:00 PM,74.1,64.92,,,,,
1033,03/22/24 02:00:00 PM,76.7,65.16,,,,,
1034,03/22/24 03:00:00 PM,76.3,65.43,,,,,
1035,03/22/24 04:00:00 PM,74.4,65.59,,,,,
1036,03/22/24 05:00:00 PM,79.2,65.71,,,,,
1037,03/22/24 06:00:00 PM,78.1,65.77,,,,,
1038,03/22/24 07:00:00 PM,75.9,65.80,,,,,
1039,03/22/24 08:00:00 PM,74.8,65.84,,,,,
1040,03/22/24 09:00:00 PM,78.5,65.84,,,,,
1041,03/22/24 10:00:00 PM,78.1,65.82,,,,,
1042,03/22/24 11:00:00 PM,76.6,65.77,,,,,
1043,03/23/24 12:00:00 AM,76.6,65.68,,,,,
1044,03/23/24 01:00:00 AM,77.4,65.62,,,,,
1045,03/23/24 02:00:00 AM,77.4,65.50,,,,,
1046,03/23/24 03:00:00 AM,77.0,65.46,,,,,
1047,03/23/24 04:00:00 AM,76.6,65.39,,,,,
1048,03/23/24 05:00:00 AM,75.9,65.34,,,,,
1049,03/23/24 06:00:00 AM,74.4,65.26,,,,,
1050,03/23/24 07:00:00 AM,73.3,65.23,,,,,
1051,03/23/24 08:00:00 AM,72.6,65.19,,,,,
1052,03/23/24 09:00:00 AM,72.2,65.26,,,,,
1053,03/23/24 10:00:00 AM,74.8,65.48,,,,,
1054,03/23/24 11:00:00 AM,77.7,65.82,,,,,
1055,03/23/24 12:00:00 PM,78.8,66.47,,,,,
1056,03/23/24 01:00:00 PM,78.4,67.03,,,,,
1057,03/23/24 02:00:00 PM,79.5,67.44,,,,,
1058,03/23/24 03:00:00 PM,80.6,68.04,,,,,
1059,03/23/24 04:00:00 PM,82.4,68.38,,,,,
1060,03/23/24 05:00:00 PM,85.0,68.67,,,,,
1061,03/23/24 06:00:00 PM,82.4,68.61,,,,,
1062,03/23/24 07:00:00 PM,78.0,68.47,,,,,
1063,03/23/24 08:00:00 PM,75.8,68.27,,,,,
1064,03/23/24 09:00:00 PM,74.7,67.98,,,,,
1065,03/23/24 10:00:00 PM,78.4,67.80,,,,,
1066,03/23/24 11:00:00 PM,81.4,67.55,,,,,
1067,03/24/24 12:00:00 AM,80.6,67.30,,,,,
1068,03/24/24 01:00:00 AM,77.7,66.99,,,,,
1069,03/24/24 02:00:00 AM,75.8,66.67,,,,,
1070,03/24/24 03:00:00 AM,74.4,66.31,,,,,
1071,03/24/24 04:00:00 AM,73.3,65.91,,,,,
1072,03/24/24 05:00:00 AM,72.9,65.55,,,,,
1073,03/24/24 06:00:00 AM,72.9,65.17,,,,,
1074,03/24/24 07:00:00 AM,72.2,64.81,,,,,
1075,03/24/24 08:00:00 AM,71.1,64.53,,,,,
1076,03/24/24 09:00:00 AM,70.8,64.36,,,,,
1077,03/24/24 10:00:00 AM,70.0,64.33,,,,,
1078,03/24/24 11:00:00 AM,69.3,64.44,,,,,
1079,03/24/24 12:00:00 PM,69.3,64.65,,,,,
1080,03/24/24 01:00:00 PM,68.9,64.85,,,,,
1081,03/24/24 02:00:00 PM,68.5,65.10,,,,,
1082,03/24/24 03:00:00 PM,68.5,65.41,,,,,
1083,03/24/24 04:00:00 PM,68.8,65.77,,,,,
1084,03/24/24 05:00:00 PM,70.3,66.00,,,,,
1085,03/24/24 06:00:00 PM,70.0,65.89,,,,,
1086,03/24/24 07:00:00 PM,69.2,65.75,,,,,
1087,03/24/24 08:00:00 PM,68.5,65.52,,,,,
1088,03/24/24 09:00:00 PM,68.1,65.25,,,,,
1089,03/24/24 10:00:00 PM,67.8,64.94,,,,,
1090,03/24/24 11:00:00 PM,67.4,64.60,,,,,
1091,03/25/24 12:00:00 AM,68.2,64.31,,,,,
1092,03/25/24 01:00:00 AM,68.5,64.00,,,,,
1093,03/25/24 02:00:00 AM,68.6,63.70,,,,,
1094,03/25/24 03:00:00 AM,67.8,63.41,,,,,
1095,03/25/24 04:00:00 AM,67.5,63.12,,,,,
1096,03/25/24 05:00:00 AM,67.1,62.89,,,,,
1097,03/25/24 06:00:00 AM,66.7,62.67,,,,,
1098,03/25/24 07:00:00 AM,66.4,62.46,,,,,
1099,03/25/24 08:00:00 AM,66.0,62.37,,,,,
1100,03/25/24 09:00:00 AM,66.0,62.42,,,,,
1101,03/25/24 10:00:00 AM,65.6,62.64,,,,,
1102,03/25/24 11:00:00 AM,66.0,63.01,,,,,
1103,03/25/24 12:00:00 PM,67.1,63.73,,,,,
1104,03/25/24 01:00:00 PM,68.5,64.35,,,,,
1105,03/25/24 02:00:00 PM,70.0,65.01,,,,,
1106,03/25/24 03:00:00 PM,71.8,65.66,,,,,
1107,03/25/24 04:00:00 PM,72.5,66.29,,,,,
1108,03/25/24 05:00:00 PM,73.6,66.61,,,,,
1109,03/25/24 06:00:00 PM,73.6,66.79,,,,,
1110,03/25/24 07:00:00 PM,73.2,66.90,,,,,
1111,03/25/24 08:00:00 PM,72.5,66.92,,,,,
1112,03/25/24 09:00:00 PM,71.8,66.90,,,,,
1113,03/25/24 10:00:00 PM,71.0,66.81,,,,,
1114,03/25/24 11:00:00 PM,70.7,66.70,,,,,
1115,03/26/24 12:00:00 AM,71.0,66.61,,,,,
1116,03/26/24 01:00:00 AM,71.8,66.49,,,,,
1117,03/26/24 02:00:00 AM,71.4,66.38,,,,,
1118,03/26/24 03:00:00 AM,69.9,66.24,,,,,
1119,03/26/24 04:00:00 AM,69.6,66.13,,,,,
1120,03/26/24 05:00:00 AM,71.4,66.00,,,,,
1121,03/26/24 06:00:00 AM,71.8,65.84,,,,,
1122,03/26/24 07:00:00 AM,71.1,65.68,,,,,
1123,03/26/24 08:00:00 AM,70.0,65.62,,,,,
1124,03/26/24 09:00:00 AM,69.2,65.64,,,,,
1125,03/26/24 10:00:00 AM,68.8,65.80,,,,,
1126,03/26/24 11:00:00 AM,69.2,66.09,,,,,
1127,03/26/24 12:00:00 PM,70.3,66.61,,,,,
1128,03/26/24 01:00:00 PM,72.5,67.15,,,,,
1129,03/26/24 02:00:00 PM,73.6,67.73,,,,,
1130,03/26/24 03:00:00 PM,74.7,68.27,,,,,
1131,03/26/24 04:00:00 PM,74.6,68.76,,,,,
1132,03/26/24 05:00:00 PM,75.4,69.21,,,,,
1133,03/26/24 06:00:00 PM,76.1,69.37,,,,,
1134,03/26/24 07:00:00 PM,76.1,69.44,,,,,
1135,03/26/24 08:00:00 PM,76.1,69.49,,,,,
1136,03/26/24 09:00:00 PM,75.0,69.53,,,,,
1137,03/26/24 10:00:00 PM,75.0,69.53,,,,,
1138,03/26/24 11:00:00 PM,74.6,69.49,,,,,
1139,03/27/24 12:00:00 AM,75.7,69.42,,,,,
1140,03/27/24 01:00:00 AM,74.2,69.37,,,,,
1141,03/27/24 02:00:00 AM,73.5,69.30,,,,,
1142,03/27/24 03:00:00 AM,73.5,69.24,,,,,
1143,03/27/24 04:00:00 AM,72.8,69.13,,,,,
1144,03/27/24 05:00:00 AM,73.2,69.04,,,,,
1145,03/27/24 06:00:00 AM,72.4,68.95,,,,,
1146,03/27/24 07:00:00 AM,72.4,68.86,,,,,
1147,03/27/24 08:00:00 AM,72.4,68.79,,,,,
1148,03/27/24 09:00:00 AM,72.4,68.76,,,,,
1149,03/27/24 10:00:00 AM,72.8,68.70,,,,,
1150,03/27/24 11:00:00 AM,72.1,68.70,,,,,
1151,03/27/24 12:00:00 PM,76.1,68.72,,,,,
1152,03/27/24 01:00:00 PM,86.5,68.79,,,,,
1153,03/27/24 02:00:00 PM,84.6,68.79,,,,,
1154,03/27/24 03:00:00 PM,81.3,68.77,,,,,
1155,03/27/24 04:00:00 PM,78.0,68.77,,,,,
1156,03/27/24 05:00:00 PM,80.9,68.72,,,,,
1157,03/27/24 06:00:00 PM,80.9,68.72,,,,,
1158,03/27/24 07:00:00 PM,82.8,68.68,,,,,
1159,03/27/24 08:00:00 PM,82.0,68.61,,,,,
1160,03/27/24 09:00:00 PM,79.1,68.59,,,,,
1161,03/27/24 10:00:00 PM,77.2,68.52,,,,,
1162,03/27/24 11:00:00 PM,76.5,68.45,,,,,
1163,03/28/24 12:00:00 AM,76.1,68.38,,,,,
1164,03/28/24 01:00:00 AM,75.8,68.29,,,,,
1165,03/28/24 02:00:00 AM,74.7,68.22,,,,,
1166,03/28/24 03:00:00 AM,74.7,68.13,,,,,
1167,03/28/24 04:00:00 AM,74.7,68.05,,,,,
1168,03/28/24 05:00:00 AM,73.6,67.96,,,,,
1169,03/28/24 06:00:00 AM,74.7,67.86,,,,,
1170,03/28/24 07:00:00 AM,76.2,67.66,,,,,
1171,03/28/24 08:00:00 AM,75.4,67.48,,,,,
1172,03/28/24 09:00:00 AM,74.3,67.32,,,,,
1173,03/28/24 10:00:00 AM,74.0,67.28,,,,,
1174,03/28/24 11:00:00 AM,76.2,67.41,,,,,
1175,03/28/24 12:00:00 PM,79.5,67.89,,,,,
1176,03/28/24 01:00:00 PM,81.7,68.36,,,,,
1177,03/28/24 02:00:00 PM,80.9,68.97,,,,,
1178,03/28/24 03:00:00 PM,81.3,69.67,,,,,
1179,03/28/24 04:00:00 PM,77.9,70.16,,,,,
1180,03/28/24 05:00:00 PM,76.8,70.29,,,,,
1181,03/28/24 06:00:00 PM,76.4,70.11,,,,,
1182,03/28/24 07:00:00 PM,79.4,69.98,,,,,
1183,03/28/24 08:00:00 PM,77.6,69.71,,,,,
1184,03/28/24 09:00:00 PM,75.7,69.37,,,,,
1185,03/28/24 10:00:00 PM,75.4,68.97,,,,,
1186,03/28/24 11:00:00 PM,74.7,68.56,,,,,
1187,03/29/24 12:00:00 AM,76.9,68.11,,,,,
1188,03/29/24 01:00:00 AM,76.9,67.60,,,,,
1189,03/29/24 02:00:00 AM,76.6,67.05,,,,,
1190,03/29/24 03:00:00 AM,76.2,66.45,,,,,
1191,03/29/24 04:00:00 AM,74.0,65.80,,,,,
1192,03/29/24 05:00:00 AM,73.3,65.10,,,,,
1193,03/29/24 06:00:00 AM,72.2,64.42,,,,,
1194,03/29/24 07:00:00 AM,69.7,63.73,,,,,
1195,03/29/24 08:00:00 AM,67.8,63.18,,,,,
1196,03/29/24 09:00:00 AM,66.0,62.78,,,,,
1197,03/29/24 10:00:00 AM,65.3,62.64,,,,,
1198,03/29/24 11:00:00 AM,64.9,62.80,,,,,
1199,03/29/24 12:00:00 PM,65.6,63.41,,,,,
1200,03/29/24 01:00:00 PM,67.4,63.82,,,,,
1201,03/29/24 02:00:00 PM,67.8,64.40,,,,,
1202,03/29/24 03:00:00 PM,68.5,65.16,,,,,
1203,03/29/24 04:00:00 PM,69.6,65.88,,,,,
1204,03/29/24 05:00:00 PM,69.9,66.29,,,,,
1205,03/29/24 06:00:00 PM,70.7,66.31,,,,,
1206,03/29/24 07:00:00 PM,69.9,66.25,,,,,
1207,03/29/24 08:00:00 PM,69.2,66.07,,,,,
1208,03/29/24 09:00:00 PM,68.1,65.88,,,,,
1209,03/29/24 10:00:00 PM,67.7,65.57,,,,,
1210,03/29/24 11:00:00 PM,67.4,65.23,,,,,
1211,03/30/24 12:00:00 AM,67.4,64.85,,,,,
1212,03/30/24 01:00:00 AM,67.0,64.49,,,,,
1213,03/30/24 02:00:00 AM,67.1,64.08,,,,,
1214,03/30/24 03:00:00 AM,66.7,63.63,,,,,
1215,03/30/24 04:00:00 AM,66.7,63.19,,,,,
1216,03/30/24 05:00:00 AM,66.4,62.76,,,,,
1217,03/30/24 06:00:00 AM,65.3,62.29,,,,,
1218,03/30/24 07:00:00 AM,65.3,61.79,,,,,
1219,03/30/24 08:00:00 AM,64.6,61.41,,,,,
1220,03/30/24 09:00:00 AM,64.9,61.25,,,,,
1221,03/30/24 10:00:00 AM,63.8,61.25,,,,,
1222,03/30/24 11:00:00 AM,63.5,61.52,,,,,
1223,03/30/24 12:00:00 PM,63.8,62.31,,,,,
1224,03/30/24 01:00:00 PM,64.5,62.92,,,,,
1225,03/30/24 02:00:00 PM,66.0,63.68,,,,,
1226,03/30/24 03:00:00 PM,65.9,64.40,,,,,
1227,03/30/24 04:00:00 PM,66.3,65.10,,,,,
1228,03/30/24 05:00:00 PM,66.6,65.68,,,,,
1229,03/30/24 06:00:00 PM,66.6,65.73,,,,,
1230,03/30/24 07:00:00 PM,66.3,65.75,,,,,
1231,03/30/24 08:00:00 PM,66.3,65.73,,,,,
1232,03/30/24 09:00:00 PM,65.9,65.68,,,,,
1233,03/30/24 10:00:00 PM,66.3,65.52,,,,,
1234,03/30/24 11:00:00 PM,65.9,65.25,,,,,
1235,03/31/24 12:00:00 AM,65.5,64.99,,,,,
1236,03/31/24 01:00:00 AM,65.6,64.72,,,,,
1237,03/31/24 02:00:00 AM,65.9,64.45,,,,,
1238,03/31/24 03:00:00 AM,65.9,64.18,,,,,
1239,03/31/24 04:00:00 AM,66.3,63.88,,,,,
1240,03/31/24 05:00:00 AM,66.0,63.57,,,,,
1241,03/31/24 06:00:00 AM,66.4,63.21,,,,,
1242,03/31/24 07:00:00 AM,66.0,62.89,,,,,
1243,03/31/24 08:00:00 AM,66.7,62.67,,,,,
1244,03/31/24 09:00:00 AM,67.5,62.62,,,,,
1245,03/31/24 10:00:00 AM,66.7,62.67,,,,,
1246,03/31/24 11:00:00 AM,66.0,62.92,,,,,
1247,03/31/24 12:00:00 PM,66.3,63.63,,,,,
1248,03/31/24 01:00:00 PM,66.7,64.20,,,,,
1249,03/31/24 02:00:00 PM,67.0,64.98,,,,,
1250,03/31/24 03:00:00 PM,67.4,65.66,,,,,
1251,03/31/24 04:00:00 PM,67.3,66.31,,,,,
1252,03/31/24 05:00:00 PM,67.7,66.81,,,,,
1253,03/31/24 06:00:00 PM,67.7,66.83,,,,,
1254,03/31/24 07:00:00 PM,67.7,66.83,,,,,
1255,03/31/24 08:00:00 PM,67.7,66.78,,,,,
1256,03/31/24 09:00:00 PM,68.1,66.72,,,,,
1257,03/31/24 10:00:00 PM,68.1,66.63,,,,,
1258,03/31/24 11:00:00 PM,67.7,66.49,,,,,
1259,04/01/24 12:00:00 AM,68.5,66.33,,,,,
1260,04/01/24 01:00:00 AM,68.1,66.16,,,,,
1261,04/01/24 02:00:00 AM,68.5,66.00,,,,,
1262,04/01/24 03:00:00 AM,68.5,65.84,,,,,
1263,04/01/24 04:00:00 AM,68.5,65.64,,,,,
1264,04/01/24 05:00:00 AM,68.5,65.46,,,,,
1265,04/01/24 06:00:00 AM,68.5,65.25,,,,,
1266,04/01/24 07:00:00 AM,68.5,65.03,,,,,
1267,04/01/24 08:00:00 AM,68.9,64.92,,,,,
1268,04/01/24 09:00:00 AM,68.9,64.99,,,,,
1269,04/01/24 10:00:00 AM,68.9,65.16,,,,,
1270,04/01/24 11:00:00 AM,68.9,65.46,,,,,
1271,04/01/24 12:00:00 PM,69.2,66.09,,,,,
1272,04/01/24 01:00:00 PM,69.9,66.54,,,,,
1273,04/01/24 02:00:00 PM,69.9,67.12,,,,,
1274,04/01/24 03:00:00 PM,70.2,67.77,,,,,
1275,04/01/24 04:00:00 PM,71.0,68.31,,,,,
1276,04/01/24 05:00:00 PM,70.6,68.61,,,,,
1277,04/01/24 06:00:00 PM,71.0,68.63,,,,,
1278,04/01/24 07:00:00 PM,69.8,68.56,,,,,
1279,04/01/24 08:00:00 PM,69.8,68.47,,,,,
1280,04/01/24 09:00:00 PM,70.2,68.40,,,,,
1281,04/01/24 10:00:00 PM,70.2,68.29,,,,,
1282,04/01/24 11:00:00 PM,70.6,68.18,,,,,
1283,04/02/24 12:00:00 AM,70.6,68.02,,,,,
1284,04/02/24 01:00:00 AM,70.2,67.86,,,,,
1285,04/02/24 02:00:00 AM,71.0,67.66,,,,,
1286,04/02/24 03:00:00 AM,71.0,67.53,,,,,
1287,04/02/24 04:00:00 AM,71.0,67.37,,,,,
1288,04/02/24 05:00:00 AM,70.6,67.21,,,,,
1289,04/02/24 06:00:00 AM,70.3,67.08,,,,,
1290,04/02/24 07:00:00 AM,70.3,66.99,,,,,
1291,04/02/24 08:00:00 AM,70.6,66.99,,,,,
1292,04/02/24 09:00:00 AM,71.4,67.12,,,,,
1293,04/02/24 10:00:00 AM,72.1,67.39,,,,,
1294,04/02/24 11:00:00 AM,72.1,67.66,,,,,
1295,04/02/24 12:00:00 PM,72.4,68.20,,,,,
1296,04/02/24 01:00:00 PM,72.8,68.68,,,,,
1297,04/02/24 02:00:00 PM,73.1,69.12,,,,,
1298,04/02/24 03:00:00 PM,73.5,69.67,,,,,
1299,04/02/24 04:00:00 PM,73.8,70.09,,,,,
1300,04/02/24 05:00:00 PM,74.2,70.45,,,,,
1301,04/02/24 06:00:00 PM,74.6,70.48,,,,,
1302,04/02/24 07:00:00 PM,74.2,70.41,,,,,
1303,04/02/24 08:00:00 PM,74.6,70.32,,,,,
1304,04/02/24 09:00:00 PM,74.2,70.27,,,,,
1305,04/02/24 10:00:00 PM,74.6,70.20,,,,,
1306,04/02/24 11:00:00 PM,74.6,70.16,,,,,
1307,04/03/24 12:00:00 AM,74.6,70.07,,,,,
1308,04/03/24 01:00:00 AM,75.7,70.00,,,,,
1309,04/03/24 02:00:00 AM,75.7,69.94,,,,,
1310,04/03/24 03:00:00 AM,75.7,69.87,,,,,
1311,04/03/24 04:00:00 AM,75.7,69.84,,,,,
1312,04/03/24 05:00:00 AM,75.7,69.82,,,,,
1313,04/03/24 06:00:00 AM,76.1,69.76,,,,,
1314,04/03/24 07:00:00 AM,76.1,69.78,,,,,
1315,04/03/24 08:00:00 AM,76.4,69.85,,,,,
1316,04/03/24 09:00:00 AM,76.8,69.94,,,,,
1317,04/03/24 10:00:00 AM,76.4,70.18,,,,,
1318,04/03/24 11:00:00 AM,93.8,70.34,,,,,
1319,04/03/24 12:00:00 PM,93.8,70.41,,,,,
1320,04/03/24 01:00:00 PM,100.1,70.45,,,,,
1321,04/03/24 02:00:00 PM,84.9,71.10,,,,,
1322,04/03/24 03:00:00 PM,74.9,71.29,,,,,
1323,04/03/24 04:00:00 PM,71.9,71.35,,,,,
1324,04/03/24 05:00:00 PM,71.2,71.26,,,,,
1325,04/03/24 06:00:00 PM,67.9,70.99,,,,,
1326,04/03/24 07:00:00 PM,66.4,70.70,,,,,
1327,04/03/24 08:00:00 PM,66.1,70.39,,,,,
1328,04/03/24 09:00:00 PM,65.7,70.03,,,,,
1329,04/03/24 10:00:00 PM,63.9,69.67,,,,,
1330,04/03/24 11:00:00 PM,61.3,69.26,,,,,
1331,04/04/24 12:00:00 AM,59.9,68.79,,,,,
1332,04/04/24 01:00:00 AM,78.7,68.34,,,,,
1333,04/04/24 02:00:00 AM,79.9,67.87,,,,,
1334,04/04/24 03:00:00 AM,71.7,67.41,,,,,
1335,04/04/24 04:00:00 AM,75.5,66.97,,,,,
1336,04/04/24 05:00:00 AM,77.7,66.49,,,,,
1337,04/04/24 06:00:00 AM,76.6,65.97,,,,,
1338,04/04/24 07:00:00 AM,76.6,65.41,,,,,
1339,04/04/24 08:00:00 AM,78.1,64.98,,,,,
1340,04/04/24 09:00:00 AM,77.4,64.74,,,,,
1341,04/04/24 10:00:00 AM,77.0,64.76,,,,,
1342,04/04/24 11:00:00 AM,71.8,65.01,,,,,
1343,04/04/24 12:00:00 PM,82.2,65.52,,,,,
1344,04/04/24 01:00:00 PM,80.7,66.15,,,,,
1345,04/04/24 02:00:00 PM,79.9,66.87,,,,,
1346,04/04/24 03:00:00 PM,58.8,67.60,,,,,
1347,04/04/24 04:00:00 PM,59.2,68.04,,,,,
1348,04/04/24 05:00:00 PM,59.9,68.22,,,,,
1349,04/04/24 06:00:00 PM,60.3,68.23,,,,,
1350,04/04/24 07:00:00 PM,59.9,68.11,,,,,
1351,04/04/24 08:00:00 PM,59.9,67.78,,,,,
1352,04/04/24 09:00:00 PM,59.5,67.37,,,,,
1353,04/04/24 10:00:00 PM,59.2,66.87,,,,,
