"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Attached (LGR S/N: 20342071, SEN S/N: 20342071)","Stopped (LGR S/N: 20342071, SEN S/N: 20342071)","End Of File (LGR S/N: 20342071, SEN S/N: 20342071)"
1,12/13/24 11:00:00 AM,44.2,40.4,52.99,,,,
2,12/13/24 12:00:00 PM,44.9,41.1,54.09,,,,
3,12/13/24 01:00:00 PM,45.6,41.5,55.18,,,,
4,12/13/24 02:00:00 PM,46.3,42.2,56.10,,,,
5,12/13/24 03:00:00 PM,46.6,42.9,56.66,,,,
6,12/13/24 04:00:00 PM,46.6,42.6,56.70,,,,
7,12/13/24 05:00:00 PM,46.5,42.6,56.59,,,,
8,12/13/24 06:00:00 PM,46.4,42.6,56.37,,,,
9,12/13/24 07:00:00 PM,46.4,42.6,56.25,,,,
10,12/13/24 08:00:00 PM,46.4,42.2,56.17,,,,
11,12/13/24 09:00:00 PM,46.3,42.2,56.07,,,,
12,12/13/24 10:00:00 PM,46.3,42.2,56.07,,,,
13,12/13/24 11:00:00 PM,46.4,42.6,56.08,,,,
14,12/14/24 12:00:00 AM,46.4,42.6,56.08,,,,
15,12/14/24 01:00:00 AM,46.4,42.6,56.03,,,,
16,12/14/24 02:00:00 AM,46.3,42.2,56.03,,,,
17,12/14/24 03:00:00 AM,46.3,42.2,56.12,,,,
18,12/14/24 04:00:00 AM,46.4,42.6,56.26,,,,
19,12/14/24 05:00:00 AM,46.4,42.6,56.39,,,,
20,12/14/24 06:00:00 AM,46.6,42.6,56.59,,,,
21,12/14/24 07:00:00 AM,46.7,42.6,56.75,,,,
22,12/14/24 08:00:00 AM,46.9,42.9,56.91,,,,
23,12/14/24 09:00:00 AM,47.2,43.3,57.29,,,,
24,12/14/24 10:00:00 AM,47.8,44.0,58.01,,,,
25,12/14/24 11:00:00 AM,48.4,44.7,59.07,,,,
26,12/14/24 12:00:00 PM,48.9,45.1,59.86,,,,
27,12/14/24 01:00:00 PM,49.6,45.8,60.64,,,,
28,12/14/24 02:00:00 PM,49.9,45.8,61.07,,,,
29,12/14/24 03:00:00 PM,50.1,46.2,61.38,,,,
30,12/14/24 04:00:00 PM,50.2,46.5,61.54,,,,
31,12/14/24 05:00:00 PM,50.1,46.5,61.41,,,,
32,12/14/24 06:00:00 PM,49.9,46.2,61.12,,,,
33,12/14/24 07:00:00 PM,49.7,46.2,60.84,,,,
34,12/14/24 08:00:00 PM,49.7,45.8,60.60,,,,
35,12/14/24 09:00:00 PM,49.6,45.8,60.42,,,,
36,12/14/24 10:00:00 PM,49.6,45.4,60.37,,,,
37,12/14/24 11:00:00 PM,51.1,47.7,60.35,,,,
38,12/15/24 12:00:00 AM,48.2,44.3,60.30,,,,
39,12/15/24 01:00:00 AM,48.2,44.7,60.21,,,,
40,12/15/24 02:00:00 AM,48.1,44.3,60.24,,,,
