Plot Title: Bradford_13con,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Full Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Temp, °F (LGR S/N: 10778435, SEN S/N: 10778435)"
560,11/24/2023 23:00,317.8,325.9,60.8
561,11/25/2023 0:00,316.6,324.7,60.57
562,11/25/2023 1:00,316,323.9,60.37
563,11/25/2023 2:00,315.1,322.8,60.13
564,11/25/2023 3:00,313.7,321.6,59.83
565,11/25/2023 4:00,312.7,320,59.52
566,11/25/2023 5:00,311.5,319.3,59.2
567,11/25/2023 6:00,310,317.8,58.87
568,11/25/2023 7:00,309.8,317.4,58.86
569,11/25/2023 8:00,310.3,318.5,59.05
570,11/25/2023 9:00,311.7,319.7,59.4
571,11/25/2023 10:00,315.2,323.1,60.26
572,11/25/2023 11:00,319.5,327.4,61.25
573,11/25/2023 12:00,323.6,331.6,62.22
574,11/25/2023 13:00,327.3,335.9,63.03
575,11/25/2023 14:00,329.5,338.2,63.46
576,11/25/2023 15:00,330.5,339,63.7
577,11/25/2023 16:00,331.7,340.2,63.84
578,11/25/2023 17:00,331.7,340.6,63.82
579,11/25/2023 18:00,330.9,339.8,63.63
580,11/25/2023 19:00,330.3,338.6,63.52
581,11/25/2023 20:00,329.3,337.9,63.32
582,11/25/2023 21:00,328.9,337.5,63.21
583,11/25/2023 22:00,328.3,336.7,63.12
584,11/25/2023 23:00,327.9,336.3,63.05
585,11/26/2023 0:00,328.4,337.5,63.03
586,11/26/2023 1:00,327.6,336.3,63
587,11/26/2023 2:00,327.3,335.9,62.96
588,11/26/2023 3:00,327.1,335.9,62.96
589,11/26/2023 4:00,326.9,335.5,62.91
590,11/26/2023 5:00,326.5,335.1,62.89
591,11/26/2023 6:00,326.5,335.1,62.91
592,11/26/2023 7:00,326.5,335.1,62.98
593,11/26/2023 8:00,326.8,335.5,63.12
594,11/26/2023 9:00,326.2,334.6,63.28
595,11/26/2023 10:00,309.1,316.9,63.37
596,11/26/2023 11:00,311.6,319.3,63.37
597,11/26/2023 12:00,302.8,310.5,63.39
598,11/26/2023 13:00,286.6,293.6,63.45
599,11/26/2023 14:00,282.6,288.8,63.5
600,11/26/2023 15:00,290.1,297.2,63.55
601,11/26/2023 16:00,292.8,299.6,63.73
602,11/26/2023 17:00,304.8,312.4,63.86
603,11/26/2023 18:00,308.8,316.8,63.99
604,11/26/2023 19:00,306.9,314.8,64.09
605,11/26/2023 20:00,304.6,312.4,63.97
606,11/26/2023 21:00,302,309.6,63.81
607,11/26/2023 22:00,300.9,308.4,63.81
608,11/26/2023 23:00,300.6,308,63.75
609,11/27/2023 0:00,300.5,308,63.55
610,11/27/2023 1:00,301.2,308.9,63.45
611,11/27/2023 2:00,302.8,310.5,63.39
612,11/27/2023 3:00,304.9,312.5,63.32
613,11/27/2023 4:00,306.6,314.5,63.23
614,11/27/2023 5:00,307.9,316.2,63.05
615,11/27/2023 6:00,309.1,317,62.89
616,11/27/2023 7:00,310,317.8,62.67
617,11/27/2023 8:00,311.1,319.1,62.62
618,11/27/2023 9:00,311.4,319.5,62.46
619,11/27/2023 10:00,312.6,320.7,62.55
620,11/27/2023 11:00,314.2,322.3,62.76
621,11/27/2023 12:00,316.4,324.6,63.27
622,11/27/2023 13:00,318,326.6,63.46
623,11/27/2023 14:00,319.9,328.5,63.75
624,11/27/2023 15:00,321.3,330.1,63.86
625,11/27/2023 16:00,321.3,329.7,63.73
626,11/27/2023 17:00,320.8,329.4,63.43
627,11/27/2023 18:00,319.9,328.3,63
628,11/27/2023 19:00,317.9,326.4,62.31
629,11/27/2023 20:00,316.4,324.5,61.77
630,11/27/2023 21:00,314.7,322.9,61.27
631,11/27/2023 22:00,313.3,321.4,60.87
632,11/27/2023 23:00,311.6,319.9,60.51
633,11/28/2023 0:00,308.9,317.1,60.04
634,11/28/2023 1:00,306.1,314,59.65
635,11/28/2023 2:00,302.9,310.8,59.29
636,11/28/2023 3:00,299.4,307.3,58.87
637,11/28/2023 4:00,296.1,303.7,58.5
638,11/28/2023 5:00,293.3,300.5,58.12
639,11/28/2023 6:00,289.9,297,57.72
640,11/28/2023 7:00,287.2,294.2,57.4
641,11/28/2023 8:00,284.6,291.5,57.09
642,11/28/2023 9:00,282.6,289.1,56.91
643,11/28/2023 10:00,281.5,288.3,56.95
644,11/28/2023 11:00,281.6,288.2,57.2
645,11/28/2023 12:00,282.6,288.9,57.61
646,11/28/2023 13:00,284.3,291.3,58.05
647,11/28/2023 14:00,284.8,291.7,58.24
648,11/28/2023 15:00,285.1,292.1,58.21
649,11/28/2023 16:00,285.4,292.5,58.24
650,11/28/2023 17:00,285.7,292.5,58.26
651,11/28/2023 18:00,284.8,291.3,57.96
652,11/28/2023 19:00,283.4,290.2,57.43
653,11/28/2023 20:00,281.2,288.3,56.86
654,11/28/2023 21:00,279.3,285.9,56.26
655,11/28/2023 22:00,277.3,283.6,55.65
656,11/28/2023 23:00,275.1,281.7,55.08
657,11/29/2023 0:00,273.1,279.8,54.54
658,11/29/2023 1:00,270.9,277.1,53.94
659,11/29/2023 2:00,269,275.1,53.44
660,11/29/2023 3:00,267.3,273.2,52.97
661,11/29/2023 4:00,265.7,272,52.52
662,11/29/2023 5:00,263.8,269.7,52.03
663,11/29/2023 6:00,262.5,268.1,51.69
664,11/29/2023 7:00,261,266.6,51.42
665,11/29/2023 8:00,260.3,265.8,51.28
666,11/29/2023 9:00,261.2,266.5,51.53
667,11/29/2023 10:00,263.3,268.9,52.16
668,11/29/2023 11:00,266.3,272,52.97
669,11/29/2023 12:00,270.4,276.2,54.07
670,11/29/2023 13:00,273.7,280.1,54.95
671,11/29/2023 14:00,277.4,284.4,55.69
672,11/29/2023 15:00,278.9,286,55.99
673,11/29/2023 16:00,278.4,285.2,56.1
674,11/29/2023 17:00,278.2,284.8,55.99
675,11/29/2023 18:00,277,283.2,55.56
676,11/29/2023 19:00,275.9,282.5,55.17
677,11/29/2023 20:00,274.7,281,54.75
678,11/29/2023 21:00,273.3,279.4,54.23
679,11/29/2023 22:00,271.8,278.3,53.67
680,11/29/2023 23:00,270.5,276.4,53.2
681,11/30/2023 0:00,269.7,275.6,52.84
682,11/30/2023 1:00,268.4,274.5,52.43
683,11/30/2023 2:00,267.2,273.3,52
684,11/30/2023 3:00,266.1,271.8,51.57
685,11/30/2023 4:00,264.8,270.6,51.13
686,11/30/2023 5:00,263.3,268.7,50.72
687,11/30/2023 6:00,262.3,267.9,50.41
688,11/30/2023 7:00,261.2,266.8,50.13
689,11/30/2023 8:00,261.2,266.8,50.07
690,11/30/2023 9:00,263.6,269.5,50.68
691,11/30/2023 10:00,266.7,272.6,51.53
692,11/30/2023 11:00,272.1,278.5,52.81
693,11/30/2023 12:00,278,284.3,54.28
694,11/30/2023 13:00,282.7,289.3,55.62
695,11/30/2023 14:00,286.4,293.6,56.61
696,11/30/2023 15:00,288.6,295.9,57.15
697,11/30/2023 16:00,291,299,57.47
698,11/30/2023 17:00,290.5,298.6,57.58
699,11/30/2023 18:00,291.8,299.8,57.58
700,11/30/2023 19:00,292,299.9,57.49
701,11/30/2023 20:00,291.1,299.1,57.34
702,11/30/2023 21:00,291,299.1,57.4
703,11/30/2023 22:00,291.3,299.1,57.43
704,11/30/2023 23:00,290.4,297.8,57.51
705,12/1/2023 0:00,291,297.8,57.49
706,12/1/2023 1:00,291.9,299,57.58
707,12/1/2023 2:00,292.6,299.8,57.61
708,12/1/2023 3:00,293,300.2,57.56
709,12/1/2023 4:00,293.3,300.7,57.47
710,12/1/2023 5:00,293.5,300.7,57.43
711,12/1/2023 6:00,294.1,301.5,57.54
712,12/1/2023 7:00,294.8,302.3,57.61
713,12/1/2023 8:00,295.5,303,57.7
714,12/1/2023 9:00,297.6,305,58.21
715,12/1/2023 10:00,302.2,310,59.25
716,12/1/2023 11:00,309.1,317,60.91
717,12/1/2023 12:00,314.6,323.2,62.15
718,12/1/2023 13:00,318.1,326.6,63
719,12/1/2023 14:00,320.8,328.9,63.59
720,12/1/2023 15:00,322.6,331.3,64.04
721,12/1/2023 16:00,322.8,331.3,63.99
722,12/1/2023 17:00,322.5,330.9,63.9
723,12/1/2023 18:00,321.2,330.2,63.55
724,12/1/2023 19:00,320.2,328.6,63.32
725,12/1/2023 20:00,319.5,327.8,63.19
726,12/1/2023 21:00,319.4,327.8,63.09
727,12/1/2023 22:00,319.1,327.8,63.09
728,12/1/2023 23:00,319.8,328.2,63.09
729,12/2/2023 0:00,319.8,328.2,63.09
730,12/2/2023 1:00,320.3,328.6,63.14
731,12/2/2023 2:00,321,329.8,63.14
732,12/2/2023 3:00,317.5,326.2,63.16
733,12/2/2023 4:00,321.2,330.2,63.21
734,12/2/2023 5:00,322.2,330.6,63.28
735,12/2/2023 6:00,323.4,332.6,63.37
736,12/2/2023 7:00,324.3,333.4,63.43
737,12/2/2023 8:00,325.9,335.8,63.59
738,12/2/2023 9:00,326.7,336.1,63.91
739,12/2/2023 10:00,328.9,338,64.4
740,12/2/2023 11:00,331.3,340.8,64.9
741,12/2/2023 12:00,334.3,344.3,65.61
742,12/2/2023 13:00,336.5,346.6,65.93
743,12/2/2023 14:00,338.1,347.7,66.34
744,12/2/2023 15:00,339.2,349.3,66.61
745,12/2/2023 16:00,340.1,350,66.88
746,12/2/2023 17:00,340,350,66.79
747,12/2/2023 18:00,339.1,349.3,66.6
748,12/2/2023 19:00,338.5,348.1,66.45
749,12/2/2023 20:00,341,350.9,66.52
750,12/2/2023 21:00,338.7,348.1,66.54
751,12/2/2023 22:00,338.6,348.1,66.49
752,12/2/2023 23:00,337.6,347.3,66.6
753,12/3/2023 0:00,337.6,347.3,66.54
754,12/3/2023 1:00,336.9,346.5,66.54
755,12/3/2023 2:00,337.7,347.3,66.54
756,12/3/2023 3:00,338.5,348.1,66.61
757,12/3/2023 4:00,339.1,348.9,66.69
758,12/3/2023 5:00,340.4,350.4,66.85
759,12/3/2023 6:00,341.3,351.2,66.96
760,12/3/2023 7:00,341.9,351.6,67.01
761,12/3/2023 8:00,342.4,352.4,66.99
762,12/3/2023 9:00,342.6,352.8,67.26
763,12/3/2023 10:00,345.1,354.6,67.95
764,12/3/2023 11:00,345.9,356.2,68.25
765,12/3/2023 12:00,347.5,357.7,68.65
766,12/3/2023 13:00,340.5,350.1,68.56
767,12/3/2023 14:00,345.3,355.3,68.56
768,12/3/2023 15:00,344.3,354.5,68.49
769,12/3/2023 16:00,344.5,354.5,68.47
770,12/3/2023 17:00,344.9,354.6,68.34
771,12/3/2023 18:00,344.3,354.6,68.18
772,12/3/2023 19:00,344.2,354.2,68.04
773,12/3/2023 20:00,345.1,355.4,67.96
774,12/3/2023 21:00,345.5,355.4,67.95
775,12/3/2023 22:00,346.2,355.9,67.89
776,12/3/2023 23:00,347.4,357.9,67.84
777,12/4/2023 0:00,347.1,357.9,67.78
778,12/4/2023 1:00,348.1,357.9,67.77
779,12/4/2023 2:00,347.5,357.9,67.73
780,12/4/2023 3:00,348.5,358.7,67.71
781,12/4/2023 4:00,359.9,376.4,67.66
782,12/4/2023 5:00,343.6,353.1,67.6
783,12/4/2023 6:00,343.2,352.3,67.6
784,12/4/2023 7:00,342.9,352.3,67.62
785,12/4/2023 8:00,342.6,351.9,67.66
786,12/4/2023 9:00,342.6,351.9,67.77
787,12/4/2023 10:00,342.9,351.8,67.95
788,12/4/2023 11:00,344.6,353.3,68.38
789,12/4/2023 12:00,345.5,354.5,68.72
790,12/4/2023 13:00,346.2,355.3,68.81
791,12/4/2023 14:00,345.6,354.5,68.72
792,12/4/2023 15:00,346,354.9,68.74
793,12/4/2023 16:00,345.8,354.5,68.63
794,12/4/2023 17:00,343.3,351.8,68.04
795,12/4/2023 18:00,345.5,354.4,67.37
796,12/4/2023 19:00,338.1,346.4,66.87
797,12/4/2023 20:00,353.5,369.5,66.29
798,12/4/2023 21:00,333.2,341.4,65.71
799,12/4/2023 22:00,331.6,339.9,65.1
800,12/4/2023 23:00,328.4,336.4,64.62
801,12/5/2023 0:00,326.6,334.9,64.2
802,12/5/2023 1:00,325.2,332.9,63.9
803,12/5/2023 2:00,324.2,331.8,63.66
804,12/5/2023 3:00,323.4,331,63.45
805,12/5/2023 4:00,322.5,330.6,63.28
806,12/5/2023 5:00,321.4,329.1,62.92
807,12/5/2023 6:00,319.3,326.7,62.49
808,12/5/2023 7:00,316.9,324.4,61.97
809,12/5/2023 8:00,315.5,322.9,61.68
810,12/5/2023 9:00,315.8,323.2,61.83
811,12/5/2023 10:00,316.6,323.6,62.06
812,12/5/2023 11:00,317.9,325.1,62.49
813,12/5/2023 12:00,321.1,328.6,63.28
814,12/5/2023 13:00,322.8,330.1,63.66
815,12/5/2023 14:00,323.3,330.9,63.75
816,12/5/2023 15:00,322.7,330.2,63.61
817,12/5/2023 16:00,322.8,329.7,63.66
818,12/5/2023 17:00,321.7,329,63.43
819,12/5/2023 18:00,319,326.3,62.82
820,12/5/2023 19:00,316.2,323.2,62.22
821,12/5/2023 20:00,313.5,320.5,61.65
822,12/5/2023 21:00,311.1,318.1,61.07
823,12/5/2023 22:00,308.8,315.4,60.53
824,12/5/2023 23:00,307.3,313.9,60.21
825,12/6/2023 0:00,305.8,312.3,59.83
826,12/6/2023 1:00,304.9,311.6,59.63
827,12/6/2023 2:00,303.9,310.4,59.34
828,12/6/2023 3:00,302.9,309.6,59.09
829,12/6/2023 4:00,301.9,308.1,58.73
830,12/6/2023 5:00,300.9,307.7,58.42
831,12/6/2023 6:00,301.2,308.2,58.15
832,12/6/2023 7:00,299.4,306.2,57.92
833,12/6/2023 8:00,298.4,305.1,57.63
834,12/6/2023 9:00,298.5,304.7,57.61
835,12/6/2023 10:00,299,305.5,57.72
836,12/6/2023 11:00,300.7,307.4,58.08
837,12/6/2023 12:00,302.8,309.3,58.55
838,12/6/2023 13:00,305.5,312.5,59.18
839,12/6/2023 14:00,307.3,313.6,59.59
840,12/6/2023 15:00,307.4,314.4,59.56
841,12/6/2023 16:00,307.1,313.6,59.41
842,12/6/2023 17:00,306.9,313.6,59.34
843,12/6/2023 18:00,305.7,312.5,58.98
844,12/6/2023 19:00,302.9,309.8,58.5
845,12/6/2023 20:00,300.5,307,57.88
846,12/6/2023 21:00,298.3,304.7,57.38
847,12/6/2023 22:00,295.8,302.4,56.84
848,12/6/2023 23:00,293.4,299.7,56.25
849,12/7/2023 0:00,291.1,297.7,55.69
850,12/7/2023 1:00,288.9,295.4,55.15
851,12/7/2023 2:00,286.9,293.1,54.68
852,12/7/2023 3:00,285.1,291.1,54.18
853,12/7/2023 4:00,283.4,289.2,53.76
854,12/7/2023 5:00,281.9,288.1,53.37
855,12/7/2023 6:00,280.1,286.1,52.9
856,12/7/2023 7:00,278.2,284.2,52.43
857,12/7/2023 8:00,277.1,283,52.16
858,12/7/2023 9:00,278.4,284.6,52.45
859,12/7/2023 10:00,281.4,287.7,53.22
860,12/7/2023 11:00,285.2,291.2,54.14
861,12/7/2023 12:00,290,296.6,55.29
862,12/7/2023 13:00,295,301.2,56.48
863,12/7/2023 14:00,298.7,305.5,57.34
864,12/7/2023 15:00,300.9,307.8,57.92
865,12/7/2023 16:00,302.4,309,58.21
866,12/7/2023 17:00,302.9,310.2,58.32
867,12/7/2023 18:00,301.8,308.6,58.05
868,12/7/2023 19:00,300.5,307.1,57.7
869,12/7/2023 20:00,298.7,305.5,57.27
870,12/7/2023 21:00,296.9,303.6,56.91
871,12/7/2023 22:00,295.3,301.6,56.57
872,12/7/2023 23:00,293.8,300.5,56.3
873,12/8/2023 0:00,292.7,299.3,56.07
874,12/8/2023 1:00,291.6,298.5,55.83
875,12/8/2023 2:00,290.5,297,55.6
876,12/8/2023 3:00,289.9,296.6,55.47
877,12/8/2023 4:00,289.7,296.6,55.38
878,12/8/2023 5:00,289,295.4,55.36
879,12/8/2023 6:00,289,295.8,55.31
880,12/8/2023 7:00,289.2,296.2,55.36
881,12/8/2023 8:00,289.6,296.2,55.42
882,12/8/2023 9:00,291.6,298.5,56.01
883,12/8/2023 10:00,294.8,301.2,56.79
884,12/8/2023 11:00,298,305,57.74
885,12/8/2023 12:00,303.2,310.1,58.86
