"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Attached (LGR S/N: 20342071, SEN S/N: 20342071)","Stopped (LGR S/N: 20342071, SEN S/N: 20342071)","End Of File (LGR S/N: 20342071, SEN S/N: 20342071)"
1,09/13/24 09:00:00 AM,74.4,70.1,75.96,Logged,,,
2,09/13/24 10:00:00 AM,74.5,70.4,76.03,,,,
3,09/13/24 11:00:00 AM,74.5,70.4,76.14,,,,
4,09/13/24 12:00:00 PM,74.5,70.4,76.19,,,,
5,09/13/24 01:00:00 PM,74.3,70.0,76.28,,,,
6,09/13/24 02:00:00 PM,74.2,70.0,76.39,,,,
7,09/13/24 03:00:00 PM,74.3,70.0,76.50,,,,
8,09/13/24 04:00:00 PM,74.8,70.4,76.60,,,,
9,09/13/24 05:00:00 PM,75.5,71.1,76.73,,,,
10,09/13/24 06:00:00 PM,76.0,71.9,76.84,,,,
11,09/13/24 07:00:00 PM,76.2,71.9,76.86,,,,
12,09/13/24 08:00:00 PM,76.2,71.9,76.82,,,,
13,09/13/24 09:00:00 PM,76.0,71.9,76.78,,,,
14,09/13/24 10:00:00 PM,76.7,72.2,76.75,,,,
15,09/13/24 11:00:00 PM,76.0,71.9,76.69,,,,
16,09/14/24 12:00:00 AM,74.5,71.5,76.62,,,,
17,09/14/24 01:00:00 AM,73.5,70.8,76.60,,,,
18,09/14/24 02:00:00 AM,75.1,70.8,76.53,,,,
19,09/14/24 03:00:00 AM,73.9,71.9,76.42,,,,
20,09/14/24 04:00:00 AM,74.7,70.4,76.32,,,,
21,09/14/24 05:00:00 AM,74.7,70.4,76.28,,,,
22,09/14/24 06:00:00 AM,74.7,70.4,76.21,,,,
23,09/14/24 07:00:00 AM,74.6,70.1,76.19,,,,
24,09/14/24 08:00:00 AM,74.5,70.4,76.21,,,,
25,09/14/24 09:00:00 AM,74.6,70.4,76.30,,,,
26,09/14/24 10:00:00 AM,74.7,70.4,76.41,,,,
27,09/14/24 11:00:00 AM,74.9,70.8,76.64,,,,
28,09/14/24 12:00:00 PM,75.1,70.8,77.07,,,,
29,09/14/24 01:00:00 PM,75.3,71.1,77.27,,,,
30,09/14/24 02:00:00 PM,75.3,71.1,77.43,,,,
31,09/14/24 03:00:00 PM,75.7,71.5,77.79,,,,
32,09/14/24 04:00:00 PM,75.9,71.8,77.94,,,,
33,09/14/24 05:00:00 PM,75.9,71.8,77.92,,,,
34,09/14/24 06:00:00 PM,75.9,71.8,77.86,,,,
35,09/14/24 07:00:00 PM,75.9,71.8,77.72,,,,
36,09/14/24 08:00:00 PM,75.9,71.5,77.63,,,,
37,09/14/24 09:00:00 PM,75.8,71.8,77.49,,,,
38,09/14/24 10:00:00 PM,75.7,71.5,77.40,,,,
39,09/14/24 11:00:00 PM,75.6,71.5,77.29,,,,
40,09/15/24 12:00:00 AM,75.6,71.1,77.18,,,,
41,09/15/24 01:00:00 AM,75.5,71.5,77.07,,,,
42,09/15/24 02:00:00 AM,75.4,71.1,76.96,,,,
43,09/15/24 03:00:00 AM,75.3,71.1,76.84,,,,
44,09/15/24 04:00:00 AM,75.2,71.1,76.71,,,,
45,09/15/24 05:00:00 AM,75.1,70.8,76.60,,,,
46,09/15/24 06:00:00 AM,75.1,70.8,76.53,,,,
47,09/15/24 07:00:00 AM,75.0,70.8,76.42,,,,
48,09/15/24 08:00:00 AM,74.9,70.8,76.42,,,,
49,09/15/24 09:00:00 AM,74.9,70.8,76.48,,,,
50,09/15/24 10:00:00 AM,75.0,70.8,76.60,,,,
51,09/15/24 11:00:00 AM,75.1,70.8,76.69,,,,
52,09/15/24 12:00:00 PM,75.2,71.1,76.89,,,,
53,09/15/24 01:00:00 PM,75.3,71.1,77.05,,,,
54,09/15/24 02:00:00 PM,75.6,71.5,77.29,,,,
55,09/15/24 03:00:00 PM,75.7,71.8,77.49,,,,
56,09/15/24 04:00:00 PM,75.9,71.8,77.65,,,,
57,09/15/24 05:00:00 PM,75.9,71.8,77.68,,,,
58,09/15/24 06:00:00 PM,75.8,71.8,77.59,,,,
59,09/15/24 07:00:00 PM,74.9,70.7,77.43,,,,
60,09/15/24 08:00:00 PM,74.7,70.4,77.29,,,,
61,09/15/24 09:00:00 PM,74.6,70.4,77.16,,,,
