"Plot Title: Bradford_6acond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10922244, SEN S/N: 10922244)","Temp, °F (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Detached (LGR S/N: 10922244, SEN S/N: 10922244)","Coupler Attached (LGR S/N: 10922244, SEN S/N: 10922244)","Stopped (LGR S/N: 10922244, SEN S/N: 10922244)","End Of File (LGR S/N: 10922244, SEN S/N: 10922244)"
1,07/11/24 01:00:00 PM,1.1,94.91,Logged,,,
2,07/11/24 02:00:00 PM,1.5,94.05,,,,
3,07/11/24 03:00:00 PM,1.5,91.99,,,,
4,07/11/24 04:00:00 PM,1.5,89.28,,,,
5,07/11/24 05:00:00 PM,1.5,86.86,,,,
6,07/11/24 06:00:00 PM,1.5,84.79,,,,
7,07/11/24 07:00:00 PM,1.5,81.97,,,,
8,07/11/24 08:00:00 PM,1.5,79.18,,,,
9,07/11/24 09:00:00 PM,5.8,77.23,,,,
10,07/11/24 10:00:00 PM,1.5,76.21,,,,
11,07/11/24 11:00:00 PM,1.5,75.06,,,,
12,07/12/24 12:00:00 AM,1.5,73.76,,,,
13,07/12/24 01:00:00 AM,1.5,72.39,,,,
14,07/12/24 02:00:00 AM,1.5,71.04,,,,
15,07/12/24 03:00:00 AM,1.5,71.10,,,,
16,07/12/24 04:00:00 AM,1.5,70.75,,,,
17,07/12/24 05:00:00 AM,1.5,70.43,,,,
18,07/12/24 06:00:00 AM,1.5,70.25,,,,
19,07/12/24 07:00:00 AM,1.5,72.16,,,,
20,07/12/24 08:00:00 AM,1.5,76.55,,,,
21,07/12/24 09:00:00 AM,5.8,80.47,,,,
22,07/12/24 10:00:00 AM,5.8,84.16,,,,
23,07/12/24 11:00:00 AM,1.5,87.57,,,,
24,07/12/24 12:00:00 PM,1.1,100.53,,,,
25,07/12/24 01:00:00 PM,1.5,104.77,,,,
26,07/12/24 02:00:00 PM,1.5,99.16,,,,
27,07/12/24 03:00:00 PM,1.5,95.34,,,,
28,07/12/24 04:00:00 PM,1.1,95.20,,,,
29,07/12/24 05:00:00 PM,1.5,89.37,,,,
30,07/12/24 06:00:00 PM,5.8,85.10,,,,
31,07/12/24 07:00:00 PM,1.5,82.18,,,,
32,07/12/24 08:00:00 PM,1.5,80.20,,,,
33,07/12/24 09:00:00 PM,1.5,78.19,,,,
34,07/12/24 10:00:00 PM,1.5,77.23,,,,
35,07/12/24 11:00:00 PM,1.5,76.44,,,,
36,07/13/24 12:00:00 AM,1.5,75.47,,,,
37,07/13/24 01:00:00 AM,1.5,74.46,,,,
38,07/13/24 02:00:00 AM,1.5,73.71,,,,
39,07/13/24 03:00:00 AM,1.5,72.88,,,,
40,07/13/24 04:00:00 AM,1.5,72.03,,,,
41,07/13/24 05:00:00 AM,1.5,71.26,,,,
42,07/13/24 06:00:00 AM,5.8,70.93,,,,
43,07/13/24 07:00:00 AM,1.5,72.39,,,,
44,07/13/24 08:00:00 AM,1.5,77.36,,,,
45,07/13/24 09:00:00 AM,1.5,83.30,,,,
46,07/13/24 10:00:00 AM,5.7,86.16,,,,
47,07/13/24 11:00:00 AM,1.5,89.80,,,,
48,07/13/24 12:00:00 PM,1.5,105.57,,,,
49,07/13/24 01:00:00 PM,1.5,104.85,,,,
50,07/13/24 02:00:00 PM,5.7,97.90,,,,
51,07/13/24 03:00:00 PM,1.5,99.01,,,,
52,07/13/24 04:00:00 PM,1.5,97.50,,,,
53,07/13/24 05:00:00 PM,5.7,93.29,,,,
54,07/13/24 06:00:00 PM,1.5,90.05,,,,
55,07/13/24 07:00:00 PM,5.7,86.94,,,,
56,07/13/24 08:00:00 PM,1.5,83.62,,,,
57,07/13/24 09:00:00 PM,1.1,81.43,,,,
58,07/13/24 10:00:00 PM,1.5,79.39,,,,
59,07/13/24 11:00:00 PM,1.5,78.22,,,,
60,07/14/24 12:00:00 AM,1.5,76.95,,,,
61,07/14/24 01:00:00 AM,1.5,76.21,,,,
62,07/14/24 02:00:00 AM,1.5,75.61,,,,
63,07/14/24 03:00:00 AM,1.5,75.54,,,,
64,07/14/24 04:00:00 AM,1.5,75.94,,,,
65,07/14/24 05:00:00 AM,1.5,76.08,,,,
66,07/14/24 06:00:00 AM,1.5,75.18,,,,
