"Plot Title: Brad3_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926099, SEN S/N: 10926099)","Temp, °F (LGR S/N: 10926099, SEN S/N: 10926099)"
1,12/08/23 12:00:00 PM,2.67,53.96
2,12/08/23 01:00:00 PM,2.25,53.85
3,12/08/23 02:00:00 PM,2.08,54.36
4,12/08/23 03:00:00 PM,1.98,54.79
5,12/08/23 04:00:00 PM,1.96,55.18
6,12/08/23 05:00:00 PM,2.00,55.58
7,12/08/23 06:00:00 PM,2.07,55.90
8,12/08/23 07:00:00 PM,2.16,56.26
9,12/08/23 08:00:00 PM,2.15,56.55
10,12/08/23 09:00:00 PM,2.18,56.84
11,12/08/23 10:00:00 PM,2.08,57.02
12,12/08/23 11:00:00 PM,2.00,57.20
13,12/09/23 12:00:00 AM,1.90,57.31
14,12/09/23 01:00:00 AM,1.86,57.34
15,12/09/23 02:00:00 AM,1.77,57.34
16,12/09/23 03:00:00 AM,1.68,57.31
17,12/09/23 04:00:00 AM,1.57,57.20
18,12/09/23 05:00:00 AM,1.51,57.13
19,12/09/23 06:00:00 AM,1.44,57.02
20,12/09/23 07:00:00 AM,1.40,56.91
21,12/09/23 08:00:00 AM,1.35,56.80
22,12/09/23 09:00:00 AM,1.31,56.88
23,12/09/23 10:00:00 AM,1.24,57.09
24,12/09/23 11:00:00 AM,1.19,57.42
25,12/09/23 12:00:00 PM,1.13,57.96
26,12/09/23 01:00:00 PM,1.04,58.50
27,12/09/23 02:00:00 PM,1.01,59.11
28,12/09/23 03:00:00 PM,1.05,59.61
29,12/09/23 04:00:00 PM,1.05,60.01
30,12/09/23 05:00:00 PM,0.91,60.40
31,12/09/23 06:00:00 PM,0.86,60.76
32,12/09/23 07:00:00 PM,0.91,61.09
33,12/09/23 08:00:00 PM,1.05,61.23
34,12/09/23 09:00:00 PM,1.19,61.38
35,12/09/23 10:00:00 PM,1.14,61.56
36,12/09/23 11:00:00 PM,1.13,61.59
37,12/10/23 12:00:00 AM,1.22,61.59
38,12/10/23 01:00:00 AM,1.18,61.52
39,12/10/23 02:00:00 AM,1.20,61.41
40,12/10/23 03:00:00 AM,1.19,61.30
41,12/10/23 04:00:00 AM,1.14,61.23
42,12/10/23 05:00:00 AM,1.15,61.12
43,12/10/23 06:00:00 AM,1.10,61.05
44,12/10/23 07:00:00 AM,1.04,61.02
45,12/10/23 08:00:00 AM,0.96,61.05
46,12/10/23 09:00:00 AM,0.88,61.16
47,12/10/23 10:00:00 AM,0.78,61.38
48,12/10/23 11:00:00 AM,0.70,61.77
49,12/10/23 12:00:00 PM,0.73,62.13
50,12/10/23 01:00:00 PM,0.67,62.49
51,12/10/23 02:00:00 PM,0.70,62.89
52,12/10/23 03:00:00 PM,0.76,63.21
53,12/10/23 04:00:00 PM,2.42,63.36
54,12/10/23 05:00:00 PM,2.99,63.46
55,12/10/23 06:00:00 PM,3.00,63.57
56,12/10/23 07:00:00 PM,2.96,63.75
57,12/10/23 08:00:00 PM,2.79,63.93
58,12/10/23 09:00:00 PM,2.74,64.08
59,12/10/23 10:00:00 PM,2.57,64.08
60,12/10/23 11:00:00 PM,2.57,63.82
