Date,CO2
2023-12-19T11:00:40Z,699.4171
2023-12-19T11:00:50Z,788.1733
2023-12-19T11:01:00Z,831.3395
2023-12-19T11:01:10Z,1172.607
2023-12-19T11:01:20Z,1164.081
2023-12-19T11:01:30Z,1179.18
2023-12-19T11:01:40Z,1196.711
2023-12-19T11:01:50Z,1214.622
2023-12-19T11:02:00Z,1231.969
2023-12-19T11:02:10Z,1525.354
2023-12-19T11:02:20Z,1503.728
2023-12-19T11:02:30Z,1505.988
2023-12-19T11:02:40Z,1511.076
2023-12-19T11:02:50Z,1516.758
2023-12-19T11:03:00Z,1523.475
2023-12-19T11:03:10Z,1781.772
2023-12-19T11:03:20Z,1752.081
2023-12-19T11:03:30Z,1743.993
2023-12-19T11:03:40Z,1739.247
2023-12-19T11:03:50Z,1736.589
2023-12-19T11:04:00Z,1734.607
2023-12-19T11:04:10Z,1964.569
2023-12-19T11:04:20Z,1926.867
2023-12-19T11:04:30Z,1910.501
2023-12-19T11:04:40Z,1899.332
2023-12-19T11:04:50Z,1888.775
2023-12-19T11:05:00Z,1879.909
2023-12-19T11:05:10Z,2092.893
2023-12-19T11:05:20Z,2049.469
2023-12-19T11:05:30Z,2027.59
2023-12-19T11:05:40Z,2010.841
2023-12-19T11:05:50Z,1996.063
2023-12-19T11:06:00Z,1983.647
2023-12-19T11:06:10Z,2183.734
2023-12-19T11:06:20Z,2135.062
2023-12-19T11:06:30Z,2108.847
2023-12-19T11:06:40Z,2088.64
2023-12-19T11:06:50Z,2071.572
2023-12-19T11:07:00Z,2055.008
2023-12-19T11:07:10Z,2246.362
2023-12-19T11:07:20Z,2195.778
2023-12-19T11:07:30Z,2166.029
2023-12-19T11:07:40Z,2143.996
2023-12-19T11:07:50Z,2123.241
2023-12-19T11:08:00Z,2105.747
2023-12-19T11:08:10Z,2291.092
2023-12-19T11:08:20Z,2239.246
2023-12-19T11:08:30Z,2210.077
2023-12-19T11:08:40Z,2183.248
2023-12-19T11:08:50Z,2162.106
2023-12-19T11:09:00Z,2144.012
2023-12-19T11:09:10Z,2324.869
2023-12-19T11:09:20Z,2272.069
2023-12-19T11:09:30Z,2240.16
2023-12-19T11:09:40Z,2214.683
2023-12-19T11:09:50Z,2192.197
2023-12-19T11:10:00Z,2171.774
2023-12-19T11:10:10Z,2352.76
2023-12-19T11:10:20Z,2298.706
2023-12-19T11:10:30Z,2265.415
2023-12-19T11:10:40Z,2239.787
2023-12-19T11:10:50Z,2215.607
2023-12-19T11:11:00Z,2196.109
2023-12-19T11:11:10Z,2374.587
2023-12-19T11:11:20Z,2321.239
2023-12-19T11:11:30Z,2287.498
2023-12-19T11:11:40Z,2261.959
2023-12-19T11:11:50Z,2237.241
2023-12-19T11:12:00Z,2216.705
2023-12-19T11:12:10Z,2389.988
2023-12-19T11:12:20Z,2334.958
2023-12-19T11:12:30Z,2302.723
2023-12-19T11:12:40Z,2274.116
2023-12-19T11:12:50Z,2250.663
2023-12-19T11:13:00Z,2231.156
2023-12-19T11:13:10Z,2406.129
2023-12-19T11:13:20Z,2351.971
2023-12-19T11:13:30Z,2317.733
2023-12-19T11:13:40Z,2290.34
2023-12-19T11:13:50Z,2264.239
2023-12-19T11:14:00Z,2243.992
2023-12-19T11:14:10Z,2418.379
