"Plot Title: Bradford_6acond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10922244, SEN S/N: 10922244)","Temp, °F (LGR S/N: 10922244, SEN S/N: 10922244)"
1,11/15/22 02:00:00 PM,43.1,67.15
2,11/15/22 02:15:00 PM,43.1,67.14
3,11/15/22 02:30:00 PM,43.1,67.08
4,11/15/22 02:45:00 PM,43.1,67.12
5,11/15/22 03:00:00 PM,43.1,67.23
6,11/15/22 03:15:00 PM,43.1,67.35
7,11/15/22 03:30:00 PM,43.1,67.44
8,11/15/22 03:45:00 PM,43.1,67.50
9,11/15/22 04:00:00 PM,43.5,67.51
10,11/15/22 04:15:00 PM,43.1,67.57
11,11/15/22 04:30:00 PM,43.1,67.57
12,11/15/22 04:45:00 PM,43.1,67.59
13,11/15/22 05:00:00 PM,47.0,67.62
14,11/15/22 05:15:00 PM,43.1,67.62
15,11/15/22 05:30:00 PM,43.1,67.62
16,11/15/22 05:45:00 PM,43.1,67.62
17,11/15/22 06:00:00 PM,43.1,67.59
18,11/15/22 06:15:00 PM,43.1,67.57
19,11/15/22 06:30:00 PM,43.1,67.57
20,11/15/22 06:45:00 PM,43.1,67.55
21,11/15/22 07:00:00 PM,43.1,67.50
22,11/15/22 07:15:00 PM,43.1,67.42
23,11/15/22 07:30:00 PM,43.1,67.35
24,11/15/22 07:45:00 PM,43.1,67.28
25,11/15/22 08:00:00 PM,43.5,67.15
26,11/15/22 08:15:00 PM,43.5,67.06
27,11/15/22 08:30:00 PM,43.5,66.94
28,11/15/22 08:45:00 PM,43.9,66.85
29,11/15/22 09:00:00 PM,43.9,66.78
30,11/15/22 09:15:00 PM,45.1,66.76
31,11/15/22 09:30:00 PM,45.1,66.72
32,11/15/22 09:45:00 PM,44.7,66.69
33,11/15/22 10:00:00 PM,46.3,66.60
34,11/15/22 10:15:00 PM,45.5,66.56
35,11/15/22 10:30:00 PM,46.3,66.49
36,11/15/22 10:45:00 PM,47.4,66.42
37,11/15/22 11:00:00 PM,45.9,66.33
38,11/15/22 11:15:00 PM,46.3,66.31
39,11/15/22 11:30:00 PM,44.3,66.27
40,11/15/22 11:45:00 PM,44.3,66.25
41,11/16/22 12:00:00 AM,44.3,66.20
42,11/16/22 12:15:00 AM,44.3,66.18
43,11/16/22 12:30:00 AM,44.3,66.16
44,11/16/22 12:45:00 AM,44.3,66.11
45,11/16/22 01:00:00 AM,44.3,66.09
46,11/16/22 01:15:00 AM,44.3,66.04
47,11/16/22 01:30:00 AM,44.3,65.97
48,11/16/22 01:45:00 AM,44.3,65.95
49,11/16/22 02:00:00 AM,44.3,65.95
50,11/16/22 02:15:00 AM,44.3,65.91
51,11/16/22 02:30:00 AM,44.3,65.91
52,11/16/22 02:45:00 AM,44.3,65.91
53,11/16/22 03:00:00 AM,44.3,65.91
54,11/16/22 03:15:00 AM,44.7,65.95
55,11/16/22 03:30:00 AM,44.7,65.95
56,11/16/22 03:45:00 AM,44.7,65.97
57,11/16/22 04:00:00 AM,44.7,65.97
58,11/16/22 04:15:00 AM,44.7,66.02
59,11/16/22 04:30:00 AM,44.3,66.02
60,11/16/22 04:45:00 AM,44.7,66.04
61,11/16/22 05:00:00 AM,44.7,66.06
62,11/16/22 05:15:00 AM,45.5,66.06
63,11/16/22 05:30:00 AM,45.9,66.09
64,11/16/22 05:45:00 AM,45.5,66.11
65,11/16/22 06:00:00 AM,45.1,66.11
66,11/16/22 06:15:00 AM,45.1,66.13
67,11/16/22 06:30:00 AM,45.5,66.16
68,11/16/22 06:45:00 AM,45.9,66.18
69,11/16/22 07:00:00 AM,45.9,66.20
70,11/16/22 07:15:00 AM,47.0,66.24
71,11/16/22 07:30:00 AM,46.7,66.25
72,11/16/22 07:45:00 AM,47.0,66.33
73,11/16/22 08:00:00 AM,46.7,66.38
74,11/16/22 08:15:00 AM,47.4,66.38
75,11/16/22 08:30:00 AM,46.3,66.38
76,11/16/22 08:45:00 AM,45.9,66.33
77,11/16/22 09:00:00 AM,45.9,66.33
78,11/16/22 09:15:00 AM,45.9,66.31
79,11/16/22 09:30:00 AM,45.9,66.25
80,11/16/22 09:45:00 AM,46.3,66.24
81,11/16/22 10:00:00 AM,45.9,66.20
82,11/16/22 10:15:00 AM,45.9,66.20
83,11/16/22 10:30:00 AM,45.9,66.24
84,11/16/22 10:45:00 AM,45.5,66.24
85,11/16/22 11:00:00 AM,45.9,66.38
86,11/16/22 11:15:00 AM,45.5,66.40
87,11/16/22 11:30:00 AM,45.1,66.54
88,11/16/22 11:45:00 AM,45.1,66.61
89,11/16/22 12:00:00 PM,45.1,66.69
90,11/16/22 12:15:00 PM,45.1,66.85
91,11/16/22 12:30:00 PM,45.1,67.01
92,11/16/22 12:45:00 PM,45.1,67.01
93,11/16/22 01:00:00 PM,45.8,67.08
94,11/16/22 01:15:00 PM,46.2,67.28
95,11/16/22 01:30:00 PM,46.2,67.28
96,11/16/22 01:45:00 PM,45.8,67.35
97,11/16/22 02:00:00 PM,45.4,67.44
98,11/16/22 02:15:00 PM,45.4,67.51
99,11/16/22 02:30:00 PM,45.8,67.55
100,11/16/22 02:45:00 PM,46.6,67.57
101,11/16/22 03:00:00 PM,46.6,67.44
102,11/16/22 03:15:00 PM,46.2,67.37
103,11/16/22 03:30:00 PM,45.8,67.30
104,11/16/22 03:45:00 PM,45.8,67.21
105,11/16/22 04:00:00 PM,46.6,67.14
106,11/16/22 04:15:00 PM,45.5,67.06
107,11/16/22 04:30:00 PM,45.5,66.94
108,11/16/22 04:45:00 PM,45.5,66.83
109,11/16/22 05:00:00 PM,45.1,66.70
110,11/16/22 05:15:00 PM,44.7,66.54
111,11/16/22 05:30:00 PM,44.7,66.38
112,11/16/22 05:45:00 PM,44.7,66.18
113,11/16/22 06:00:00 PM,44.3,65.95
114,11/16/22 06:15:00 PM,43.9,65.75
115,11/16/22 06:30:00 PM,44.3,65.55
116,11/16/22 06:45:00 PM,43.9,65.32
117,11/16/22 07:00:00 PM,43.9,65.16
118,11/16/22 07:15:00 PM,43.5,64.96
119,11/16/22 07:30:00 PM,43.5,64.74
120,11/16/22 07:45:00 PM,43.6,64.54
121,11/16/22 08:00:00 PM,43.2,64.36
122,11/16/22 08:15:00 PM,43.2,64.18
123,11/16/22 08:30:00 PM,43.2,63.97
124,11/16/22 08:45:00 PM,42.8,63.79
125,11/16/22 09:00:00 PM,42.4,63.59
126,11/16/22 09:15:00 PM,42.4,63.43
127,11/16/22 09:30:00 PM,42.4,63.23
128,11/16/22 09:45:00 PM,42.4,63.03
129,11/16/22 10:00:00 PM,42.0,62.87
130,11/16/22 10:15:00 PM,42.0,62.71
131,11/16/22 10:30:00 PM,41.6,62.51
132,11/16/22 10:45:00 PM,41.6,62.35
133,11/16/22 11:00:00 PM,41.3,62.15
134,11/16/22 11:15:00 PM,41.3,61.92
135,11/16/22 11:30:00 PM,41.3,61.74
136,11/16/22 11:45:00 PM,40.9,61.56
137,11/17/22 12:00:00 AM,40.9,61.38
138,11/17/22 12:15:00 AM,40.9,61.16
139,11/17/22 12:30:00 AM,40.5,61.02
140,11/17/22 12:45:00 AM,39.7,60.80
141,11/17/22 01:00:00 AM,40.1,60.62
142,11/17/22 01:15:00 AM,40.1,60.42
143,11/17/22 01:30:00 AM,39.7,60.30
144,11/17/22 01:45:00 AM,39.7,60.12
145,11/17/22 02:00:00 AM,39.7,59.92
146,11/17/22 02:15:00 AM,39.3,59.76
147,11/17/22 02:30:00 AM,39.7,59.58
148,11/17/22 02:45:00 AM,39.3,59.40
149,11/17/22 03:00:00 AM,39.7,59.22
150,11/17/22 03:15:00 AM,39.4,59.07
151,11/17/22 03:30:00 AM,38.6,58.91
152,11/17/22 03:45:00 AM,38.6,58.75
153,11/17/22 04:00:00 AM,38.2,58.57
