Date,DO,Temp,ID
2023-12-13T11:00:00Z,2.92,54.68,3
2023-12-13T12:00:00Z,2.96,54.9,3
2023-12-13T13:00:00Z,2.99,55.26,3
2023-12-13T14:00:00Z,3.03,55.62,3
2023-12-13T15:00:00Z,3.07,55.98,3
2023-12-13T16:00:00Z,3.08,56.23,3
2023-12-13T17:00:00Z,3.05,56.44,3
2023-12-13T18:00:00Z,3.01,56.52,3
2023-12-13T19:00:00Z,2.96,56.44,3
2023-12-13T20:00:00Z,2.9,56.3,3
2023-12-13T21:00:00Z,2.85,56.12,3
2023-12-13T22:00:00Z,2.81,55.98,3
2023-12-13T23:00:00Z,2.79,55.8,3
2023-12-14T00:00:00Z,2.78,55.58,3
2023-12-14T01:00:00Z,2.76,55.4,3
2023-12-14T02:00:00Z,2.74,55.22,3
2023-12-14T03:00:00Z,2.72,55.04,3
2023-12-14T04:00:00Z,2.72,54.9,3
2023-12-14T05:00:00Z,2.71,54.82,3
2023-12-14T06:00:00Z,2.71,54.75,3
2023-12-14T07:00:00Z,2.69,54.75,3
2023-12-14T08:00:00Z,2.68,54.75,3
2023-12-14T09:00:00Z,2.68,54.82,3
2023-12-14T10:00:00Z,2.68,55,3
2023-12-14T11:00:00Z,2.68,55.26,3
2023-12-14T12:00:00Z,2.67,55.58,3
2023-12-14T13:00:00Z,2.71,56.05,3
2023-12-14T14:00:00Z,2.77,56.52,3
2023-12-14T15:00:00Z,2.83,56.95,3
2023-12-14T16:00:00Z,2.86,57.31,3
2023-12-14T17:00:00Z,2.85,57.49,3
2023-12-14T18:00:00Z,2.85,57.63,3
2023-12-14T19:00:00Z,2.82,57.67,3
2023-12-14T20:00:00Z,2.72,57.56,3
2023-12-14T21:00:00Z,2.63,57.42,3
2023-12-14T22:00:00Z,2.61,57.24,3
2023-12-14T23:00:00Z,2.65,57.13,3
2023-12-15T00:00:00Z,2.68,57.06,3
2023-12-15T01:00:00Z,2.67,56.98,3
2023-12-15T02:00:00Z,2.66,56.98,3
2023-12-15T03:00:00Z,2.6,56.95,3
2023-12-15T04:00:00Z,2.53,56.91,3
2023-12-15T05:00:00Z,2.48,56.91,3
2023-12-15T06:00:00Z,2.44,56.8,3
2023-12-15T07:00:00Z,2.41,56.73,3
2023-12-15T08:00:00Z,2.38,56.62,3
2023-12-15T09:00:00Z,2.36,56.55,3
2023-12-15T10:00:00Z,2.34,56.52,3
2023-12-15T11:00:00Z,2.34,56.62,3
2023-12-15T12:00:00Z,2.33,56.84,3
2023-12-15T13:00:00Z,2.36,57.16,3
2023-12-15T14:00:00Z,2.42,57.6,3
2023-12-15T15:00:00Z,2.49,57.99,3
2023-12-15T16:00:00Z,2.51,58.32,3
2023-12-15T17:00:00Z,2.49,58.6,3
2023-12-15T18:00:00Z,2.49,58.82,3
2023-12-15T19:00:00Z,2.47,58.96,3
2023-12-15T20:00:00Z,2.41,58.96,3
2023-12-15T21:00:00Z,2.31,58.89,3
2023-12-15T22:00:00Z,2.18,58.78,3
2023-12-15T23:00:00Z,2.1,58.64,3
2023-12-16T00:00:00Z,2.07,58.57,3
2023-12-16T01:00:00Z,2.04,58.5,3
2023-12-16T02:00:00Z,2.02,58.5,3
2023-12-16T03:00:00Z,2.01,58.46,3
2023-12-16T04:00:00Z,1.98,58.35,3
2023-12-16T05:00:00Z,1.94,58.24,3
2023-12-16T06:00:00Z,1.96,58.17,3
2023-12-16T07:00:00Z,1.94,58.1,3
2023-12-16T08:00:00Z,1.92,58.03,3
2023-12-16T09:00:00Z,1.92,57.99,3
2023-12-16T10:00:00Z,1.88,58.1,3
2023-12-16T11:00:00Z,1.88,58.28,3
2023-12-16T12:00:00Z,1.85,58.46,3
2023-12-16T13:00:00Z,1.89,58.68,3
2023-12-16T14:00:00Z,1.94,58.96,3
2023-12-16T15:00:00Z,2.01,59.22,3
2023-12-16T16:00:00Z,2.08,59.43,3
2023-12-16T17:00:00Z,2.14,59.65,3
2023-12-16T18:00:00Z,2.35,59.86,3
2023-12-16T19:00:00Z,2.68,60.04,3
2023-12-16T20:00:00Z,2.99,60.19,3
2023-12-16T21:00:00Z,3.41,60.37,3
2023-12-16T22:00:00Z,3.9,60.51,3
2023-12-16T23:00:00Z,4.39,60.76,3
2023-12-17T00:00:00Z,5,61.09,3
2023-12-17T01:00:00Z,5.57,61.59,3
2023-12-17T02:00:00Z,5.89,62.06,3
2023-12-17T03:00:00Z,6.27,62.42,3
2023-12-17T04:00:00Z,6.7,62.85,3
2023-12-17T05:00:00Z,6.89,63.18,3
2023-12-17T06:00:00Z,6.83,63.28,3
2023-12-17T07:00:00Z,6.74,63.32,3
2023-12-17T08:00:00Z,6.43,63.32,3
2023-12-17T09:00:00Z,6.16,63.32,3
2023-12-17T10:00:00Z,5.93,63.32,3
2023-12-17T11:00:00Z,5.66,63.25,3
2023-12-17T12:00:00Z,5.37,63.25,3
2023-12-17T13:00:00Z,5.17,63.39,3
2023-12-17T14:00:00Z,4.92,63.61,3
2023-12-17T15:00:00Z,4.7,63.75,3
2023-12-17T16:00:00Z,4.49,63.86,3
2023-12-17T17:00:00Z,4.3,63.93,3
2023-12-17T18:00:00Z,4.09,63.9,3
2023-12-17T19:00:00Z,3.89,63.79,3
2023-12-17T20:00:00Z,3.69,63.64,3
2023-12-17T21:00:00Z,3.48,63.43,3
2023-12-17T22:00:00Z,3.27,63.25,3
2023-12-17T23:00:00Z,3.09,63.03,3
2023-12-18T00:00:00Z,2.92,62.82,3
2023-12-18T01:00:00Z,2.78,62.6,3
2023-12-18T02:00:00Z,2.68,62.38,3
2023-12-18T03:00:00Z,2.53,62.17,3
2023-12-18T04:00:00Z,2.45,61.99,3
2023-12-18T05:00:00Z,2.36,61.77,3
2023-12-18T06:00:00Z,2.32,61.52,3
2023-12-18T07:00:00Z,2.26,61.23,3
2023-12-18T08:00:00Z,2.2,60.91,3
2023-12-18T09:00:00Z,2.16,60.58,3
2023-12-18T10:00:00Z,2.13,60.33,3
2023-12-18T11:00:00Z,2.11,60.19,3
2023-12-18T12:00:00Z,2.1,60.26,3
2023-12-18T13:00:00Z,2.11,60.48,3
2023-12-18T14:00:00Z,2.1,60.84,3
2023-12-18T15:00:00Z,2.11,61.23,3
2023-12-18T16:00:00Z,2.11,61.59,3
2023-12-18T17:00:00Z,2.1,61.84,3
2023-12-18T18:00:00Z,2.07,61.92,3
2023-12-18T19:00:00Z,2.07,61.81,3
2023-12-18T20:00:00Z,2.04,61.52,3
2023-12-18T21:00:00Z,2.02,61.12,3
2023-12-18T22:00:00Z,2.01,60.69,3
2023-12-18T23:00:00Z,1.99,60.26,3
2023-12-19T00:00:00Z,2,59.83,3
2023-12-19T01:00:00Z,1.99,59.4,3
2023-12-19T02:00:00Z,1.98,58.93,3
2023-12-19T03:00:00Z,2.02,58.5,3
2023-12-19T04:00:00Z,2.04,58.03,3
2023-12-19T05:00:00Z,2.08,57.6,3
2023-12-19T06:00:00Z,2.11,57.16,3
2023-12-19T07:00:00Z,2.14,56.73,3
2023-12-19T08:00:00Z,2.19,56.26,3
2023-12-19T09:00:00Z,2.23,55.83,3
2023-12-19T10:00:00Z,2.26,55.44,3
2023-12-19T11:00:00Z,2.31,55.22,3
2023-12-19T12:00:00Z,2.36,55.18,3
2023-12-19T13:00:00Z,2.42,55.29,3
2023-12-19T14:00:00Z,2.47,55.58,3
2023-12-19T15:00:00Z,2.49,55.9,3
2023-12-19T16:00:00Z,2.54,56.23,3
2023-12-19T17:00:00Z,2.55,56.44,3
2023-12-19T18:00:00Z,2.59,56.52,3
2023-12-19T19:00:00Z,2.6,56.37,3
2023-12-19T20:00:00Z,2.65,56.08,3
2023-12-19T21:00:00Z,2.67,55.72,3
2023-12-19T22:00:00Z,2.71,55.33,3
2023-12-19T23:00:00Z,2.75,54.82,3
2023-12-20T00:00:00Z,2.75,54.36,3
2023-12-20T01:00:00Z,2.76,53.85,3
2023-12-20T02:00:00Z,2.8,53.38,3
2023-12-20T03:00:00Z,2.85,52.95,3
2023-12-20T04:00:00Z,2.88,52.52,3
2023-12-20T05:00:00Z,2.93,52.16,3
2023-12-20T06:00:00Z,2.97,51.8,3
2023-12-20T07:00:00Z,3.01,51.51,3
2023-12-20T08:00:00Z,3.04,51.19,3
2023-12-20T09:00:00Z,3.09,51.01,3
2023-12-20T10:00:00Z,3.11,50.94,3
2023-12-20T11:00:00Z,3.15,51.01,3
2023-12-20T12:00:00Z,3.18,51.33,3
2023-12-20T13:00:00Z,3.21,51.8,3
2023-12-20T14:00:00Z,3.23,52.45,3
2023-12-20T15:00:00Z,3.24,53.13,3
2023-12-20T16:00:00Z,3.24,53.78,3
2023-12-20T17:00:00Z,3.23,54.28,3
2023-12-20T18:00:00Z,3.22,54.64,3
2023-12-20T19:00:00Z,3.2,54.82,3
2023-12-20T20:00:00Z,3.22,54.9,3
2023-12-20T21:00:00Z,3.21,54.86,3
2023-12-20T22:00:00Z,3.2,54.75,3
2023-12-20T23:00:00Z,3.2,54.57,3
2023-12-21T00:00:00Z,3.18,54.39,3
2023-12-21T01:00:00Z,3.15,54.18,3
2023-12-21T02:00:00Z,3.14,53.96,3
2023-12-21T03:00:00Z,3.13,53.71,3
2023-12-21T04:00:00Z,3.13,53.46,3
2023-12-21T05:00:00Z,3.14,53.24,3
2023-12-21T06:00:00Z,3.15,52.95,3
2023-12-21T07:00:00Z,3.15,52.7,3
2023-12-21T08:00:00Z,3.18,52.41,3
2023-12-21T09:00:00Z,3.2,52.23,3
2023-12-21T10:00:00Z,3.22,52.16,3
2023-12-21T11:00:00Z,3.23,52.27,3
2023-12-21T12:00:00Z,3.24,52.56,3
2023-12-21T13:00:00Z,3.25,52.99,3
2023-12-21T14:00:00Z,3.27,53.56,3
2023-12-21T15:00:00Z,3.27,54.21,3
2023-12-21T16:00:00Z,3.29,54.86,3
2023-12-21T17:00:00Z,3.29,55.47,3
2023-12-21T18:00:00Z,3.3,55.9,3
2023-12-21T19:00:00Z,3.3,56.12,3
2023-12-21T20:00:00Z,3.3,56.19,3
2023-12-21T21:00:00Z,3.31,56.12,3
2023-12-21T22:00:00Z,3.3,56.01,3
2023-12-21T23:00:00Z,3.29,55.83,3
2023-12-22T00:00:00Z,3.26,55.62,3
2023-12-22T01:00:00Z,3.23,55.4,3
2023-12-22T02:00:00Z,3.2,55.18,3
2023-12-22T03:00:00Z,3.16,54.97,3
2023-12-22T04:00:00Z,3.14,54.79,3
2023-12-22T05:00:00Z,3.12,54.64,3
2023-12-22T06:00:00Z,3.12,54.54,3
2023-12-22T07:00:00Z,3.11,54.46,3
2023-12-22T08:00:00Z,3.11,54.43,3
2023-12-22T09:00:00Z,3.1,54.43,3
2023-12-22T10:00:00Z,3.1,54.5,3
2023-12-22T11:00:00Z,3.1,54.57,3
2023-12-22T12:00:00Z,3.1,54.75,3
2023-12-22T13:00:00Z,3.09,55.08,3
2023-12-22T14:00:00Z,3.09,55.51,3
2023-12-22T15:00:00Z,3.1,55.94,3
2023-12-22T16:00:00Z,3.11,56.41,3
2023-12-22T17:00:00Z,3.13,56.91,3
2023-12-22T18:00:00Z,3.14,57.24,3
2023-12-22T19:00:00Z,3.18,57.49,3
2023-12-22T20:00:00Z,3.21,57.6,3
2023-12-22T21:00:00Z,3.23,57.67,3
2023-12-22T22:00:00Z,3.24,57.7,3
2023-12-22T23:00:00Z,3.22,57.63,3
2023-12-23T00:00:00Z,3.19,57.6,3
2023-12-23T01:00:00Z,3.15,57.52,3
2023-12-23T02:00:00Z,3.1,57.45,3
2023-12-23T03:00:00Z,3.04,57.38,3
2023-12-23T04:00:00Z,3,57.27,3
2023-12-23T05:00:00Z,2.99,57.13,3
2023-12-23T06:00:00Z,2.97,56.98,3
2023-12-23T07:00:00Z,2.96,56.84,3
2023-12-23T08:00:00Z,2.97,56.66,3
2023-12-23T09:00:00Z,2.97,56.52,3
2023-12-23T10:00:00Z,2.97,56.52,3
2023-12-23T11:00:00Z,2.98,56.62,3
2023-12-23T12:00:00Z,2.99,56.91,3
2023-12-23T13:00:00Z,2.98,57.27,3
2023-12-23T14:00:00Z,2.99,57.78,3
2023-12-23T15:00:00Z,3,58.24,3
2023-12-23T16:00:00Z,3.01,58.71,3
2023-12-23T17:00:00Z,3.03,59.11,3
2023-12-23T18:00:00Z,3.05,59.36,3
2023-12-23T19:00:00Z,3.1,59.47,3
2023-12-23T20:00:00Z,3.14,59.5,3
2023-12-23T21:00:00Z,3.15,59.4,3
2023-12-23T22:00:00Z,3.16,59.25,3
2023-12-23T23:00:00Z,3.15,59,3
2023-12-24T00:00:00Z,3.12,58.71,3
2023-12-24T01:00:00Z,3.09,58.42,3
2023-12-24T02:00:00Z,3.05,58.14,3
2023-12-24T03:00:00Z,3.01,57.92,3
2023-12-24T04:00:00Z,2.98,57.74,3
2023-12-24T05:00:00Z,2.97,57.56,3
2023-12-24T06:00:00Z,2.96,57.45,3
2023-12-24T07:00:00Z,2.96,57.34,3
2023-12-24T08:00:00Z,2.96,57.24,3
2023-12-24T09:00:00Z,2.94,57.24,3
2023-12-24T10:00:00Z,2.97,57.27,3
2023-12-24T11:00:00Z,2.96,57.42,3
2023-12-24T12:00:00Z,2.97,57.63,3
2023-12-24T13:00:00Z,2.97,57.85,3
2023-12-24T14:00:00Z,2.98,58.24,3
2023-12-24T15:00:00Z,2.98,58.64,3
2023-12-24T16:00:00Z,2.99,58.93,3
2023-12-24T17:00:00Z,3,59.22,3
2023-12-24T18:00:00Z,3.03,59.47,3
2023-12-24T19:00:00Z,3.07,59.65,3
2023-12-24T20:00:00Z,3.09,59.76,3
2023-12-24T21:00:00Z,3.1,59.83,3
2023-12-24T22:00:00Z,3.1,59.83,3
2023-12-24T23:00:00Z,3.08,59.86,3
2023-12-25T00:00:00Z,3.04,59.86,3
2023-12-25T01:00:00Z,3,59.86,3
2023-12-25T02:00:00Z,2.94,59.86,3
2023-12-25T03:00:00Z,2.89,59.9,3
2023-12-25T04:00:00Z,2.85,59.94,3
2023-12-25T05:00:00Z,2.8,59.97,3
2023-12-25T06:00:00Z,2.79,60.01,3
2023-12-25T07:00:00Z,2.76,60.01,3
2023-12-25T08:00:00Z,2.75,60.08,3
2023-12-25T09:00:00Z,2.75,60.12,3
2023-12-25T10:00:00Z,2.74,60.19,3
2023-12-25T11:00:00Z,2.87,60.33,3
2023-12-25T12:00:00Z,2.91,60.44,3
2023-12-25T13:00:00Z,2.98,60.55,3
2023-12-25T14:00:00Z,3.04,60.73,3
2023-12-25T15:00:00Z,3.04,60.94,3
2023-12-25T16:00:00Z,3.04,61.23,3
2023-12-25T17:00:00Z,3.01,61.41,3
2023-12-25T18:00:00Z,2.96,61.59,3
2023-12-25T19:00:00Z,2.9,61.81,3
2023-12-25T20:00:00Z,2.83,61.92,3
2023-12-25T21:00:00Z,2.78,61.99,3
2023-12-25T22:00:00Z,2.74,61.99,3
2023-12-25T23:00:00Z,2.71,62.02,3
2023-12-26T00:00:00Z,2.69,62.02,3
2023-12-26T01:00:00Z,2.66,61.99,3
2023-12-26T02:00:00Z,2.63,61.95,3
2023-12-26T03:00:00Z,2.6,61.92,3
2023-12-26T04:00:00Z,2.57,61.88,3
2023-12-26T05:00:00Z,2.56,61.84,3
2023-12-26T06:00:00Z,2.55,61.81,3
2023-12-26T07:00:00Z,2.54,61.77,3
2023-12-26T08:00:00Z,2.53,61.77,3
2023-12-26T09:00:00Z,2.51,61.77,3
2023-12-26T10:00:00Z,2.52,61.84,3
2023-12-26T11:00:00Z,2.51,61.92,3
2023-12-26T12:00:00Z,2.51,62.02,3
2023-12-26T13:00:00Z,2.51,62.24,3
2023-12-26T14:00:00Z,2.49,62.53,3
2023-12-26T15:00:00Z,2.51,62.89,3
2023-12-26T16:00:00Z,2.49,63.1,3
2023-12-26T17:00:00Z,2.49,63.36,3
2023-12-26T18:00:00Z,2.51,63.64,3
2023-12-26T19:00:00Z,2.51,63.79,3
2023-12-26T20:00:00Z,2.51,63.75,3
2023-12-26T21:00:00Z,2.52,63.68,3
2023-12-26T22:00:00Z,2.49,63.57,3
2023-12-26T23:00:00Z,2.51,63.43,3
2023-12-27T00:00:00Z,2.49,63.25,3
2023-12-27T01:00:00Z,2.46,63.1,3
2023-12-27T02:00:00Z,2.43,62.96,3
2023-12-27T03:00:00Z,2.42,62.82,3
2023-12-27T04:00:00Z,2.41,62.67,3
2023-12-27T05:00:00Z,2.41,62.53,3
2023-12-27T06:00:00Z,2.41,62.38,3
2023-12-27T07:00:00Z,2.42,62.24,3
2023-12-27T08:00:00Z,2.42,62.06,3
2023-12-27T09:00:00Z,2.42,61.92,3
2023-12-27T10:00:00Z,2.42,61.77,3
2023-12-27T11:00:00Z,2.43,61.74,3
2023-12-27T12:00:00Z,2.44,61.74,3
2023-12-27T13:00:00Z,2.47,61.74,3
2023-12-27T14:00:00Z,2.52,61.81,3
2023-12-27T15:00:00Z,2.56,61.88,3
2023-12-27T16:00:00Z,2.58,61.95,3
2023-12-27T17:00:00Z,2.59,61.95,3
2023-12-27T18:00:00Z,2.63,61.92,3
2023-12-27T19:00:00Z,2.63,61.81,3
2023-12-27T20:00:00Z,2.64,61.66,3
2023-12-27T21:00:00Z,2.63,61.48,3
2023-12-27T22:00:00Z,2.63,61.3,3
2023-12-27T23:00:00Z,2.61,61.12,3
2023-12-28T00:00:00Z,2.6,60.91,3
2023-12-28T01:00:00Z,2.6,60.73,3
2023-12-28T02:00:00Z,2.58,60.55,3
2023-12-28T03:00:00Z,2.57,60.4,3
2023-12-28T04:00:00Z,2.56,60.26,3
2023-12-28T05:00:00Z,2.56,60.12,3
2023-12-28T06:00:00Z,2.57,59.97,3
2023-12-28T07:00:00Z,2.58,59.83,3
2023-12-28T08:00:00Z,2.59,59.72,3
2023-12-28T09:00:00Z,2.59,59.61,3
2023-12-28T10:00:00Z,2.6,59.54,3
2023-12-28T11:00:00Z,2.6,59.5,3
2023-12-28T12:00:00Z,2.64,59.47,3
2023-12-28T13:00:00Z,2.65,59.43,3
2023-12-28T14:00:00Z,2.65,59.5,3
2023-12-28T15:00:00Z,2.68,59.61,3
2023-12-28T16:00:00Z,2.72,59.65,3
2023-12-28T17:00:00Z,2.77,59.68,3
2023-12-28T18:00:00Z,2.81,59.72,3
2023-12-28T19:00:00Z,2.8,59.68,3
2023-12-28T20:00:00Z,2.79,59.58,3
2023-12-28T21:00:00Z,2.78,59.36,3
2023-12-28T22:00:00Z,2.79,59.07,3
2023-12-28T23:00:00Z,2.79,58.82,3
2023-12-29T00:00:00Z,2.79,58.53,3
2023-12-29T01:00:00Z,2.8,58.32,3
2023-12-29T02:00:00Z,2.8,58.1,3
2023-12-29T03:00:00Z,2.81,57.85,3
2023-12-29T04:00:00Z,2.83,57.56,3
2023-12-29T05:00:00Z,2.83,57.24,3
2023-12-29T06:00:00Z,2.87,56.91,3
2023-12-29T07:00:00Z,2.9,56.52,3
2023-12-29T08:00:00Z,2.93,56.12,3
2023-12-29T09:00:00Z,2.98,55.76,3
2023-12-29T10:00:00Z,3.02,55.47,3
2023-12-29T11:00:00Z,3.07,55.29,3
2023-12-29T12:00:00Z,3.1,55.33,3
2023-12-29T13:00:00Z,3.16,55.36,3
2023-12-29T14:00:00Z,3.21,55.47,3
2023-12-29T15:00:00Z,3.25,55.58,3
2023-12-29T16:00:00Z,3.31,55.65,3
2023-12-29T17:00:00Z,3.38,55.76,3
2023-12-29T18:00:00Z,3.41,55.87,3
2023-12-29T19:00:00Z,3.4,55.83,3
2023-12-29T20:00:00Z,3.41,55.65,3
2023-12-29T21:00:00Z,3.42,55.26,3
2023-12-29T22:00:00Z,3.45,54.79,3
2023-12-29T23:00:00Z,3.47,54.32,3
2023-12-30T00:00:00Z,3.48,53.85,3
2023-12-30T01:00:00Z,3.53,53.38,3
2023-12-30T02:00:00Z,3.55,52.92,3
2023-12-30T03:00:00Z,3.58,52.45,3
2023-12-30T04:00:00Z,3.61,51.98,3
2023-12-30T05:00:00Z,3.63,51.55,3
2023-12-30T06:00:00Z,3.66,51.15,3
2023-12-30T07:00:00Z,3.67,50.79,3
2023-12-30T08:00:00Z,3.71,50.47,3
2023-12-30T09:00:00Z,3.76,50.25,3
2023-12-30T10:00:00Z,3.8,50.18,3
2023-12-30T11:00:00Z,3.83,50.25,3
2023-12-30T12:00:00Z,3.86,50.58,3
2023-12-30T13:00:00Z,3.88,50.9,3
2023-12-30T14:00:00Z,3.9,51.26,3
2023-12-30T15:00:00Z,3.92,51.69,3
2023-12-30T16:00:00Z,3.97,52.05,3
2023-12-30T17:00:00Z,3.98,52.45,3
2023-12-30T18:00:00Z,3.98,52.84,3
2023-12-30T19:00:00Z,3.97,53.13,3
2023-12-30T20:00:00Z,3.96,53.2,3
2023-12-30T21:00:00Z,3.94,53.1,3
2023-12-30T22:00:00Z,3.99,52.84,3
2023-12-30T23:00:00Z,3.99,52.45,3
2023-12-31T00:00:00Z,4.05,52.05,3
2023-12-31T01:00:00Z,4.1,51.69,3
2023-12-31T02:00:00Z,4.12,51.3,3
2023-12-31T03:00:00Z,4.14,50.9,3
2023-12-31T04:00:00Z,4.18,50.5,3
2023-12-31T05:00:00Z,4.2,50.11,3
2023-12-31T06:00:00Z,4.22,49.75,3
2023-12-31T07:00:00Z,4.25,49.39,3
2023-12-31T08:00:00Z,4.27,49.03,3
2023-12-31T09:00:00Z,4.3,48.78,3
2023-12-31T10:00:00Z,4.33,48.81,3
2023-12-31T11:00:00Z,4.35,49.06,3
2023-12-31T12:00:00Z,4.37,49.53,3
2023-12-31T13:00:00Z,4.34,49.96,3
2023-12-31T14:00:00Z,4.36,50.4,3
2023-12-31T15:00:00Z,4.37,50.86,3
2023-12-31T16:00:00Z,4.39,51.3,3
2023-12-31T17:00:00Z,4.39,51.76,3
2023-12-31T18:00:00Z,4.39,52.23,3
2023-12-31T19:00:00Z,4.37,52.52,3
