"Plot Title: Bradford_5a_con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10778438, SEN S/N: 10778438)","Temp, °F (LGR S/N: 10778438, SEN S/N: 10778438)"
1,12/08/22 01:00:00 PM,79.9,63.91
2,12/08/22 01:15:00 PM,80.3,63.99
3,12/08/22 01:30:00 PM,81.0,64.02
4,12/08/22 01:45:00 PM,81.0,64.06
5,12/08/22 02:00:00 PM,80.6,64.09
6,12/08/22 02:15:00 PM,81.0,64.13
7,12/08/22 02:30:00 PM,81.0,64.15
8,12/08/22 02:45:00 PM,81.0,64.22
9,12/08/22 03:00:00 PM,81.4,64.24
10,12/08/22 03:15:00 PM,81.4,64.29
11,12/08/22 03:30:00 PM,81.8,64.35
12,12/08/22 03:45:00 PM,81.8,64.38
13,12/08/22 04:00:00 PM,81.4,64.44
14,12/08/22 04:15:00 PM,81.0,64.49
15,12/08/22 04:30:00 PM,81.0,64.51
16,12/08/22 04:45:00 PM,81.0,64.53
17,12/08/22 05:00:00 PM,81.0,64.58
18,12/08/22 05:15:00 PM,81.0,64.62
19,12/08/22 05:30:00 PM,81.0,64.65
20,12/08/22 05:45:00 PM,81.0,64.67
21,12/08/22 06:00:00 PM,80.6,64.69
22,12/08/22 06:15:00 PM,81.0,64.72
23,12/08/22 06:30:00 PM,81.0,64.74
24,12/08/22 06:45:00 PM,81.0,64.76
25,12/08/22 07:00:00 PM,80.6,64.80
26,12/08/22 07:15:00 PM,80.6,64.81
27,12/08/22 07:30:00 PM,80.6,64.81
28,12/08/22 07:45:00 PM,80.2,64.83
29,12/08/22 08:00:00 PM,80.2,64.83
30,12/08/22 08:15:00 PM,80.2,64.81
31,12/08/22 08:30:00 PM,80.2,64.83
32,12/08/22 08:45:00 PM,80.2,64.83
33,12/08/22 09:00:00 PM,79.8,64.83
34,12/08/22 09:15:00 PM,81.4,64.81
35,12/08/22 09:30:00 PM,82.1,64.76
36,12/08/22 09:45:00 PM,81.7,64.72
37,12/08/22 10:00:00 PM,81.4,64.65
38,12/08/22 10:15:00 PM,80.2,64.58
39,12/08/22 10:30:00 PM,80.6,64.53
40,12/08/22 10:45:00 PM,80.2,64.49
41,12/08/22 11:00:00 PM,80.2,64.36
42,12/08/22 11:15:00 PM,80.6,64.35
43,12/08/22 11:30:00 PM,80.2,64.27
44,12/08/22 11:45:00 PM,80.2,64.22
45,12/09/22 12:00:00 AM,80.2,64.17
46,12/09/22 12:15:00 AM,80.2,64.09
47,12/09/22 12:30:00 AM,80.2,64.06
48,12/09/22 12:45:00 AM,79.9,64.00
49,12/09/22 01:00:00 AM,80.3,63.93
50,12/09/22 01:15:00 AM,78.4,63.91
51,12/09/22 01:30:00 AM,78.7,63.84
52,12/09/22 01:45:00 AM,78.7,63.77
53,12/09/22 02:00:00 AM,79.1,63.70
54,12/09/22 02:15:00 AM,78.7,63.63
55,12/09/22 02:30:00 AM,78.4,63.57
56,12/09/22 02:45:00 AM,78.4,63.54
57,12/09/22 03:00:00 AM,78.0,63.48
58,12/09/22 03:15:00 AM,78.4,63.41
59,12/09/22 03:30:00 AM,78.0,63.36
60,12/09/22 03:45:00 AM,77.6,63.32
61,12/09/22 04:00:00 AM,78.0,63.27
62,12/09/22 04:15:00 AM,77.6,63.21
63,12/09/22 04:30:00 AM,77.6,63.18
64,12/09/22 04:45:00 AM,77.6,63.14
65,12/09/22 05:00:00 AM,77.6,63.07
66,12/09/22 05:15:00 AM,77.3,63.03
67,12/09/22 05:30:00 AM,77.3,62.98
68,12/09/22 05:45:00 AM,77.3,62.92
69,12/09/22 06:00:00 AM,77.3,62.83
70,12/09/22 06:15:00 AM,76.9,62.82
