"Plot Title: Bradford_3LL"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776668, SEN S/N: 10776668)","Temp, °F (LGR S/N: 10776668, SEN S/N: 10776668)"
1,12/06/23 02:00:00 PM,15.4699,59.164
2,12/06/23 03:00:00 PM,15.6604,58.647
3,12/06/23 04:00:00 PM,15.6657,58.820
4,12/06/23 05:00:00 PM,15.6705,58.820
5,12/06/23 06:00:00 PM,15.6741,58.993
6,12/06/23 07:00:00 PM,15.6850,58.820
7,12/06/23 08:00:00 PM,15.6909,58.647
8,12/06/23 09:00:00 PM,15.6984,58.476
9,12/06/23 10:00:00 PM,15.7060,58.303
10,12/06/23 11:00:00 PM,15.7053,57.958
11,12/07/23 12:00:00 AM,15.7012,57.614
12,12/07/23 01:00:00 AM,15.6940,57.268
13,12/07/23 02:00:00 AM,15.6958,56.750
14,12/07/23 03:00:00 AM,15.6951,56.404
15,12/07/23 04:00:00 AM,15.6974,56.057
16,12/07/23 05:00:00 AM,15.7029,55.711
17,12/07/23 06:00:00 AM,15.7086,55.364
18,12/07/23 07:00:00 AM,15.7173,55.017
19,12/07/23 08:00:00 AM,15.7212,54.669
20,12/07/23 09:00:00 AM,15.7257,54.495
21,12/07/23 10:00:00 AM,15.7253,54.322
22,12/07/23 11:00:00 AM,15.7193,54.495
23,12/07/23 12:00:00 PM,15.7032,54.495
24,12/07/23 01:00:00 PM,15.6897,54.842
25,12/07/23 02:00:00 PM,15.6729,55.189
26,12/07/23 03:00:00 PM,15.6670,55.364
27,12/07/23 04:00:00 PM,15.6631,55.711
28,12/07/23 05:00:00 PM,15.6619,55.884
29,12/07/23 06:00:00 PM,15.6658,56.230
30,12/07/23 07:00:00 PM,15.6692,56.230
31,12/07/23 08:00:00 PM,15.6710,56.404
32,12/07/23 09:00:00 PM,15.6742,56.404
33,12/07/23 10:00:00 PM,15.6726,56.404
34,12/07/23 11:00:00 PM,15.6694,56.404
35,12/08/23 12:00:00 AM,15.6663,56.404
36,12/08/23 01:00:00 AM,15.6626,56.230
37,12/08/23 02:00:00 AM,15.6623,56.057
38,12/08/23 03:00:00 AM,15.6507,55.884
39,12/08/23 04:00:00 AM,15.6491,55.884
40,12/08/23 05:00:00 AM,15.6471,55.711
41,12/08/23 06:00:00 AM,15.6578,55.537
42,12/08/23 07:00:00 AM,15.6690,55.537
43,12/08/23 08:00:00 AM,15.6738,55.537
44,12/08/23 09:00:00 AM,15.6802,55.537
45,12/08/23 10:00:00 AM,15.6834,55.537
46,12/08/23 11:00:00 AM,15.6806,55.711
47,12/08/23 12:00:00 PM,15.6699,55.884
48,12/08/23 01:00:00 PM,15.6542,56.057
49,12/08/23 02:00:00 PM,15.6375,56.404
50,12/08/23 03:00:00 PM,15.6320,56.750
51,12/08/23 04:00:00 PM,15.6323,56.923
52,12/08/23 05:00:00 PM,15.6407,57.096
53,12/08/23 06:00:00 PM,15.6459,57.268
54,12/08/23 07:00:00 PM,15.6432,57.441
55,12/08/23 08:00:00 PM,15.6436,57.614
56,12/08/23 09:00:00 PM,15.6488,57.785
57,12/08/23 10:00:00 PM,15.6541,57.958
58,12/08/23 11:00:00 PM,15.6561,58.131
59,12/09/23 12:00:00 AM,15.6516,58.303
60,12/09/23 01:00:00 AM,15.6441,58.476
61,12/09/23 02:00:00 AM,15.6413,58.647
62,12/09/23 03:00:00 AM,15.6397,58.647
63,12/09/23 04:00:00 AM,15.6381,58.647
64,12/09/23 05:00:00 AM,15.6413,58.647
65,12/09/23 06:00:00 AM,15.6429,58.647
66,12/09/23 07:00:00 AM,15.6473,58.476
67,12/09/23 08:00:00 AM,15.6520,58.476
68,12/09/23 09:00:00 AM,15.6632,58.476
69,12/09/23 10:00:00 AM,15.6649,58.476
70,12/09/23 11:00:00 AM,15.6684,58.647
71,12/09/23 12:00:00 PM,15.6529,58.820
72,12/09/23 01:00:00 PM,15.6342,58.993
73,12/09/23 02:00:00 PM,15.6217,59.164
74,12/09/23 03:00:00 PM,15.6142,59.337
75,12/09/23 04:00:00 PM,15.6146,59.508
76,12/09/23 05:00:00 PM,15.6166,59.680
77,12/09/23 06:00:00 PM,15.6187,59.851
78,12/09/23 07:00:00 PM,15.6206,60.024
79,12/09/23 08:00:00 PM,15.6222,60.024
80,12/09/23 09:00:00 PM,15.6242,60.195
81,12/09/23 10:00:00 PM,15.6182,60.368
82,12/09/23 11:00:00 PM,15.6087,60.368
83,12/10/23 12:00:00 AM,15.6027,60.539
84,12/10/23 01:00:00 AM,15.5887,60.712
85,12/10/23 02:00:00 AM,15.5839,60.712
86,12/10/23 03:00:00 AM,15.5715,60.883
87,12/10/23 04:00:00 AM,15.5699,60.883
88,12/10/23 05:00:00 AM,15.5668,60.883
89,12/10/23 06:00:00 AM,15.5640,61.054
90,12/10/23 07:00:00 AM,15.5608,61.054
91,12/10/23 08:00:00 AM,15.5563,61.227
92,12/10/23 09:00:00 AM,15.5451,61.227
93,12/10/23 10:00:00 AM,15.5420,61.227
94,12/10/23 11:00:00 AM,15.5312,61.398
95,12/10/23 12:00:00 PM,15.5185,61.398
96,12/10/23 01:00:00 PM,15.5008,61.398
97,12/10/23 02:00:00 PM,15.4916,61.569
98,12/10/23 03:00:00 PM,15.4916,61.569
99,12/10/23 04:00:00 PM,15.5124,61.569
100,12/10/23 05:00:00 PM,15.5160,61.741
101,12/10/23 06:00:00 PM,15.5160,61.741
102,12/10/23 07:00:00 PM,15.5160,61.741
103,12/10/23 08:00:00 PM,15.5069,61.912
104,12/10/23 09:00:00 PM,15.5244,61.912
105,12/10/23 10:00:00 PM,15.5581,61.912
106,12/10/23 11:00:00 PM,15.6193,62.083
107,12/11/23 12:00:00 AM,15.6400,62.083
108,12/11/23 01:00:00 AM,15.6673,62.083
109,12/11/23 02:00:00 AM,15.6821,62.254
110,12/11/23 03:00:00 AM,15.7012,62.254
111,12/11/23 04:00:00 AM,15.7151,62.083
112,12/11/23 05:00:00 AM,15.7335,61.741
113,12/11/23 06:00:00 AM,15.7488,61.398
114,12/11/23 07:00:00 AM,15.7666,60.883
115,12/11/23 08:00:00 AM,15.7771,60.539
116,12/11/23 09:00:00 AM,15.7966,60.024
117,12/11/23 10:00:00 AM,15.8133,59.680
118,12/11/23 11:00:00 AM,15.8129,59.508
119,12/11/23 12:00:00 PM,15.8024,59.164
120,12/11/23 01:00:00 PM,15.8024,59.164
121,12/11/23 02:00:00 PM,15.7993,59.164
122,12/11/23 03:00:00 PM,15.7945,59.164
123,12/11/23 04:00:00 PM,15.7917,59.337
124,12/11/23 05:00:00 PM,15.8088,59.164
125,12/11/23 06:00:00 PM,15.8213,58.993
126,12/11/23 07:00:00 PM,15.8272,58.820
127,12/11/23 08:00:00 PM,15.8343,58.476
128,12/11/23 09:00:00 PM,15.8404,58.303
129,12/11/23 10:00:00 PM,15.8491,57.958
130,12/11/23 11:00:00 PM,15.8519,57.785
131,12/12/23 12:00:00 AM,15.8499,57.614
132,12/12/23 01:00:00 AM,15.8526,57.441
133,12/12/23 02:00:00 AM,15.8535,57.096
134,12/12/23 03:00:00 AM,15.8547,56.923
135,12/12/23 04:00:00 AM,15.8570,56.577
136,12/12/23 05:00:00 AM,15.8657,56.230
137,12/12/23 06:00:00 AM,15.8745,55.884
138,12/12/23 07:00:00 AM,15.8737,55.537
139,12/12/23 08:00:00 AM,15.8855,55.189
140,12/12/23 09:00:00 AM,15.8869,55.017
141,12/12/23 10:00:00 AM,15.8944,54.842
142,12/12/23 11:00:00 AM,15.8896,54.842
143,12/12/23 12:00:00 PM,15.8916,55.017
144,12/12/23 01:00:00 PM,15.8696,55.189
145,12/12/23 02:00:00 PM,15.8657,55.537
146,12/12/23 03:00:00 PM,15.8650,55.884
147,12/12/23 04:00:00 PM,15.8754,56.230
148,12/12/23 05:00:00 PM,15.8761,56.577
149,12/12/23 06:00:00 PM,15.8895,56.750
150,12/12/23 07:00:00 PM,15.9006,56.750
151,12/12/23 08:00:00 PM,15.9022,56.750
152,12/12/23 09:00:00 PM,15.9086,56.750
153,12/12/23 10:00:00 PM,15.9070,56.750
154,12/12/23 11:00:00 PM,15.8990,56.750
155,12/13/23 12:00:00 AM,15.8927,56.750
156,12/13/23 01:00:00 AM,15.8927,56.750
157,12/13/23 02:00:00 AM,15.8866,56.923
158,12/13/23 03:00:00 AM,15.8786,56.923
159,12/13/23 04:00:00 AM,15.8750,56.750
160,12/13/23 05:00:00 AM,15.8750,56.750
161,12/13/23 06:00:00 AM,15.8782,56.750
162,12/13/23 07:00:00 AM,15.8845,56.750
163,12/13/23 08:00:00 AM,15.8861,56.750
164,12/13/23 09:00:00 AM,15.8927,56.750
165,12/13/23 10:00:00 AM,15.9022,56.750
166,12/13/23 11:00:00 AM,15.9022,56.750
167,12/13/23 12:00:00 PM,15.8974,56.750
168,12/13/23 01:00:00 PM,15.8886,57.096
169,12/13/23 02:00:00 PM,15.8763,57.268
170,12/13/23 03:00:00 PM,15.8751,57.441
171,12/13/23 04:00:00 PM,15.8739,57.614
172,12/13/23 05:00:00 PM,15.8760,57.785
173,12/13/23 06:00:00 PM,15.8812,57.958
174,12/13/23 07:00:00 PM,15.8844,57.958
175,12/13/23 08:00:00 PM,15.8924,57.958
176,12/13/23 09:00:00 PM,15.8855,57.785
177,12/13/23 10:00:00 PM,15.8887,57.785
178,12/13/23 11:00:00 PM,15.8883,57.614
179,12/14/23 12:00:00 AM,15.8815,57.441
180,12/14/23 01:00:00 AM,15.8719,57.441
181,12/14/23 02:00:00 AM,15.8715,57.268
182,12/14/23 03:00:00 AM,15.8726,57.096
