"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)"
1,12/06/23 11:00:00 AM,59.1,54.9,57.22
2,12/06/23 12:00:00 PM,59.3,55.2,57.65
3,12/06/23 01:00:00 PM,59.7,55.6,58.30
4,12/06/23 02:00:00 PM,59.8,55.6,58.41
5,12/06/23 03:00:00 PM,59.9,55.9,58.48
6,12/06/23 04:00:00 PM,59.9,55.6,58.57
7,12/06/23 05:00:00 PM,59.8,55.2,58.48
8,12/06/23 06:00:00 PM,59.4,55.2,58.19
9,12/06/23 07:00:00 PM,59.0,54.8,57.79
10,12/06/23 08:00:00 PM,58.4,54.1,57.38
11,12/06/23 09:00:00 PM,58.0,53.8,56.93
12,12/06/23 10:00:00 PM,57.5,53.4,56.44
13,12/06/23 11:00:00 PM,57.1,53.0,55.94
14,12/07/23 12:00:00 AM,56.5,52.3,55.45
15,12/07/23 01:00:00 AM,56.1,51.6,54.93
16,12/07/23 02:00:00 AM,55.6,51.2,54.45
17,12/07/23 03:00:00 AM,55.1,50.9,53.92
18,12/07/23 04:00:00 AM,54.6,50.5,53.42
19,12/07/23 05:00:00 AM,54.3,49.8,52.95
20,12/07/23 06:00:00 AM,54.0,49.8,52.50
21,12/07/23 07:00:00 AM,53.8,49.4,52.05
22,12/07/23 08:00:00 AM,53.4,49.1,51.69
23,12/07/23 09:00:00 AM,53.5,49.1,51.66
24,12/07/23 10:00:00 AM,54.2,49.8,52.23
25,12/07/23 11:00:00 AM,54.5,50.2,52.95
26,12/07/23 12:00:00 PM,55.1,50.9,53.87
27,12/07/23 01:00:00 PM,56.0,51.6,54.97
28,12/07/23 02:00:00 PM,56.3,51.9,55.47
29,12/07/23 03:00:00 PM,56.7,52.7,55.81
30,12/07/23 04:00:00 PM,57.0,53.0,56.23
31,12/07/23 05:00:00 PM,57.1,53.0,56.48
32,12/07/23 06:00:00 PM,57.2,53.0,56.48
33,12/07/23 07:00:00 PM,56.9,52.7,56.35
34,12/07/23 08:00:00 PM,56.6,52.7,56.17
35,12/07/23 09:00:00 PM,56.2,51.9,55.90
36,12/07/23 10:00:00 PM,56.0,51.6,55.67
37,12/07/23 11:00:00 PM,55.8,51.6,55.45
38,12/08/23 12:00:00 AM,55.7,51.2,55.31
39,12/08/23 01:00:00 AM,55.5,51.2,55.11
40,12/08/23 02:00:00 AM,56.5,52.7,54.93
41,12/08/23 03:00:00 AM,55.2,50.8,54.75
42,12/08/23 04:00:00 AM,54.9,50.8,54.64
43,12/08/23 05:00:00 AM,54.9,50.5,54.59
44,12/08/23 06:00:00 AM,54.9,50.5,54.57
45,12/08/23 07:00:00 AM,54.9,50.5,54.54
46,12/08/23 08:00:00 AM,54.8,50.5,54.57
47,12/08/23 09:00:00 AM,54.9,50.8,54.82
48,12/08/23 10:00:00 AM,55.3,51.2,55.38
49,12/08/23 11:00:00 AM,56.1,51.9,56.17
50,12/08/23 12:00:00 PM,56.8,52.6,57.06
51,12/08/23 01:00:00 PM,57.4,53.0,57.85
52,12/08/23 02:00:00 PM,58.0,53.7,58.44
53,12/08/23 03:00:00 PM,58.1,54.1,58.80
54,12/08/23 04:00:00 PM,58.2,54.1,59.02
55,12/08/23 05:00:00 PM,58.2,54.1,59.20
56,12/08/23 06:00:00 PM,58.2,54.0,59.27
57,12/08/23 07:00:00 PM,58.2,54.0,59.36
58,12/08/23 08:00:00 PM,58.3,54.4,59.43
59,12/08/23 09:00:00 PM,58.3,54.0,59.50
60,12/08/23 10:00:00 PM,58.3,54.4,59.58
61,12/08/23 11:00:00 PM,58.3,54.4,59.63
62,12/09/23 12:00:00 AM,58.4,54.4,59.65
63,12/09/23 01:00:00 AM,58.4,54.4,59.63
64,12/09/23 02:00:00 AM,58.3,54.0,59.54
65,12/09/23 03:00:00 AM,58.2,54.0,59.40
66,12/09/23 04:00:00 AM,58.0,54.0,59.22
67,12/09/23 05:00:00 AM,57.8,53.7,59.05
68,12/09/23 06:00:00 AM,57.7,53.7,58.86
69,12/09/23 07:00:00 AM,57.5,53.7,58.69
70,12/09/23 08:00:00 AM,57.3,53.3,58.57
71,12/09/23 09:00:00 AM,57.5,53.3,58.77
72,12/09/23 10:00:00 AM,58.1,54.0,59.50
73,12/09/23 11:00:00 AM,58.8,54.8,60.40
74,12/09/23 12:00:00 PM,59.8,55.8,61.39
75,12/09/23 01:00:00 PM,60.5,56.5,62.38
76,12/09/23 02:00:00 PM,61.0,56.5,62.98
77,12/09/23 03:00:00 PM,61.0,57.3,63.12
78,12/09/23 04:00:00 PM,61.1,57.3,63.32
79,12/09/23 05:00:00 PM,61.3,57.2,63.46
80,12/09/23 06:00:00 PM,61.3,57.2,63.46
81,12/09/23 07:00:00 PM,61.3,57.2,63.43
82,12/09/23 08:00:00 PM,61.3,57.2,63.34
83,12/09/23 09:00:00 PM,61.3,57.3,63.30
84,12/09/23 10:00:00 PM,61.2,57.3,63.28
85,12/09/23 11:00:00 PM,61.0,57.3,63.19
86,12/10/23 12:00:00 AM,60.9,56.9,63.05
87,12/10/23 01:00:00 AM,60.7,56.5,62.89
88,12/10/23 02:00:00 AM,60.6,56.2,62.76
89,12/10/23 03:00:00 AM,60.4,56.2,62.60
90,12/10/23 04:00:00 AM,60.3,56.2,62.44
91,12/10/23 05:00:00 AM,60.1,56.2,62.28
92,12/10/23 06:00:00 AM,59.9,55.8,62.15
93,12/10/23 07:00:00 AM,59.8,55.8,62.10
94,12/10/23 08:00:00 AM,59.8,55.4,62.13
95,12/10/23 09:00:00 AM,60.6,56.5,62.46
96,12/10/23 10:00:00 AM,60.6,56.1,63.21
97,12/10/23 11:00:00 AM,61.3,57.2,64.04
98,12/10/23 12:00:00 PM,61.7,57.6,64.51
99,12/10/23 01:00:00 PM,62.0,57.9,64.92
100,12/10/23 02:00:00 PM,62.4,58.3,65.32
101,12/10/23 03:00:00 PM,62.5,58.7,65.57
102,12/10/23 04:00:00 PM,60.9,56.8,65.43
103,12/10/23 05:00:00 PM,61.8,57.9,65.21
104,12/10/23 06:00:00 PM,60.7,56.8,65.08
105,12/10/23 07:00:00 PM,60.7,56.8,65.07
106,12/10/23 08:00:00 PM,60.9,57.2,65.05
107,12/10/23 09:00:00 PM,62.2,58.3,65.03
108,12/10/23 10:00:00 PM,64.4,60.5,64.94
109,12/10/23 11:00:00 PM,69.6,66.1,64.22
110,12/11/23 12:00:00 AM,72.9,69.5,63.61
111,12/11/23 01:00:00 AM,72.6,68.8,63.07
112,12/11/23 02:00:00 AM,70.9,67.3,62.33
113,12/11/23 03:00:00 AM,69.1,65.1,61.65
114,12/11/23 04:00:00 AM,68.3,64.4,61.00
115,12/11/23 05:00:00 AM,68.2,64.1,60.37
116,12/11/23 06:00:00 AM,67.1,63.3,59.79
117,12/11/23 07:00:00 AM,65.8,61.9,59.16
118,12/11/23 08:00:00 AM,64.5,60.8,58.64
119,12/11/23 09:00:00 AM,63.3,59.3,58.35
120,12/11/23 10:00:00 AM,62.5,58.6,58.23
121,12/11/23 11:00:00 AM,62.0,57.8,58.30
122,12/11/23 12:00:00 PM,61.8,57.8,58.69
123,12/11/23 01:00:00 PM,61.9,57.8,58.98
124,12/11/23 02:00:00 PM,61.9,57.8,59.14
125,12/11/23 03:00:00 PM,61.8,57.8,59.31
126,12/11/23 04:00:00 PM,61.7,57.8,59.20
127,12/11/23 05:00:00 PM,61.5,57.4,58.98
128,12/11/23 06:00:00 PM,61.1,57.0,58.73
129,12/11/23 07:00:00 PM,60.7,56.3,58.26
130,12/11/23 08:00:00 PM,60.3,56.3,57.78
131,12/11/23 09:00:00 PM,59.8,55.6,57.29
132,12/11/23 10:00:00 PM,59.4,55.3,56.86
133,12/11/23 11:00:00 PM,59.2,54.9,56.44
134,12/12/23 12:00:00 AM,58.9,54.5,56.03
135,12/12/23 01:00:00 AM,58.6,54.5,55.63
136,12/12/23 02:00:00 AM,58.2,54.2,55.24
137,12/12/23 03:00:00 AM,57.8,53.8,54.86
138,12/12/23 04:00:00 AM,57.5,53.5,54.43
139,12/12/23 05:00:00 AM,57.1,52.7,54.00
140,12/12/23 06:00:00 AM,56.7,52.8,53.60
141,12/12/23 07:00:00 AM,56.5,52.4,53.28
142,12/12/23 08:00:00 AM,56.3,52.0,52.95
143,12/12/23 09:00:00 AM,56.2,52.0,52.92
144,12/12/23 10:00:00 AM,56.5,52.0,53.29
145,12/12/23 11:00:00 AM,56.9,53.1,53.82
146,12/12/23 12:00:00 PM,57.7,53.5,54.57
147,12/12/23 01:00:00 PM,57.9,53.8,55.24
148,12/12/23 02:00:00 PM,58.4,54.2,55.87
149,12/12/23 03:00:00 PM,58.7,54.5,56.39
150,12/12/23 04:00:00 PM,59.0,54.9,56.71
151,12/12/23 05:00:00 PM,59.1,54.9,56.80
152,12/12/23 06:00:00 PM,59.2,55.3,56.84
153,12/12/23 07:00:00 PM,59.1,54.9,56.77
154,12/12/23 08:00:00 PM,58.9,54.9,56.64
155,12/12/23 09:00:00 PM,58.7,54.5,56.48
156,12/12/23 10:00:00 PM,58.7,54.9,56.32
157,12/12/23 11:00:00 PM,58.4,54.2,56.17
158,12/13/23 12:00:00 AM,58.3,54.2,56.03
159,12/13/23 01:00:00 AM,58.1,54.2,55.89
160,12/13/23 02:00:00 AM,57.9,53.8,55.76
161,12/13/23 03:00:00 AM,57.9,53.8,55.62
162,12/13/23 04:00:00 AM,57.8,53.8,55.53
163,12/13/23 05:00:00 AM,57.6,53.8,55.47
164,12/13/23 06:00:00 AM,57.8,53.4,55.45
165,12/13/23 07:00:00 AM,57.7,53.4,55.47
166,12/13/23 08:00:00 AM,57.7,53.8,55.44
167,12/13/23 09:00:00 AM,57.8,53.8,55.53
168,12/13/23 10:00:00 AM,57.8,53.8,55.74
169,12/13/23 11:00:00 AM,58.3,54.2,56.12
170,12/13/23 12:00:00 PM,58.5,54.5,56.59
171,12/13/23 01:00:00 PM,58.9,54.9,57.06
172,12/13/23 02:00:00 PM,59.3,55.2,57.51
173,12/13/23 03:00:00 PM,59.5,55.2,57.78
174,12/13/23 04:00:00 PM,59.7,55.6,57.94
175,12/13/23 05:00:00 PM,59.6,55.2,57.96
176,12/13/23 06:00:00 PM,59.5,55.2,57.85
177,12/13/23 07:00:00 PM,59.3,55.2,57.69
178,12/13/23 08:00:00 PM,58.9,54.9,57.40
179,12/13/23 09:00:00 PM,58.7,54.9,57.13
180,12/13/23 10:00:00 PM,58.4,54.5,56.91
181,12/13/23 11:00:00 PM,58.3,54.1,56.71
182,12/14/23 12:00:00 AM,58.0,53.8,56.48
183,12/14/23 01:00:00 AM,57.8,53.8,56.19
184,12/14/23 02:00:00 AM,57.5,53.4,55.90
185,12/14/23 03:00:00 AM,57.4,53.4,55.74
186,12/14/23 04:00:00 AM,57.4,53.4,55.63
187,12/14/23 05:00:00 AM,57.2,53.1,55.58
188,12/14/23 06:00:00 AM,57.3,53.1,55.51
189,12/14/23 07:00:00 AM,57.2,53.1,55.53
190,12/14/23 08:00:00 AM,57.2,53.1,55.60
191,12/14/23 09:00:00 AM,57.4,53.4,55.78
192,12/14/23 10:00:00 AM,57.6,53.4,56.12
193,12/14/23 11:00:00 AM,58.0,54.1,56.71
194,12/14/23 12:00:00 PM,58.7,54.5,57.51
195,12/14/23 01:00:00 PM,59.3,55.2,58.30
196,12/14/23 02:00:00 PM,59.6,55.6,58.73
197,12/14/23 03:00:00 PM,59.9,56.3,59.07
198,12/14/23 04:00:00 PM,60.0,56.3,59.16
199,12/14/23 05:00:00 PM,60.0,56.3,59.11
200,12/14/23 06:00:00 PM,59.7,55.5,58.96
201,12/14/23 07:00:00 PM,59.6,55.2,58.78
202,12/14/23 08:00:00 PM,59.4,55.2,58.57
203,12/14/23 09:00:00 PM,59.2,54.8,58.41
204,12/14/23 10:00:00 PM,59.2,54.8,58.26
205,12/14/23 11:00:00 PM,59.9,56.0,58.14
206,12/15/23 12:00:00 AM,59.9,56.3,58.05
207,12/15/23 01:00:00 AM,59.9,56.0,57.90
208,12/15/23 02:00:00 AM,60.2,56.3,57.81
209,12/15/23 03:00:00 AM,59.9,55.6,57.72
210,12/15/23 04:00:00 AM,59.9,55.6,57.67
211,12/15/23 05:00:00 AM,59.7,55.6,57.58
212,12/15/23 06:00:00 AM,59.5,55.2,57.47
213,12/15/23 07:00:00 AM,59.2,55.2,57.29
214,12/15/23 08:00:00 AM,59.1,54.9,57.20
215,12/15/23 09:00:00 AM,59.1,54.9,57.18
216,12/15/23 10:00:00 AM,59.2,55.2,57.27
217,12/15/23 11:00:00 AM,59.6,55.2,57.79
218,12/15/23 12:00:00 PM,60.1,56.3,58.37
219,12/15/23 01:00:00 PM,60.6,56.3,58.95
220,12/15/23 02:00:00 PM,61.0,57.0,59.41
221,12/15/23 03:00:00 PM,61.4,57.4,59.86
222,12/15/23 04:00:00 PM,61.5,57.4,60.13
223,12/15/23 05:00:00 PM,61.5,57.4,60.21
224,12/15/23 06:00:00 PM,61.3,57.4,60.08
225,12/15/23 07:00:00 PM,61.2,57.4,59.95
226,12/15/23 08:00:00 PM,61.0,57.0,59.85
227,12/15/23 09:00:00 PM,60.9,57.0,59.72
228,12/15/23 10:00:00 PM,60.7,56.3,59.59
229,12/15/23 11:00:00 PM,60.6,56.3,59.50
230,12/16/23 12:00:00 AM,60.5,56.3,59.38
231,12/16/23 01:00:00 AM,60.2,56.3,59.29
232,12/16/23 02:00:00 AM,60.1,56.3,59.23
233,12/16/23 03:00:00 AM,59.9,55.9,59.11
234,12/16/23 04:00:00 AM,59.6,55.6,58.93
235,12/16/23 05:00:00 AM,59.5,55.6,58.71
236,12/16/23 06:00:00 AM,59.4,55.2,58.57
237,12/16/23 07:00:00 AM,59.2,54.8,58.51
238,12/16/23 08:00:00 AM,59.1,55.2,58.48
239,12/16/23 09:00:00 AM,59.3,55.2,58.55
240,12/16/23 10:00:00 AM,59.4,55.2,58.82
241,12/16/23 11:00:00 AM,59.7,55.5,59.16
242,12/16/23 12:00:00 PM,60.0,56.3,59.52
243,12/16/23 01:00:00 PM,60.2,56.3,59.81
244,12/16/23 02:00:00 PM,60.5,56.3,60.08
245,12/16/23 03:00:00 PM,60.6,56.6,60.31
246,12/16/23 04:00:00 PM,60.9,57.0,60.55
247,12/16/23 05:00:00 PM,61.4,57.3,60.84
248,12/16/23 06:00:00 PM,62.0,58.1,61.11
249,12/16/23 07:00:00 PM,62.3,58.4,61.36
250,12/16/23 08:00:00 PM,62.5,58.8,61.57
251,12/16/23 09:00:00 PM,62.9,58.8,61.75
252,12/16/23 10:00:00 PM,62.0,58.0,62.01
253,12/16/23 11:00:00 PM,60.4,56.2,62.29
254,12/17/23 12:00:00 AM,65.8,61.7,62.73
255,12/17/23 01:00:00 AM,76.0,72.5,63.21
256,12/17/23 02:00:00 AM,72.7,68.8,63.54
257,12/17/23 03:00:00 AM,65.3,61.0,63.64
258,12/17/23 04:00:00 AM,59.5,55.4,63.72
259,12/17/23 05:00:00 AM,54.8,50.5,63.70
260,12/17/23 06:00:00 AM,52.8,48.3,63.64
261,12/17/23 07:00:00 AM,52.9,48.7,63.64
262,12/17/23 08:00:00 AM,52.5,48.3,63.63
263,12/17/23 09:00:00 AM,50.8,46.5,63.61
264,12/17/23 10:00:00 AM,49.3,45.0,63.57
265,12/17/23 11:00:00 AM,48.4,44.2,63.50
266,12/17/23 12:00:00 PM,48.0,43.5,63.55
267,12/17/23 01:00:00 PM,49.6,45.3,63.63
268,12/17/23 02:00:00 PM,50.5,46.1,63.63
269,12/17/23 03:00:00 PM,51.5,46.8,63.57
270,12/17/23 04:00:00 PM,52.8,48.3,63.57
271,12/17/23 05:00:00 PM,53.5,49.4,63.41
272,12/17/23 06:00:00 PM,54.4,50.2,63.28
273,12/17/23 07:00:00 PM,55.2,50.9,63.14
274,12/17/23 08:00:00 PM,55.7,51.3,63.00
275,12/17/23 09:00:00 PM,56.3,52.1,62.85
276,12/17/23 10:00:00 PM,56.5,52.1,62.71
277,12/17/23 11:00:00 PM,57.0,52.8,62.55
278,12/18/23 12:00:00 AM,57.4,52.8,62.38
279,12/18/23 01:00:00 AM,57.6,53.2,62.19
280,12/18/23 02:00:00 AM,57.9,54.0,62.01
281,12/18/23 03:00:00 AM,58.1,54.0,61.83
282,12/18/23 04:00:00 AM,58.3,54.0,61.65
283,12/18/23 05:00:00 AM,58.1,54.0,61.41
284,12/18/23 06:00:00 AM,58.4,54.0,61.16
285,12/18/23 07:00:00 AM,58.4,54.0,60.87
286,12/18/23 08:00:00 AM,58.5,54.4,60.64
287,12/18/23 09:00:00 AM,58.5,54.0,60.37
288,12/18/23 10:00:00 AM,58.5,54.0,60.24
289,12/18/23 11:00:00 AM,58.8,54.8,60.30
290,12/18/23 12:00:00 PM,59.1,54.8,60.40
291,12/18/23 01:00:00 PM,59.2,55.1,60.53
292,12/18/23 02:00:00 PM,59.6,55.5,60.64
293,12/18/23 03:00:00 PM,59.7,55.5,60.75
