"Plot Title: Bradford_7DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20342020, SEN S/N: 20342020)","Temp, °F (LGR S/N: 20342020, SEN S/N: 20342020)"
1,09/13/23 12:00:00 PM,0.43,77.40
2,09/13/23 01:00:00 PM,0.44,77.68
3,09/13/23 02:00:00 PM,0.47,78.15
4,09/13/23 03:00:00 PM,0.40,78.69
5,09/13/23 04:00:00 PM,0.40,79.23
6,09/13/23 05:00:00 PM,0.44,79.56
7,09/13/23 06:00:00 PM,0.39,79.63
8,09/13/23 07:00:00 PM,0.38,79.45
9,09/13/23 08:00:00 PM,0.35,79.23
10,09/13/23 09:00:00 PM,0.26,78.98
11,09/13/23 10:00:00 PM,0.30,78.76
12,09/13/23 11:00:00 PM,0.25,78.58
13,09/14/23 12:00:00 AM,0.16,78.37
14,09/14/23 01:00:00 AM,0.14,78.19
15,09/14/23 02:00:00 AM,0.21,77.94
16,09/14/23 03:00:00 AM,0.21,77.68
17,09/14/23 04:00:00 AM,0.21,77.43
18,09/14/23 05:00:00 AM,0.20,77.18
19,09/14/23 06:00:00 AM,0.16,76.93
20,09/14/23 07:00:00 AM,0.21,76.71
21,09/14/23 08:00:00 AM,0.21,76.71
22,09/14/23 09:00:00 AM,0.22,77.04
23,09/14/23 10:00:00 AM,0.24,77.54
24,09/14/23 11:00:00 AM,0.27,78.15
25,09/14/23 12:00:00 PM,0.26,78.55
26,09/14/23 01:00:00 PM,0.30,78.91
27,09/14/23 02:00:00 PM,0.30,79.34
28,09/14/23 03:00:00 PM,0.27,79.70
29,09/14/23 04:00:00 PM,0.26,80.24
30,09/14/23 05:00:00 PM,0.24,80.38
31,09/14/23 06:00:00 PM,0.26,80.46
32,09/14/23 07:00:00 PM,0.24,80.24
33,09/14/23 08:00:00 PM,0.24,79.99
34,09/14/23 09:00:00 PM,0.24,79.70
35,09/14/23 10:00:00 PM,0.25,79.41
36,09/14/23 11:00:00 PM,0.21,79.05
37,09/15/23 12:00:00 AM,0.19,78.69
38,09/15/23 01:00:00 AM,0.19,78.37
39,09/15/23 02:00:00 AM,0.52,77.90
40,09/15/23 03:00:00 AM,0.36,77.61
41,09/15/23 04:00:00 AM,0.35,77.29
42,09/15/23 05:00:00 AM,0.29,77.00
43,09/15/23 06:00:00 AM,0.24,76.75
44,09/15/23 07:00:00 AM,0.26,76.57
45,09/15/23 08:00:00 AM,0.26,76.46
46,09/15/23 09:00:00 AM,0.25,76.71
47,09/15/23 10:00:00 AM,0.29,77.07
48,09/15/23 11:00:00 AM,0.31,77.61
49,09/15/23 12:00:00 PM,0.32,77.94
50,09/15/23 01:00:00 PM,0.30,78.19
51,09/15/23 02:00:00 PM,0.30,78.55
52,09/15/23 03:00:00 PM,0.30,78.87
53,09/15/23 04:00:00 PM,0.26,79.41
54,09/15/23 05:00:00 PM,0.45,79.48
55,09/15/23 06:00:00 PM,0.39,79.30
56,09/15/23 07:00:00 PM,0.34,79.05
57,09/15/23 08:00:00 PM,0.30,78.80
58,09/15/23 09:00:00 PM,0.27,78.55
59,09/15/23 10:00:00 PM,0.24,78.15
60,09/15/23 11:00:00 PM,0.23,77.79
61,09/16/23 12:00:00 AM,0.22,77.47
62,09/16/23 01:00:00 AM,0.19,77.14
63,09/16/23 02:00:00 AM,0.16,76.82
64,09/16/23 03:00:00 AM,0.15,76.53
65,09/16/23 04:00:00 AM,0.13,76.24
66,09/16/23 05:00:00 AM,0.14,75.99
67,09/16/23 06:00:00 AM,0.15,75.74
68,09/16/23 07:00:00 AM,0.13,75.52
69,09/16/23 08:00:00 AM,0.12,75.52
70,09/16/23 09:00:00 AM,0.10,75.81
71,09/16/23 10:00:00 AM,0.16,76.28
72,09/16/23 11:00:00 AM,0.18,76.82
73,09/16/23 12:00:00 PM,0.19,77.22
74,09/16/23 01:00:00 PM,0.20,77.47
75,09/16/23 02:00:00 PM,0.19,77.61
76,09/16/23 03:00:00 PM,0.23,77.86
77,09/16/23 04:00:00 PM,0.20,78.15
78,09/16/23 05:00:00 PM,0.20,78.37
79,09/16/23 06:00:00 PM,0.15,78.58
80,09/16/23 07:00:00 PM,0.14,78.58
81,09/16/23 08:00:00 PM,0.12,78.48
82,09/16/23 09:00:00 PM,0.13,78.33
83,09/16/23 10:00:00 PM,0.10,78.12
84,09/16/23 11:00:00 PM,0.07,77.86
85,09/17/23 12:00:00 AM,0.04,77.58
86,09/17/23 01:00:00 AM,0.01,77.25
87,09/17/23 02:00:00 AM,0.00,76.89
88,09/17/23 03:00:00 AM,-0.01,76.60
89,09/17/23 04:00:00 AM,-0.01,76.32
90,09/17/23 05:00:00 AM,-0.01,76.10
91,09/17/23 06:00:00 AM,-0.01,75.88
92,09/17/23 07:00:00 AM,-0.01,75.74
93,09/17/23 08:00:00 AM,-0.01,75.74
94,09/17/23 09:00:00 AM,-0.01,76.06
95,09/17/23 10:00:00 AM,0.00,76.53
96,09/17/23 11:00:00 AM,0.00,77.18
97,09/17/23 12:00:00 PM,0.02,77.76
98,09/17/23 01:00:00 PM,0.01,78.26
99,09/17/23 02:00:00 PM,0.00,78.66
100,09/17/23 03:00:00 PM,0.04,78.76
101,09/17/23 04:00:00 PM,0.03,79.09
102,09/17/23 05:00:00 PM,0.00,79.38
103,09/17/23 06:00:00 PM,0.00,79.52
104,09/17/23 07:00:00 PM,-0.01,79.38
105,09/17/23 08:00:00 PM,-0.01,79.23
106,09/17/23 09:00:00 PM,-0.01,79.05
107,09/17/23 10:00:00 PM,-0.01,78.76
108,09/17/23 11:00:00 PM,-0.01,78.55
109,09/18/23 12:00:00 AM,-0.01,78.30
110,09/18/23 01:00:00 AM,-0.01,77.94
111,09/18/23 02:00:00 AM,-0.01,77.54
112,09/18/23 03:00:00 AM,-0.01,77.14
113,09/18/23 04:00:00 AM,-0.01,76.78
114,09/18/23 05:00:00 AM,-0.01,76.42
115,09/18/23 06:00:00 AM,-0.01,76.10
116,09/18/23 07:00:00 AM,-0.01,75.81
117,09/18/23 08:00:00 AM,-0.01,75.67
118,09/18/23 09:00:00 AM,-0.01,75.85
119,09/18/23 10:00:00 AM,-0.01,76.06
120,09/18/23 11:00:00 AM,-0.01,76.50
121,09/18/23 12:00:00 PM,-0.01,76.86
122,09/18/23 01:00:00 PM,-0.01,77.18
123,09/18/23 02:00:00 PM,-0.01,77.40
124,09/18/23 03:00:00 PM,-0.01,77.54
125,09/18/23 04:00:00 PM,0.00,77.68
126,09/18/23 05:00:00 PM,0.02,77.83
127,09/18/23 06:00:00 PM,0.00,77.68
128,09/18/23 07:00:00 PM,0.02,77.40
129,09/18/23 08:00:00 PM,0.03,77.18
130,09/18/23 09:00:00 PM,0.00,76.82
131,09/18/23 10:00:00 PM,0.00,76.50
132,09/18/23 11:00:00 PM,-0.01,76.06
133,09/19/23 12:00:00 AM,-0.01,75.63
134,09/19/23 01:00:00 AM,-0.01,75.16
135,09/19/23 02:00:00 AM,-0.01,74.70
136,09/19/23 03:00:00 AM,-0.01,74.19
137,09/19/23 04:00:00 AM,-0.01,73.69
138,09/19/23 05:00:00 AM,-0.01,73.18
139,09/19/23 06:00:00 AM,-0.01,72.72
140,09/19/23 07:00:00 AM,-0.01,72.25
141,09/19/23 08:00:00 AM,-0.01,72.18
142,09/19/23 09:00:00 AM,-0.01,72.54
143,09/19/23 10:00:00 AM,-0.01,72.97
144,09/19/23 11:00:00 AM,-0.01,73.51
145,09/19/23 12:00:00 PM,-0.01,73.94
146,09/19/23 01:00:00 PM,-0.01,74.55
147,09/19/23 02:00:00 PM,-0.01,74.84
148,09/19/23 03:00:00 PM,-0.01,75.16
149,09/19/23 04:00:00 PM,-0.01,75.52
150,09/19/23 05:00:00 PM,-0.01,75.70
151,09/19/23 06:00:00 PM,-0.01,75.74
152,09/19/23 07:00:00 PM,0.00,75.56
153,09/19/23 08:00:00 PM,-0.01,75.24
154,09/19/23 09:00:00 PM,-0.01,74.91
155,09/19/23 10:00:00 PM,-0.01,74.62
156,09/19/23 11:00:00 PM,-0.01,74.34
157,09/20/23 12:00:00 AM,-0.01,74.12
158,09/20/23 01:00:00 AM,-0.01,73.83
159,09/20/23 02:00:00 AM,-0.01,73.54
160,09/20/23 03:00:00 AM,-0.01,73.33
161,09/20/23 04:00:00 AM,-0.01,73.08
162,09/20/23 05:00:00 AM,-0.01,72.75
163,09/20/23 06:00:00 AM,-0.01,72.50
164,09/20/23 07:00:00 AM,-0.01,72.28
165,09/20/23 08:00:00 AM,-0.01,72.46
166,09/20/23 09:00:00 AM,-0.01,72.86
167,09/20/23 10:00:00 AM,-0.01,73.44
168,09/20/23 11:00:00 AM,-0.02,74.19
169,09/20/23 12:00:00 PM,-0.02,74.73
170,09/20/23 01:00:00 PM,-0.02,75.63
171,09/20/23 02:00:00 PM,-0.02,76.03
172,09/20/23 03:00:00 PM,-0.02,76.24
173,09/20/23 04:00:00 PM,-0.01,76.42
174,09/20/23 05:00:00 PM,-0.01,76.57
175,09/20/23 06:00:00 PM,-0.01,76.64
176,09/20/23 07:00:00 PM,-0.01,76.53
177,09/20/23 08:00:00 PM,-0.01,76.39
178,09/20/23 09:00:00 PM,-0.01,76.24
179,09/20/23 10:00:00 PM,-0.01,76.10
180,09/20/23 11:00:00 PM,-0.01,75.85
181,09/21/23 12:00:00 AM,-0.01,75.63
182,09/21/23 01:00:00 AM,-0.01,75.45
183,09/21/23 02:00:00 AM,-0.01,75.27
184,09/21/23 03:00:00 AM,-0.01,75.13
185,09/21/23 04:00:00 AM,-0.01,74.91
186,09/21/23 05:00:00 AM,-0.01,74.77
187,09/21/23 06:00:00 AM,-0.01,74.52
188,09/21/23 07:00:00 AM,-0.01,74.37
189,09/21/23 08:00:00 AM,-0.01,74.52
190,09/21/23 09:00:00 AM,-0.01,74.95
191,09/21/23 10:00:00 AM,-0.01,75.38
192,09/21/23 11:00:00 AM,-0.01,75.99
193,09/21/23 12:00:00 PM,-0.02,76.39
194,09/21/23 01:00:00 PM,-0.02,76.96
195,09/21/23 02:00:00 PM,-0.02,77.29
196,09/21/23 03:00:00 PM,-0.02,77.40
197,09/21/23 04:00:00 PM,-0.01,77.40
198,09/21/23 05:00:00 PM,-0.01,77.32
199,09/21/23 06:00:00 PM,-0.01,77.22
200,09/21/23 07:00:00 PM,-0.01,77.14
201,09/21/23 08:00:00 PM,-0.01,76.86
202,09/21/23 09:00:00 PM,-0.01,76.57
203,09/21/23 10:00:00 PM,-0.01,76.28
204,09/21/23 11:00:00 PM,-0.01,75.85
205,09/22/23 12:00:00 AM,-0.01,75.52
206,09/22/23 01:00:00 AM,-0.01,75.24
207,09/22/23 02:00:00 AM,-0.01,74.98
208,09/22/23 03:00:00 AM,-0.01,74.66
209,09/22/23 04:00:00 AM,-0.01,74.41
210,09/22/23 05:00:00 AM,-0.01,74.26
211,09/22/23 06:00:00 AM,-0.01,74.12
212,09/22/23 07:00:00 AM,-0.01,73.94
213,09/22/23 08:00:00 AM,-0.01,73.90
214,09/22/23 09:00:00 AM,-0.01,74.16
215,09/22/23 10:00:00 AM,-0.01,74.62
216,09/22/23 11:00:00 AM,-0.01,74.95
217,09/22/23 12:00:00 PM,-0.01,74.84
218,09/22/23 01:00:00 PM,-0.01,75.24
219,09/22/23 02:00:00 PM,-0.01,75.70
220,09/22/23 03:00:00 PM,-0.01,75.99
221,09/22/23 04:00:00 PM,-0.01,76.21
222,09/22/23 05:00:00 PM,-0.01,76.10
223,09/22/23 06:00:00 PM,-0.01,76.03
224,09/22/23 07:00:00 PM,-0.01,75.74
225,09/22/23 08:00:00 PM,-0.01,75.31
226,09/22/23 09:00:00 PM,-0.01,74.84
227,09/22/23 10:00:00 PM,-0.01,74.30
228,09/22/23 11:00:00 PM,-0.01,73.80
229,09/23/23 12:00:00 AM,-0.01,73.33
230,09/23/23 01:00:00 AM,-0.01,72.82
231,09/23/23 02:00:00 AM,-0.01,72.39
232,09/23/23 03:00:00 AM,-0.01,71.92
233,09/23/23 04:00:00 AM,-0.01,71.49
234,09/23/23 05:00:00 AM,-0.01,71.02
235,09/23/23 06:00:00 AM,-0.01,70.59
236,09/23/23 07:00:00 AM,-0.01,70.23
237,09/23/23 08:00:00 AM,-0.01,70.30
238,09/23/23 09:00:00 AM,-0.01,70.70
239,09/23/23 10:00:00 AM,-0.01,71.46
240,09/23/23 11:00:00 AM,-0.01,72.03
241,09/23/23 12:00:00 PM,-0.01,71.96
242,09/23/23 01:00:00 PM,-0.01,72.46
243,09/23/23 02:00:00 PM,-0.01,73.08
244,09/23/23 03:00:00 PM,-0.01,73.62
245,09/23/23 04:00:00 PM,-0.01,73.94
246,09/23/23 05:00:00 PM,-0.01,74.01
247,09/23/23 06:00:00 PM,-0.01,73.98
248,09/23/23 07:00:00 PM,-0.01,73.72
249,09/23/23 08:00:00 PM,-0.01,73.40
250,09/23/23 09:00:00 PM,-0.01,72.97
251,09/23/23 10:00:00 PM,-0.01,72.68
252,09/23/23 11:00:00 PM,-0.01,72.43
253,09/24/23 12:00:00 AM,-0.01,72.18
254,09/24/23 01:00:00 AM,-0.01,71.74
255,09/24/23 02:00:00 AM,-0.01,71.38
256,09/24/23 03:00:00 AM,-0.01,71.02
