date,GPP,ER,K600,ID
2023-10-14,0.04736726027201173,-4.877264906502777,24.299544369614978,13
2023-10-16,0.04728619927968172,-2.509785692125487,25.709207840005682,13
2023-10-17,0.10648207210525786,-2.7325358186483775,39.64614287820618,13
2023-10-18,0.08331522207478796,-1.8509924482084834,25.9833181754336,13
2023-10-19,0.1375430501258093,-2.816047410372254,34.30892724688885,13
2023-10-22,0.0910127984134272,-2.4699948181846265,33.599787456603444,13
2023-10-23,0.185971218572277,-3.2651592980144666,40.67921964095277,13
2023-10-24,0.1677135224862179,-8.099717392455506,98.41251473370895,13
2023-10-25,0.3982644490544168,-10.091713708634146,116.17361919465934,13
2023-10-26,0.11597017682912107,-5.862045521161279,70.57269738544657,13
2023-10-27,0.2881522526270487,-8.548809703515884,102.99601189813288,13
2023-10-28,0.27332703227707533,-8.259228027323678,98.34121554584736,13
2023-10-29,0.3037617825056217,-7.0317053984874915,74.65971779775333,13
2023-10-30,0.501322249553019,-8.652716542145116,86.46312524210929,13
2023-12-09,0.18484269506345824,-3.772650480264288,32.92392233202539,13
2023-12-10,0.21774863785717447,-1.8167146946646426,10.713457605634451,13
2023-12-11,0.04807237858848655,-1.1052448567982596,12.829573922520472,13
2023-12-12,0.09775962757365116,-1.5313791400162082,21.47882645242723,13
2023-12-13,0.6512390784109923,-9.428461236026573,121.3319574982661,13
2023-12-14,0.286559397838004,-4.065531765792345,44.39968229977128,13
2023-12-15,0.6499748778653667,-7.662936843299307,76.47825428699862,13
2023-12-17,0.04734727421778566,-6.33461823862876,2.438968470132963,13
2023-12-18,0.09809575962835762,-7.506373896230927,4.5817967007887415,13
2023-12-19,0.10095441640085698,-6.847744743276738,5.624589335551263,13
2023-12-20,0.10050017292561432,-11.618590642786323,11.882631348371817,13
2023-12-21,0.15890746627905117,-16.071143232543577,19.15767695148112,13
2023-12-22,0.19553237700336623,-16.952608440203967,22.569265788069572,13
2023-12-23,0.2385867045085543,-15.051525788841182,22.65820741587976,13
2023-12-24,0.29186026304421053,-16.731331197837157,27.708121940065944,13
2023-12-25,0.25503180038463785,-9.385505185637001,14.16752882504564,13
2023-12-26,0.15469326155594654,-14.245883026033367,22.196860597093846,13
2023-12-27,0.13230422810974615,-12.834544502484938,24.78233461679247,13
2023-12-28,0.1231220583166454,-12.950911565866287,30.092238439316663,13
2023-12-29,0.160025402003528,-7.36618960965234,23.569600646459186,13
2023-12-30,0.3573756319757803,-9.43673381748679,38.759212975488474,13
2024-01-01,0.3045868615678044,-3.8113523182361333,14.954326051725563,13
2024-01-02,0.6680648312543299,-12.214913248909493,57.99804760165329,13
2024-01-03,0.4405963031393347,-4.148701640185603,18.51577306034059,13
2024-01-04,0.20539926581813814,-11.634208137782592,45.81182170895302,13
2024-01-05,0.3681020888652968,-4.369028087697938,16.9282031511384,13
2024-01-06,0.07838923837941388,-3.4876403321787883,6.352186896003153,13
2024-01-07,0.1349717022161814,-7.305324500723866,20.451944494158376,13
2024-01-08,0.6461591516983737,-13.369884831047358,44.878446717906584,13
2024-01-09,0.3943315299559088,-2.4557703619303908,2.349610635401346,13
2024-01-10,0.13531900530275495,-9.724934772842772,12.885733438663102,13
2024-01-11,0.2389463129577711,-15.319323888641554,24.195815911759663,13
2024-01-12,0.3138472908744794,-5.969903598403836,7.7176646971342615,13
2024-01-13,0.14663065807400028,-3.3717316061070135,6.101591820639804,13
2024-01-14,0.15691627399573985,-12.813542554992091,31.76161037149936,13
2024-01-15,0.20810286733472694,-4.662804158597202,10.409846003121354,13
2024-01-16,0.08275670938724043,-5.154425424388027,9.559513308000152,13
2024-01-17,0.18493239609148152,-7.534612252779679,21.903378342604054,13
2024-01-18,0.252604422235258,-6.183867918727981,18.200987590823154,13
2024-01-19,0.1935347035408428,-9.788191038999763,26.530692822702953,13
2024-01-23,0.1384542243733216,-4.323823120003947,12.81954402796242,13
2024-01-24,0.34729252687255335,-5.797585922813935,14.153134081660887,13
2024-01-25,0.23773376628110812,-7.257632299557852,16.203784873693568,13
2024-01-26,0.12844503688791015,-12.979032071794025,14.826016937706935,13
2024-01-27,0.13116981905678296,-3.5399469490174007,3.295656312817683,13
2024-01-28,0.05339412011664926,-1.087977456754002,1.2392622849329498,13
2024-01-29,0.10190398715887285,-2.328126190509978,4.902871727779406,13
2024-01-30,0.34411554062346206,-9.922199140387994,27.95215376553975,13
2024-01-31,0.23427132573949702,-8.852769078977888,28.759279034767022,13
2024-02-01,0.4258924342415562,-6.324078438291134,23.594345980834163,13
2024-02-02,0.35561937973818414,-6.491676409873583,23.22313889991038,13
2024-02-03,0.4099453784560542,-5.022147325321185,17.32905577732674,13
2024-02-04,0.19195372141774394,-3.6343705268073636,8.693719780930227,13
2024-02-05,0.23639437917650352,-7.933243802522769,21.009206887498774,13
2024-02-06,0.15366193875329212,-8.763142439887217,31.409246476574648,13
2024-02-07,0.7261921028807723,-11.490487670053353,51.87386024054285,13
2024-02-08,0.34285330903752714,-4.030457220161455,16.24271468707058,13
2024-02-09,0.49274983478282414,-7.729818061552919,29.928236677907414,13
2024-02-10,0.4924655995226375,-6.0094149934714745,21.350886392424172,13
2024-02-11,0.3704150333597355,-5.090729609438332,15.918085333896652,13
2024-02-12,0.4416471889433414,-5.292233074297891,13.925610951866922,13
2024-02-13,0.10022535600684944,-3.54913774542574,12.230908933350621,13
2024-02-14,0.9067761500132362,-11.161300980876026,50.51875684523214,13
2024-02-15,0.6994367174640853,-9.06717113996702,40.64170423998528,13
2024-02-16,0.9342513567448125,-12.613725234209921,55.129157173534814,13
2024-02-17,0.4102157671300256,-4.286600686706469,14.437005184853321,13
2024-02-18,0.39243681561746174,-9.550303889156595,20.109686642535927,13
2024-02-19,0.212380670905291,-8.600274828783403,18.435111318736933,13
2024-02-20,0.21727595257504456,-5.696770726623183,15.119808533678018,13
2024-02-21,0.2895919398432138,-5.731828952551762,17.98104390369957,13
2024-02-22,0.25486062430322615,-3.7715245860809934,10.907300407266032,13
2024-02-23,0.23315695639348255,-4.733010567125859,12.7281491191557,13
2024-02-24,0.31282649060059287,-7.980512378263174,25.08334326480903,13
2024-02-25,0.3942000348675504,-5.405181909682322,19.83098199111615,13
2024-02-26,0.2665367056644524,-2.5897759195704664,8.911090191529038,13
2024-02-27,0.3593827735026532,-3.8347746832406977,13.080515375101982,13
2024-02-28,0.45837237384546387,-5.018601627887063,15.183423890003857,13
2024-02-29,0.2816275004751436,-8.16551950632712,30.266514674758778,13
2024-03-01,0.5035738761261157,-4.894395946291197,15.620638943278129,13
2024-03-02,0.9487668312736655,-15.760428975083453,48.2474303969698,13
2024-03-03,0.6694787838639439,-10.850332410901244,32.228835590552386,13
2024-03-04,1.2913018081494654,-19.734295992422833,63.4860827663247,13
2024-03-05,0.47976209965189337,-5.520176758798576,15.839904309449182,13
2024-03-06,0.3758854442566678,-12.267442694631335,28.868768951351278,13
2024-03-07,0.5263790892503155,-10.23505563727293,27.00557203766708,13
2024-03-08,0.6195371166506317,-10.484668869440549,28.736857995371025,13
2024-03-09,0.39311712289571715,-5.9500868158175635,12.965822048907569,13
2024-03-10,0.16772040520134068,-4.526425926829947,12.288796802746115,13
2024-03-11,0.9803236366461526,-14.323359308789145,57.334772241496125,13
2024-03-12,0.49431356687307276,-6.392218565393168,25.654761286965336,13
2024-03-13,0.6119708610860942,-11.155955972006609,45.20496556939009,13
2024-03-16,0.25206049808966585,-5.080534334228885,17.767363377227777,13
2024-03-17,0.6665181389403196,-13.726063139520901,46.7373913800603,13
2024-03-18,0.04999167158311488,-3.613421162206454,14.308043075015341,13
2024-03-19,0.06391807775069784,-2.3942263472930168,18.20252125753772,13
2024-03-20,0.042542222009614716,-1.4000653108914027,10.999808359310247,13
2024-03-21,0.08148362083235196,-1.4549276735377314,8.591313570413739,13
2024-03-23,0.5303843919027528,-19.18762146368782,61.722260944904505,13
2024-03-24,0.19893162501278422,-9.81571284382869,41.12040779400405,13
2024-03-26,0.3012660838266257,-6.007583896346678,22.63562052739422,13
2024-03-27,0.13811694416589598,-10.348424708649809,38.013331693327736,13
2024-03-30,0.061584544557040946,-3.4433593073460784,19.774929995518878,13
2024-03-31,0.11660570695276544,-3.4110349770794133,19.02538003889831,13
2024-04-01,0.2048072799445128,-5.246106085279111,26.65967886671254,13
2024-04-04,0.15685917898852644,-6.649437426435764,13.02880292541547,13
2024-04-05,0.46166556757911786,-13.170681818296746,35.1842312474737,13
2024-04-06,0.798895689190541,-16.751978823112708,55.37366233451566,13
2024-04-07,1.0202569357597011,-15.596421425698683,57.93546846141938,13
2024-04-08,1.1413643551383232,-16.202141195139106,61.52077363766151,13
2024-04-12,0.2478978261220571,-11.436502437682659,45.8194818714824,13
2024-04-14,0.13108904358987983,-2.714301325619653,14.925589014946963,13
2024-04-15,0.1644808387061449,-5.3925278192640285,29.04069302780334,13
2024-04-16,0.15782122988784314,-4.555400303417798,24.765237313527273,13
2024-04-17,0.22970466928322392,-5.561523536707379,29.207935767747763,13
2024-04-18,0.2972953949681706,-7.037755588946595,35.064788527698646,13
2024-04-19,0.3940769692446156,-14.44364126804923,77.20218181334594,13
2024-04-20,0.15068356107161976,-5.134140314031889,27.028554135362644,13
2024-04-21,0.33119092587430743,-7.793103981988741,44.4350799502564,13
2024-04-22,0.04853424295522943,-2.7853490535841074,22.090891972231965,13
2024-04-23,0.4251157823577578,-6.476400329405639,48.04564366522811,13
2024-04-24,0.10234229424144005,-3.9728761043802043,32.540875964645466,13
2024-04-25,0.24402041902761265,-4.013061887638559,29.892257890896722,13
2024-04-26,0.5829734324534476,-8.445231132718261,62.18110488442492,13
2024-04-27,0.2730953408216027,-5.387100707910499,38.24629579160769,13
2024-04-28,0.26556327511097116,-3.8770742074639473,31.926855242123118,13
2024-04-29,0.2338840876669781,-3.477349450102135,26.65611206624381,13
2024-04-30,0.5313940960029806,-4.592513194587513,33.03125369062005,13
2024-05-01,0.3953049382356371,-4.201893870008933,30.308989245907384,13
2024-05-02,0.2922071130051576,-3.018792203244297,21.687555910701207,13
2024-05-03,0.25084322331392567,-2.8742706467239043,21.306852740647095,13
2024-05-04,0.3150166964982522,-1.9978483365040367,14.167199757732643,13
2024-05-05,0.43693445899396266,-2.4752141485234573,13.694675167625045,13
2024-05-06,0.4010564449047139,-3.4249756706036356,23.039620131236,13
2024-05-12,0.1993424114460853,-1.5193568384904397,12.110787192322633,13
2024-05-13,0.37760199914470266,-1.6608774364512577,8.924967822513976,13
2024-05-17,0.37511046792015657,-4.397414256755009,27.249500674434668,13
2024-05-18,1.0102766283643136,-9.09530149498614,54.99562845623141,13
2024-05-20,0.4043930719660563,-2.6545639202886084,18.27116762986269,13
2024-05-21,0.41075340841790436,-2.632489774490577,19.173529806741776,13
2024-05-22,0.5886845470059175,-3.102959084588722,21.208222332415932,13
2024-05-23,0.4357760806098885,-1.971794297384221,13.657846691664986,13
2024-05-29,0.24209802561852337,-1.0021866652906533,7.164346877201395,13
2024-05-30,0.20905414068686223,-1.1520769655882288,9.882264936103251,13
2024-05-31,0.23835867444053427,-0.9503367404242659,11.562435094966107,13
2024-06-01,0.44388990898571784,-1.6309629122789526,20.76082931809958,13
2024-06-02,0.47831300706754626,-2.020041338816822,26.919515365025152,13
2024-07-12,0.16639079739975488,-0.8871161775494885,10.258443655806454,13
2024-07-13,0.19761112212062729,-1.0119999755599665,16.906231756759087,13
2024-07-14,0.2971052617353765,-1.3242674240204044,22.607801404786617,13
2024-07-15,0.5107096858271784,-2.572002184008859,43.506212556685746,13
2024-07-16,0.2332076138412778,-1.0203960784186825,18.29472128195185,13
2024-07-24,0.20116291492840147,-1.235903137369023,9.352564844766436,13
2024-07-25,0.4816598280363166,-3.436594204322221,17.153599412369203,13
2024-07-27,0.27667541269566115,-6.551117269948286,29.437343782621408,13
2024-07-28,0.46721617261701676,-7.62750652649228,35.806403879867204,13
2024-07-29,0.2588047590713196,-6.041330783785723,32.34694872174674,13
