"Plot Title: Bradford_5"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776669, SEN S/N: 10776669)","Temp, °F (LGR S/N: 10776669, SEN S/N: 10776669)","Coupler Detached (LGR S/N: 10776669)","Coupler Attached (LGR S/N: 10776669)","Host Connected (LGR S/N: 10776669)","End Of File (LGR S/N: 10776669)"
41,09/13/22 09:00:00 PM,15.6414,76.528,,,,
42,09/13/22 09:15:00 PM,15.6414,76.528,,,,
43,09/13/22 09:30:00 PM,15.6429,76.528,,,,
44,09/13/22 09:45:00 PM,15.6400,76.528,,,,
45,09/13/22 10:00:00 PM,15.6414,76.528,,,,
46,09/13/22 10:15:00 PM,15.6429,76.528,,,,
47,09/13/22 10:30:00 PM,15.6414,76.528,,,,
48,09/13/22 10:45:00 PM,15.6429,76.528,,,,
49,09/13/22 11:00:00 PM,15.6429,76.528,,,,
50,09/13/22 11:15:00 PM,15.6429,76.528,,,,
51,09/13/22 11:30:00 PM,15.6459,76.528,,,,
52,09/13/22 11:45:00 PM,15.6459,76.528,,,,
53,09/14/22 12:00:00 AM,15.6474,76.528,,,,
54,09/14/22 12:15:00 AM,15.6459,76.528,,,,
55,09/14/22 12:30:00 AM,15.6459,76.528,,,,
56,09/14/22 12:45:00 AM,15.6474,76.528,,,,
57,09/14/22 01:00:00 AM,15.6459,76.528,,,,
58,09/14/22 01:15:00 AM,15.6414,76.528,,,,
59,09/14/22 01:30:00 AM,15.6385,76.528,,,,
60,09/14/22 01:45:00 AM,15.6385,76.528,,,,
61,09/14/22 02:00:00 AM,15.6355,76.528,,,,
62,09/14/22 02:15:00 AM,15.6370,76.528,,,,
63,09/14/22 02:30:00 AM,15.6355,76.528,,,,
64,09/14/22 02:45:00 AM,15.6341,76.528,,,,
65,09/14/22 03:00:00 AM,15.6310,76.528,,,,
66,09/14/22 03:15:00 AM,15.6326,76.528,,,,
67,09/14/22 03:30:00 AM,15.6310,76.528,,,,
68,09/14/22 03:45:00 AM,15.6310,76.528,,,,
69,09/14/22 04:00:00 AM,15.6281,76.528,,,,
70,09/14/22 04:15:00 AM,15.6267,76.528,,,,
71,09/14/22 04:30:00 AM,15.6207,76.528,,,,
72,09/14/22 04:45:00 AM,15.6222,76.528,,,,
73,09/14/22 05:00:00 AM,15.6191,76.528,,,,
74,09/14/22 05:15:00 AM,15.6207,76.528,,,,
75,09/14/22 05:30:00 AM,15.6191,76.528,,,,
76,09/14/22 05:45:00 AM,15.6222,76.528,,,,
77,09/14/22 06:00:00 AM,15.6236,76.528,,,,
78,09/14/22 06:15:00 AM,15.6267,76.528,,,,
79,09/14/22 06:30:00 AM,15.6281,76.528,,,,
80,09/14/22 06:45:00 AM,15.6281,76.528,,,,
81,09/14/22 07:00:00 AM,15.6310,76.528,,,,
82,09/14/22 07:15:00 AM,15.6296,76.528,,,,
83,09/14/22 07:30:00 AM,15.6310,76.528,,,,
84,09/14/22 07:45:00 AM,15.6326,76.528,,,,
85,09/14/22 08:00:00 AM,15.6326,76.528,,,,
86,09/14/22 08:15:00 AM,15.6341,76.528,,,,
87,09/14/22 08:30:00 AM,15.6355,76.528,,,,
88,09/14/22 08:45:00 AM,15.6385,76.528,,,,
89,09/14/22 09:00:00 AM,15.6385,76.528,,,,
90,09/14/22 09:15:00 AM,15.6365,76.354,,,,
91,09/14/22 09:30:00 AM,15.6380,76.354,,,,
92,09/14/22 09:45:00 AM,15.6365,76.354,,,,
93,09/14/22 10:00:00 AM,15.6409,76.354,,,,
94,09/14/22 10:15:00 AM,15.6439,76.354,,,,
95,09/14/22 10:30:00 AM,15.6425,76.354,,,,
96,09/14/22 10:45:00 AM,15.6409,76.354,,,,
97,09/14/22 11:00:00 AM,15.6439,76.354,,,,
98,09/14/22 11:15:00 AM,15.6468,76.354,,,,
99,09/14/22 11:30:00 AM,15.6468,76.354,,,,
100,09/14/22 11:45:00 AM,15.6454,76.354,,,,
101,09/14/22 12:00:00 PM,15.6394,76.354,,,,
102,09/14/22 12:15:00 PM,15.6409,76.354,,,,
103,09/14/22 12:30:00 PM,15.6380,76.354,,,,
104,09/14/22 12:45:00 PM,15.6380,76.354,,,,
105,09/14/22 01:00:00 PM,15.6380,76.354,,,,
106,09/14/22 01:15:00 PM,15.6335,76.354,,,,
107,09/14/22 01:30:00 PM,15.6290,76.354,,,,
108,09/14/22 01:45:00 PM,15.6230,76.354,,,,
109,09/14/22 02:00:00 PM,15.6171,76.354,,,,
110,09/14/22 02:15:00 PM,15.6142,76.354,,,,
111,09/14/22 02:30:00 PM,15.6122,76.181,,,,
112,09/14/22 02:45:00 PM,15.6091,76.181,,,,
113,09/14/22 03:00:00 PM,15.6077,76.181,,,,
114,09/14/22 03:15:00 PM,15.6032,76.181,,,,
115,09/14/22 03:30:00 PM,15.5987,76.181,,,,
116,09/14/22 03:45:00 PM,15.5972,76.181,,,,
117,09/14/22 04:00:00 PM,15.5927,76.181,,,,
118,09/14/22 04:15:00 PM,15.5913,76.181,,,,
119,09/14/22 04:30:00 PM,15.5882,76.181,,,,
120,09/14/22 04:45:00 PM,15.5898,76.181,,,,
121,09/14/22 05:00:00 PM,15.5898,76.181,,,,
122,09/14/22 05:15:00 PM,15.5888,76.354,,,,
123,09/14/22 05:30:00 PM,15.5904,76.354,,,,
124,09/14/22 05:45:00 PM,15.5904,76.354,,,,
125,09/14/22 06:00:00 PM,15.5888,76.354,,,,
126,09/14/22 06:15:00 PM,15.5859,76.354,,,,
127,09/14/22 06:30:00 PM,15.5874,76.354,,,,
128,09/14/22 06:45:00 PM,15.5874,76.354,,,,
129,09/14/22 07:00:00 PM,15.5888,76.354,,,,
130,09/14/22 07:15:00 PM,15.5904,76.354,,,,
131,09/14/22 07:30:00 PM,15.5888,76.354,,,,
132,09/14/22 07:45:00 PM,15.5904,76.354,,,,
133,09/14/22 08:00:00 PM,15.5918,76.354,,,,
134,09/14/22 08:15:00 PM,15.5963,76.354,,,,
135,09/14/22 08:30:00 PM,15.6007,76.354,,,,
136,09/14/22 08:45:00 PM,15.6052,76.354,,,,
137,09/14/22 09:00:00 PM,15.6082,76.354,,,,
138,09/14/22 09:15:00 PM,15.6097,76.354,,,,
139,09/14/22 09:30:00 PM,15.6082,76.354,,,,
140,09/14/22 09:45:00 PM,15.6097,76.354,,,,
141,09/14/22 10:00:00 PM,15.6126,76.354,,,,
142,09/14/22 10:15:00 PM,15.6142,76.354,,,,
143,09/14/22 10:30:00 PM,15.6111,76.354,,,,
144,09/14/22 10:45:00 PM,15.6097,76.354,,,,
145,09/14/22 11:00:00 PM,15.6082,76.354,,,,
146,09/14/22 11:15:00 PM,15.6097,76.354,,,,
147,09/14/22 11:30:00 PM,15.6097,76.354,,,,
148,09/14/22 11:45:00 PM,15.6126,76.354,,,,
149,09/15/22 12:00:00 AM,15.6142,76.354,,,,
150,09/15/22 12:15:00 AM,15.6171,76.354,,,,
151,09/15/22 12:30:00 AM,15.6171,76.354,,,,
152,09/15/22 12:45:00 AM,15.6162,76.528,,,,
153,09/15/22 01:00:00 AM,15.6142,76.354,,,,
154,09/15/22 01:15:00 AM,15.6103,76.528,,,,
155,09/15/22 01:30:00 AM,15.6082,76.354,,,,
156,09/15/22 01:45:00 AM,15.6058,76.528,,,,
157,09/15/22 02:00:00 AM,15.6058,76.528,,,,
158,09/15/22 02:15:00 AM,15.6037,76.354,,,,
159,09/15/22 02:30:00 AM,15.6023,76.354,,,,
160,09/15/22 02:45:00 AM,15.6007,76.354,,,,
161,09/15/22 03:00:00 AM,15.5978,76.354,,,,
162,09/15/22 03:15:00 AM,15.6007,76.354,,,,
163,09/15/22 03:30:00 AM,15.6007,76.354,,,,
164,09/15/22 03:45:00 AM,15.5978,76.354,,,,
165,09/15/22 04:00:00 AM,15.5933,76.354,,,,
166,09/15/22 04:15:00 AM,15.5947,76.354,,,,
167,09/15/22 04:30:00 AM,15.5963,76.354,,,,
168,09/15/22 04:45:00 AM,15.5992,76.354,,,,
169,09/15/22 05:00:00 AM,15.5947,76.354,,,,
170,09/15/22 05:15:00 AM,15.5992,76.354,,,,
171,09/15/22 05:30:00 AM,15.5992,76.354,,,,
172,09/15/22 05:45:00 AM,15.6003,76.181,,,,
173,09/15/22 06:00:00 AM,15.6017,76.181,,,,
174,09/15/22 06:15:00 AM,15.6032,76.181,,,,
175,09/15/22 06:30:00 AM,15.6032,76.181,,,,
176,09/15/22 06:45:00 AM,15.6017,76.181,,,,
177,09/15/22 07:00:00 AM,15.6040,76.006,,,,
178,09/15/22 07:15:00 AM,15.6071,76.006,,,,
179,09/15/22 07:30:00 AM,15.6071,76.006,,,,
180,09/15/22 07:45:00 AM,15.6130,76.006,,,,
181,09/15/22 08:00:00 AM,15.6130,76.006,,,,
182,09/15/22 08:15:00 AM,15.6184,75.832,,,,
183,09/15/22 08:30:00 AM,15.6155,75.832,,,,
184,09/15/22 08:45:00 AM,15.6184,75.832,,,,
185,09/15/22 09:00:00 AM,15.6139,75.832,,,,
186,09/15/22 09:15:00 AM,15.6169,75.832,,,,
187,09/15/22 09:30:00 AM,15.6169,75.832,,,,
188,09/15/22 09:45:00 AM,15.6198,75.832,,,,
189,09/15/22 10:00:00 AM,15.6198,75.832,,,,
190,09/15/22 10:15:00 AM,15.6184,75.832,,,,
191,09/15/22 10:30:00 AM,15.6198,75.832,,,,
192,09/15/22 10:45:00 AM,15.6198,75.832,,,,
193,09/15/22 11:00:00 AM,15.6184,75.832,,,,
194,09/15/22 11:15:00 AM,15.6184,75.832,,,,
195,09/15/22 11:30:00 AM,15.6169,75.832,,,,
196,09/15/22 11:45:00 AM,15.6110,75.832,,,,
197,09/15/22 12:00:00 PM,15.6124,75.832,,,,
198,09/15/22 12:15:00 PM,15.6095,75.832,,,,
199,09/15/22 12:30:00 PM,15.6095,75.832,,,,
200,09/15/22 12:45:00 PM,15.6085,76.006,,,,
201,09/15/22 01:00:00 PM,15.6085,76.006,,,,
202,09/15/22 01:15:00 PM,15.6040,76.006,,,,
203,09/15/22 01:30:00 PM,15.6026,76.006,,,,
204,09/15/22 01:45:00 PM,15.5997,76.006,,,,
205,09/15/22 02:00:00 PM,15.5952,76.006,,,,
206,09/15/22 02:15:00 PM,15.5921,76.006,,,,
207,09/15/22 02:30:00 PM,15.5892,76.006,,,,
208,09/15/22 02:45:00 PM,15.5892,76.006,,,,
209,09/15/22 03:00:00 PM,15.5878,76.006,,,,
210,09/15/22 03:15:00 PM,15.5833,76.006,,,,
211,09/15/22 03:30:00 PM,15.5818,76.006,,,,
212,09/15/22 03:45:00 PM,15.5788,76.006,,,,
213,09/15/22 04:00:00 PM,15.5788,76.006,,,,
214,09/15/22 04:15:00 PM,15.5788,76.006,,,,
215,09/15/22 04:30:00 PM,15.5788,76.006,,,,
216,09/15/22 04:45:00 PM,15.5773,76.006,,,,
217,09/15/22 05:00:00 PM,15.5743,76.006,,,,
218,09/15/22 05:15:00 PM,15.5788,76.006,,,,
219,09/15/22 05:30:00 PM,15.5802,76.006,,,,
220,09/15/22 05:45:00 PM,15.5818,76.006,,,,
221,09/15/22 06:00:00 PM,15.5833,76.006,,,,
222,09/15/22 06:15:00 PM,15.5818,76.006,,,,
223,09/15/22 06:30:00 PM,15.5833,76.006,,,,
224,09/15/22 06:45:00 PM,15.5833,76.006,,,,
225,09/15/22 07:00:00 PM,15.5862,76.006,,,,
226,09/15/22 07:15:00 PM,15.5913,76.181,,,,
227,09/15/22 07:30:00 PM,15.5882,76.181,,,,
228,09/15/22 07:45:00 PM,15.5882,76.181,,,,
229,09/15/22 08:00:00 PM,15.5898,76.181,,,,
230,09/15/22 08:15:00 PM,15.5927,76.181,,,,
231,09/15/22 08:30:00 PM,15.5958,76.181,,,,
232,09/15/22 08:45:00 PM,15.5958,76.181,,,,
233,09/15/22 09:00:00 PM,15.5987,76.181,,,,
234,09/15/22 09:15:00 PM,15.6003,76.181,,,,
235,09/15/22 09:30:00 PM,15.6032,76.181,,,,
236,09/15/22 09:45:00 PM,15.6032,76.181,,,,
237,09/15/22 10:00:00 PM,15.6017,76.181,,,,
238,09/15/22 10:15:00 PM,15.6017,76.181,,,,
239,09/15/22 10:30:00 PM,15.6046,76.181,,,,
240,09/15/22 10:45:00 PM,15.6032,76.181,,,,
241,09/15/22 11:00:00 PM,15.6046,76.181,,,,
242,09/15/22 11:15:00 PM,15.6032,76.181,,,,
243,09/15/22 11:30:00 PM,15.5987,76.181,,,,
244,09/15/22 11:45:00 PM,15.6017,76.181,,,,
245,09/16/22 12:00:00 AM,15.6017,76.181,,,,
246,09/16/22 12:15:00 AM,15.6003,76.181,,,,
247,09/16/22 12:30:00 AM,15.5987,76.181,,,,
248,09/16/22 12:45:00 AM,15.5987,76.181,,,,
249,09/16/22 01:00:00 AM,15.5963,76.354,,,,
250,09/16/22 01:15:00 AM,15.5972,76.181,,,,
251,09/16/22 01:30:00 AM,15.5963,76.354,,,,
252,09/16/22 01:45:00 AM,15.5913,76.181,,,,
253,09/16/22 02:00:00 AM,15.5882,76.181,,,,
254,09/16/22 02:15:00 AM,15.5913,76.181,,,,
255,09/16/22 02:30:00 AM,15.5853,76.181,,,,
256,09/16/22 02:45:00 AM,15.5853,76.181,,,,
257,09/16/22 03:00:00 AM,15.5853,76.181,,,,
258,09/16/22 03:15:00 AM,15.5839,76.181,,,,
259,09/16/22 03:30:00 AM,15.5853,76.181,,,,
260,09/16/22 03:45:00 AM,15.5823,76.181,,,,
261,09/16/22 04:00:00 AM,15.5839,76.181,,,,
262,09/16/22 04:15:00 AM,15.5794,76.181,,,,
263,09/16/22 04:30:00 AM,15.5794,76.181,,,,
264,09/16/22 04:45:00 AM,15.5763,76.181,,,,
265,09/16/22 05:00:00 AM,15.5779,76.181,,,,
266,09/16/22 05:15:00 AM,15.5779,76.181,,,,
267,09/16/22 05:30:00 AM,15.5794,76.181,,,,
268,09/16/22 05:45:00 AM,15.5779,76.181,,,,
269,09/16/22 06:00:00 AM,15.5808,76.181,,,,
270,09/16/22 06:15:00 AM,15.5779,76.181,,,,
271,09/16/22 06:30:00 AM,15.5802,76.006,,,,
272,09/16/22 06:45:00 AM,15.5862,76.006,,,,
273,09/16/22 07:00:00 AM,15.5833,76.006,,,,
274,09/16/22 07:15:00 AM,15.5862,76.006,,,,
275,09/16/22 07:30:00 AM,15.5878,76.006,,,,
276,09/16/22 07:45:00 AM,15.5901,75.832,,,,
277,09/16/22 08:00:00 AM,15.5917,75.832,,,,
278,09/16/22 08:15:00 AM,15.5917,75.832,,,,
279,09/16/22 08:30:00 AM,15.5932,75.832,,,,
280,09/16/22 08:45:00 AM,15.5961,75.832,,,,
281,09/16/22 09:00:00 AM,15.5991,75.832,,,,
282,09/16/22 09:15:00 AM,15.5976,75.832,,,,
283,09/16/22 09:30:00 AM,15.5932,75.832,,,,
284,09/16/22 09:45:00 AM,15.5961,75.832,,,,
285,09/16/22 10:00:00 AM,15.5961,75.832,,,,
286,09/16/22 10:15:00 AM,15.5961,75.832,,,,
287,09/16/22 10:30:00 AM,15.5961,75.832,,,,
288,09/16/22 10:45:00 AM,15.5932,75.832,,,,
289,09/16/22 11:00:00 AM,15.5961,75.832,,,,
290,09/16/22 11:15:00 AM,15.5901,75.832,,,,
291,09/16/22 11:30:00 AM,15.5872,75.832,,,,
292,09/16/22 11:45:00 AM,15.5842,75.832,,,,
293,09/16/22 12:00:00 PM,15.5798,75.832,,,,
294,09/16/22 12:15:00 PM,15.5798,75.832,,,,
295,09/16/22 12:30:00 PM,15.5782,75.832,,,,
296,09/16/22 12:45:00 PM,15.5798,75.832,,,,
297,09/16/22 01:00:00 PM,15.5768,75.832,,,,
298,09/16/22 01:15:00 PM,15.5768,75.832,,,,
299,09/16/22 01:30:00 PM,15.5753,75.832,,,,
300,09/16/22 01:45:00 PM,15.5694,75.832,,,,
301,09/16/22 02:00:00 PM,15.5694,75.832,,,,
302,09/16/22 02:15:00 PM,15.5708,75.832,,,,
303,09/16/22 02:30:00 PM,15.5678,75.832,,,,
304,09/16/22 02:45:00 PM,15.5649,75.832,,,,
305,09/16/22 03:00:00 PM,15.5634,75.832,,,,
306,09/16/22 03:15:00 PM,15.5618,75.832,,,,
307,09/16/22 03:30:00 PM,15.5618,75.832,,,,
308,09/16/22 03:45:00 PM,15.5618,75.832,,,,
309,09/16/22 04:00:00 PM,15.5559,75.832,,,,
310,09/16/22 04:15:00 PM,15.5575,75.832,,,,
311,09/16/22 04:30:00 PM,15.5589,75.832,,,,
312,09/16/22 04:45:00 PM,15.5604,75.832,,,,
313,09/16/22 05:00:00 PM,15.5634,75.832,,,,
314,09/16/22 05:15:00 PM,15.5610,76.006,,,,
315,09/16/22 05:30:00 PM,15.5610,76.006,,,,
316,09/16/22 05:45:00 PM,15.5581,76.006,,,,
317,09/16/22 06:00:00 PM,15.5581,76.006,,,,
318,09/16/22 06:15:00 PM,15.5610,76.006,,,,
319,09/16/22 06:30:00 PM,15.5640,76.006,,,,
320,09/16/22 06:45:00 PM,15.5640,76.006,,,,
321,09/16/22 07:00:00 PM,15.5684,76.006,,,,
322,09/16/22 07:15:00 PM,15.5669,76.006,,,,
323,09/16/22 07:30:00 PM,15.5655,76.006,,,,
324,09/16/22 07:45:00 PM,15.5684,76.006,,,,
325,09/16/22 08:00:00 PM,15.5684,76.006,,,,
326,09/16/22 08:15:00 PM,15.5684,76.006,,,,
327,09/16/22 08:30:00 PM,15.5714,76.006,,,,
328,09/16/22 08:45:00 PM,15.5743,76.006,,,,
329,09/16/22 09:00:00 PM,15.5743,76.006,,,,
330,09/16/22 09:15:00 PM,15.5728,76.006,,,,
331,09/16/22 09:30:00 PM,15.5714,76.006,,,,
332,09/16/22 09:45:00 PM,15.5728,76.006,,,,
333,09/16/22 10:00:00 PM,15.5743,76.006,,,,
334,09/16/22 10:15:00 PM,15.5773,76.006,,,,
335,09/16/22 10:30:00 PM,15.5802,76.006,,,,
336,09/16/22 10:45:00 PM,15.5788,76.006,,,,
337,09/16/22 11:00:00 PM,15.5773,76.006,,,,
338,09/16/22 11:15:00 PM,15.5802,76.006,,,,
339,09/16/22 11:30:00 PM,15.5833,76.006,,,,
340,09/16/22 11:45:00 PM,15.5788,76.006,,,,
341,09/17/22 12:00:00 AM,15.5773,76.006,,,,
342,09/17/22 12:15:00 AM,15.5759,76.006,,,,
343,09/17/22 12:30:00 AM,15.5728,76.006,,,,
344,09/17/22 12:45:00 AM,15.5759,76.006,,,,
345,09/17/22 01:00:00 AM,15.5759,76.006,,,,
346,09/17/22 01:15:00 AM,15.5759,76.006,,,,
347,09/17/22 01:30:00 AM,15.5728,76.006,,,,
348,09/17/22 01:45:00 AM,15.5714,76.006,,,,
349,09/17/22 02:00:00 AM,15.5684,76.006,,,,
350,09/17/22 02:15:00 AM,15.5699,76.006,,,,
351,09/17/22 02:30:00 AM,15.5684,76.006,,,,
352,09/17/22 02:45:00 AM,15.5610,76.006,,,,
353,09/17/22 03:00:00 AM,15.5610,76.006,,,,
354,09/17/22 03:15:00 AM,15.5610,76.006,,,,
355,09/17/22 03:30:00 AM,15.5581,76.006,,,,
356,09/17/22 03:45:00 AM,15.5536,76.006,,,,
357,09/17/22 04:00:00 AM,15.5536,76.006,,,,
358,09/17/22 04:15:00 AM,15.5536,76.006,,,,
359,09/17/22 04:30:00 AM,15.5491,76.006,,,,
360,09/17/22 04:45:00 AM,15.5485,75.832,,,,
361,09/17/22 05:00:00 AM,15.5485,75.832,,,,
362,09/17/22 05:15:00 AM,15.5485,75.832,,,,
363,09/17/22 05:30:00 AM,15.5485,75.832,,,,
364,09/17/22 05:45:00 AM,15.5515,75.832,,,,
365,09/17/22 06:00:00 AM,15.5499,75.832,,,,
366,09/17/22 06:15:00 AM,15.5515,75.832,,,,
367,09/17/22 06:30:00 AM,15.5499,75.832,,,,
368,09/17/22 06:45:00 AM,15.5524,75.659,,,,
369,09/17/22 07:00:00 AM,15.5509,75.659,,,,
370,09/17/22 07:15:00 AM,15.5524,75.659,,,,
371,09/17/22 07:30:00 AM,15.5509,75.659,,,,
372,09/17/22 07:45:00 AM,15.5509,75.659,,,,
373,09/17/22 08:00:00 AM,15.5554,75.659,,,,
374,09/17/22 08:15:00 AM,15.5569,75.659,,,,
375,09/17/22 08:30:00 AM,15.5614,75.659,,,,
376,09/17/22 08:45:00 AM,15.5583,75.659,,,,
377,09/17/22 09:00:00 AM,15.5608,75.484,,,,
378,09/17/22 09:15:00 AM,15.5608,75.484,,,,
379,09/17/22 09:30:00 AM,15.5623,75.484,,,,
380,09/17/22 09:45:00 AM,15.5653,75.484,,,,
381,09/17/22 10:00:00 AM,15.5653,75.484,,,,
382,09/17/22 10:15:00 AM,15.5673,75.659,,,,
383,09/17/22 10:30:00 AM,15.5697,75.484,,,,
384,09/17/22 10:45:00 AM,15.5717,75.659,,,,
385,09/17/22 11:00:00 AM,15.5673,75.659,,,,
386,09/17/22 11:15:00 AM,15.5702,75.659,,,,
387,09/17/22 11:30:00 AM,15.5688,75.659,,,,
388,09/17/22 11:45:00 AM,15.5688,75.659,,,,
389,09/17/22 12:00:00 PM,15.5628,75.659,,,,
390,09/17/22 12:15:00 PM,15.5643,75.659,,,,
391,09/17/22 12:30:00 PM,15.5643,75.659,,,,
392,09/17/22 12:45:00 PM,15.5673,75.659,,,,
393,09/17/22 01:00:00 PM,15.5688,75.659,,,,
394,09/17/22 01:15:00 PM,15.5733,75.659,,,,
395,09/17/22 01:30:00 PM,15.5688,75.659,,,,
396,09/17/22 01:45:00 PM,15.5657,75.659,,,,
397,09/17/22 02:00:00 PM,15.5673,75.659,,,,
398,09/17/22 02:15:00 PM,15.5673,75.659,,,,
399,09/17/22 02:30:00 PM,15.5628,75.659,,,,
400,09/17/22 02:45:00 PM,15.5628,75.659,,,,
401,09/17/22 03:00:00 PM,15.5598,75.659,,,,
402,09/17/22 03:15:00 PM,15.5538,75.659,,,,
403,09/17/22 03:30:00 PM,15.5495,75.659,,,,
404,09/17/22 03:45:00 PM,15.5495,75.659,,,,
405,09/17/22 04:00:00 PM,15.5495,75.659,,,,
406,09/17/22 04:15:00 PM,15.5435,75.659,,,,
407,09/17/22 04:30:00 PM,15.5405,75.659,,,,
408,09/17/22 04:45:00 PM,15.5391,75.659,,,,
409,09/17/22 05:00:00 PM,15.5346,75.659,,,,
410,09/17/22 05:15:00 PM,15.5331,75.659,,,,
411,09/17/22 05:30:00 PM,15.5301,75.659,,,,
412,09/17/22 05:45:00 PM,15.5317,75.659,,,,
413,09/17/22 06:00:00 PM,15.5286,75.659,,,,
414,09/17/22 06:15:00 PM,15.5241,75.659,,,,
415,09/17/22 06:30:00 PM,15.5261,75.832,,,,
416,09/17/22 06:45:00 PM,15.5261,75.832,,,,
417,09/17/22 07:00:00 PM,15.5261,75.832,,,,
418,09/17/22 07:15:00 PM,15.5277,75.832,,,,
419,09/17/22 07:30:00 PM,15.5292,75.832,,,,
420,09/17/22 07:45:00 PM,15.5292,75.832,,,,
421,09/17/22 08:00:00 PM,15.5337,75.832,,,,
422,09/17/22 08:15:00 PM,15.5337,75.832,,,,
423,09/17/22 08:30:00 PM,15.5337,75.832,,,,
424,09/17/22 08:45:00 PM,15.5337,75.832,,,,
425,09/17/22 09:00:00 PM,15.5366,75.832,,,,
426,09/17/22 09:15:00 PM,15.5380,75.832,,,,
427,09/17/22 09:30:00 PM,15.5396,75.832,,,,
428,09/17/22 09:45:00 PM,15.5411,75.832,,,,
429,09/17/22 10:00:00 PM,15.5425,75.832,,,,
430,09/17/22 10:15:00 PM,15.5380,75.832,,,,
431,09/17/22 10:30:00 PM,15.5380,75.832,,,,
432,09/17/22 10:45:00 PM,15.5351,75.832,,,,
433,09/17/22 11:00:00 PM,15.5337,75.832,,,,
434,09/17/22 11:15:00 PM,15.5351,75.832,,,,
435,09/17/22 11:30:00 PM,15.5321,75.832,,,,
436,09/17/22 11:45:00 PM,15.5306,75.832,,,,
437,09/18/22 12:00:00 AM,15.5292,75.832,,,,
438,09/18/22 12:15:00 AM,15.5277,75.832,,,,
439,09/18/22 12:30:00 AM,15.5232,75.832,,,,
440,09/18/22 12:45:00 AM,15.5218,75.832,,,,
441,09/18/22 01:00:00 AM,15.5202,75.832,,,,
442,09/18/22 01:15:00 AM,15.5173,75.832,,,,
443,09/18/22 01:30:00 AM,15.5143,75.832,,,,
444,09/18/22 01:45:00 AM,15.5114,75.832,,,,
445,09/18/22 02:00:00 AM,15.5114,75.832,,,,
446,09/18/22 02:15:00 AM,15.5083,75.832,,,,
447,09/18/22 02:30:00 AM,15.5069,75.832,,,,
448,09/18/22 02:45:00 AM,15.5054,75.832,,,,
449,09/18/22 03:00:00 AM,15.5054,75.832,,,,
450,09/18/22 03:15:00 AM,15.5024,75.832,,,,
451,09/18/22 03:30:00 AM,15.4995,75.832,,,,
452,09/18/22 03:45:00 AM,15.4964,75.832,,,,
453,09/18/22 04:00:00 AM,15.4935,75.832,,,,
454,09/18/22 04:15:00 AM,15.4929,75.659,,,,
