Plot Title: Bradford_15,,,,,,,
#,"Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776683, SEN S/N: 10776683)","Temp, °F (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Detached (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Attached (LGR S/N: 10776683, SEN S/N: 10776683)","Stopped (LGR S/N: 10776683, SEN S/N: 10776683)","End Of File (LGR S/N: 10776683, SEN S/N: 10776683)"
523,8/20/2024 6:00,15.4103,78.274,,,,
524,8/20/2024 7:00,15.4179,78.274,,,,
525,8/20/2024 8:00,15.422,78.098,,,,
526,8/20/2024 9:00,15.422,78.098,,,,
527,8/20/2024 10:00,15.4265,78.098,,,,
528,8/20/2024 11:00,15.419,78.098,,,,
529,8/20/2024 12:00,15.4129,78.098,,,,
530,8/20/2024 13:00,15.4005,78.098,,,,
531,8/20/2024 14:00,15.3945,78.098,,,,
532,8/20/2024 15:00,15.3868,78.098,,,,
533,8/20/2024 16:00,15.3857,78.274,,,,
534,8/20/2024 17:00,15.3873,78.274,,,,
535,8/20/2024 18:00,15.3863,78.449,,,,
536,8/20/2024 19:00,15.394,78.449,,,,
537,8/20/2024 20:00,15.4052,78.624,,,,
538,8/20/2024 21:00,15.4174,78.624,,,,
539,8/20/2024 22:00,15.419,78.624,,,,
540,8/20/2024 23:00,15.4195,78.8,,,,
541,8/21/2024 0:00,15.4271,78.8,,,,
542,8/21/2024 1:00,15.4266,78.624,,,,
543,8/21/2024 2:00,15.4236,78.624,,,,
544,8/21/2024 3:00,15.4251,78.624,,,,
545,8/21/2024 4:00,15.42,78.449,,,,
546,8/21/2024 5:00,15.421,78.274,,,,
547,8/21/2024 6:00,15.4342,78.098,,,,
548,8/21/2024 7:00,15.4398,77.923,,,,
549,8/21/2024 8:00,15.4454,77.749,,,,
550,8/21/2024 9:00,15.453,77.749,,,,
551,8/21/2024 10:00,15.4536,77.923,,,,
552,8/21/2024 11:00,15.4443,77.923,,,,
553,8/21/2024 12:00,15.4338,77.923,,,,
554,8/21/2024 13:00,15.423,77.923,,,,
555,8/21/2024 14:00,15.4123,77.923,,,,
556,8/21/2024 15:00,15.4036,78.098,,,,
557,8/21/2024 16:00,15.4113,78.098,,,,
558,8/21/2024 17:00,15.4119,78.274,,,,
559,8/21/2024 18:00,15.4119,78.274,,,,
560,8/21/2024 19:00,15.4149,78.274,,,,
561,8/21/2024 20:00,15.4256,78.274,,,,
562,8/21/2024 21:00,15.4261,78.449,,,,
563,8/21/2024 22:00,15.4398,78.449,,,,
564,8/21/2024 23:00,15.4459,78.449,,,,
565,8/22/2024 0:00,15.4383,78.449,,,,
566,8/22/2024 1:00,15.4368,78.449,,,,
567,8/22/2024 2:00,15.4317,78.274,,,,
568,8/22/2024 3:00,15.4332,78.274,,,,
569,8/22/2024 4:00,15.4327,78.098,,,,
570,8/22/2024 5:00,15.4352,77.923,,,,
571,8/22/2024 6:00,15.4409,77.749,,,,
572,8/22/2024 7:00,15.448,77.574,,,,
573,8/22/2024 8:00,15.452,77.4,,,,
574,8/22/2024 9:00,15.4617,77.574,,,,
575,8/22/2024 10:00,15.4632,77.574,,,,
576,8/22/2024 11:00,15.4648,77.574,,,,
577,8/22/2024 12:00,15.45,77.749,,,,
578,8/22/2024 13:00,15.4372,77.574,,,,
579,8/22/2024 14:00,15.4409,77.749,,,,
580,8/22/2024 15:00,15.4362,77.749,,,,
581,8/22/2024 16:00,15.4393,77.749,,,,
582,8/22/2024 17:00,15.4485,77.749,,,,
583,8/22/2024 18:00,15.4546,77.749,,,,
584,8/22/2024 19:00,15.4607,77.749,,,,
585,8/22/2024 20:00,15.4658,77.923,,,,
586,8/22/2024 21:00,15.4668,77.749,,,,
587,8/22/2024 22:00,15.4699,77.749,,,,
588,8/22/2024 23:00,15.4694,77.574,,,,
589,8/23/2024 0:00,15.4678,77.574,,,,
590,8/23/2024 1:00,15.4642,77.4,,,,
591,8/23/2024 2:00,15.4638,77.225,,,,
592,8/23/2024 3:00,15.4571,77.05,,,,
593,8/23/2024 4:00,15.4551,76.876,,,,
594,8/23/2024 5:00,15.4607,76.703,,,,
595,8/23/2024 6:00,15.4678,76.528,,,,
596,8/23/2024 7:00,15.4826,76.354,,,,
597,8/23/2024 8:00,15.4881,76.181,,,,
598,8/23/2024 9:00,15.4851,76.181,,,,
599,8/23/2024 9:57,,,,Logged,,
600,8/23/2024 9:57,,,,,Logged,Logged
