Plot Title: Bradford_15,,,,,,,
#,"Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776683, SEN S/N: 10776683)","Temp, °F (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Detached (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Attached (LGR S/N: 10776683, SEN S/N: 10776683)","Stopped (LGR S/N: 10776683, SEN S/N: 10776683)","End Of File (LGR S/N: 10776683, SEN S/N: 10776683)"
72,8/1/2024 11:00,15.6668,77.574,,,,
73,8/1/2024 12:00,15.65,77.574,,,,
74,8/1/2024 13:00,15.6332,77.574,,,,
75,8/1/2024 14:00,15.6269,77.574,,,,
76,8/1/2024 15:00,15.6101,77.574,,,,
77,8/1/2024 16:00,15.604,77.574,,,,
78,8/1/2024 17:00,15.6077,77.749,,,,
79,8/1/2024 18:00,15.6061,77.749,,,,
80,8/1/2024 19:00,15.6036,77.923,,,,
81,8/1/2024 20:00,15.6081,77.923,,,,
82,8/1/2024 21:00,15.6194,78.098,,,,
83,8/1/2024 22:00,15.624,78.098,,,,
84,8/1/2024 23:00,15.6178,78.098,,,,
85,8/2/2024 0:00,15.6184,78.274,,,,
86,8/2/2024 1:00,15.6093,78.274,,,,
87,8/2/2024 2:00,15.6016,78.274,,,,
88,8/2/2024 3:00,15.5985,78.274,,,,
89,8/2/2024 4:00,15.5969,78.274,,,,
90,8/2/2024 5:00,15.5955,78.274,,,,
91,8/2/2024 6:00,15.5969,78.274,,,,
92,8/2/2024 7:00,15.5995,78.098,,,,
93,8/2/2024 8:00,15.5995,78.098,,,,
94,8/2/2024 9:00,15.6103,78.098,,,,
95,8/2/2024 10:00,15.6056,78.098,,,,
96,8/2/2024 11:00,15.5929,77.923,,,,
97,8/2/2024 12:00,15.5837,77.923,,,,
98,8/2/2024 13:00,15.5668,77.923,,,,
99,8/2/2024 14:00,15.6312,77.923,,,,
100,8/2/2024 15:00,15.723,77.923,,,,
101,8/2/2024 16:00,15.7337,77.923,,,,
102,8/2/2024 17:00,15.7199,77.923,,,,
103,8/2/2024 18:00,15.7,77.923,,,,
104,8/2/2024 19:00,15.7169,77.923,,,,
105,8/2/2024 20:00,15.7122,77.923,,,,
106,8/2/2024 21:00,15.7011,77.749,,,,
107,8/2/2024 22:00,15.7011,77.749,,,,
108,8/2/2024 23:00,15.6995,77.749,,,,
109,8/3/2024 0:00,15.6979,77.749,,,,
110,8/3/2024 1:00,15.6882,77.574,,,,
111,8/3/2024 2:00,15.6723,77.4,,,,
112,8/3/2024 3:00,15.6657,77.225,,,,
113,8/3/2024 4:00,15.6667,77.05,,,,
114,8/3/2024 5:00,15.6784,76.876,,,,
115,8/3/2024 6:00,15.681,76.703,,,,
116,8/3/2024 7:00,15.6841,76.703,,,,
117,8/3/2024 8:00,15.6948,76.703,,,,
118,8/3/2024 9:00,15.6979,76.703,,,,
119,8/3/2024 10:00,15.6999,76.876,,,,
120,8/3/2024 11:00,15.6922,76.876,,,,
121,8/3/2024 12:00,15.6861,76.876,,,,
122,8/3/2024 13:00,15.6754,76.876,,,,
123,8/3/2024 14:00,15.6647,76.876,,,,
124,8/3/2024 15:00,15.677,76.876,,,,
125,8/3/2024 16:00,15.6652,77.05,,,,
126,8/3/2024 17:00,15.6575,77.05,,,,
127,8/3/2024 18:00,15.6565,77.225,,,,
128,8/3/2024 19:00,15.6626,77.225,,,,
129,8/3/2024 20:00,15.6734,77.225,,,,
130,8/3/2024 21:00,15.6892,77.4,,,,
131,8/3/2024 22:00,15.6969,77.4,,,,
132,8/3/2024 23:00,15.6938,77.4,,,,
133,8/4/2024 0:00,15.6974,77.574,,,,
134,8/4/2024 1:00,15.6851,77.574,,,,
135,8/4/2024 2:00,15.679,77.574,,,,
136,8/4/2024 3:00,15.6652,77.574,,,,
137,8/4/2024 4:00,15.6713,77.574,,,,
138,8/4/2024 5:00,15.6744,77.574,,,,
139,8/4/2024 6:00,15.6851,77.574,,,,
140,8/4/2024 7:00,15.6882,77.574,,,,
141,8/4/2024 8:00,15.6913,77.574,,,,
142,8/4/2024 9:00,15.6892,77.4,,,,
143,8/4/2024 10:00,15.6924,77.4,,,,
144,8/4/2024 11:00,15.6877,77.4,,,,
145,8/4/2024 12:00,15.677,77.4,,,,
146,8/4/2024 13:00,15.6693,77.4,,,,
147,8/4/2024 14:00,15.6663,77.4,,,,
148,8/4/2024 15:00,15.6847,77.4,,,,
149,8/4/2024 16:00,15.6867,77.574,,,,
150,8/4/2024 17:00,15.6837,77.574,,,,
151,8/4/2024 18:00,15.6683,77.574,,,,
152,8/4/2024 19:00,15.7143,77.574,,,,
153,8/4/2024 20:00,15.7372,77.574,,,,
154,8/4/2024 21:00,15.751,77.574,,,,
155,8/4/2024 22:00,15.751,77.574,,,,
156,8/4/2024 23:00,15.7586,77.574,,,,
157,8/5/2024 0:00,15.7694,77.574,,,,
158,8/5/2024 1:00,15.7704,77.4,,,,
159,8/5/2024 2:00,15.8026,77.4,,,,
160,8/5/2024 3:00,15.8663,77.225,,,,
161,8/5/2024 4:00,15.9945,77.05,,,,
162,8/5/2024 5:00,16.095,76.876,,,,
163,8/5/2024 6:00,16.2078,76.703,,,,
164,8/5/2024 7:00,16.3223,76.528,,,,
165,8/5/2024 8:00,16.3682,76.528,,,,
166,8/5/2024 9:00,16.3115,76.528,,,,
167,8/5/2024 10:00,16.3059,76.703,,,,
168,8/5/2024 11:00,16.332,76.703,,,,
169,8/5/2024 12:00,16.283,76.703,,,,
170,8/5/2024 13:00,16.2323,76.703,,,,
171,8/5/2024 14:00,16.2568,76.703,,,,
172,8/5/2024 15:00,16.3391,76.528,,,,
173,8/5/2024 16:00,16.4065,76.528,,,,
174,8/5/2024 17:00,16.4464,76.528,,,,
175,8/5/2024 18:00,16.4571,76.528,,,,
176,8/5/2024 19:00,16.4511,76.528,,,,
177,8/5/2024 20:00,16.4403,76.528,,,,
178,8/5/2024 21:00,16.4403,76.528,,,,
179,8/5/2024 22:00,16.4418,76.528,,,,
180,8/5/2024 23:00,16.4229,76.354,,,,
181,8/6/2024 0:00,16.4039,76.181,,,,
182,8/6/2024 1:00,16.378,76.181,,,,
183,8/6/2024 2:00,16.3559,76.006,,,,
184,8/6/2024 3:00,16.3298,76.006,,,,
185,8/6/2024 4:00,16.3109,75.832,,,,
186,8/6/2024 5:00,16.2956,75.832,,,,
187,8/6/2024 6:00,16.2818,75.832,,,,
188,8/6/2024 7:00,16.2634,75.832,,,,
189,8/6/2024 8:00,16.2644,75.659,,,,
190,8/6/2024 9:00,16.246,75.659,,,,
191,8/6/2024 10:00,16.2389,75.832,,,,
192,8/6/2024 11:00,16.2281,75.832,,,,
193,8/6/2024 12:00,16.2128,75.832,,,,
194,8/6/2024 13:00,16.1868,75.832,,,,
195,8/6/2024 14:00,16.1684,75.832,,,,
196,8/6/2024 15:00,16.1408,75.832,,,,
197,8/6/2024 16:00,16.1209,75.832,,,,
198,8/6/2024 17:00,16.0985,76.006,,,,
199,8/6/2024 18:00,16.0893,76.006,,,,
200,8/6/2024 19:00,16.0776,76.181,,,,
201,8/6/2024 20:00,16.0745,76.181,,,,
202,8/6/2024 21:00,16.0628,76.354,,,,
203,8/6/2024 22:00,16.0464,76.528,,,,
204,8/6/2024 23:00,16.0326,76.528,,,,
205,8/7/2024 0:00,16.0188,76.528,,,,
206,8/7/2024 1:00,16.0036,76.528,,,,
207,8/7/2024 2:00,15.9866,76.528,,,,
208,8/7/2024 3:00,15.9698,76.528,,,,
209,8/7/2024 4:00,15.9576,76.528,,,,
210,8/7/2024 5:00,15.956,76.528,,,,
211,8/7/2024 6:00,15.9576,76.528,,,,
212,8/7/2024 7:00,15.9546,76.528,,,,
213,8/7/2024 8:00,15.9483,76.528,,,,
214,8/7/2024 9:00,15.9439,76.528,,,,
215,8/7/2024 10:00,15.9356,76.354,,,,
216,8/7/2024 11:00,15.9249,76.354,,,,
217,8/7/2024 12:00,15.9096,76.354,,,,
218,8/7/2024 13:00,15.8948,76.528,,,,
219,8/7/2024 14:00,15.878,76.528,,,,
220,8/7/2024 15:00,15.8647,76.703,,,,
221,8/7/2024 16:00,15.8531,76.876,,,,
222,8/7/2024 17:00,15.8413,77.05,,,,
223,8/7/2024 18:00,15.8357,77.225,,,,
224,8/7/2024 19:00,15.8413,77.574,,,,
225,8/7/2024 20:00,15.8265,77.749,,,,
226,8/7/2024 21:00,15.8301,77.923,,,,
227,8/7/2024 22:00,15.8307,78.098,,,,
228,8/7/2024 23:00,15.8281,78.274,,,,
229,8/8/2024 0:00,15.8204,78.274,,,,
230,8/8/2024 1:00,15.8143,78.274,,,,
231,8/8/2024 2:00,15.8082,78.274,,,,
232,8/8/2024 3:00,15.7991,78.274,,,,
233,8/8/2024 4:00,15.8022,78.274,,,,
234,8/8/2024 5:00,15.8022,78.274,,,,
235,8/8/2024 6:00,15.8082,78.274,,,,
236,8/8/2024 7:00,15.8113,78.274,,,,
237,8/8/2024 8:00,15.8174,78.274,,,,
238,8/8/2024 9:00,15.8214,78.098,,,,
239,8/8/2024 10:00,15.8169,78.098,,,,
240,8/8/2024 11:00,15.8123,78.098,,,,
241,8/8/2024 12:00,15.8016,78.098,,,,
242,8/8/2024 13:00,15.7955,78.098,,,,
243,8/8/2024 14:00,15.7884,78.274,,,,
244,8/8/2024 15:00,15.7821,78.274,,,,
245,8/8/2024 16:00,15.7797,78.449,,,,
246,8/8/2024 17:00,15.7803,78.624,,,,
247,8/8/2024 18:00,15.7776,78.8,,,,
248,8/8/2024 19:00,15.789,78.975,,,,
249,8/8/2024 20:00,15.7926,79.151,,,,
250,8/8/2024 21:00,15.8037,79.326,,,,
251,8/8/2024 22:00,15.8074,79.502,,,,
252,8/8/2024 23:00,15.8013,79.502,,,,
253,8/9/2024 0:00,15.8017,79.678,,,,
254,8/9/2024 1:00,15.8017,79.678,,,,
255,8/9/2024 2:00,15.7926,79.678,,,,
256,8/9/2024 3:00,15.7972,79.678,,,,
257,8/9/2024 4:00,15.7972,79.678,,,,
258,8/9/2024 5:00,15.7987,79.678,,,,
259,8/9/2024 6:00,15.8017,79.678,,,,
260,8/9/2024 7:00,15.8088,79.502,,,,
261,8/9/2024 8:00,15.812,79.502,,,,
262,8/9/2024 9:00,15.812,79.502,,,,
263,8/9/2024 10:00,15.8165,79.502,,,,
264,8/9/2024 11:00,15.8104,79.502,,,,
265,8/9/2024 12:00,15.795,79.502,,,,
266,8/9/2024 13:00,15.7905,79.502,,,,
267,8/9/2024 14:00,15.7845,79.502,,,,
268,8/9/2024 15:00,15.7788,79.678,,,,
269,8/9/2024 16:00,15.7834,79.678,,,,
270,8/9/2024 17:00,15.7747,79.853,,,,
271,8/9/2024 18:00,15.7824,79.853,,,,
272,8/9/2024 19:00,15.7861,80.029,,,,
273,8/9/2024 20:00,15.7861,80.029,,,,
274,8/9/2024 21:00,15.7972,80.206,,,,
275,8/9/2024 22:00,15.8019,80.206,,,,
276,8/9/2024 23:00,15.8049,80.206,,,,
277,8/10/2024 0:00,15.7972,80.206,,,,
278,8/10/2024 1:00,15.7927,80.206,,,,
279,8/10/2024 2:00,15.7865,80.206,,,,
280,8/10/2024 3:00,15.7845,80.029,,,,
281,8/10/2024 4:00,15.7861,80.029,,,,
282,8/10/2024 5:00,15.7861,80.029,,,,
283,8/10/2024 6:00,15.7875,80.029,,,,
284,8/10/2024 7:00,15.7916,79.853,,,,
285,8/10/2024 8:00,15.7977,79.853,,,,
286,8/10/2024 9:00,15.7993,79.853,,,,
287,8/10/2024 10:00,15.8017,79.678,,,,
288,8/10/2024 11:00,15.7956,79.678,,,,
289,8/10/2024 12:00,15.791,79.678,,,,
290,8/10/2024 13:00,15.7804,79.678,,,,
291,8/10/2024 14:00,15.7675,79.502,,,,
292,8/10/2024 15:00,15.7573,79.678,,,,
293,8/10/2024 16:00,15.762,79.678,,,,
294,8/10/2024 17:00,15.7589,79.678,,,,
295,8/10/2024 18:00,15.7533,79.853,,,,
296,8/10/2024 19:00,15.7456,79.853,,,,
297,8/10/2024 20:00,15.7486,79.853,,,,
298,8/10/2024 21:00,15.7533,79.853,,,,
299,8/10/2024 22:00,15.763,80.029,,,,
300,8/10/2024 23:00,15.7646,80.029,,,,
301,8/11/2024 0:00,15.7599,80.029,,,,
302,8/11/2024 1:00,15.7492,80.029,,,,
303,8/11/2024 2:00,15.7415,80.029,,,,
304,8/11/2024 3:00,15.7364,79.853,,,,
305,8/11/2024 4:00,15.7304,79.853,,,,
306,8/11/2024 5:00,15.7334,79.853,,,,
307,8/11/2024 6:00,15.7364,79.853,,,,
308,8/11/2024 7:00,15.7405,79.678,,,,
309,8/11/2024 8:00,15.7405,79.678,,,,
310,8/11/2024 9:00,15.7389,79.678,,,,
311,8/11/2024 10:00,15.7399,79.502,,,,
312,8/11/2024 11:00,15.7324,79.502,,,,
313,8/11/2024 12:00,15.717,79.502,,,,
314,8/11/2024 13:00,15.7063,79.502,,,,
315,8/11/2024 14:00,15.6971,79.502,,,,
316,8/11/2024 15:00,15.6741,79.502,,,,
317,8/11/2024 16:00,15.6747,79.678,,,,
318,8/11/2024 17:00,15.6747,79.678,,,,
319,8/11/2024 18:00,15.6736,79.853,,,,
320,8/11/2024 19:00,15.6767,79.853,,,,
321,8/11/2024 20:00,15.685,80.029,,,,
322,8/11/2024 21:00,15.688,80.029,,,,
323,8/11/2024 22:00,15.685,80.029,,,,
324,8/11/2024 23:00,15.687,80.206,,,,
325,8/12/2024 0:00,15.6839,80.206,,,,
326,8/12/2024 1:00,15.6809,80.206,,,,
327,8/12/2024 2:00,15.6671,80.206,,,,
328,8/12/2024 3:00,15.6564,80.206,,,,
329,8/12/2024 4:00,15.6528,80.029,,,,
330,8/12/2024 5:00,15.6558,80.029,,,,
331,8/12/2024 6:00,15.6574,80.029,,,,
332,8/12/2024 7:00,15.6665,80.029,,,,
333,8/12/2024 8:00,15.6645,79.853,,,,
334,8/12/2024 9:00,15.669,79.853,,,,
335,8/12/2024 10:00,15.669,79.853,,,,
336,8/12/2024 11:00,15.6593,79.678,,,,
337,8/12/2024 12:00,15.6777,79.678,,,,
338,8/12/2024 13:00,15.7099,79.678,,,,
339,8/12/2024 14:00,15.7114,79.678,,,,
340,8/12/2024 15:00,15.7006,79.678,,,,
341,8/12/2024 16:00,15.6945,79.678,,,,
342,8/12/2024 17:00,15.6864,79.502,,,,
343,8/12/2024 18:00,15.6818,79.502,,,,
344,8/12/2024 19:00,15.6787,79.502,,,,
345,8/12/2024 20:00,15.6803,79.502,,,,
346,8/12/2024 21:00,15.6838,79.678,,,,
347,8/12/2024 22:00,15.6824,79.678,,,,
348,8/12/2024 23:00,15.6763,79.678,,,,
349,8/13/2024 0:00,15.6731,79.678,,,,
350,8/13/2024 1:00,15.6655,79.678,,,,
351,8/13/2024 2:00,15.6589,79.502,,,,
352,8/13/2024 3:00,15.6558,79.502,,,,
353,8/13/2024 4:00,15.6481,79.502,,,,
354,8/13/2024 5:00,15.6481,79.502,,,,
355,8/13/2024 6:00,15.6512,79.502,,,,
356,8/13/2024 7:00,15.6613,79.326,,,,
357,8/13/2024 8:00,15.6629,79.326,,,,
358,8/13/2024 9:00,15.6629,79.326,,,,
359,8/13/2024 10:00,15.667,79.151,,,,
360,8/13/2024 11:00,15.6609,79.151,,,,
361,8/13/2024 12:00,15.6486,79.151,,,,
362,8/13/2024 13:00,15.6333,79.151,,,,
363,8/13/2024 14:00,15.624,79.151,,,,
364,8/13/2024 15:00,15.6103,79.151,,,,
365,8/13/2024 16:00,15.6048,79.326,,,,
366,8/13/2024 17:00,15.6048,79.326,,,,
367,8/13/2024 18:00,15.6021,79.502,,,,
368,8/13/2024 19:00,15.6082,79.502,,,,
369,8/13/2024 20:00,15.6149,79.678,,,,
370,8/13/2024 21:00,15.621,79.678,,,,
371,8/13/2024 22:00,15.6149,79.678,,,,
372,8/13/2024 23:00,15.6185,79.853,,,,
373,8/14/2024 0:00,15.6124,79.853,,,,
374,8/14/2024 1:00,15.6032,79.853,,,,
375,8/14/2024 2:00,15.591,79.853,,,,
376,8/14/2024 3:00,15.5849,79.853,,,,
377,8/14/2024 4:00,15.5863,79.853,,,,
378,8/14/2024 5:00,15.5894,79.853,,,,
379,8/14/2024 6:00,15.5934,79.678,,,,
380,8/14/2024 7:00,15.5997,79.678,,,,
381,8/14/2024 8:00,15.6027,79.678,,,,
382,8/14/2024 9:00,15.6021,79.502,,,,
383,8/14/2024 10:00,15.6037,79.502,,,,
384,8/14/2024 11:00,15.5961,79.502,,,,
385,8/14/2024 12:00,15.5807,79.502,,,,
386,8/14/2024 13:00,15.5731,79.502,,,,
387,8/14/2024 14:00,15.5608,79.502,,,,
388,8/14/2024 15:00,15.5501,79.502,,,,
389,8/14/2024 16:00,15.5501,79.502,,,,
390,8/14/2024 17:00,15.5507,79.678,,,,
391,8/14/2024 18:00,15.5644,79.678,,,,
392,8/14/2024 19:00,15.5675,79.678,,,,
393,8/14/2024 20:00,15.5742,79.853,,,,
394,8/14/2024 21:00,15.5833,79.853,,,,
395,8/14/2024 22:00,15.5849,79.853,,,,
396,8/14/2024 23:00,15.5833,79.853,,,,
397,8/15/2024 0:00,15.5742,79.853,,,,
398,8/15/2024 1:00,15.5604,79.853,,,,
399,8/15/2024 2:00,15.5527,79.853,,,,
400,8/15/2024 3:00,15.5507,79.678,,,,
401,8/15/2024 4:00,15.543,79.678,,,,
402,8/15/2024 5:00,15.5507,79.678,,,,
403,8/15/2024 6:00,15.5583,79.678,,,,
404,8/15/2024 7:00,15.5715,79.502,,,,
405,8/15/2024 8:00,15.5715,79.502,,,,
406,8/15/2024 9:00,15.5807,79.502,,,,
407,8/15/2024 10:00,15.5756,79.326,,,,
408,8/15/2024 11:00,15.571,79.326,,,,
409,8/15/2024 12:00,15.5649,79.326,,,,
410,8/15/2024 13:00,15.5588,79.326,,,,
411,8/15/2024 14:00,15.5541,79.326,,,,
412,8/15/2024 15:00,15.5527,79.326,,,,
413,8/15/2024 16:00,15.545,79.326,,,,
414,8/15/2024 17:00,15.5466,79.326,,,,
415,8/15/2024 18:00,15.5434,79.326,,,,
416,8/15/2024 19:00,15.5527,79.326,,,,
417,8/15/2024 20:00,15.5557,79.326,,,,
418,8/15/2024 21:00,15.5618,79.326,,,,
419,8/15/2024 22:00,15.5649,79.326,,,,
420,8/15/2024 23:00,15.5634,79.326,,,,
421,8/16/2024 0:00,15.5598,79.151,,,,
422,8/16/2024 1:00,15.5537,79.151,,,,
423,8/16/2024 2:00,15.547,78.975,,,,
424,8/16/2024 3:00,15.5424,78.975,,,,
425,8/16/2024 4:00,15.5398,78.624,,,,
426,8/16/2024 5:00,15.5454,78.449,,,,
427,8/16/2024 6:00,15.5541,78.274,,,,
428,8/16/2024 7:00,15.5612,78.098,,,,
429,8/16/2024 8:00,15.5689,78.098,,,,
430,8/16/2024 9:00,15.5704,78.098,,,,
431,8/16/2024 10:00,15.572,78.098,,,,
432,8/16/2024 11:00,15.5694,78.274,,,,
433,8/16/2024 12:00,15.5633,78.274,,,,
434,8/16/2024 13:00,15.5525,78.274,,,,
435,8/16/2024 14:00,15.5434,78.274,,,,
436,8/16/2024 15:00,15.5327,78.274,,,,
437,8/16/2024 16:00,15.5266,78.274,,,,
438,8/16/2024 17:00,15.5195,78.449,,,,
439,8/16/2024 18:00,15.5195,78.449,,,,
440,8/16/2024 19:00,15.5195,78.449,,,,
441,8/16/2024 20:00,15.527,78.449,,,,
442,8/16/2024 21:00,15.5393,78.449,,,,
443,8/16/2024 22:00,15.5501,78.449,,,,
444,8/16/2024 23:00,15.5525,78.274,,,,
445,8/17/2024 0:00,15.5459,78.098,,,,
446,8/17/2024 1:00,15.5341,77.749,,,,
447,8/17/2024 2:00,15.5244,77.574,,,,
448,8/17/2024 3:00,15.5157,77.225,,,,
449,8/17/2024 4:00,15.5137,77.05,,,,
450,8/17/2024 5:00,15.5066,76.703,,,,
451,8/17/2024 6:00,15.5167,76.528,,,,
452,8/17/2024 7:00,15.5193,76.354,,,,
453,8/17/2024 8:00,15.5295,76.181,,,,
454,8/17/2024 9:00,15.5362,76.354,,,,
455,8/17/2024 10:00,15.5366,76.528,,,,
456,8/17/2024 11:00,15.5301,76.876,,,,
457,8/17/2024 12:00,15.5214,77.05,,,,
458,8/17/2024 13:00,15.5106,77.05,,,,
459,8/17/2024 14:00,15.4989,77.225,,,,
460,8/17/2024 15:00,15.4867,77.225,,,,
461,8/17/2024 16:00,15.4776,77.225,,,,
462,8/17/2024 17:00,15.4674,77.4,,,,
463,8/17/2024 18:00,15.4689,77.4,,,,
464,8/17/2024 19:00,15.4725,77.574,,,,
465,8/17/2024 20:00,15.4832,77.574,,,,
466,8/17/2024 21:00,15.4877,77.574,,,,
467,8/17/2024 22:00,15.4897,77.749,,,,
468,8/17/2024 23:00,15.496,77.749,,,,
469,8/18/2024 0:00,15.4913,77.749,,,,
470,8/18/2024 1:00,15.4755,77.574,,,,
471,8/18/2024 2:00,15.4689,77.4,,,,
472,8/18/2024 3:00,15.4638,77.225,,,,
473,8/18/2024 4:00,15.4662,77.05,,,,
474,8/18/2024 5:00,15.4673,76.876,,,,
475,8/18/2024 6:00,15.476,76.703,,,,
476,8/18/2024 7:00,15.4836,76.703,,,,
477,8/18/2024 8:00,15.4892,76.528,,,,
478,8/18/2024 9:00,15.4913,76.703,,,,
479,8/18/2024 10:00,15.4871,76.876,,,,
480,8/18/2024 11:00,15.4857,76.876,,,,
481,8/18/2024 12:00,15.4725,77.05,,,,
482,8/18/2024 13:00,15.4632,77.05,,,,
483,8/18/2024 14:00,15.4541,77.05,,,,
484,8/18/2024 15:00,15.4362,77.225,,,,
485,8/18/2024 16:00,15.4285,77.225,,,,
486,8/18/2024 17:00,15.4214,77.4,,,,
487,8/18/2024 18:00,15.4168,77.4,,,,
488,8/18/2024 19:00,15.422,77.574,,,,
489,8/18/2024 20:00,15.4281,77.574,,,,
490,8/18/2024 21:00,15.4348,77.749,,,,
491,8/18/2024 22:00,15.4454,77.749,,,,
492,8/18/2024 23:00,15.45,77.749,,,,
493,8/19/2024 0:00,15.452,77.923,,,,
494,8/19/2024 1:00,15.4413,77.923,,,,
495,8/19/2024 2:00,15.4291,77.923,,,,
496,8/19/2024 3:00,15.42,77.923,,,,
497,8/19/2024 4:00,15.423,77.923,,,,
498,8/19/2024 5:00,15.4275,77.923,,,,
499,8/19/2024 6:00,15.4301,77.749,,,,
500,8/19/2024 7:00,15.4317,77.749,,,,
501,8/19/2024 8:00,15.4326,77.574,,,,
502,8/19/2024 9:00,15.4326,77.574,,,,
503,8/19/2024 10:00,15.4358,77.574,,,,
504,8/19/2024 11:00,15.4311,77.574,,,,
505,8/19/2024 12:00,15.4235,77.574,,,,
506,8/19/2024 13:00,15.4174,77.574,,,,
507,8/19/2024 14:00,15.4052,77.574,,,,
508,8/19/2024 15:00,15.3934,77.749,,,,
509,8/19/2024 16:00,15.3888,77.749,,,,
510,8/19/2024 17:00,15.3878,77.923,,,,
511,8/19/2024 18:00,15.3939,77.923,,,,
512,8/19/2024 19:00,15.3955,77.923,,,,
513,8/19/2024 20:00,15.4021,78.098,,,,
514,8/19/2024 21:00,15.4159,78.098,,,,
515,8/19/2024 22:00,15.4194,78.274,,,,
516,8/19/2024 23:00,15.4194,78.274,,,,
517,8/20/2024 0:00,15.4119,78.274,,,,
518,8/20/2024 1:00,15.4087,78.274,,,,
519,8/20/2024 2:00,15.4011,78.274,,,,
520,8/20/2024 3:00,15.3981,78.274,,,,
521,8/20/2024 4:00,15.3995,78.274,,,,
522,8/20/2024 5:00,15.4026,78.274,,,,
