"Plot Title: Bardford_6LL_Replace"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 21248143, SEN S/N: 21248143)","Temp, °F (LGR S/N: 21248143, SEN S/N: 21248143)"
1,01/27/23 12:45:00 PM,16.0438,56.923
2,01/27/23 01:00:00 PM,16.0415,56.577
3,01/27/23 01:15:00 PM,16.0322,56.577
4,01/27/23 01:30:00 PM,16.0294,56.750
5,01/27/23 01:45:00 PM,16.0251,56.923
6,01/27/23 02:00:00 PM,16.0238,57.096
7,01/27/23 02:15:00 PM,16.0180,57.268
8,01/27/23 02:30:00 PM,16.0168,57.441
9,01/27/23 02:45:00 PM,16.0168,57.441
10,01/27/23 03:00:00 PM,16.0139,57.614
11,01/27/23 03:15:00 PM,16.0171,57.614
12,01/27/23 03:30:00 PM,16.0174,57.785
13,01/27/23 03:45:00 PM,16.0174,57.785
14,01/27/23 04:00:00 PM,16.0209,57.958
15,01/27/23 04:15:00 PM,16.0178,57.958
16,01/27/23 04:30:00 PM,16.0194,57.958
17,01/27/23 04:45:00 PM,16.0213,58.131
18,01/27/23 05:00:00 PM,16.0213,58.131
19,01/27/23 05:15:00 PM,16.0232,58.303
20,01/27/23 05:30:00 PM,16.0264,58.303
21,01/27/23 05:45:00 PM,16.0294,58.303
22,01/27/23 06:00:00 PM,16.0315,58.476
23,01/27/23 06:15:00 PM,16.0329,58.476
24,01/27/23 06:30:00 PM,16.0361,58.476
25,01/27/23 06:45:00 PM,16.0407,58.476
26,01/27/23 07:00:00 PM,16.0407,58.476
27,01/27/23 07:15:00 PM,16.0455,58.476
28,01/27/23 07:30:00 PM,16.0483,58.303
29,01/27/23 07:45:00 PM,16.0483,58.303
30,01/27/23 08:00:00 PM,16.0483,58.303
31,01/27/23 08:15:00 PM,16.0494,58.131
32,01/27/23 08:30:00 PM,16.0534,57.785
33,01/27/23 08:45:00 PM,16.0565,57.785
34,01/27/23 09:00:00 PM,16.0577,57.614
35,01/27/23 09:15:00 PM,16.0589,57.441
36,01/27/23 09:30:00 PM,16.0602,57.268
37,01/27/23 09:45:00 PM,16.0597,57.096
38,01/27/23 10:00:00 PM,16.0563,56.923
39,01/27/23 10:15:00 PM,16.0606,56.750
40,01/27/23 10:30:00 PM,16.0634,56.577
41,01/27/23 10:45:00 PM,16.0615,56.404
42,01/27/23 11:00:00 PM,16.0642,56.230
43,01/27/23 11:15:00 PM,16.0612,56.230
44,01/27/23 11:30:00 PM,16.0608,56.057
45,01/27/23 11:45:00 PM,16.0619,55.884
46,01/28/23 12:00:00 AM,16.0600,55.711
47,01/28/23 12:15:00 AM,16.0600,55.711
48,01/28/23 12:30:00 AM,16.0597,55.537
49,01/28/23 12:45:00 AM,16.0593,55.364
50,01/28/23 01:00:00 AM,16.0574,55.189
51,01/28/23 01:15:00 AM,16.0571,55.017
52,01/28/23 01:30:00 AM,16.0583,54.842
53,01/28/23 01:45:00 AM,16.0583,54.842
54,01/28/23 02:00:00 AM,16.0564,54.669
55,01/28/23 02:15:00 AM,16.0592,54.495
56,01/28/23 02:30:00 AM,16.0592,54.495
57,01/28/23 02:45:00 AM,16.0587,54.322
58,01/28/23 03:00:00 AM,16.0587,54.322
59,01/28/23 03:15:00 AM,16.0584,54.147
60,01/28/23 03:30:00 AM,16.0568,54.147
61,01/28/23 03:45:00 AM,16.0581,53.973
62,01/28/23 04:00:00 AM,16.0565,53.973
63,01/28/23 04:15:00 AM,16.0561,53.798
64,01/28/23 04:30:00 AM,16.0561,53.798
65,01/28/23 04:45:00 AM,16.0542,53.623
66,01/28/23 05:00:00 AM,16.0558,53.623
67,01/28/23 05:15:00 AM,16.0554,53.449
68,01/28/23 05:30:00 AM,16.0570,53.449
69,01/28/23 05:45:00 AM,16.0586,53.449
70,01/28/23 06:00:00 AM,16.0570,53.449
71,01/28/23 06:15:00 AM,16.0597,53.274
72,01/28/23 06:30:00 AM,16.0645,53.274
73,01/28/23 06:45:00 AM,16.0676,53.274
