"Plot Title: Bradford_9LL"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776674, SEN S/N: 10776674)","Temp, °F (LGR S/N: 10776674, SEN S/N: 10776674)","Coupler Detached (LGR S/N: 10776674, SEN S/N: 10776674)","Coupler Attached (LGR S/N: 10776674, SEN S/N: 10776674)","Host Connected (LGR S/N: 10776674, SEN S/N: 10776674)","End Of File (LGR S/N: 10776674, SEN S/N: 10776674)"
1,03/25/24 04:00:00 PM,15.2158,62.940,Logged,,,
2,03/25/24 05:00:00 PM,15.2169,62.769,,,,
3,03/25/24 06:00:00 PM,15.2204,62.940,,,,
4,03/25/24 07:00:00 PM,15.2240,63.111,,,,
5,03/25/24 08:00:00 PM,15.2224,63.111,,,,
6,03/25/24 09:00:00 PM,15.2147,63.111,,,,
7,03/25/24 10:00:00 PM,15.2133,63.111,,,,
8,03/25/24 11:00:00 PM,15.2024,63.111,,,,
9,03/26/24 12:00:00 AM,15.1931,63.111,,,,
10,03/26/24 01:00:00 AM,15.1850,62.940,,,,
11,03/26/24 02:00:00 AM,15.1820,62.940,,,,
12,03/26/24 03:00:00 AM,15.1727,62.940,,,,
13,03/26/24 04:00:00 AM,15.1707,62.769,,,,
14,03/26/24 05:00:00 AM,15.1692,62.769,,,,
15,03/26/24 06:00:00 AM,15.1692,62.769,,,,
16,03/26/24 07:00:00 AM,15.1640,62.598,,,,
17,03/26/24 08:00:00 AM,15.1733,62.598,,,,
18,03/26/24 09:00:00 AM,15.1702,62.598,,,,
19,03/26/24 10:00:00 AM,15.1753,62.769,,,,
20,03/26/24 11:00:00 AM,15.1680,62.940,,,,
21,03/26/24 12:00:00 PM,15.1567,63.282,,,,
22,03/26/24 01:00:00 PM,15.1485,63.626,,,,
23,03/26/24 02:00:00 PM,15.1386,63.968,,,,
24,03/26/24 03:00:00 PM,15.1309,64.481,,,,
25,03/26/24 04:00:00 PM,15.1226,64.825,,,,
26,03/26/24 05:00:00 PM,15.1154,64.996,,,,
27,03/26/24 06:00:00 PM,15.1118,65.338,,,,
28,03/26/24 07:00:00 PM,15.1153,65.509,,,,
29,03/26/24 08:00:00 PM,15.1168,65.509,,,,
30,03/26/24 09:00:00 PM,15.1199,65.509,,,,
31,03/26/24 10:00:00 PM,15.1276,65.509,,,,
32,03/26/24 11:00:00 PM,15.1338,65.509,,,,
33,03/27/24 12:00:00 AM,15.1168,65.509,,,,
34,03/27/24 01:00:00 AM,15.1092,65.509,,,,
35,03/27/24 02:00:00 AM,15.1039,65.338,,,,
36,03/27/24 03:00:00 AM,15.0886,65.338,,,,
37,03/27/24 04:00:00 AM,15.0978,65.338,,,,
38,03/27/24 05:00:00 AM,15.0902,65.338,,,,
39,03/27/24 06:00:00 AM,15.1086,65.338,,,,
40,03/27/24 07:00:00 AM,15.1286,65.338,,,,
41,03/27/24 08:00:00 AM,15.1482,65.167,,,,
42,03/27/24 09:00:00 AM,15.1651,65.167,,,,
43,03/27/24 10:00:00 AM,15.1636,65.167,,,,
44,03/27/24 11:00:00 AM,15.1528,65.167,,,,
45,03/27/24 12:00:00 PM,15.1482,65.167,,,,
46,03/27/24 01:00:00 PM,15.1344,65.167,,,,
47,03/27/24 02:00:00 PM,15.1456,65.338,,,,
48,03/27/24 03:00:00 PM,15.1086,65.338,,,,
49,03/27/24 04:00:00 PM,15.1395,65.338,,,,
50,03/27/24 05:00:00 PM,15.1302,65.338,,,,
51,03/27/24 06:00:00 PM,15.1179,65.338,,,,
52,03/27/24 07:00:00 PM,15.1148,65.338,,,,
53,03/27/24 08:00:00 PM,15.1302,65.338,,,,
54,03/27/24 09:00:00 PM,15.1409,65.338,,,,
55,03/27/24 10:00:00 PM,15.1374,65.167,,,,
56,03/27/24 11:00:00 PM,15.1266,65.167,,,,
