"Plot Title: Bradford_7LL"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 20501580, SEN S/N: 20501580)","Temp, °F (LGR S/N: 20501580, SEN S/N: 20501580)","Coupler Detached (LGR S/N: 20501580)","Coupler Attached (LGR S/N: 20501580)","Stopped (LGR S/N: 20501580)","End Of File (LGR S/N: 20501580)"
1,04/03/23 11:15:00 AM,15.3343,67.221,Logged,,,
2,04/03/23 11:30:00 AM,15.3311,67.050,,,,
3,04/03/23 11:45:00 AM,15.3283,67.050,,,,
4,04/03/23 12:00:00 PM,15.3283,67.050,,,,
5,04/03/23 12:15:00 PM,15.3269,67.050,,,,
6,04/03/23 12:30:00 PM,15.3241,67.050,,,,
7,04/03/23 12:45:00 PM,15.3241,67.050,,,,
8,04/03/23 01:00:00 PM,15.3241,67.050,,,,
9,04/03/23 01:15:00 PM,15.3186,67.050,,,,
10,04/03/23 01:30:00 PM,15.3144,67.050,,,,
11,04/03/23 01:45:00 PM,15.3103,67.050,,,,
12,04/03/23 02:00:00 PM,15.3089,67.050,,,,
13,04/03/23 02:15:00 PM,15.3103,67.050,,,,
14,04/03/23 02:30:00 PM,15.3076,67.050,,,,
15,04/03/23 02:45:00 PM,15.3061,67.050,,,,
16,04/03/23 03:00:00 PM,15.3019,67.050,,,,
17,04/03/23 03:15:00 PM,15.2979,67.050,,,,
18,04/03/23 03:30:00 PM,15.2951,67.050,,,,
19,04/03/23 03:45:00 PM,15.2964,67.050,,,,
20,04/03/23 04:00:00 PM,15.2936,67.050,,,,
21,04/03/23 04:15:00 PM,15.2923,67.050,,,,
22,04/03/23 04:30:00 PM,15.2896,67.050,,,,
23,04/03/23 04:45:00 PM,15.2909,67.050,,,,
24,04/03/23 05:00:00 PM,15.2909,67.050,,,,
25,04/03/23 05:15:00 PM,15.2881,67.050,,,,
26,04/03/23 05:30:00 PM,15.2867,67.050,,,,
27,04/03/23 05:45:00 PM,15.2886,67.221,,,,
28,04/03/23 06:00:00 PM,15.2873,67.221,,,,
29,04/03/23 06:15:00 PM,15.2997,67.221,,,,
30,04/03/23 06:30:00 PM,15.3053,67.221,,,,
31,04/03/23 06:45:00 PM,15.3080,67.221,,,,
32,04/03/23 07:00:00 PM,15.3066,67.221,,,,
33,04/03/23 07:15:00 PM,15.3038,67.221,,,,
34,04/03/23 07:30:00 PM,15.3080,67.221,,,,
35,04/03/23 07:45:00 PM,15.3066,67.221,,,,
36,04/03/23 08:00:00 PM,15.3053,67.221,,,,
37,04/03/23 08:15:00 PM,15.3053,67.221,,,,
38,04/03/23 08:30:00 PM,15.3066,67.221,,,,
39,04/03/23 08:45:00 PM,15.3093,67.221,,,,
40,04/03/23 09:00:00 PM,15.3108,67.221,,,,
41,04/03/23 09:15:00 PM,15.3135,67.221,,,,
42,04/03/23 09:30:00 PM,15.3150,67.221,,,,
43,04/03/23 09:45:00 PM,15.3163,67.221,,,,
44,04/03/23 10:00:00 PM,15.3190,67.221,,,,
45,04/03/23 10:15:00 PM,15.3205,67.221,,,,
46,04/03/23 10:30:00 PM,15.3237,67.392,,,,
47,04/03/23 10:45:00 PM,15.3251,67.392,,,,
48,04/03/23 11:00:00 PM,15.3224,67.392,,,,
49,04/03/23 11:15:00 PM,15.3224,67.392,,,,
50,04/03/23 11:30:00 PM,15.3195,67.392,,,,
51,04/03/23 11:45:00 PM,15.3195,67.392,,,,
52,04/04/23 12:00:00 AM,15.3195,67.392,,,,
53,04/04/23 12:15:00 AM,15.3195,67.392,,,,
54,04/04/23 12:30:00 AM,15.3209,67.392,,,,
55,04/04/23 12:45:00 AM,15.3195,67.392,,,,
56,04/04/23 01:00:00 AM,15.3182,67.392,,,,
57,04/04/23 01:15:00 AM,15.3167,67.392,,,,
58,04/04/23 01:30:00 AM,15.3126,67.392,,,,
59,04/04/23 01:45:00 AM,15.3084,67.392,,,,
60,04/04/23 02:00:00 AM,15.3084,67.392,,,,
61,04/04/23 02:15:00 AM,15.3099,67.392,,,,
62,04/04/23 02:30:00 AM,15.3070,67.392,,,,
63,04/04/23 02:45:00 AM,15.3066,67.221,,,,
64,04/04/23 03:00:00 AM,15.3038,67.221,,,,
65,04/04/23 03:15:00 AM,15.3010,67.221,,,,
66,04/04/23 03:30:00 AM,15.3010,67.221,,,,
67,04/04/23 03:45:00 AM,15.2992,67.050,,,,
68,04/04/23 04:00:00 AM,15.2992,67.050,,,,
69,04/04/23 04:15:00 AM,15.3006,67.050,,,,
70,04/04/23 04:30:00 AM,15.3006,67.050,,,,
71,04/04/23 04:45:00 AM,15.3006,67.050,,,,
72,04/04/23 05:00:00 AM,15.3002,66.879,,,,
73,04/04/23 05:15:00 AM,15.2987,66.879,,,,
74,04/04/23 05:30:00 AM,15.3042,66.879,,,,
75,04/04/23 05:45:00 AM,15.3042,66.879,,,,
76,04/04/23 06:00:00 AM,15.3057,66.879,,,,
77,04/04/23 06:15:00 AM,15.3099,66.879,,,,
78,04/04/23 06:30:00 AM,15.3140,66.879,,,,
79,04/04/23 06:45:00 AM,15.3150,66.708,,,,
80,04/04/23 07:00:00 AM,15.3190,66.708,,,,
81,04/04/23 07:15:00 AM,15.3232,66.708,,,,
82,04/04/23 07:30:00 AM,15.3274,66.708,,,,
83,04/04/23 07:45:00 AM,15.3287,66.708,,,,
84,04/04/23 08:00:00 AM,15.3315,66.708,,,,
85,04/04/23 08:15:00 AM,15.3330,66.708,,,,
86,04/04/23 08:30:00 AM,15.3344,66.708,,,,
87,04/04/23 08:45:00 AM,15.3372,66.708,,,,
88,04/04/23 09:00:00 AM,15.3372,66.708,,,,
89,04/04/23 09:15:00 AM,15.3399,66.708,,,,
90,04/04/23 09:30:00 AM,15.3385,66.708,,,,
91,04/04/23 09:45:00 AM,15.3467,66.708,,,,
92,04/04/23 10:00:00 AM,15.3496,66.708,,,,
93,04/04/23 10:15:00 AM,15.3537,66.708,,,,
94,04/04/23 10:30:00 AM,15.3541,66.879,,,,
95,04/04/23 10:45:00 AM,15.3556,66.879,,,,
96,04/04/23 11:00:00 AM,15.3611,66.879,,,,
97,04/04/23 11:15:00 AM,15.3611,66.879,,,,
98,04/04/23 11:30:00 AM,15.3611,66.879,,,,
99,04/04/23 11:45:00 AM,15.3625,66.879,,,,
100,04/04/23 12:00:00 PM,15.3598,66.879,,,,
101,04/04/23 12:15:00 PM,15.3583,66.879,,,,
102,04/04/23 12:30:00 PM,15.3583,66.879,,,,
103,04/04/23 12:45:00 PM,15.3514,66.879,,,,
104,04/04/23 01:00:00 PM,15.3528,66.879,,,,
105,04/04/23 01:15:00 PM,15.3501,66.879,,,,
106,04/04/23 01:30:00 PM,15.3491,67.050,,,,
107,04/04/23 01:45:00 PM,15.3435,67.050,,,,
108,04/04/23 02:00:00 PM,15.3422,67.050,,,,
109,04/04/23 02:15:00 PM,15.3366,67.050,,,,
110,04/04/23 02:30:00 PM,15.3380,67.050,,,,
111,04/04/23 02:45:00 PM,15.3325,67.050,,,,
112,04/04/23 03:00:00 PM,15.3269,67.050,,,,
113,04/04/23 03:15:00 PM,15.3269,67.050,,,,
114,04/04/23 03:30:00 PM,15.3256,67.050,,,,
115,04/04/23 03:45:00 PM,15.3228,67.050,,,,
116,04/04/23 04:00:00 PM,15.3214,67.050,,,,
117,04/04/23 04:15:00 PM,15.3173,67.050,,,,
118,04/04/23 04:30:00 PM,15.3158,67.050,,,,
119,04/04/23 04:45:00 PM,15.3131,67.050,,,,
120,04/04/23 05:00:00 PM,15.3103,67.050,,,,
121,04/04/23 05:15:00 PM,15.3116,67.050,,,,
122,04/04/23 05:30:00 PM,15.3103,67.050,,,,
123,04/04/23 05:45:00 PM,15.3103,67.050,,,,
124,04/04/23 06:00:00 PM,15.3089,67.050,,,,
125,04/04/23 06:15:00 PM,15.3103,67.050,,,,
126,04/04/23 06:30:00 PM,15.3103,67.050,,,,
127,04/04/23 06:45:00 PM,15.3089,67.050,,,,
128,04/04/23 07:00:00 PM,15.3103,67.050,,,,
129,04/04/23 07:15:00 PM,15.3103,67.050,,,,
130,04/04/23 07:30:00 PM,15.3135,67.221,,,,
131,04/04/23 07:45:00 PM,15.3135,67.221,,,,
132,04/04/23 08:00:00 PM,15.3177,67.221,,,,
133,04/04/23 08:15:00 PM,15.3177,67.221,,,,
134,04/04/23 08:30:00 PM,15.3218,67.221,,,,
135,04/04/23 08:45:00 PM,15.3245,67.221,,,,
136,04/04/23 09:00:00 PM,15.3302,67.221,,,,
137,04/04/23 09:15:00 PM,15.3330,67.221,,,,
138,04/04/23 09:30:00 PM,15.3343,67.221,,,,
139,04/04/23 09:45:00 PM,15.3370,67.221,,,,
140,04/04/23 10:00:00 PM,15.3385,67.221,,,,
141,04/04/23 10:15:00 PM,15.3399,67.221,,,,
142,04/04/23 10:30:00 PM,15.3417,67.392,,,,
143,04/04/23 10:45:00 PM,15.3431,67.392,,,,
144,04/04/23 11:00:00 PM,15.3444,67.392,,,,
145,04/04/23 11:15:00 PM,15.3444,67.392,,,,
146,04/04/23 11:30:00 PM,15.3486,67.392,,,,
147,04/04/23 11:45:00 PM,15.3486,67.392,,,,
148,04/05/23 12:00:00 AM,15.3473,67.392,,,,
149,04/05/23 12:15:00 AM,15.3473,67.392,,,,
150,04/05/23 12:30:00 AM,15.3528,67.392,,,,
151,04/05/23 12:45:00 AM,15.3541,67.392,,,,
152,04/05/23 01:00:00 AM,15.3541,67.392,,,,
153,04/05/23 01:15:00 AM,15.3501,67.392,,,,
154,04/05/23 01:30:00 AM,15.3514,67.392,,,,
155,04/05/23 01:45:00 AM,15.3505,67.564,,,,
156,04/05/23 02:00:00 AM,15.3509,67.735,,,,
157,04/05/23 02:15:00 AM,15.3491,67.564,,,,
158,04/05/23 02:30:00 AM,15.3477,67.564,,,,
159,04/05/23 02:45:00 AM,15.3463,67.564,,,,
160,04/05/23 03:00:00 AM,15.3477,67.564,,,,
161,04/05/23 03:15:00 AM,15.3421,67.564,,,,
162,04/05/23 03:30:00 AM,15.3435,67.564,,,,
163,04/05/23 03:45:00 AM,15.3435,67.564,,,,
164,04/05/23 04:00:00 AM,15.3421,67.564,,,,
165,04/05/23 04:15:00 AM,15.3408,67.564,,,,
166,04/05/23 04:30:00 AM,15.3393,67.564,,,,
167,04/05/23 04:45:00 AM,15.3408,67.564,,,,
168,04/05/23 05:00:00 AM,15.3435,67.564,,,,
169,04/05/23 05:15:00 AM,15.3435,67.564,,,,
170,04/05/23 05:30:00 AM,15.3491,67.564,,,,
171,04/05/23 05:45:00 AM,15.3533,67.564,,,,
172,04/05/23 06:00:00 AM,15.3518,67.564,,,,
173,04/05/23 06:15:00 AM,15.3546,67.564,,,,
174,04/05/23 06:30:00 AM,15.3575,67.564,,,,
175,04/05/23 06:45:00 AM,15.3602,67.564,,,,
176,04/05/23 07:00:00 AM,15.3643,67.564,,,,
177,04/05/23 07:15:00 AM,15.3657,67.564,,,,
178,04/05/23 07:30:00 AM,15.3685,67.564,,,,
179,04/05/23 07:45:00 AM,15.3685,67.564,,,,
180,04/05/23 08:00:00 AM,15.3712,67.564,,,,
181,04/05/23 08:15:00 AM,15.3712,67.564,,,,
182,04/05/23 08:30:00 AM,15.3699,67.564,,,,
183,04/05/23 08:45:00 AM,15.3727,67.564,,,,
184,04/05/23 09:00:00 AM,15.3755,67.564,,,,
185,04/05/23 09:15:00 AM,15.3768,67.564,,,,
186,04/05/23 09:30:00 AM,15.3795,67.564,,,,
187,04/05/23 09:45:00 AM,15.3824,67.564,,,,
188,04/05/23 10:00:00 AM,15.3810,67.564,,,,
189,04/05/23 10:15:00 AM,15.3824,67.564,,,,
190,04/05/23 10:30:00 AM,15.3810,67.564,,,,
191,04/05/23 10:45:00 AM,15.3810,67.564,,,,
192,04/05/23 11:00:00 AM,15.3824,67.564,,,,
193,04/05/23 11:15:00 AM,15.3824,67.564,,,,
194,04/05/23 11:30:00 AM,15.3824,67.564,,,,
195,04/05/23 11:45:00 AM,15.3837,67.564,,,,
196,04/05/23 12:00:00 PM,15.3782,67.564,,,,
197,04/05/23 12:15:00 PM,15.3782,67.564,,,,
198,04/05/23 12:30:00 PM,15.3740,67.564,,,,
199,04/05/23 12:45:00 PM,15.3755,67.564,,,,
200,04/05/23 01:00:00 PM,15.3727,67.564,,,,
201,04/05/23 01:15:00 PM,15.3699,67.564,,,,
202,04/05/23 01:30:00 PM,15.3685,67.564,,,,
203,04/05/23 01:45:00 PM,15.3657,67.564,,,,
204,04/05/23 02:00:00 PM,15.3615,67.564,,,,
205,04/05/23 02:15:00 PM,15.3588,67.564,,,,
206,04/05/23 02:30:00 PM,15.3575,67.564,,,,
207,04/05/23 02:45:00 PM,15.3546,67.564,,,,
208,04/05/23 03:00:00 PM,15.3509,67.735,,,,
209,04/05/23 03:15:00 PM,15.3495,67.735,,,,
210,04/05/23 03:30:00 PM,15.3454,67.735,,,,
211,04/05/23 03:45:00 PM,15.3412,67.735,,,,
212,04/05/23 04:00:00 PM,15.3385,67.735,,,,
213,04/05/23 04:15:00 PM,15.3343,67.735,,,,
214,04/05/23 04:30:00 PM,15.3370,67.735,,,,
215,04/05/23 04:45:00 PM,15.3370,67.735,,,,
216,04/05/23 05:00:00 PM,15.3330,67.735,,,,
217,04/05/23 05:15:00 PM,15.3361,67.906,,,,
218,04/05/23 05:30:00 PM,15.3319,67.906,,,,
219,04/05/23 05:45:00 PM,15.3347,67.906,,,,
220,04/05/23 06:00:00 PM,15.3361,67.906,,,,
221,04/05/23 06:15:00 PM,15.3389,67.906,,,,
222,04/05/23 06:30:00 PM,15.3389,67.906,,,,
223,04/05/23 06:45:00 PM,15.3389,67.906,,,,
224,04/05/23 07:00:00 PM,15.3431,67.906,,,,
225,04/05/23 07:15:00 PM,15.3459,67.906,,,,
226,04/05/23 07:30:00 PM,15.3448,68.077,,,,
227,04/05/23 07:45:00 PM,15.3463,68.077,,,,
