"Plot Title: Bradford_4"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 20474165, SEN S/N: 20474165)","Temp, °F (LGR S/N: 20474165, SEN S/N: 20474165)","Coupler Detached (LGR S/N: 20474165)","Coupler Attached (LGR S/N: 20474165)","Stopped (LGR S/N: 20474165)","End Of File (LGR S/N: 20474165)"
1,04/15/22 02:15:00 PM,15.9544,67.050,Logged,,,
2,04/15/22 02:30:00 PM,15.9498,66.022,,,,
3,04/15/22 02:45:00 PM,15.9534,66.022,,,,
4,04/15/22 03:00:00 PM,15.9479,66.022,,,,
5,04/15/22 03:15:00 PM,15.9462,66.022,,,,
6,04/15/22 03:30:00 PM,15.9462,66.022,,,,
7,04/15/22 03:45:00 PM,15.9407,66.022,,,,
8,04/15/22 04:00:00 PM,15.9425,66.022,,,,
9,04/15/22 04:15:00 PM,15.9353,66.022,,,,
10,04/15/22 04:30:00 PM,15.9317,66.022,,,,
11,04/15/22 04:45:00 PM,15.9317,66.022,,,,
12,04/15/22 05:00:00 PM,15.9334,66.022,,,,
13,04/15/22 05:15:00 PM,15.9298,66.022,,,,
14,04/15/22 05:30:00 PM,15.9298,66.022,,,,
15,04/15/22 05:45:00 PM,15.9317,66.022,,,,
16,04/15/22 06:00:00 PM,15.9317,66.022,,,,
17,04/15/22 06:15:00 PM,15.9334,66.022,,,,
18,04/15/22 06:30:00 PM,15.9317,66.022,,,,
19,04/15/22 06:45:00 PM,15.9334,66.022,,,,
20,04/15/22 07:00:00 PM,15.9317,66.022,,,,
21,04/15/22 07:15:00 PM,15.9317,66.022,,,,
22,04/15/22 07:30:00 PM,15.9298,66.022,,,,
23,04/15/22 07:45:00 PM,15.9279,66.022,,,,
24,04/15/22 08:00:00 PM,15.9266,66.193,,,,
25,04/15/22 08:15:00 PM,15.9266,66.193,,,,
26,04/15/22 08:30:00 PM,15.9338,66.193,,,,
27,04/15/22 08:45:00 PM,15.9338,66.193,,,,
28,04/15/22 09:00:00 PM,15.9321,66.193,,,,
29,04/15/22 09:15:00 PM,15.9357,66.193,,,,
30,04/15/22 09:30:00 PM,15.9394,66.193,,,,
31,04/15/22 09:45:00 PM,15.9430,66.193,,,,
32,04/15/22 10:00:00 PM,15.9466,66.193,,,,
33,04/15/22 10:15:00 PM,15.9502,66.193,,,,
34,04/15/22 10:30:00 PM,15.9502,66.193,,,,
35,04/15/22 10:45:00 PM,15.9521,66.193,,,,
36,04/15/22 11:00:00 PM,15.9485,66.193,,,,
37,04/15/22 11:15:00 PM,15.9447,66.193,,,,
38,04/15/22 11:30:00 PM,15.9430,66.193,,,,
39,04/15/22 11:45:00 PM,15.9447,66.193,,,,
40,04/16/22 12:00:00 AM,15.9430,66.193,,,,
41,04/16/22 12:15:00 AM,15.9375,66.193,,,,
42,04/16/22 12:30:00 AM,15.9338,66.193,,,,
43,04/16/22 12:45:00 AM,15.9357,66.193,,,,
44,04/16/22 01:00:00 AM,15.9338,66.193,,,,
45,04/16/22 01:15:00 AM,15.9357,66.193,,,,
46,04/16/22 01:30:00 AM,15.9338,66.193,,,,
47,04/16/22 01:45:00 AM,15.9321,66.193,,,,
48,04/16/22 02:00:00 AM,15.9285,66.193,,,,
49,04/16/22 02:15:00 AM,15.9308,66.366,,,,
50,04/16/22 02:30:00 AM,15.9325,66.366,,,,
51,04/16/22 02:45:00 AM,15.9289,66.366,,,,
52,04/16/22 03:00:00 AM,15.9272,66.366,,,,
53,04/16/22 03:15:00 AM,15.9253,66.366,,,,
54,04/16/22 03:30:00 AM,15.9234,66.366,,,,
55,04/16/22 03:45:00 AM,15.9253,66.366,,,,
56,04/16/22 04:00:00 AM,15.9253,66.366,,,,
57,04/16/22 04:15:00 AM,15.9217,66.366,,,,
58,04/16/22 04:30:00 AM,15.9217,66.366,,,,
59,04/16/22 04:45:00 AM,15.9198,66.366,,,,
60,04/16/22 05:00:00 AM,15.9253,66.366,,,,
61,04/16/22 05:15:00 AM,15.9198,66.366,,,,
62,04/16/22 05:30:00 AM,15.9180,66.366,,,,
63,04/16/22 05:45:00 AM,15.9217,66.366,,,,
64,04/16/22 06:00:00 AM,15.9217,66.366,,,,
65,04/16/22 06:15:00 AM,15.9180,66.366,,,,
66,04/16/22 06:30:00 AM,15.9180,66.366,,,,
67,04/16/22 06:45:00 AM,15.9234,66.366,,,,
68,04/16/22 07:00:00 AM,15.9272,66.366,,,,
69,04/16/22 07:15:00 AM,15.9272,66.366,,,,
70,04/16/22 07:30:00 AM,15.9325,66.366,,,,
71,04/16/22 07:45:00 AM,15.9417,66.366,,,,
72,04/16/22 08:00:00 AM,15.9434,66.366,,,,
73,04/16/22 08:15:00 AM,15.9453,66.366,,,,
74,04/16/22 08:30:00 AM,15.9417,66.366,,,,
75,04/16/22 08:45:00 AM,15.9398,66.366,,,,
76,04/16/22 09:00:00 AM,15.9398,66.366,,,,
77,04/16/22 09:15:00 AM,15.9398,66.366,,,,
78,04/16/22 09:30:00 AM,15.9375,66.193,,,,
79,04/16/22 09:45:00 AM,15.9417,66.366,,,,
80,04/16/22 10:00:00 AM,15.9485,66.193,,,,
81,04/16/22 10:15:00 AM,15.9466,66.193,,,,
