Date,FDOM
2023-01-26T15:00:00Z,64.82174
2023-01-26T16:00:00Z,54.63649
2023-01-26T17:00:00Z,51.31567
2023-01-26T18:00:00Z,37.83651
2023-01-26T19:00:00Z,36.46642
2023-01-26T20:00:00Z,44.68531
2023-01-26T21:00:00Z,44.85141
2023-01-26T22:00:00Z,21.04892
2023-01-26T23:00:00Z,23.40377
2023-01-27T00:00:00Z,20.75412
2023-01-27T01:00:00Z,19.36467
2023-01-27T02:00:00Z,18.37134
2023-01-27T03:00:00Z,12.26357
2023-01-27T04:00:00Z,9.76744
2023-01-27T05:00:00Z,10.58475
2023-01-27T06:00:00Z,12.87101
2023-01-27T07:00:00Z,11.84464
2023-01-27T08:00:00Z,15.71216
2023-01-27T09:00:00Z,16.19368
2023-01-27T10:00:00Z,26.59758
2023-01-27T11:00:00Z,27.44732
2023-01-27T12:00:00Z,24.58764
2023-01-27T13:00:00Z,29.26385
2023-01-27T14:00:00Z,31.68103
2023-01-27T15:00:00Z,50.37094
2023-01-27T16:00:00Z,43.34174
2023-01-27T17:00:00Z,42.02148
2023-01-27T18:00:00Z,39.64631
2023-01-27T19:00:00Z,36.83423
2023-01-27T20:00:00Z,39.49775
2023-01-27T21:00:00Z,34.20959
2023-01-27T22:00:00Z,37.77061
2023-01-27T23:00:00Z,34.52944
2023-01-28T00:00:00Z,38.82632
2023-01-28T01:00:00Z,34.09915
2023-01-28T02:00:00Z,39.41169
2023-01-28T03:00:00Z,36.21969
2023-01-28T04:00:00Z,34.20401
2023-01-28T05:00:00Z,35.83918
2023-01-28T06:00:00Z,36.81129
2023-01-28T07:00:00Z,30.07283
2023-01-28T08:00:00Z,32.34844
2023-01-28T09:00:00Z,32.65267
2023-01-28T10:00:00Z,29.74471
2023-01-28T11:00:00Z,29.55681
2023-01-28T12:00:00Z,30.70037
2023-01-28T13:00:00Z,33.00556
2023-01-28T14:00:00Z,33.75611
2023-01-28T15:00:00Z,34.60599
2023-01-28T16:00:00Z,32.14459
2023-01-28T17:00:00Z,36.01059
2023-01-28T18:00:00Z,38.30959
2023-01-28T19:00:00Z,38.67488
2023-01-28T20:00:00Z,38.75225
2023-01-28T21:00:00Z,38.13372
