Date,CO2
2023-11-01T09:56:00Z,402.3127
2023-11-01T09:56:10Z,480.9532
2023-11-01T09:56:20Z,454.9803
2023-11-01T09:56:30Z,437.8882
2023-11-01T09:56:40Z,422.8376
2023-11-01T09:56:50Z,409.2157
2023-11-01T09:57:00Z,397.1049
2023-11-01T09:57:10Z,481.341
2023-11-01T09:57:20Z,457.3513
2023-11-01T09:57:30Z,442.0547
2023-11-01T09:57:40Z,428.7665
2023-11-01T09:57:50Z,416.5623
2023-11-01T09:58:00Z,405.4508
2023-11-01T09:58:10Z,491.9249
2023-11-01T09:58:20Z,468.4207
2023-11-01T09:58:30Z,453.5365
2023-11-01T09:58:40Z,440.9811
2023-11-01T09:58:50Z,429.5205
2023-11-01T09:59:00Z,418.0085
2023-11-01T09:59:10Z,502.6897
2023-11-01T09:59:20Z,481.539
2023-11-01T09:59:30Z,467.9798
2023-11-01T09:59:40Z,456.2568
2023-11-01T09:59:50Z,444.7912
2023-11-01T10:00:00Z,433.2043
2023-11-01T10:00:10Z,517.7498
2023-11-01T10:00:20Z,496.7437
2023-11-01T10:00:30Z,483.6586
2023-11-01T10:00:40Z,471.3299
2023-11-01T10:00:50Z,460.6814
2023-11-01T10:01:00Z,452.9519
2023-11-01T10:01:10Z,542.1126
2023-11-01T10:01:20Z,520.5693
2023-11-01T10:01:30Z,507.2193
2023-11-01T10:01:40Z,495.3544
2023-11-01T10:01:50Z,485.5036
2023-11-01T10:02:00Z,474.8004
2023-11-01T10:02:10Z,561.0198
2023-11-01T10:02:20Z,539.7225
2023-11-01T10:02:30Z,526.8758
2023-11-01T10:02:40Z,515.9801
2023-11-01T10:02:50Z,504.7462
2023-11-01T10:03:00Z,493.881
2023-11-01T10:03:10Z,579.7004
2023-11-01T10:03:20Z,559.8126
2023-11-01T10:03:30Z,546.4423
2023-11-01T10:03:40Z,534.4938
2023-11-01T10:03:50Z,523.5137
2023-11-01T10:04:00Z,512.3101
2023-11-01T10:04:10Z,603.5685
2023-11-01T10:04:20Z,582.7637
2023-11-01T10:04:30Z,568.9321
2023-11-01T10:04:40Z,557.7133
2023-11-01T10:04:50Z,547.6577
2023-11-01T10:05:00Z,537.4916
2023-11-01T10:05:10Z,629.0757
2023-11-01T10:05:20Z,606.4883
2023-11-01T10:05:30Z,593.5777
2023-11-01T10:05:40Z,582.1907
2023-11-01T10:05:50Z,570.4398
2023-11-01T10:06:00Z,560.9028
2023-11-01T10:06:10Z,648.2676
2023-11-01T10:06:20Z,626.4667
2023-11-01T10:06:30Z,612.1093
2023-11-01T10:06:40Z,599.9537
2023-11-01T10:06:50Z,588.7133
2023-11-01T10:07:00Z,578.8942
2023-11-01T10:07:10Z,666.3801
2023-11-01T10:07:20Z,645.0571
2023-11-01T10:07:30Z,631.2344
2023-11-01T10:07:40Z,619.2555
2023-11-01T10:07:50Z,608.5353
2023-11-01T10:08:00Z,596.3632
2023-11-01T10:08:10Z,680.0726
2023-11-01T10:08:20Z,659.469
2023-11-01T10:08:30Z,645.8808
2023-11-01T10:08:40Z,633.8094
2023-11-01T10:08:50Z,623.6556
2023-11-01T10:09:00Z,612.6785
2023-11-01T10:09:10Z,700.0651
2023-11-01T10:09:20Z,678.3672
2023-11-01T10:09:30Z,665.8159
2023-11-01T10:09:40Z,652.2118
2023-11-01T10:09:50Z,642.0967
2023-11-01T10:10:00Z,630.681
2023-11-01T10:10:10Z,715.9783
2023-11-01T10:10:20Z,694.4167
2023-11-01T10:10:30Z,680.1357
2023-11-01T10:10:40Z,668.903
2023-11-01T10:10:50Z,658.9806
2023-11-01T10:11:00Z,647.5112
2023-11-01T10:11:10Z,735.3558
2023-11-01T10:11:20Z,716.2266
2023-11-01T10:11:30Z,703.178
2023-11-01T10:11:40Z,691.0159
2023-11-01T10:11:50Z,680.8114
2023-11-01T10:12:00Z,671.1085
2023-11-01T10:12:10Z,763.6156
2023-11-01T10:12:20Z,742.0225
2023-11-01T10:12:30Z,727.9197
2023-11-01T10:12:40Z,713.0432
2023-11-01T10:12:50Z,699.8126
2023-11-01T10:13:00Z,688.0931
2023-11-01T10:13:10Z,772.8103
2023-11-01T10:13:20Z,753.0466
2023-11-01T10:13:30Z,737.1515
2023-11-01T10:13:40Z,726.2057
2023-11-01T10:13:50Z,714.7799
2023-11-01T10:14:00Z,704.5423
2023-11-01T10:14:10Z,794.4144
2023-11-01T10:14:20Z,772.0606
2023-11-01T10:14:30Z,756.5653
2023-11-01T10:14:40Z,742.7877
2023-11-01T10:14:50Z,730.5162
2023-11-01T10:15:00Z,718.6705
2023-11-01T10:15:10Z,801.3297
2023-11-01T10:15:20Z,778.609
2023-11-01T10:15:30Z,765.8378
2023-11-01T10:15:40Z,753.4703
2023-11-01T10:15:50Z,741.9028
2023-11-01T10:16:00Z,730.933
2023-11-01T10:16:10Z,821.8403
2023-11-01T10:16:20Z,798.8793
2023-11-01T10:16:30Z,784.0452
2023-11-01T10:16:40Z,771.1281
2023-11-01T10:16:50Z,758.6991
2023-11-01T10:17:00Z,747.7405
2023-11-01T10:17:10Z,836.9056
2023-11-01T10:17:20Z,809.1607
2023-11-01T10:17:30Z,790.1612
2023-11-01T10:17:40Z,773.4324
2023-11-01T10:17:50Z,762.1599
2023-11-01T10:18:00Z,747.3555
2023-11-01T10:18:10Z,824.1272
