Date,pH
2023-06-02T14:00:00Z,4.22721723758438
2023-06-02T15:00:00Z,3.91597183135402
2023-06-02T16:00:00Z,3.75777793386256
2023-06-02T17:00:00Z,3.68310475745143
2023-06-02T18:00:00Z,3.64325816157558
2023-06-02T19:00:00Z,3.62414268386655
2023-06-02T20:00:00Z,3.62095823367872
2023-06-02T21:00:00Z,3.61561356278089
2023-06-02T22:00:00Z,3.61214086607499
2023-06-02T23:00:00Z,3.64547780095877
2023-06-03T00:00:00Z,3.64821419393884
2023-06-03T01:00:00Z,3.64041105220189
2023-06-03T02:00:00Z,3.57970619211314
2023-06-03T03:00:00Z,3.5689334535646
2023-06-03T04:00:00Z,3.59933191492978
2023-06-03T05:00:00Z,3.60914285627899
2023-06-03T06:00:00Z,3.63234340210535
2023-06-03T07:00:00Z,3.60865312519226
2023-06-03T08:00:00Z,3.59033598486298
2023-06-03T09:00:00Z,3.65700141746465
2023-06-03T10:00:00Z,3.6681554759679
2023-06-03T11:00:00Z,3.68753215357345
2023-06-03T12:00:00Z,3.64658090291155
2023-06-03T13:00:00Z,3.64566470507368
2023-06-03T14:00:00Z,3.6774687819033
2023-06-03T15:00:00Z,3.65700964642104
2023-06-03T16:00:00Z,3.63608033896486
2023-06-03T17:00:00Z,3.63397671686966
2023-06-03T18:00:00Z,3.63278582174251
2023-06-03T19:00:00Z,3.62732756562479
2023-06-03T20:00:00Z,3.62386122975263
2023-06-03T21:00:00Z,3.62181487010362
2023-06-03T22:00:00Z,3.6213050377623
2023-06-03T23:00:00Z,3.62323678532128
2023-06-04T00:00:00Z,3.64297340244498
2023-06-04T01:00:00Z,3.62026045324515
2023-06-04T02:00:00Z,3.62918789352962
2023-06-04T03:00:00Z,3.60996545683751
2023-06-04T04:00:00Z,3.59396930660578
2023-06-04T05:00:00Z,3.60148798092186
2023-06-04T06:00:00Z,3.61267172013236
2023-06-04T07:00:00Z,3.64149398315666
2023-06-04T08:00:00Z,3.64548914832834
2023-06-04T09:00:00Z,3.64777209985502
2023-06-04T10:00:00Z,3.64742825858933
2023-06-04T11:00:00Z,3.65073494197443
2023-06-04T12:00:00Z,3.63847231514476
2023-06-04T13:00:00Z,3.63830413932661
2023-06-04T14:00:00Z,3.65248543705959
2023-06-04T15:00:00Z,3.65048915861099
2023-06-04T16:00:00Z,3.66226606725683
2023-06-04T17:00:00Z,3.67193551253114
2023-06-04T18:00:00Z,3.66595690521877
2023-06-04T19:00:00Z,3.66077860350198
2023-06-04T20:00:00Z,3.65833476950481
2023-06-04T21:00:00Z,3.66573508035571
2023-06-04T22:00:00Z,3.65265101600858
2023-06-04T23:00:00Z,3.68807124103419
2023-06-05T00:00:00Z,3.63312103892818
2023-06-05T01:00:00Z,3.68365702936758
2023-06-05T02:00:00Z,3.6298098176883
2023-06-05T03:00:00Z,3.62102751143677
2023-06-05T04:00:00Z,3.61338149789176
2023-06-05T05:00:00Z,3.60880850771757
2023-06-05T06:00:00Z,3.61975405549742
2023-06-05T07:00:00Z,3.62631339123384
2023-06-05T08:00:00Z,3.6369280801033
2023-06-05T09:00:00Z,3.65713114196594
2023-06-05T10:00:00Z,3.67219551485156
2023-06-05T11:00:00Z,3.66785223967764
2023-06-05T12:00:00Z,3.66578846903396
2023-06-05T13:00:00Z,3.66863073232281
2023-06-05T14:00:00Z,3.68588364363624
2023-06-05T15:00:00Z,3.67093023245271
2023-06-05T16:00:00Z,3.66453465279183
2023-06-05T17:00:00Z,3.66213550495327
2023-06-05T18:00:00Z,3.66156009772559
2023-06-05T19:00:00Z,3.66121437481395
2023-06-05T20:00:00Z,3.66177925581168
2023-06-05T21:00:00Z,3.66405208766692
2023-06-05T22:00:00Z,3.63916304424195
2023-06-05T23:00:00Z,3.62914018338409
2023-06-06T00:00:00Z,3.62559100811444
2023-06-06T01:00:00Z,3.61809373000822
2023-06-06T02:00:00Z,3.61532388131927
2023-06-06T03:00:00Z,3.61723933652718
2023-06-06T04:00:00Z,3.61818872667306
2023-06-06T05:00:00Z,3.61271455305479
2023-06-06T06:00:00Z,3.6313944598072
2023-06-06T07:00:00Z,3.624950098246
2023-06-06T08:00:00Z,3.62562906386656
2023-06-06T09:00:00Z,3.65350693484595
2023-06-06T10:00:00Z,3.66355466211398
2023-06-06T11:00:00Z,3.67318580649404
2023-06-06T12:00:00Z,3.68474490051427
2023-06-06T13:00:00Z,3.69405191795109
2023-06-06T14:00:00Z,3.69920267692943
2023-06-06T15:00:00Z,3.68887732200787
2023-06-06T16:00:00Z,3.66912050784202
2023-06-06T17:00:00Z,3.66983466094163
2023-06-06T18:00:00Z,3.66679441857008
2023-06-06T19:00:00Z,3.66729241321154
2023-06-06T20:00:00Z,3.66944326596305
2023-06-06T21:00:00Z,3.6682415518714
2023-06-06T22:00:00Z,3.6636850508769
2023-06-06T23:00:00Z,3.66317075543105
2023-06-07T00:00:00Z,3.6645385469101
2023-06-07T01:00:00Z,3.66829574198889
2023-06-07T02:00:00Z,3.67683725962934
2023-06-07T03:00:00Z,3.66643394496861
2023-06-07T04:00:00Z,3.65710734913352
2023-06-07T05:00:00Z,3.65386810977601
2023-06-07T06:00:00Z,3.64417546961986
2023-06-07T07:00:00Z,3.65827254014121
2023-06-07T08:00:00Z,3.63829751938077
2023-06-07T09:00:00Z,3.6509111582042
2023-06-07T10:00:00Z,3.67704612739194
2023-06-07T11:00:00Z,3.67726589524278
2023-06-07T12:00:00Z,3.67291711988915
2023-06-07T13:00:00Z,3.6709061429203
2023-06-07T14:00:00Z,3.6741911011344
2023-06-07T15:00:00Z,3.67336339582674
2023-06-07T16:00:00Z,3.6689590801608
2023-06-07T17:00:00Z,3.67007702264965
2023-06-07T18:00:00Z,3.66796199802522
2023-06-07T19:00:00Z,3.66613698592829
2023-06-07T20:00:00Z,3.66045574469536
2023-06-07T21:00:00Z,3.65903647342567
2023-06-07T22:00:00Z,3.65795893675918
2023-06-07T23:00:00Z,3.66670479041718
2023-06-08T00:00:00Z,3.67642250130062
2023-06-08T01:00:00Z,3.68103883337768
2023-06-08T02:00:00Z,3.65388826254336
2023-06-08T03:00:00Z,3.63495068442594
2023-06-08T04:00:00Z,3.61946198128122
2023-06-08T05:00:00Z,3.62292401283756
2023-06-08T06:00:00Z,3.62781960755915
2023-06-08T07:00:00Z,3.62730101320145
2023-06-08T08:00:00Z,3.63818724656169
2023-06-08T09:00:00Z,3.66349612087657
2023-06-08T10:00:00Z,3.66998738319369
2023-06-08T11:00:00Z,3.67640439853581
2023-06-08T12:00:00Z,3.67341706525525
2023-06-08T13:00:00Z,3.67129248267885
2023-06-08T14:00:00Z,3.69444226501896
2023-06-08T15:00:00Z,3.69379461439332
2023-06-08T16:00:00Z,3.67973972049532
2023-06-08T17:00:00Z,3.67189917044775
2023-06-08T18:00:00Z,3.67154731537836
2023-06-08T19:00:00Z,3.66904964443524
2023-06-08T20:00:00Z,3.66616233061993
2023-06-08T21:00:00Z,3.6619769601428
2023-06-08T22:00:00Z,3.66113153702493
2023-06-08T23:00:00Z,3.67767924551961
2023-06-09T00:00:00Z,3.66733732609696
2023-06-09T01:00:00Z,3.67557789923711
2023-06-09T02:00:00Z,3.67542950462139
2023-06-09T03:00:00Z,3.67152606059895
2023-06-09T04:00:00Z,3.67585456238377
2023-06-09T05:00:00Z,3.68790113807798
2023-06-09T06:00:00Z,3.65132489079294
2023-06-09T07:00:00Z,3.63802649374651
2023-06-09T08:00:00Z,3.65593596269718
2023-06-09T09:00:00Z,3.67008667940248
2023-06-09T10:00:00Z,3.6760436100586
2023-06-09T11:00:00Z,3.6820950340033
2023-06-09T12:00:00Z,3.67621577374321
2023-06-09T13:00:00Z,3.68231003885552
2023-06-09T14:00:00Z,3.70224115318857
2023-06-09T15:00:00Z,3.71388463118234
2023-06-09T16:00:00Z,3.70193733274152
2023-06-09T17:00:00Z,3.68956606900929
2023-06-09T18:00:00Z,3.71096671535497
2023-06-09T19:00:00Z,3.70864751261988
2023-06-09T20:00:00Z,3.695770825276
2023-06-09T21:00:00Z,3.65818209919456
2023-06-09T22:00:00Z,3.65154812934794
2023-06-09T23:00:00Z,3.64763334765333
2023-06-10T00:00:00Z,3.65878758501082
2023-06-10T01:00:00Z,3.65014699208201
2023-06-10T02:00:00Z,3.65277399314783
2023-06-10T03:00:00Z,3.65836896015576
2023-06-10T04:00:00Z,3.65535868969491
2023-06-10T05:00:00Z,3.65713643914853
2023-06-10T06:00:00Z,3.64874945043354
2023-06-10T07:00:00Z,3.64721098227988
2023-06-10T08:00:00Z,3.65607742475744
2023-06-10T09:00:00Z,3.67796399166366
2023-06-10T10:00:00Z,3.68845486913308
2023-06-10T11:00:00Z,3.69794571001411
2023-06-10T12:00:00Z,3.69742070423593
2023-06-10T13:00:00Z,3.69690636551543
2023-06-10T14:00:00Z,3.70291467871691
2023-06-10T15:00:00Z,3.69948474020256
2023-06-10T16:00:00Z,3.69697494914403
2023-06-10T17:00:00Z,3.69603599904923
2023-06-10T18:00:00Z,3.69115678495104
2023-06-10T19:00:00Z,3.68554722113857
2023-06-10T20:00:00Z,3.67789324806864
2023-06-10T21:00:00Z,3.67586145631165
2023-06-10T22:00:00Z,3.69436186264365
2023-06-10T23:00:00Z,3.70045927859087
2023-06-11T00:00:00Z,3.69883671329912
2023-06-11T01:00:00Z,3.69358129569205
2023-06-11T02:00:00Z,3.65667050053554
2023-06-11T03:00:00Z,3.65486108147401
2023-06-11T04:00:00Z,3.66346636343688
2023-06-11T05:00:00Z,3.66672718347259
2023-06-11T06:00:00Z,3.66856730180018
2023-06-11T07:00:00Z,3.66134287969239
2023-06-11T08:00:00Z,3.66648467502032
2023-06-11T09:00:00Z,3.67611310310983
2023-06-11T10:00:00Z,3.6839563028446
2023-06-11T11:00:00Z,3.69198814645362
2023-06-11T12:00:00Z,3.6998689230566
2023-06-11T13:00:00Z,3.69991148599276
2023-06-11T14:00:00Z,3.70701956857453
2023-06-11T15:00:00Z,3.70859557679868
2023-06-11T16:00:00Z,3.71560459732401
2023-06-11T17:00:00Z,3.71047445945408
2023-06-11T18:00:00Z,3.69912447380751
2023-06-11T19:00:00Z,3.69208589345163
2023-06-11T20:00:00Z,3.6932751057952
2023-06-11T21:00:00Z,3.68261244902406
2023-06-11T22:00:00Z,3.70496494883894
2023-06-11T23:00:00Z,3.67131290340882
2023-06-12T00:00:00Z,3.67487035488574
2023-06-12T01:00:00Z,3.66549458869758
2023-06-12T02:00:00Z,3.67109086929363
2023-06-12T03:00:00Z,3.6667431244332
2023-06-12T04:00:00Z,3.66750524848633
2023-06-12T05:00:00Z,3.66479213494664
