Date,FDOM
2023-01-20T16:00:00Z,43.01513
2023-01-20T17:00:00Z,42.71793
2023-01-20T18:00:00Z,43.04484
2023-01-20T19:00:00Z,43.52035
2023-01-20T20:00:00Z,43.60951
2023-01-20T21:00:00Z,42.6096
2023-01-20T22:00:00Z,43.89192
2023-01-20T23:00:00Z,35.09207
2023-01-21T00:00:00Z,33.16239
2023-01-21T01:00:00Z,33.43292
2023-01-21T02:00:00Z,33.19505
2023-01-21T03:00:00Z,33.28426
2023-01-21T04:00:00Z,33.22479
2023-01-21T05:00:00Z,33.73027
2023-01-21T06:00:00Z,34.08708
2023-01-21T07:00:00Z,35.00885
2023-01-21T08:00:00Z,36.76317
2023-01-21T09:00:00Z,35.09805
2023-01-21T10:00:00Z,36.1968
2023-01-21T11:00:00Z,36.43161
2023-01-21T12:00:00Z,35.95973
2023-01-21T13:00:00Z,33.84867
2023-01-21T14:00:00Z,34.67887
2023-01-21T15:00:00Z,37.50069
2023-01-21T16:00:00Z,37.08401
2023-01-21T17:00:00Z,33.01132
2023-01-21T18:00:00Z,32.03218
2023-01-21T19:00:00Z,32.42022
2023-01-21T20:00:00Z,32.27238
2023-01-21T21:00:00Z,32.98651
2023-01-21T22:00:00Z,32.599850000000004
2023-01-21T23:00:00Z,33.10523
2023-01-22T00:00:00Z,33.43025
2023-01-22T01:00:00Z,34.38073
2023-01-22T02:00:00Z,35.15194
2023-01-22T03:00:00Z,35.32999
2023-01-22T04:00:00Z,35.15154
2023-01-22T05:00:00Z,37.05421
2023-01-22T06:00:00Z,39.43256
2023-01-22T07:00:00Z,41.84063
2023-01-22T08:00:00Z,41.98927
2023-01-22T09:00:00Z,38.6884
2023-01-22T10:00:00Z,36.68536
2023-01-22T11:00:00Z,34.06967
2023-01-22T12:00:00Z,32.61343
2023-01-22T13:00:00Z,33.38613
2023-01-22T14:00:00Z,35.199
2023-01-22T15:00:00Z,35.79338
2023-01-22T16:00:00Z,36.62551
2023-01-22T17:00:00Z,37.844
2023-01-22T18:00:00Z,38.94361
2023-01-22T19:00:00Z,40.0135
2023-01-22T20:00:00Z,41.05367
2023-01-22T21:00:00Z,40.90508
2023-01-22T22:00:00Z,41.52918
2023-01-22T23:00:00Z,41.91553
2023-01-23T00:00:00Z,41.82637
2023-01-23T01:00:00Z,41.23285
2023-01-23T02:00:00Z,41.4739
2023-01-23T03:00:00Z,40.88024
2023-01-23T04:00:00Z,40.43943
2023-01-23T05:00:00Z,38.53936
2023-01-23T06:00:00Z,38.45003
2023-01-23T07:00:00Z,38.36224
2023-01-23T08:00:00Z,39.31363
2023-01-23T09:00:00Z,38.7197
2023-01-23T10:00:00Z,27.65978
2023-01-23T11:00:00Z,28.22462
2023-01-23T12:00:00Z,31.39507
2023-01-23T13:00:00Z,30.91944
2023-01-23T14:00:00Z,30.26562
2023-01-23T15:00:00Z,29.99815
2023-01-23T16:00:00Z,30.05758
2023-01-23T17:00:00Z,30.44462
2023-01-23T18:00:00Z,32.2321
2023-01-23T19:00:00Z,27.65955
2023-01-23T20:00:00Z,29.50297
2023-01-23T21:00:00Z,28.91227
2023-01-23T22:00:00Z,28.31862
2023-01-23T23:00:00Z,28.97278
2023-01-24T00:00:00Z,29.80534
2023-01-24T01:00:00Z,29.32959
2023-01-24T02:00:00Z,29.33412
2023-01-24T03:00:00Z,29.33459
2023-01-24T04:00:00Z,29.27586
2023-01-24T05:00:00Z,29.03919
2023-01-24T06:00:00Z,28.68509
2023-01-24T07:00:00Z,28.38768
2023-01-24T08:00:00Z,28.14983
2023-01-24T09:00:00Z,28.03085
2023-01-24T10:00:00Z,27.73022
2023-01-24T11:00:00Z,28.1403
2023-01-24T12:00:00Z,28.63258
2023-01-24T13:00:00Z,27.68005
2023-01-24T14:00:00Z,26.78848
2023-01-24T15:00:00Z,26.58044
2023-01-24T16:00:00Z,26.87763
2023-01-24T17:00:00Z,27.11539
2023-01-24T18:00:00Z,27.56117
2023-01-24T19:00:00Z,28.95798
2023-01-24T20:00:00Z,29.73161
2023-01-24T21:00:00Z,30.15344
2023-01-24T22:00:00Z,31.73227
2023-01-24T23:00:00Z,33.45692
2023-01-25T00:00:00Z,34.94341
2023-01-25T01:00:00Z,35.89476
2023-01-25T02:00:00Z,36.22178
2023-01-25T03:00:00Z,37.46658
2023-01-25T04:00:00Z,37.99954
2023-01-25T05:00:00Z,38.05718
2023-01-25T06:00:00Z,38.55736
2023-01-25T07:00:00Z,38.67614
2023-01-25T08:00:00Z,37.27934
2023-01-25T09:00:00Z,35.28815
2023-01-25T10:00:00Z,31.30579
2023-01-25T11:00:00Z,28.89854
2023-01-25T12:00:00Z,27.82865
2023-01-25T13:00:00Z,27.85837
2023-01-25T14:00:00Z,28.30415
2023-01-25T15:00:00Z,29.67123
2023-01-25T16:00:00Z,30.29534
2023-01-25T17:00:00Z,31.72186
2023-01-25T18:00:00Z,33.59416
2023-01-25T19:00:00Z,35.02068
2023-01-25T20:00:00Z,36.15001
2023-01-25T21:00:00Z,37.3685
2023-01-25T22:00:00Z,38.43839
2023-01-25T23:00:00Z,39.00305
2023-01-26T00:00:00Z,39.12193
2023-01-26T01:00:00Z,38.88417
2023-01-26T02:00:00Z,39.42004
2023-01-26T03:00:00Z,39.63423
2023-01-26T04:00:00Z,36.84558
2023-01-26T05:00:00Z,39.49196
2023-01-26T06:00:00Z,39.43254
2023-01-26T07:00:00Z,35.47894
2023-01-26T08:00:00Z,27.813110000000002
2023-01-26T09:00:00Z,27.04005
2023-01-26T10:00:00Z,28.11049
2023-01-26T11:00:00Z,29.09172
2023-01-26T12:00:00Z,31.10639
2023-01-26T13:00:00Z,32.17599
2023-01-26T14:00:00Z,29.29138
2023-01-26T15:00:00Z,29.05417
2023-01-26T16:00:00Z,28.87741
2023-01-26T17:00:00Z,33.60538
2023-01-26T18:00:00Z,29.08676
2023-01-26T19:00:00Z,30.27763
2023-01-26T20:00:00Z,29.06197
2023-01-26T21:00:00Z,28.79437
2023-01-26T22:00:00Z,28.85384
2023-01-26T23:00:00Z,28.67976
2023-01-27T00:00:00Z,28.73981
2023-01-27T01:00:00Z,28.44567
2023-01-27T02:00:00Z,28.2682
2023-01-27T03:00:00Z,27.82261
2023-01-27T04:00:00Z,27.7334
2023-01-27T05:00:00Z,27.34673
2023-01-27T06:00:00Z,27.4657
2023-01-27T07:00:00Z,27.43596
2023-01-27T08:00:00Z,27.10877
2023-01-27T09:00:00Z,26.98979
2023-01-27T10:00:00Z,26.6626
2023-01-27T11:00:00Z,26.65389
2023-01-27T12:00:00Z,29.82976
2023-01-27T13:00:00Z,28.63934
2023-01-27T14:00:00Z,26.43984
2023-01-27T15:00:00Z,26.1116
2023-01-27T16:00:00Z,25.63776
2023-01-27T17:00:00Z,25.69755
2023-01-27T18:00:00Z,25.93546
2023-01-27T19:00:00Z,26.7128
2023-01-27T20:00:00Z,26.80218
2023-01-27T21:00:00Z,26.4751
2023-01-27T22:00:00Z,26.41982
2023-01-27T23:00:00Z,26.45116
2023-01-28T00:00:00Z,26.18644
2023-01-28T01:00:00Z,26.1272
2023-01-28T02:00:00Z,25.91899
2023-01-28T03:00:00Z,26.00823
2023-01-28T04:00:00Z,25.82976
2023-01-28T05:00:00Z,25.71078
2023-01-28T06:00:00Z,25.56206
2023-01-28T07:00:00Z,25.53231
2023-01-28T08:00:00Z,25.50257
2023-01-28T09:00:00Z,25.35386
2023-01-28T10:00:00Z,25.41335
2023-01-28T11:00:00Z,25.82116
2023-01-28T12:00:00Z,25.90377
2023-01-28T13:00:00Z,25.71931
2023-01-28T14:00:00Z,25.15392
2023-01-28T15:00:00Z,25.06477
2023-01-28T16:00:00Z,24.85673
2023-01-28T17:00:00Z,24.97561
2023-01-28T18:00:00Z,24.88937
2023-01-28T19:00:00Z,25.24967
2023-01-28T20:00:00Z,25.45968
2023-01-28T21:00:00Z,26.44084
2023-01-28T22:00:00Z,27.42192
2023-01-28T23:00:00Z,27.45165
2023-01-29T00:00:00Z,28.01651
2023-01-29T01:00:00Z,30.39485
2023-01-29T02:00:00Z,29.91927
2023-01-29T03:00:00Z,28.67057
2023-01-29T04:00:00Z,28.90839
2023-01-29T05:00:00Z,29.47325
2023-01-29T06:00:00Z,29.53271
2023-01-29T07:00:00Z,29.74081
2023-01-29T08:00:00Z,31.67322
2023-01-29T09:00:00Z,33.57589
2023-01-29T10:00:00Z,19.34286
2023-01-29T11:00:00Z,18.05361
2023-01-29T12:00:00Z,17.40163
2023-01-29T13:00:00Z,17.51421
2023-01-29T14:00:00Z,18.2837
2023-01-29T15:00:00Z,18.80714
2023-01-29T16:00:00Z,18.94958
2023-01-29T17:00:00Z,19.61542
2023-01-29T18:00:00Z,34.01023
2023-01-29T19:00:00Z,35.61506
2023-01-29T20:00:00Z,38.40866
2023-01-29T21:00:00Z,39.95406
2023-01-29T22:00:00Z,39.77575
2023-01-29T23:00:00Z,43.52036
2023-01-30T00:00:00Z,45.12519
2023-01-30T01:00:00Z,45.80873
2023-01-30T02:00:00Z,45.51154
2023-01-30T03:00:00Z,47.79992
2023-01-30T04:00:00Z,48.03767
2023-01-30T05:00:00Z,48.15655
2023-01-30T06:00:00Z,48.81037
2023-01-30T07:00:00Z,49.19705
2023-01-30T08:00:00Z,49.4393
2023-01-30T09:00:00Z,49.64722
2023-01-30T10:00:00Z,49.70201
2023-01-30T11:00:00Z,48.60234
2023-01-30T12:00:00Z,49.61279
2023-01-30T13:00:00Z,49.46371
2023-01-30T14:00:00Z,49.22577
2023-01-30T15:00:00Z,48.75084
2023-01-30T16:00:00Z,48.63161
2023-01-30T17:00:00Z,48.7508
2023-01-30T18:00:00Z,48.89951
2023-01-30T19:00:00Z,49.16698
2023-01-30T20:00:00Z,50.14771
2023-01-30T21:00:00Z,50.5935
2023-01-30T22:00:00Z,50.47462
2023-01-30T23:00:00Z,50.20715
2023-01-31T00:00:00Z,50.118
2023-01-31T01:00:00Z,49.70193
2023-01-31T02:00:00Z,49.49389
2023-01-31T03:00:00Z,49.10754
2023-01-31T04:00:00Z,48.89951
2023-01-31T05:00:00Z,48.424
2023-01-31T06:00:00Z,47.0272
2023-01-31T07:00:00Z,46.07619
2023-01-31T08:00:00Z,46.37338
2023-01-31T09:00:00Z,46.10591
2023-01-31T10:00:00Z,46.37338
2023-01-31T11:00:00Z,45.68984
2023-01-31T12:00:00Z,45.89788
2023-01-31T13:00:00Z,45.51153
2023-01-31T14:00:00Z,45.24405
2023-01-31T15:00:00Z,45.12518
2023-01-31T16:00:00Z,45.06574
2023-01-31T17:00:00Z,45.03602
2023-01-31T18:00:00Z,45.06574
2023-01-31T19:00:00Z,44.88742
2023-01-31T20:00:00Z,44.82799
2023-01-31T21:00:00Z,44.59023
2023-01-31T22:00:00Z,44.2336
2023-01-31T23:00:00Z,44.05529
2023-02-01T00:00:00Z,43.99585
2023-02-01T01:00:00Z,43.52034
2023-02-01T02:00:00Z,43.96613
2023-02-01T03:00:00Z,43.6095
2023-02-01T04:00:00Z,43.93905
2023-02-01T05:00:00Z,44.20847
2023-02-01T06:00:00Z,44.18117
2023-02-01T07:00:00Z,44.62703
2023-02-01T08:00:00Z,45.22376
2023-02-01T09:00:00Z,44.6009
2023-02-01T10:00:00Z,44.74113
2023-02-01T11:00:00Z,43.99587
2023-02-01T12:00:00Z,41.88581
2023-02-01T13:00:00Z,41.85609
2023-02-01T14:00:00Z,41.49946
2023-02-01T15:00:00Z,41.67777
2023-02-01T16:00:00Z,41.20227
2023-02-01T17:00:00Z,40.84563
2023-02-01T18:00:00Z,40.9348
2023-02-01T19:00:00Z,41.02395
2023-02-01T20:00:00Z,40.10266
2023-02-01T21:00:00Z,40.0135
2023-02-01T22:00:00Z,40.0135
2023-02-01T23:00:00Z,39.83519
2023-02-02T00:00:00Z,39.71722
2023-02-02T01:00:00Z,39.66205
2023-02-02T02:00:00Z,42.96794
2023-02-02T03:00:00Z,46.14916
2023-02-02T04:00:00Z,32.92166
2023-02-02T05:00:00Z,35.86503
2023-02-02T06:00:00Z,34.20019
2023-02-02T07:00:00Z,35.44881
2023-02-02T08:00:00Z,33.54615
2023-02-02T09:00:00Z,32.20833
2023-02-02T10:00:00Z,47.51266
2023-02-02T11:00:00Z,44.67945
2023-02-02T12:00:00Z,47.79992
2023-02-02T13:00:00Z,49.43447
2023-02-02T14:00:00Z,47.71076
2023-02-02T15:00:00Z,51.33647
2023-03-09T00:00:00Z,359.7393
2023-03-09T01:00:00Z,356.5691
2023-03-09T02:00:00Z,339.7013
2023-03-09T03:00:00Z,336.89
2023-03-09T04:00:00Z,335.2152
2023-03-09T05:00:00Z,330.3964
2023-03-09T06:00:00Z,328.612
2023-03-09T07:00:00Z,331.0219
2023-03-09T08:00:00Z,333.5948
2023-03-09T09:00:00Z,331.5927
2023-03-09T10:00:00Z,326.0636
2023-03-09T11:00:00Z,332.6069
2023-03-09T12:00:00Z,329.719
2023-03-09T13:00:00Z,327.2623
2023-03-09T14:00:00Z,332.1172
2023-03-09T15:00:00Z,341.1425
2023-03-09T16:00:00Z,343.8323
2023-03-09T17:00:00Z,329.9647
2023-03-09T18:00:00Z,335.2627
2023-03-09T19:00:00Z,350.3426
2023-03-09T20:00:00Z,355.9687
2023-03-09T21:00:00Z,340.4844
2023-03-09T22:00:00Z,291.5801
2023-03-09T23:00:00Z,52.2285
2023-03-10T00:00:00Z,74.70096
2023-03-10T01:00:00Z,74.95174
2023-03-10T02:00:00Z,72.22256
2023-03-10T03:00:00Z,73.20435
2023-03-10T04:00:00Z,74.09687
2023-03-10T05:00:00Z,70.94495
2023-03-10T06:00:00Z,72.07528
2023-03-10T07:00:00Z,65.41592
2023-03-10T08:00:00Z,65.23755
2023-03-10T09:00:00Z,65.52223
2023-03-10T10:00:00Z,66.61217
2023-03-10T11:00:00Z,65.98804
2023-03-10T12:00:00Z,65.33423
2023-03-10T13:00:00Z,67.02822
2023-03-10T14:00:00Z,63.66995
2023-03-10T15:00:00Z,62.77837
2023-03-10T16:00:00Z,63.46191
2023-03-10T17:00:00Z,65.95833
2023-03-10T18:00:00Z,60.54944
2023-03-10T19:00:00Z,66.70131
2023-03-10T20:00:00Z,61.1141
2023-03-10T21:00:00Z,59.18236
2023-03-10T22:00:00Z,64.32378
2023-03-10T23:00:00Z,60.51972
2023-03-11T00:00:00Z,60.90607
2023-03-11T01:00:00Z,58.64747
2023-03-11T02:00:00Z,57.69761
2023-03-11T03:00:00Z,53.32955
2023-03-11T04:00:00Z,60.37864
2023-03-11T05:00:00Z,56.9978
2023-03-11T06:00:00Z,57.03217
2023-03-11T07:00:00Z,56.82417
2023-03-11T08:00:00Z,61.75922
2023-03-11T09:00:00Z,52.09721
2023-03-11T10:00:00Z,59.4998
2023-03-11T11:00:00Z,55.81337
2023-03-11T12:00:00Z,47.92131
2023-03-11T13:00:00Z,50.17745
2023-03-11T14:00:00Z,53.29796
2023-03-11T15:00:00Z,50.97987
2023-03-11T16:00:00Z,53.83291
2023-03-11T17:00:00Z,52.70358
2023-03-11T22:00:00Z,399.9948
2023-03-12T01:00:00Z,389.579
2023-03-12T02:00:00Z,394.2065
2023-03-12T03:00:00Z,387.0878
2023-03-12T04:00:00Z,390.6779
2023-03-12T05:00:00Z,389.7804
2023-03-12T06:00:00Z,396.3623
2023-03-12T07:00:00Z,392.0541
2023-03-12T08:00:00Z,387.9853
2023-03-12T10:00:00Z,398.6237
2023-03-12T20:00:00Z,67.56316
2023-03-12T21:00:00Z,63.10529
2023-03-12T22:00:00Z,59.15264
2023-03-12T23:00:00Z,58.85545
2023-03-13T00:00:00Z,58.73657
2023-03-13T01:00:00Z,56.71567
2023-03-13T02:00:00Z,56.44819
2023-03-13T03:00:00Z,54.36785
2023-03-13T04:00:00Z,57.81527
2023-03-13T05:00:00Z,60.93579
2023-03-13T06:00:00Z,56.95342
2023-03-13T07:00:00Z,60.69803
2023-03-13T08:00:00Z,58.29078
2023-03-13T09:00:00Z,63.04585
2023-03-13T10:00:00Z,60.93579
2023-03-13T11:00:00Z,58.70685
2023-03-13T12:00:00Z,60.54944
2023-03-13T13:00:00Z,62.89725
2023-03-13T14:00:00Z,62.98641
2023-03-13T15:00:00Z,63.22416
2023-03-13T16:00:00Z,62.09483
2023-03-13T17:00:00Z,44.32278
2023-03-13T18:00:00Z,44.26334
2023-03-13T19:00:00Z,31.21663
2023-03-13T20:00:00Z,27.89004
2023-03-13T21:00:00Z,29.58728
2023-03-13T22:00:00Z,33.84296
2023-03-13T23:00:00Z,31.49483
2023-03-14T00:00:00Z,31.82185
2023-03-14T01:00:00Z,35.3299
2023-03-14T02:00:00Z,37.94608
2023-03-14T03:00:00Z,38.33694
2023-03-14T04:00:00Z,40.06367
2023-03-14T05:00:00Z,41.28279
2023-03-14T06:00:00Z,36.88211
2023-03-14T07:00:00Z,42.5019
2023-03-14T08:00:00Z,40.42049
2023-03-14T09:00:00Z,41.9965
2023-03-14T10:00:00Z,40.86652
2023-03-14T11:00:00Z,42.76952
2023-03-14T12:00:00Z,42.70387
2023-03-14T13:00:00Z,204.543
2023-03-14T14:00:00Z,208.0616
2023-03-14T15:00:00Z,210.9882
2023-03-14T16:00:00Z,215.3268
2023-03-14T17:00:00Z,214.8559
2023-03-14T18:00:00Z,217.0008
2023-03-14T19:00:00Z,216.5279
2023-03-14T20:00:00Z,221.3162
2023-03-14T21:00:00Z,220.0081
2023-03-14T22:00:00Z,225.4546
2023-03-14T23:00:00Z,225.2088
2023-03-15T00:00:00Z,224.754
2023-03-15T01:00:00Z,227.0278
2023-03-15T02:00:00Z,227.327
2023-03-15T03:00:00Z,232.054
2023-03-15T04:00:00Z,227.9253
2023-03-15T05:00:00Z,229.7881
2023-03-15T06:00:00Z,228.7707
2023-03-15T07:00:00Z,228.1766
2023-03-15T08:00:00Z,227.9738
2023-03-15T09:00:00Z,232.21190000000001
2023-03-15T10:00:00Z,228.7043
2023-03-15T11:00:00Z,232.4131
2023-03-15T12:00:00Z,229.8875
2023-03-15T13:00:00Z,226.7108
2023-03-15T14:00:00Z,229.5221
2023-03-15T15:00:00Z,232.2719
2023-03-15T16:00:00Z,228.9249
2023-03-15T17:00:00Z,228.5079
2023-03-15T18:00:00Z,226.5173
2023-03-15T19:00:00Z,230.5387
2023-03-15T20:00:00Z,229.9408
2023-03-15T21:00:00Z,226.8902
2023-03-15T22:00:00Z,225.9393
2023-03-15T23:00:00Z,230.5559
2023-03-16T00:00:00Z,229.481
2023-03-16T01:00:00Z,228.2843
2023-03-16T02:00:00Z,230.6593
